"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.668856255971727E9,"2022-11-19 19:10:55.972 UTC+08:00"
"PAUSE",2.005510575000008E2,1.668856456522806E9,"2022-11-19 19:14:16.523 UTC+08:00"
