"Time (s)","X (hPa)"
-5.069395835E-1,1.018911362E3
5.220344167E-1,1.018908310E3
1.551015417E0,1.018905258E3
2.579996417E0,1.018905258E3
3.608963417E0,1.018906174E3
3.806417417E0,1.018906174E3
4.868600417E0,1.018907928E3
5.930808417E0,1.018907928E3
6.993005417E0,1.018907928E3
8.055155416E0,1.018907928E3
9.117307417E0,1.018907928E3
1.017951342E1,1.018906326E3
1.124167642E1,1.018906326E3
1.230382342E1,1.018906937E3
1.336596242E1,1.018907928E3
1.442812842E1,1.018909378E3
1.549028542E1,1.018913727E3
1.655246442E1,1.018913803E3
1.761463242E1,1.018913803E3
1.867680942E1,1.018909302E3
1.973900442E1,1.018904953E3
2.080117742E1,1.018899994E3
2.186334542E1,1.018897095E3
2.292550842E1,1.018893280E3
2.398767042E1,1.018891830E3
2.504981442E1,1.018890533E3
2.611194042E1,1.018887177E3
2.717408742E1,1.018883820E3
2.823622442E1,1.018880539E3
2.929832542E1,1.018877716E3
3.036042542E1,1.018873978E3
3.142250942E1,1.018871994E3
3.248456842E1,1.018870010E3
3.354669742E1,1.018869324E3
3.460884242E1,1.018869171E3
3.567098442E1,1.018868637E3
3.673312842E1,1.018867569E3
3.779524442E1,1.018866959E3
3.885732242E1,1.018866959E3
3.991940242E1,1.018866959E3
4.098150942E1,1.018866959E3
4.204358242E1,1.018866577E3
4.310568442E1,1.018865891E3
4.416781842E1,1.018864746E3
4.522994342E1,1.018863907E3
4.629209842E1,1.018863907E3
4.735419742E1,1.018864517E3
4.841618742E1,1.018865051E3
4.947823042E1,1.018867188E3
5.054026242E1,1.018869781E3
5.160228342E1,1.018871384E3
5.266432442E1,1.018873520E3
5.372639042E1,1.018875580E3
5.478845342E1,1.018875580E3
5.585054742E1,1.018872452E3
5.691262342E1,1.018871002E3
5.797469242E1,1.018869553E3
5.903679342E1,1.018869324E3
6.009893042E1,1.018866196E3
6.116105342E1,1.018865738E3
6.222312242E1,1.018864746E3
6.328517742E1,1.018862228E3
6.434720242E1,1.018860321E3
6.540923442E1,1.018859406E3
6.647126142E1,1.018857803E3
6.753332042E1,1.018856888E3
6.859535842E1,1.018856049E3
6.965740142E1,1.018854599E3
7.071942742E1,1.018854599E3
7.178146542E1,1.018854599E3
7.284351442E1,1.018854141E3
7.390554542E1,1.018852310E3
7.496756642E1,1.018850174E3
7.602959442E1,1.018847809E3
7.709162142E1,1.018845520E3
7.815368742E1,1.018844299E3
7.921576542E1,1.018843460E3
8.027784042E1,1.018843155E3
8.133992642E1,1.018840256E3
8.240195942E1,1.018838196E3
8.346400942E1,1.018836212E3
8.452605242E1,1.018834839E3
8.558810942E1,1.018834839E3
8.665012042E1,1.018834000E3
8.771214642E1,1.018833923E3
8.877420342E1,1.018833771E3
8.983626942E1,1.018833084E3
9.089834742E1,1.018831787E3
9.196043242E1,1.018831787E3
9.302248542E1,1.018833771E3
9.408455342E1,1.018833771E3
9.514660942E1,1.018833771E3
9.620867142E1,1.018834610E3
9.727069642E1,1.018834610E3
9.833276542E1,1.018833542E3
9.939480542E1,1.018833542E3
1.004568714E2,1.018834381E3
1.015189414E2,1.018835220E3
1.025809234E2,1.018835220E3
1.036428994E2,1.018835220E3
1.047048654E2,1.018834991E3
1.057668404E2,1.018833923E3
1.068288114E2,1.018832855E3
1.078907734E2,1.018830414E3
1.089527464E2,1.018828278E3
1.100147144E2,1.018827057E3
1.110766764E2,1.018827057E3
1.121386604E2,1.018828506E3
1.132006214E2,1.018830643E3
1.142626054E2,1.018833466E3
1.153245624E2,1.018837967E3
1.163865154E2,1.018841705E3
1.174485024E2,1.018843155E3
1.185105324E2,1.018846130E3
1.195725444E2,1.018848877E3
1.206345334E2,1.018851700E3
1.216965754E2,1.018852234E3
1.227585594E2,1.018853149E3
1.238205364E2,1.018853149E3
1.248825274E2,1.018851166E3
1.259445274E2,1.018847885E3
1.270065474E2,1.018845596E3
1.280685454E2,1.018844070E3
1.291305854E2,1.018842163E3
1.301926394E2,1.018841095E3
1.312546194E2,1.018840866E3
1.323166174E2,1.018841095E3
1.333785754E2,1.018840714E3
1.344405404E2,1.018840256E3
1.355024894E2,1.018838196E3
1.365644634E2,1.018837128E3
1.376264584E2,1.018834839E3
1.386884164E2,1.018833542E3
1.397503964E2,1.018833542E3
1.408123674E2,1.018833923E3
1.418743364E2,1.018833923E3
1.429363194E2,1.018833923E3
1.439982804E2,1.018832626E3
1.450602504E2,1.018829498E3
1.461221924E2,1.018829269E3
1.471841234E2,1.018827591E3
1.482460534E2,1.018826370E3
1.493080014E2,1.018826141E3
1.503699264E2,1.018824234E3
1.514318594E2,1.018821564E3
1.524937894E2,1.018820724E3
1.535557084E2,1.018819275E3
1.546176734E2,1.018818588E3
1.556796434E2,1.018816681E3
1.567415994E2,1.018816452E3
1.578035684E2,1.018814850E3
1.588655614E2,1.018813782E3
1.599275464E2,1.018811646E3
1.609895254E2,1.018810730E3
1.620515544E2,1.018810120E3
1.631135814E2,1.018808212E3
1.641755994E2,1.018807602E3
1.652375904E2,1.018807602E3
1.662995684E2,1.018807449E3
1.673615874E2,1.018806534E3
1.684235784E2,1.018804855E3
1.694855344E2,1.018802567E3
1.705474584E2,1.018801117E3
1.716093914E2,1.018798752E3
1.726713534E2,1.018797150E3
1.737332944E2,1.018796234E3
1.747952614E2,1.018794632E3
1.758572324E2,1.018793716E3
1.769192444E2,1.018792038E3
1.779812254E2,1.018790207E3
1.790431804E2,1.018788910E3
1.801051744E2,1.018785934E3
1.811671844E2,1.018785324E3
1.822291764E2,1.018784103E3
1.832911094E2,1.018780746E3
1.843530274E2,1.018779907E3
1.854149484E2,1.018778381E3
1.864768844E2,1.018776855E3
1.875388364E2,1.018774185E3
1.886008134E2,1.018772888E3
1.896628094E2,1.018769989E3
1.907248124E2,1.018768692E3
1.917868294E2,1.018767242E3
1.928488214E2,1.018766632E3
1.939108594E2,1.018766403E3
1.949728554E2,1.018764954E3
1.960348744E2,1.018761902E3
1.970969094E2,1.018759995E3
1.981589634E2,1.018755798E3
1.992210144E2,1.018754959E3
2.002830654E2,1.018754959E3
2.013450774E2,1.018754959E3
2.024071154E2,1.018755035E3
2.034691244E2,1.018756332E3
2.045311094E2,1.018756332E3
2.055930964E2,1.018754578E3
2.066550934E2,1.018753586E3
2.077170734E2,1.018750610E3
2.087790494E2,1.018749771E3
2.098410024E2,1.018747025E3
2.109029774E2,1.018743057E3
2.119649374E2,1.018740463E3
2.130269134E2,1.018736267E3
2.140888694E2,1.018728485E3
2.151508204E2,1.018721695E3
2.162127634E2,1.018717499E3
2.172747344E2,1.018712082E3
2.183366994E2,1.018705368E3
2.193986864E2,1.018698578E3
2.204606644E2,1.018690948E3
2.215226234E2,1.018681183E3
2.225845664E2,1.018674011E3
2.236465394E2,1.018666000E3
2.247084724E2,1.018658752E3
2.257704084E2,1.018649368E3
2.268324024E2,1.018645935E3
2.278943684E2,1.018642120E3
2.289563224E2,1.018637619E3
2.300182984E2,1.018636322E3
2.310802454E2,1.018635025E3
2.321422064E2,1.018633957E3
2.332041414E2,1.018632431E3
2.342659974E2,1.018631668E3
2.353278744E2,1.018631668E3
2.363898084E2,1.018632278E3
2.374517834E2,1.018634186E3
2.385137194E2,1.018634491E3
2.395757034E2,1.018635635E3
2.406376324E2,1.018636703E3
2.416995464E2,1.018637161E3
2.427614864E2,1.018637314E3
2.438233784E2,1.018637314E3
