"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.528431880E-1,-2.342929989E-1,-2.347991467E-1,4.892157763E-2
1.728431880E-1,-1.988628209E-1,-1.871516556E-1,4.159119725E-2
1.928431880E-1,-1.787042618E-1,-1.795769334E-1,2.822197415E-2
2.148431880E-1,-1.598023474E-1,-1.902757883E-1,-9.861109778E-3
2.348431880E-1,-1.632930040E-1,-2.472258806E-1,-1.345648803E-2
2.548431880E-1,-1.687209755E-1,-3.058864176E-1,-2.148500271E-2
2.748525630E-1,-1.472883373E-1,-2.985734642E-1,-2.057743259E-2
2.968431880E-1,-9.862855822E-2,-2.405238301E-1,-6.841690745E-3
3.168431880E-1,-6.592108309E-2,-1.558229923E-1,-3.333578818E-3
3.368431880E-1,-7.346090674E-2,-1.043881401E-1,-1.329940930E-2
3.568510000E-1,-1.022762954E-1,-1.347568780E-1,-2.700024284E-2
3.788431880E-1,-1.526639462E-1,-1.531351954E-1,-4.988151044E-2
3.988447500E-1,-1.800307184E-1,-1.665742248E-1,-4.660028964E-2
4.208431880E-1,-1.505870074E-1,-1.952499896E-1,-8.203047328E-3
4.408463130E-1,-2.321287990E-2,-1.934348345E-1,5.808455870E-2
4.628431880E-1,8.606218547E-2,-2.862340072E-3,1.129577085E-1
4.828431880E-1,1.156455129E-1,9.599310905E-2,1.618967354E-1
5.028431880E-1,9.808750451E-2,-1.823868975E-2,2.003463507E-1
5.228494380E-1,6.461209059E-2,-5.485569686E-2,2.254616320E-1
5.448494380E-1,2.640683204E-2,-9.478883445E-2,2.278876454E-1
5.668431880E-1,-7.552039623E-2,-6.133086979E-2,1.741140485E-1
5.868431880E-1,-9.930923581E-2,-9.096655995E-2,6.047565863E-2
6.068431880E-1,-1.602212340E-2,-8.868017793E-2,2.008873969E-2
6.268431880E-1,4.399975017E-2,-6.494370103E-2,1.539554894E-1
6.468431880E-1,1.893682219E-2,6.464699656E-2,3.053278923E-1
6.668494380E-1,2.139773592E-2,1.980599612E-1,4.000992775E-1
