"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-2.259350538E0,4.443207741E0,8.710316658E0
2.199218800E-2,-1.935577989E0,4.369312763E0,8.750405312E0
4.199531300E-2,-1.836850762E0,4.312991619E0,8.522247314E0
6.399843800E-2,-1.787807822E0,4.315653801E0,8.423213959E0
8.599218800E-2,-1.667753100E0,4.217951298E0,8.408541679E0
1.059921880E-1,-1.585469127E0,4.049284458E0,8.353694916E0
1.259921880E-1,-1.557610154E0,4.102206230E0,8.553035736E0
1.459984380E-1,-1.708952427E0,4.214704514E0,8.507652283E0
1.679921880E-1,-1.671832800E0,4.108325481E0,8.644973755E0
1.879921880E-1,-1.576294541E0,4.035905838E0,8.857339859E0
2.079921880E-1,-1.538159609E0,4.096115112E0,8.972079277E0
2.279921880E-1,-1.596310019E0,4.046066761E0,8.983437538E0
2.479921880E-1,-1.605676174E0,4.092313290E0,9.061058044E0
2.679921880E-1,-1.556853652E0,4.117777824E0,9.049191475E0
2.879921880E-1,-1.504104495E0,4.069951534E0,9.004592896E0
3.079921880E-1,-1.291260004E0,3.874824047E0,8.848567009E0
3.279921880E-1,-1.149025321E0,3.792319775E0,8.776310921E0
3.479921880E-1,-1.190684438E0,3.752470732E0,8.822901726E0
3.679921880E-1,-1.200261235E0,3.801063299E0,8.691105843E0
3.879921880E-1,-1.252416492E0,3.865812302E0,8.654857635E0
4.079921880E-1,-1.438828945E0,3.918551445E0,8.867979050E0
4.279921880E-1,-1.402609468E0,3.876260519E0,9.201885223E0
4.479921880E-1,-1.338368297E0,3.807738304E0,9.231007576E0
4.679921880E-1,-1.255423546E0,3.878712177E0,8.738319397E0
4.879953130E-1,-1.368171334E0,3.942589283E0,8.961736679E0
5.099921880E-1,-1.326014280E0,3.981049776E0,8.908604622E0
5.300171880E-1,-1.221492887E0,3.966943026E0,8.783551216E0
5.519921880E-1,-1.053582788E0,3.886718273E0,8.460371017E0
5.719921880E-1,-6.895109415E-1,3.820255280E0,8.614242554E0
5.919921880E-1,-6.436476111E-1,3.885693550E0,9.293275833E0
6.119921880E-1,-1.372289419E0,3.928626537E0,9.263415337E0
6.319921880E-1,-1.783737659E0,4.155625343E0,8.555412292E0
6.519921880E-1,-1.389470220E0,4.168247700E0,8.382675171E0
6.719921880E-1,-1.657074809E0,4.210606098E0,8.855309486E0
6.919921880E-1,-1.760389566E0,4.095981121E0,9.056834221E0
7.139921880E-1,-1.147665381E0,3.992197275E0,9.587111473E0
7.339921880E-1,-4.684399366E-1,3.856388569E0,9.037642479E0
7.539921880E-1,-4.956763685E-1,3.669162035E0,8.692972183E0
7.739921880E-1,-2.490544468E-1,3.614564657E0,9.264076233E0
7.939921880E-1,1.543015093E-1,3.763637304E0,9.090142250E0
8.139921880E-1,-1.566478312E-1,3.782685518E0,8.654483795E0
8.339921880E-1,-5.254027843E-1,3.639607906E0,8.126801491E0
8.539921880E-1,-1.116847247E-1,3.456662178E0,8.689784050E0
8.739921880E-1,7.948749699E-4,3.424196720E0,9.035582542E0
8.939921880E-1,-4.101938009E-1,3.541340351E0,8.897658348E0
9.139921880E-1,-7.317063808E-1,3.787512302E0,8.845148087E0
9.339921880E-1,3.696647286E-2,3.548408031E0,9.144997597E0
9.539921880E-1,8.449904323E-1,3.175362825E0,9.315532684E0
9.739921880E-1,8.420886099E-2,3.374014378E0,8.956948280E0
9.939921880E-1,-4.514506832E-2,3.289968252E0,9.129636765E0
1.013992188E0,2.456642389E-1,3.266428471E0,9.748298645E0
1.033992188E0,4.311478138E-1,3.192955256E0,9.766591072E0
1.053992188E0,3.780252934E-1,3.259399176E0,9.352632523E0
