"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.832833328E-3,-3.960763570E-3,8.959673643E-1,-4.855079111E-3
2.291883336E-2,-3.880035281E-1,4.728137553E-1,-2.178993262E-2
4.300483334E-2,-7.019879818E-1,1.410529763E-1,-1.806029081E-1
6.309183338E-2,-8.205313683E-1,-9.967551380E-2,-3.605582118E-1
8.317783335E-2,-9.305976629E-1,-2.053657323E-1,-7.073526382E-1
1.032638333E-1,-7.725501060E-1,-2.193397731E-1,-7.776485085E-1
1.233498334E-1,-3.538060188E-1,-4.986778833E-3,-4.784924388E-1
1.434358333E-1,4.544926807E-2,2.273579985E-1,-7.759516686E-2
1.635228334E-1,2.403533757E-1,2.674514651E-1,1.773968041E-1
1.836088334E-1,2.248543501E-1,1.472249031E-1,7.365210354E-2
2.036948333E-1,1.415482908E-1,4.174239188E-2,-3.700193167E-1
2.237808334E-1,2.609829903E-1,2.669675946E-1,-4.754764438E-1
2.438668333E-1,3.134017587E-1,4.560842514E-1,-4.305674508E-2
2.639538334E-1,8.008183539E-2,4.550973773E-1,3.075237870E-1
2.840398334E-1,-1.434802413E-1,4.642230570E-1,3.368547857E-1
3.041258333E-1,-9.397187829E-2,6.001697779E-1,3.520447016E-1
3.242118334E-1,1.881745607E-1,7.312439680E-1,6.273236871E-1
3.442978333E-1,2.680837512E-1,5.937793255E-1,1.001531959E0
3.643838334E-1,8.940546960E-2,2.183882594E-1,1.116862178E0
3.844708333E-1,-4.836327583E-2,-1.242192015E-1,1.012691140E0
4.045568333E-1,-8.861714602E-2,-3.267361522E-1,7.194017172E-1
4.246428334E-1,-6.824693084E-2,-4.326350987E-1,4.693883359E-1
4.447288333E-1,4.520101845E-2,-3.933822215E-1,4.909118116E-1
4.648148334E-1,1.967915744E-1,-2.499070466E-1,6.548103094E-1
4.849018333E-1,4.041861892E-1,-7.449435443E-2,9.684718847E-1
5.049875833E-1,7.060096860E-1,1.801640391E-1,1.339476228E0
5.250735834E-1,9.236261249E-1,3.509368896E-1,1.567078590E0
5.451595833E-1,1.031679749E0,3.268333673E-1,1.529150605E0
5.652455834E-1,1.055812955E0,1.468016505E-1,1.443401575E0
5.853315833E-1,1.104386330E0,1.049028337E-1,1.465946317E0
6.054185833E-1,1.040601611E0,1.721587181E-1,1.321732402E0
6.255045834E-1,8.848255277E-1,8.991058171E-2,1.085065842E0
6.455905833E-1,6.910987496E-1,1.222207770E-2,8.877143860E-1
6.656765834E-1,5.058760047E-1,-4.073442146E-2,7.206949592E-1
6.857625833E-1,3.880867362E-1,-1.313425899E-1,6.939215660E-1
7.058495834E-1,3.745945990E-1,6.083429605E-2,7.221449018E-1
7.259355834E-1,3.175218105E-1,6.103580594E-1,7.453796864E-1
7.460215833E-1,1.750802994E-1,1.240999937E0,1.003962874E0
7.661075834E-1,1.657703966E-1,1.649907589E0,1.363390446E0
7.861935833E-1,2.800591663E-2,1.402608991E0,1.318431377E0
8.062795834E-1,-7.284981608E-1,2.662346065E-1,4.144597948E-1
8.263665834E-1,-1.354572535E0,2.308090329E-1,-5.878210664E-1
8.464525833E-1,-1.232769012E0,5.200699717E-2,-7.172411084E-1
8.665385834E-1,-5.111525655E-1,-1.881291121E-1,-3.384271562E-1
8.866245833E-1,-8.067355305E-2,-5.550962687E-1,-5.594173446E-2
9.067105834E-1,-1.342846304E-1,-6.933633089E-1,-1.120360717E-1
9.267965833E-1,-4.100631475E-1,-7.192021012E-1,-3.580078483E-1
9.468835833E-1,-4.443791509E-1,-6.928296089E-1,-5.080303550E-1
9.669695834E-1,-1.464669853E-1,-5.370794535E-1,-4.946036041E-1
9.870555833E-1,2.958414257E-1,-2.717617154E-1,-3.866478503E-1
1.007141583E0,5.728677511E-1,-5.153669044E-2,-3.265725076E-1
1.027227583E0,6.330135465E-1,5.897767097E-2,-3.882878721E-1
1.047313583E0,5.210887790E-1,3.229793534E-2,-4.814640880E-1
1.067400583E0,2.808932364E-1,-4.961507395E-2,-4.816020131E-1
1.087486583E0,6.662623584E-2,-1.082267240E-1,-5.261334777E-1
1.107572583E0,-7.896178216E-2,-2.646116018E-1,-5.976175666E-1
1.127658583E0,-1.534283012E-1,-3.396722674E-1,-6.823557615E-1
1.147744583E0,-1.714982092E-1,-2.103815526E-1,-6.836329103E-1
1.167831583E0,-7.898877561E-2,-3.613787517E-2,-5.294691920E-1
1.187917583E0,8.573613316E-2,1.942331493E-1,-2.470522523E-1
1.208003583E0,2.899047136E-1,4.359070361E-1,9.669592604E-3
1.228089583E0,5.639685988E-1,3.699473739E-1,1.506182253E-1
1.248175583E0,7.445536256E-1,8.643063903E-2,1.425588727E-1
1.268261583E0,6.813995838E-1,-1.570842266E-1,-5.269078538E-2
1.288348583E0,5.312057137E-1,-5.824646726E-2,-1.866888553E-1
1.308434583E0,3.887121379E-1,1.799033284E-1,-3.819844127E-2
1.328520583E0,5.578932539E-2,2.849767208E-1,6.463502347E-2
1.348606583E0,-3.238903582E-1,1.450465471E-1,-9.969078004E-2
1.368692583E0,-2.666314542E-1,3.086041510E-1,-3.438111842E-1
