"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.832833328E-3,2.710992432E1,9.523101807E0,-4.151208496E1
2.291883336E-2,2.722088623E1,9.629966736E0,-4.137911987E1
4.300483334E-2,2.754113770E1,9.999687195E0,-4.093206787E1
6.309183338E-2,2.761920166E1,1.078802490E1,-4.046697998E1
8.317783335E-2,2.742449951E1,1.155169678E1,-4.060534668E1
1.032638333E-1,2.710192871E1,1.258104706E1,-4.041055298E1
1.233498334E-1,2.661138916E1,1.356989288E1,-4.043835449E1
1.434358333E-1,2.642565918E1,1.403359985E1,-4.040856934E1
1.635228334E-1,2.667547607E1,1.395731354E1,-4.014440918E1
1.836088334E-1,2.712225342E1,1.356835175E1,-4.030282593E1
2.036948333E-1,2.709039307E1,1.360480499E1,-4.018319702E1
2.237808334E-1,2.700317383E1,1.370801544E1,-4.031481934E1
2.438668333E-1,2.705474854E1,1.352091980E1,-4.000756836E1
2.639538334E-1,2.758062744E1,1.331972504E1,-3.971804810E1
2.840398334E-1,2.809985352E1,1.295587158E1,-3.972708130E1
3.041258333E-1,2.852001953E1,1.287931061E1,-3.926119995E1
3.242118334E-1,2.918487549E1,1.240509796E1,-3.859597778E1
3.442978333E-1,2.996594238E1,1.192635345E1,-3.848904419E1
3.643838334E-1,3.049957275E1,1.109355927E1,-3.829202271E1
3.844708333E-1,3.095764160E1,1.041652679E1,-3.815646362E1
4.045568333E-1,3.087200928E1,9.861808777E0,-3.850747681E1
4.246428334E-1,3.075097656E1,9.406814575E0,-3.840487671E1
4.447288333E-1,3.051141357E1,9.219741821E0,-3.858666992E1
4.648148334E-1,3.021813965E1,8.878356934E0,-3.887100220E1
4.849018333E-1,3.013171387E1,8.260437012E0,-3.898147583E1
5.049875833E-1,3.046185303E1,7.203269958E0,-3.890783691E1
5.250735834E-1,3.087738037E1,5.603988647E0,-3.903451538E1
5.451595833E-1,3.134863281E1,3.783119202E0,-3.897250366E1
5.652455834E-1,3.180206299E1,1.948387146E0,-3.867388916E1
5.853315833E-1,3.170043945E1,1.911697388E-1,-3.885324097E1
6.054185833E-1,3.173394775E1,-1.477882385E0,-3.863064575E1
6.255045834E-1,3.195703125E1,-3.132858276E0,-3.839437866E1
6.455905833E-1,3.185357666E1,-4.286605835E0,-3.854830933E1
6.656765834E-1,3.175390625E1,-5.208328247E0,-3.823403931E1
6.857625833E-1,3.154913330E1,-6.082893372E0,-3.833532715E1
7.058495834E-1,3.132983398E1,-6.874656677E0,-3.843161011E1
7.259355834E-1,3.158392334E1,-7.462806702E0,-3.830117798E1
7.460215833E-1,3.222778320E1,-8.288673401E0,-3.761407471E1
7.661075834E-1,3.320178223E1,-9.340614319E0,-3.653881836E1
7.861935833E-1,3.363189697E1,-9.737129211E0,-3.585000610E1
8.062795834E-1,3.431793213E1,-1.050481415E1,-3.516302490E1
8.263665834E-1,3.465270996E1,-1.033750916E1,-3.502795410E1
8.464525833E-1,3.495428467E1,-9.088584900E0,-3.514801025E1
