"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.080844641E-1,3.211319385E1,1.189543473E2,1.581923994E1,1.231477647E0,2.712945281E2,4.732982245E0,4.732982245E0
1.708058834E0,3.211319330E1,1.189543333E2,1.565140947E1,1.244688366E0,2.675586318E2,4.735625898E0,4.735625898E0
2.708033919E0,3.211319115E1,1.189543194E2,1.565804585E1,1.286487337E0,2.615099465E2,4.735269777E0,4.735269777E0
3.708008289E0,3.211318917E1,1.189543027E2,1.558700451E1,1.357820396E0,2.617263405E2,4.735728195E0,4.735728195E0
4.707983732E0,3.211318718E1,1.189542866E2,1.550468712E1,1.519181119E0,2.621508573E2,4.734693283E0,4.734693283E0
5.707959175E0,3.211318841E1,1.189542716E2,1.482781011E1,1.428429652E0,2.671320233E2,4.733795082E0,4.733795082E0
6.707935333E0,3.211318658E1,1.189542557E2,1.551081231E1,1.475426401E0,2.643831793E2,4.733344754E0,4.733344754E0
7.707911134E0,3.211318841E1,1.189542411E2,1.531832584E1,1.464487134E0,2.676442361E2,4.732797251E0,4.732797251E0
8.707886696E0,3.211318569E1,1.189542290E2,1.546117361E1,1.357997382E0,2.623875375E2,4.733005648E0,4.733005648E0
9.707862735E0,3.211318386E1,1.189542158E2,1.520181924E1,1.321480190E0,2.610231389E2,4.735700283E0,4.735700283E0
1.070783949E1,3.211318416E1,1.189542030E2,1.513352392E1,1.238716992E0,2.643318302E2,4.734599481E0,4.734599481E0
1.170781553E1,3.211318672E1,1.189541880E2,1.515376644E1,1.267907139E0,2.655940979E2,4.732097743E0,4.732097743E0
1.270779312E1,3.211318358E1,1.189541735E2,1.456416287E1,1.311551740E0,2.597862406E2,4.724061502E0,4.724061502E0
1.370776963E1,3.211318184E1,1.189541653E2,1.484785677E1,1.005639648E0,2.549617989E2,4.723016198E0,4.723016198E0
1.470774579E1,3.211317898E1,1.189541481E2,1.530927163E1,1.301168249E0,2.555547709E2,4.723981339E0,4.723981339E0
1.570772350E1,3.211317974E1,1.189541324E2,1.516877534E1,1.421082817E0,2.620965613E2,4.720933445E0,4.720933445E0
1.670770013E1,3.211318049E1,1.189541144E2,1.478085567E1,1.526006421E0,2.671633633E2,4.726862608E0,4.726862608E0
1.770767772E1,3.211317618E1,1.189541013E2,1.503506790E1,1.474298853E0,2.607258442E2,4.725418241E0,4.725418241E0
1.870765436E1,3.211317587E1,1.189540877E2,1.502181060E1,1.375484431E0,2.608727447E2,4.724166797E0,4.724166797E0
1.970763242E1,3.211317120E1,1.189540753E2,1.511234825E1,1.229680437E0,2.584722756E2,4.728554226E0,4.728554226E0
