"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
9.138000011E-2,3.212472682E1,1.189483210E2,2.291349602E1,-1.000000000E0,-1.000000000E0,1.950886988E2,1.950886988E2
8.540719748E-1,3.212444801E1,1.189486530E2,2.364645195E1,-1.000000000E0,-1.000000000E0,3.703271777E1,3.703271777E1
1.633090854E0,3.212469705E1,1.189489502E2,3.193903446E1,1.210000038E0,1.901953125E2,7.651663414E0,7.651663414E0
2.188092113E0,3.212469097E1,1.189489491E2,2.246363163E1,1.220000029E0,1.887890625E2,7.710417037E0,7.710417037E0
3.188116789E0,3.212465661E1,1.189489127E2,2.384034061E1,1.220000029E0,1.828125000E2,5.439135553E0,5.439135553E0
4.188140035E0,3.212464927E1,1.189489038E2,2.624945927E1,1.230000019E0,1.859765625E2,3.804005920E0,3.804005920E0
5.188164234E0,3.212464206E1,1.189488951E2,2.837738895E1,1.299999952E0,1.912500000E2,3.568928771E0,3.568928771E0
6.188187957E0,3.212462937E1,1.189488909E2,3.060889530E1,1.389999986E0,1.884375000E2,3.535533906E0,3.535533906E0
7.188188434E0,3.212461880E1,1.189488853E2,2.937128544E1,1.389999986E0,1.926562500E2,3.535533906E0,3.535533906E0
8.188212872E0,3.212460778E1,1.189488801E2,3.017450809E1,1.389999986E0,1.912500000E2,3.535533906E0,3.535533906E0
9.188196421E0,3.212459655E1,1.189488752E2,3.033448124E1,1.379999995E0,1.908984375E2,3.535533906E0,3.535533906E0
1.018817794E1,3.212458553E1,1.189488715E2,3.018012333E1,1.379999995E0,1.873828125E2,3.535533906E0,3.535533906E0
1.118813455E1,3.212457367E1,1.189488683E2,3.013617802E1,1.500000000E0,1.880859375E2,3.535533906E0,3.535533906E0
1.218810213E1,3.212456005E1,1.189488656E2,3.059619999E1,1.500000000E0,1.866796875E2,3.535533906E0,3.535533906E0
1.318806481E1,3.212454777E1,1.189488625E2,3.121833134E1,1.419999957E0,1.866796875E2,3.535533906E0,3.535533906E0
1.418802476E1,3.212453505E1,1.189488607E2,3.121833151E1,1.419999957E0,1.866796866E2,4.574567434E0,4.574567434E0
1.518798435E1,3.212452417E1,1.189488563E2,3.085584370E1,1.350000024E0,1.873828115E2,4.574567463E0,4.574567463E0
1.618794835E1,3.212451367E1,1.189488520E2,3.035682026E1,1.340000033E0,1.877343740E2,4.574567491E0,4.574567491E0
1.718791306E1,3.212449893E1,1.189488462E2,2.954871487E1,1.659999967E0,1.884374986E2,4.574567526E0,4.574567526E0
1.818788171E1,3.212448801E1,1.189488413E2,2.886139797E1,1.659999967E0,1.877343737E2,4.574567557E0,4.574567557E0
1.918785262E1,3.212447949E1,1.189488379E2,2.878815573E1,1.450000048E0,1.877343739E2,4.574567581E0,4.574567581E0
2.018782651E1,3.212446988E1,1.189488353E2,2.867102924E1,1.330000043E0,1.877343740E2,4.574567605E0,4.574567605E0
2.118780243E1,3.212445757E1,1.189488325E2,2.841980857E1,1.450000048E0,1.877343739E2,4.574567631E0,4.574567631E0
2.218778133E1,3.212444314E1,1.189488271E2,2.819519923E1,1.629999995E0,1.908984358E2,4.574567666E0,4.574567666E0
2.318776202E1,3.212442954E1,1.189488216E2,2.852887843E1,1.629999995E0,1.919531231E2,4.574567702E0,4.574567702E0
2.418774509E1,3.212441800E1,1.189488158E2,2.849872702E1,1.460000038E0,1.919531233E2,4.574567737E0,4.574567737E0
2.518772936E1,3.212440402E1,1.189488100E2,2.884223288E1,1.460000038E0,1.905468735E2,4.574567775E0,4.574567775E0
2.618771720E1,3.212439062E1,1.189488038E2,2.882361716E1,1.440000057E0,1.894921862E2,4.574567813E0,4.574567813E0
2.718770516E1,3.212437475E1,1.189487980E2,2.900263332E1,1.629999995E0,1.891406235E2,4.574567851E0,4.574567851E0
2.818769538E1,3.212436127E1,1.189487927E2,2.880146144E1,1.629999995E0,1.894921860E2,4.574567887E0,4.574567887E0
2.918768752E1,3.212435021E1,1.189487889E2,2.895258444E1,1.429999948E0,1.891406237E2,4.574567917E0,4.574567917E0
3.018768024E1,3.212433860E1,1.189487824E2,2.873359029E1,1.370000005E0,1.923046859E2,4.574567952E0,4.574567952E0
3.118767512E1,3.212432577E1,1.189487760E2,2.890845602E1,1.429999948E0,1.919531233E2,4.574567988E0,4.574567988E0
3.218767035E1,3.212431504E1,1.189487693E2,2.867347065E1,1.330000043E0,1.944140606E2,4.574568023E0,4.574568023E0
3.318766844E1,3.212430382E1,1.189487628E2,2.829401510E1,1.399999976E0,1.919531234E2,4.574568057E0,4.574568057E0
3.418766510E1,3.212429476E1,1.189487570E2,2.727851215E1,1.330000043E0,1.898437487E2,4.574568088E0,4.574568088E0
3.518766487E1,3.212428288E1,1.189487031E2,3.141514049E1,1.165623511E0,1.823788896E2,4.739555762E0,4.739555762E0
3.618766415E1,3.212427734E1,1.189486895E2,3.055288020E1,1.180495390E0,1.877284323E2,4.743631872E0,4.743631872E0
3.718766546E1,3.212426920E1,1.189486826E2,2.975554435E1,1.331708086E0,1.881144957E2,4.736065906E0,4.736065906E0
3.818766749E1,3.212425579E1,1.189487302E2,2.583586485E1,1.208115998E0,1.881649265E2,4.720783445E0,4.720783445E0
3.918766999E1,3.212424770E1,1.189487233E2,2.524243745E1,1.279711216E0,1.938600534E2,4.729302448E0,4.729302448E0
4.018767369E1,3.212423904E1,1.189487182E2,2.439598549E1,1.298028422E0,1.911650073E2,4.730916805E0,4.730916805E0
4.118767655E1,3.212423351E1,1.189487135E2,2.354046254E1,1.070980248E0,1.916600373E2,4.732893033E0,4.732893033E0
