"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.200625000E-2,2.424999923E-1,-1.405999959E-1,-8.749999851E-2
4.200000000E-2,1.133099914E0,-2.962000072E-1,-5.533999801E-1
7.200000000E-2,1.091799974E0,-5.200999975E-1,-3.190000057E-1
1.020000000E-1,3.590999842E-1,-3.749999776E-2,3.343999982E-1
1.319984370E-1,-2.639999986E-1,4.375999868E-1,4.174900055E0
1.519984370E-1,-9.016000032E-1,2.584599972E0,3.235800028E0
1.719984370E-1,-1.053300023E0,1.956399918E0,2.277999967E-1
1.919984370E-1,-4.541999996E-1,1.179000020E0,-9.490999579E-1
2.120031250E-1,-7.617999911E-1,9.637999535E-1,1.021999940E-1
2.420000000E-1,-2.417999953E-1,4.108999968E-1,-8.379999548E-2
2.620000000E-1,8.069999814E-1,-5.988000035E-1,-5.406000018E-1
2.919984370E-1,2.249399900E0,-1.929600000E0,3.362999856E-1
3.120000000E-1,2.861999989E0,-3.830999851E0,7.889999747E-1
3.419984370E-1,1.219799995E0,-2.244499922E0,1.484999955E-1
3.619984370E-1,-3.146999776E-1,1.929999888E-1,1.151099920E0
3.819984370E-1,-3.610999882E-1,-2.206999958E-1,5.040299892E0
4.020062500E-1,-4.300999939E-1,9.657999873E-1,-3.595499992E0
4.319984370E-1,1.779999882E-1,-9.950000048E-2,-1.439399958E0
4.520046870E-1,-9.246000051E-1,8.452999592E-1,-2.201999873E-1
4.819984370E-1,-1.595199943E0,1.128399968E0,2.356799841E0
5.019984370E-1,-1.403199911E0,6.963999867E-1,3.181799889E0
5.219984370E-1,-8.060999513E-1,6.769999862E-2,3.108199835E0
5.420031250E-1,-5.449999869E-2,-8.369999528E-1,2.797399998E0
5.719984370E-1,1.015799999E0,-2.137199879E0,3.250900030E0
5.919984370E-1,3.346000016E-1,-2.872400045E0,2.717399836E0
6.119984370E-1,4.923999906E-1,-2.281199932E0,1.521899939E0
6.319984370E-1,2.962999940E-1,-2.819000006E0,1.753999889E-1
6.519984370E-1,1.263499975E0,-2.099200010E0,-6.609999537E-1
6.719984370E-1,1.124899983E0,-1.953199983E0,-1.317499995E0
6.919984370E-1,1.031599998E0,-1.390699983E0,-2.187099934E0
7.119984370E-1,7.713999748E-1,-1.271199942E0,-2.438599825E0
7.319984370E-1,1.706999987E-1,-9.470999837E-1,-2.561300039E0
7.519984370E-1,-2.321999967E-1,-5.967000127E-1,-3.088399887E0
7.719984370E-1,-2.999999821E-1,-3.443000019E-1,-3.512399912E0
7.919984370E-1,-5.909999609E-1,3.361999989E-1,-3.168200016E0
8.119984370E-1,-6.940000057E-1,7.055999637E-1,-3.237299919E0
8.320000000E-1,-7.305999994E-1,3.051999807E-1,-4.955999851E0
8.619984370E-1,-5.884000063E-1,5.490999818E-1,-2.864500046E0
8.820000000E-1,-5.503999591E-1,6.075999737E-1,-1.659899950E0
9.119984370E-1,-6.631000042E-1,1.146499991E0,4.129999876E-1
9.319984370E-1,-3.412999809E-1,1.212199926E0,1.455799937E0
9.519984370E-1,3.219999745E-2,1.200500011E0,1.992299914E0
9.719984370E-1,1.228000000E-1,1.327299953E0,2.707099915E0
9.919984370E-1,2.539999969E-2,1.389599919E0,3.157699823E0
1.011998437E0,-1.683000028E-1,1.226499915E0,3.091399908E0
1.031998437E0,-8.093000054E-1,1.144999981E0,2.801800013E0
1.051998437E0,-9.264000058E-1,8.592999578E-1,2.855499983E0
1.071998437E0,-4.940999746E-1,3.390000015E-2,3.357100010E0
1.091998437E0,-6.295999885E-1,-5.867999792E-1,4.530499935E0
1.111998437E0,-1.097700000E0,-1.075999975E0,4.538099766E0
1.132042187E0,-1.174600005E0,-1.262599945E0,3.463799953E0
1.161998437E0,-2.409999967E-1,-1.145299911E0,1.967700005E0
1.181998437E0,2.132999897E-1,-1.139999986E0,1.016199946E0
1.201998437E0,3.130000085E-2,-1.039499998E0,-3.879999742E-2
1.221998437E0,-3.666999936E-1,-7.587999701E-1,-1.328400016E0
1.241998437E0,-5.410999656E-1,-4.925999939E-1,-1.931699991E0
1.261998437E0,-3.339999914E-1,-4.454999864E-1,-1.993799925E0
1.281998437E0,1.339000016E-1,-4.989999831E-1,-1.963799953E0
1.301998437E0,4.720999897E-1,-3.537999988E-1,-2.477699995E0
1.321998437E0,9.039999843E-1,-1.840000004E-1,-3.065999985E0
1.341998437E0,1.077299953E0,1.179999951E-2,-3.522799969E0
1.361998437E0,1.141700029E0,1.075999960E-1,-3.906199932E0
1.381998437E0,1.032899976E0,3.676999807E-1,-4.040699959E0
1.401998437E0,7.793999910E-1,9.433999658E-1,-3.463299990E0
1.421998437E0,5.047000051E-1,1.212599993E0,-1.997299910E0
1.441998437E0,1.887999922E-1,1.159799933E0,-8.010999560E-1
1.461998437E0,-2.133999914E-1,1.164799929E0,6.189999729E-2
1.481998437E0,-3.102000058E-1,1.097700000E0,8.866999745E-1
1.501998437E0,-3.610000014E-2,9.389999509E-1,2.550699949E0
1.521998437E0,1.129999980E-1,3.115999997E-1,3.873699903E0
1.541998437E0,-3.102000058E-1,5.709999800E-2,3.974299908E0
1.561998437E0,-3.349999785E-1,-1.287999898E-1,3.616899967E0
1.581998437E0,6.434000134E-1,-7.226999998E-1,3.898099899E0
1.601998437E0,1.357599974E0,-7.671999931E-1,4.267399788E0
1.621998437E0,1.779699922E0,-1.081099987E0,3.582299948E0
1.641998437E0,2.134299994E0,-1.131500006E0,2.423899889E0
1.661998437E0,2.888000011E0,-1.290399909E0,1.413200021E0
1.681998437E0,2.899099827E0,-1.417500019E0,8.387999535E-1
1.701998437E0,2.151700020E0,-1.372099996E0,-1.996999979E-1
1.721998437E0,1.120999932E0,-9.440999627E-1,-1.790099978E0
1.741998437E0,8.919999748E-2,-4.940999746E-1,-2.735499859E0
1.761998437E0,-5.116999745E-1,-2.320999950E-1,-3.603399992E0
1.781998437E0,-3.978999853E-1,-1.997999996E-1,-4.116699696E0
1.801998437E0,-9.259999543E-2,-2.883000076E-1,-4.451299667E0
1.822000000E0,-5.109999701E-2,2.410000004E-2,-3.992899895E0
1.851998437E0,-6.895999908E-1,2.789999843E-1,-3.393599987E0
1.871998437E0,-1.078999996E0,1.973000020E-1,-3.649699926E0
1.891998437E0,-1.039099932E0,3.044999838E-1,-3.891099930E0
1.911998437E0,-8.631999493E-1,7.734000087E-1,-3.740399837E0
1.931998437E0,-9.195999503E-1,1.410899997E0,-2.221400023E0
1.951998437E0,-5.113999844E-1,1.083899975E0,-4.876999855E-1
1.971998437E0,-1.153999940E-1,8.231999874E-1,1.689999998E-1
1.991998437E0,-5.119999647E-1,5.615999699E-1,1.169600010E0
2.011998437E0,-4.912999868E-1,-1.422999948E-1,2.941999912E0
2.031998437E0,-1.152999997E-1,-2.969999909E-1,4.928599834E0
2.051998437E0,3.007999957E-1,1.069999952E-2,5.884500027E0
2.071998437E0,1.287000030E-1,-1.432999969E-1,5.576099873E0
2.091998437E0,-9.334999919E-1,-4.603999853E-1,4.659399986E0
2.111998437E0,-1.976399899E0,-9.583999515E-1,4.098700047E0
2.131998437E0,-2.478899956E0,-1.512599945E0,3.717399836E0
2.151998437E0,-1.931499958E0,-1.685199976E0,3.172699928E0
2.171998437E0,-4.866999984E-1,-1.792199969E0,2.641499996E0
2.191998437E0,2.845000029E-1,-1.714599967E0,1.984999895E0
2.211998437E0,8.669999987E-2,-1.577799916E0,1.170599937E0
2.231998437E0,-4.549999908E-2,-1.378399968E0,2.031999975E-1
2.252000000E0,-1.099999994E-2,-1.176900029E0,-8.172999620E-1
2.281998437E0,3.009999916E-2,-5.895000100E-1,-1.677399993E0
2.301998437E0,-2.967999876E-1,-1.960999966E-1,-2.058599949E0
2.321998437E0,-4.696999788E-1,3.199999779E-2,-3.165999889E0
2.341998437E0,-4.309999943E-1,1.847999990E-1,-4.026400089E0
2.361998437E0,-1.750999987E-1,4.057999849E-1,-4.431499958E0
2.382000000E0,3.585000038E-1,4.736000001E-1,-4.410999775E0
