"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-5.556042194E0,4.419562340E0,6.736852646E0
2.000000000E-2,-4.872698307E0,4.025419235E0,6.724699497E0
4.000000000E-2,-4.180697918E0,3.696973085E0,6.742148399E0
6.199843700E-2,-3.757105827E0,3.045051098E0,7.335020065E0
8.200000000E-2,-3.731842279E0,2.425240278E0,8.029778481E0
1.020000000E-1,-3.905938864E0,2.443186998E0,8.827728271E0
1.239984370E-1,-3.717400312E0,2.087820530E0,1.259822273E1
1.440187500E-1,-3.083913803E0,2.515597343E0,1.319267368E1
1.660000000E-1,-3.187860250E0,2.837234259E0,1.080386448E1
1.879984370E-1,-9.617029428E-1,1.732042074E0,8.777430534E0
2.079984370E-1,-6.881414652E-1,1.155508757E0,9.658218384E0
2.280015620E-1,-7.302315533E-2,6.696486473E-1,1.011721706E1
2.500000000E-1,8.046624660E-1,1.995614916E-1,9.286927223E0
2.700000000E-1,1.708004355E0,-6.953911185E-1,9.475982666E0
2.919984370E-1,2.749702454E0,-1.999167919E0,1.013455963E1
3.120000000E-1,3.159829140E0,-3.762277365E0,1.059541512E1
3.340000000E-1,2.244104385E0,-3.001256466E0,1.032984066E1
3.540125000E-1,1.218265593E-1,1.066185907E-1,9.831549644E0
3.760140620E-1,-5.932544470E-1,1.735173702E0,1.295743847E1
3.979984370E-1,-7.757788301E-1,2.574283838E0,7.385757923E0
4.180062500E-1,2.570893764E-1,2.533295155E0,6.644091606E0
4.399984370E-1,-2.533639967E-1,2.849119186E0,8.321699142E0
4.599984370E-1,-1.636092067E0,3.808523655E0,1.013297939E1
4.799984370E-1,-2.143672466E0,3.814442158E0,1.172663689E1
4.999984370E-1,-2.226157427E0,3.386368513E0,1.255005074E1
5.199984370E-1,-1.706433773E0,2.853965044E0,1.255449390E1
5.399984370E-1,-8.808746934E-1,1.981039047E0,1.217955303E1
5.599984370E-1,2.442660332E-1,1.130168557E0,1.270823097E1
5.799984370E-1,5.693507791E-1,4.938759208E-1,1.255948448E1
5.999984370E-1,-3.805823028E-1,-1.845354885E-1,1.154807758E1
6.199984370E-1,-8.533892781E-2,3.587759137E-1,1.053870106E1
