"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.646625000E-2,1.043750000E1,-4.193750000E1,-2.306250000E1
4.646000000E-2,9.625000000E0,-4.050000000E1,-2.587500000E1
7.646000000E-2,9.562500000E0,-3.893750000E1,-2.862500000E1
1.064600000E-1,9.500000000E0,-3.593750000E1,-3.218750000E1
1.364584370E-1,8.250000000E0,-3.212500000E1,-3.600000000E1
1.564584370E-1,5.812500000E0,-3.006250000E1,-3.800000000E1
1.764584370E-1,2.937500000E0,-2.868750000E1,-4.000000000E1
1.964584370E-1,-2.500000000E-1,-2.762500000E1,-4.112500000E1
2.164631250E-1,-2.875000000E0,-2.693750000E1,-4.181250000E1
2.464600000E-1,-6.000000000E0,-2.550000000E1,-4.237500000E1
2.664600000E-1,-7.437500000E0,-2.481250000E1,-4.225000000E1
2.964584370E-1,-8.375000000E0,-2.456250000E1,-4.193750000E1
3.164600000E-1,-8.187500000E0,-2.512500000E1,-4.150000000E1
3.464584370E-1,-8.250000000E0,-2.737500000E1,-4.025000000E1
3.664584370E-1,-7.750000000E0,-2.975000000E1,-3.868750000E1
3.864584370E-1,-7.187500000E0,-3.218750000E1,-3.687500000E1
4.064662500E-1,-8.187500000E0,-3.381250000E1,-3.543750000E1
4.364584370E-1,-7.625000000E0,-3.487500000E1,-3.437500000E1
4.564646870E-1,-7.187500000E0,-3.475000000E1,-3.431250000E1
4.864584370E-1,-6.125000000E0,-3.518750000E1,-3.425000000E1
5.064584370E-1,-5.812500000E0,-3.525000000E1,-3.368750000E1
5.264584370E-1,-6.437500000E0,-3.562500000E1,-3.362500000E1
5.464631250E-1,-6.562500000E0,-3.631250000E1,-3.343750000E1
5.764584370E-1,-6.687500000E0,-3.643750000E1,-3.318750000E1
5.964584370E-1,-6.562500000E0,-3.693750000E1,-3.293750000E1
6.164584370E-1,-5.937500000E0,-3.743750000E1,-3.218750000E1
6.364584370E-1,-5.937500000E0,-3.743750000E1,-3.175000000E1
6.564584370E-1,-6.062500000E0,-3.762500000E1,-3.193750000E1
6.764584370E-1,-5.875000000E0,-3.787500000E1,-3.162500000E1
6.964584370E-1,-5.375000000E0,-3.762500000E1,-3.181250000E1
7.164584370E-1,-4.687500000E0,-3.725000000E1,-3.200000000E1
