"Time (s)","Pressure (hPa)"
9.645843700E-2,1.017937500E3
1.764584370E-1,1.017935547E3
2.564646870E-1,1.017941406E3
3.364584370E-1,1.017935059E3
4.164584370E-1,1.017948730E3
4.964584370E-1,1.017958984E3
5.764584370E-1,1.017957520E3
6.564584370E-1,1.017965820E3
7.364584370E-1,1.017954102E3
8.164584370E-1,1.017940430E3
8.964584370E-1,1.017938965E3
9.764584370E-1,1.017947754E3
1.056458437E0,1.017950195E3
1.136502187E0,1.017955078E3
1.216458437E0,1.017947754E3
1.296458437E0,1.017937988E3
1.376458437E0,1.017934082E3
1.456458437E0,1.017939941E3
1.536458437E0,1.017953613E3
1.616458437E0,1.017957031E3
1.696458437E0,1.017944824E3
1.776458437E0,1.017929199E3
1.856458437E0,1.017927246E3
1.936458437E0,1.017932617E3
2.016458437E0,1.017941895E3
2.096458437E0,1.017949707E3
2.176458437E0,1.017937012E3
2.256460000E0,1.017931641E3
2.336460000E0,1.017929688E3
2.416458437E0,1.017933105E3
2.496458437E0,1.017947266E3
2.576458437E0,1.017953125E3
2.656458437E0,1.017977051E3
2.736458437E0,1.017958496E3
2.816460000E0,1.017958008E3
2.896458437E0,1.017955078E3
2.976458437E0,1.017965332E3
3.056458437E0,1.017972168E3
3.136458437E0,1.017954102E3
3.216458437E0,1.017956543E3
3.296458437E0,1.017952637E3
3.376458437E0,1.017947754E3
3.456458437E0,1.017959961E3
3.536458437E0,1.017962891E3
3.616458437E0,1.017952148E3
3.696458437E0,1.017959473E3
3.776458437E0,1.017951172E3
3.856458437E0,1.017950195E3
3.936458437E0,1.017943359E3
4.016458437E0,1.017963867E3
4.096458437E0,1.017973633E3
4.176458437E0,1.017968262E3
4.256460000E0,1.017956055E3
4.336458437E0,1.017942383E3
4.416458437E0,1.017937988E3
4.496458437E0,1.017953613E3
4.576458437E0,1.017958008E3
4.656458437E0,1.017959961E3
4.736458437E0,1.017945801E3
4.816460000E0,1.017952637E3
4.896458437E0,1.017946289E3
4.976458437E0,1.017958008E3
5.056458437E0,1.017964844E3
5.136458437E0,1.017968750E3
5.216458437E0,1.017963379E3
5.296458437E0,1.017963379E3
5.376458437E0,1.017966309E3
5.456458437E0,1.017948730E3
5.536458437E0,1.017950684E3
5.616458437E0,1.017962402E3
5.696458437E0,1.017963379E3
5.776460000E0,1.017953613E3
5.856458437E0,1.017951172E3
5.936458437E0,1.017947266E3
6.016458437E0,1.017950684E3
6.096458437E0,1.017971680E3
6.176458437E0,1.017970703E3
6.256458437E0,1.017974121E3
6.336460000E0,1.017961426E3
6.416458437E0,1.017945312E3
6.496458437E0,1.017946289E3
6.576458437E0,1.017948242E3
6.656458437E0,1.017965820E3
6.736458437E0,1.017988281E3
6.816460000E0,1.017981934E3
6.896458437E0,1.017953613E3
6.976458437E0,1.017948730E3
