"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.265199184E-2,3.211711890E1,1.189488905E2,1.660053444E1,-1.000000000E0,-1.000000000E0,1.414000000E3,1.414000000E3
6.277270317E-1,3.211680811E1,1.189492718E2,1.776220274E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
7.038273931E0,3.211669892E1,1.189491905E2,1.780993772E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
7.271085501E0,3.211651267E1,1.189493651E2,1.786160366E1,0.000000000E0,-1.000000000E0,7.298767252E0,7.298767252E0
8.271059275E0,3.211647815E1,1.189493066E2,1.787073955E1,0.000000000E0,-1.000000000E0,7.455329732E0,7.455329732E0
9.271238923E0,3.211645493E1,1.189492584E2,1.787165314E1,0.000000000E0,-1.000000000E0,8.088447032E0,8.088447032E0
1.027123892E1,3.211644809E1,1.189492562E2,1.787174450E1,0.000000000E0,-1.000000000E0,6.340296526E0,6.340296526E0
1.127123833E1,3.211643627E1,1.189492689E2,1.759703741E1,0.000000000E0,1.617156159E2,6.729783438E0,6.729783438E0
1.227123344E1,3.211642345E1,1.189492696E2,1.779533167E1,1.135957718E0,1.675955755E2,5.028404326E0,5.028404326E0
1.295312917E1,3.211641144E1,1.189492585E2,1.761389778E1,1.221157670E0,1.612066712E2,3.487012293E0,3.487012293E0
1.395297253E1,3.211640085E1,1.189492577E2,1.737672677E1,1.221157670E0,1.610811323E2,3.003380371E0,3.003380371E0
1.495282817E1,3.211638750E1,1.189492624E2,1.716753479E1,1.230373383E0,1.612297572E2,2.828780058E0,2.828780058E0
1.595269036E1,3.211637700E1,1.189492666E2,1.716753492E1,1.230373383E0,1.612297595E2,4.638061993E0,4.638061993E0
1.695256007E1,3.211635947E1,1.189492725E2,1.697249701E1,1.339810729E0,1.606627448E2,4.635737012E0,4.635737012E0
1.795243585E1,3.211634444E1,1.189492796E2,1.676750943E1,1.500719428E0,1.577757065E2,4.647946610E0,4.647946610E0
1.895231807E1,3.211633051E1,1.189492846E2,1.666209324E1,1.510854363E0,1.606888364E2,4.657888771E0,4.657888771E0
1.995220721E1,3.211632099E1,1.189492905E2,1.666773558E1,1.500719428E0,1.635680476E2,4.672779774E0,4.672779774E0
2.095210028E1,3.211630889E1,1.189492973E2,1.664596999E1,1.449789762E0,1.619735401E2,4.662839471E0,4.662839471E0
2.195199883E1,3.211629794E1,1.189493043E2,1.670303755E1,1.445852041E0,1.547369966E2,4.671497126E0,4.671497126E0
2.295190251E1,3.211628862E1,1.189493086E2,1.690753360E1,1.404729366E0,1.563273785E2,4.683310852E0,4.683310852E0
2.395180929E1,3.211627447E1,1.189493132E2,1.691217060E1,1.417945862E0,1.578458387E2,4.660067896E0,4.660067896E0
2.495172155E1,3.211626002E1,1.189493167E2,1.695088811E1,1.417945862E0,1.632174129E2,4.656283769E0,4.656283769E0
2.595163703E1,3.211624709E1,1.189493230E2,1.704442775E1,1.447029352E0,1.604157517E2,4.667687282E0,4.667687282E0
2.695155680E1,3.211623442E1,1.189493243E2,1.707683181E1,1.466658950E0,1.670751443E2,4.602589841E0,4.602589841E0
2.795148015E1,3.211622464E1,1.189493282E2,1.696583007E1,1.398845434E0,1.636828629E2,4.563839830E0,4.563839830E0
