"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.099354164E-2,5.297399759E-1,-1.456987500E0,-8.114272356E-1
5.107954168E-2,4.356651604E-1,-1.218246341E0,-8.100304008E-1
7.116554165E-2,5.518576503E-1,-7.808534503E-1,-8.010882735E-1
9.125054168E-2,6.928882003E-1,-3.150735497E-1,-6.678016186E-1
1.113365417E-1,6.221934557E-1,-1.432114691E-1,-4.561444521E-1
1.314225417E-1,3.744190335E-1,-2.329491079E-1,-5.150867701E-1
1.515075417E-1,3.124399781E-1,-3.177351654E-1,-5.180004239E-1
1.715935417E-1,2.892264724E-1,-2.472742796E-1,-4.881407917E-1
1.916795417E-1,2.307898849E-1,2.345033884E-1,-1.660662740E-1
2.117645417E-1,1.202208102E-1,7.176604271E-1,6.910467148E-2
2.318505417E-1,-4.509231150E-1,1.685209125E-1,-1.362449080E-1
2.519365416E-1,-1.119552374E0,-2.261758298E-1,-3.929384351E-1
2.720215417E-1,-1.312556505E0,3.016532660E-1,-1.745242327E-1
2.921075416E-1,-1.150141716E0,8.041719794E-1,2.397692502E-1
3.121935417E-1,-9.570784569E-1,6.960880160E-1,4.881896675E-1
3.322785416E-1,-7.822080255E-1,4.132764339E-1,6.003276110E-1
3.523645417E-1,-6.187658906E-1,1.714077890E-1,6.798360348E-1
3.724505416E-1,-4.578041434E-1,5.294389278E-2,8.057675958E-1
3.925365417E-1,-2.331381589E-1,1.196852475E-1,9.490052462E-1
4.126215416E-1,3.455448151E-2,2.465018481E-1,1.082679510E0
4.327075417E-1,3.209025562E-1,3.052821457E-1,1.173176289E0
4.527935417E-1,5.321671963E-1,2.978045046E-1,1.192040801E0
4.728785417E-1,5.752344131E-1,2.224051654E-1,1.110706210E0
4.929645417E-1,4.880402386E-1,2.457534708E-2,9.473416805E-1
5.130505417E-1,4.109878838E-1,-1.896590739E-1,7.414154410E-1
5.331355417E-1,4.258593917E-1,-2.111402750E-1,6.866139770E-1
5.532217917E-1,3.967436552E-1,-8.021025360E-2,6.163216829E-1
5.733077917E-1,3.868809640E-1,1.186449602E-1,4.540803432E-1
5.933927917E-1,5.275369883E-1,1.657684892E-1,3.235367537E-1
6.134787917E-1,5.772046447E-1,9.574887343E-3,2.176646590E-1
6.335647916E-1,3.657599092E-1,-1.777472496E-1,3.487077076E-3
6.536497917E-1,1.096147001E-1,2.776731923E-2,-1.578414291E-1
6.737357916E-1,-4.954501241E-2,3.291124105E-1,-1.430813670E-1
6.938217917E-1,4.509527609E-2,4.138905704E-1,1.703908108E-2
7.139067916E-1,3.560070097E-1,3.518317938E-1,7.380076498E-2
7.339927917E-1,3.382964134E-1,5.698191002E-2,-8.288268000E-2
7.540787917E-1,-3.057156876E-2,-1.750506908E-1,-3.016344905E-1
7.741637917E-1,-1.355588734E-1,1.690187156E-1,-2.953844666E-1
7.942497917E-1,-8.632139117E-2,2.804374993E-1,-2.004116178E-1
8.143357917E-1,-1.909876168E-1,-1.981999129E-1,-3.283320367E-1
8.344217917E-1,-3.700162470E-1,-7.733884454E-1,-6.002500653E-1
8.545067917E-1,-5.046846271E-1,-9.820986390E-1,-6.704719067E-1
8.745927917E-1,-4.346678853E-1,-6.867554784E-1,-5.701019764E-1
8.946787917E-1,-1.363041252E-1,-1.360973269E-1,-4.678390026E-1
9.147637917E-1,1.935760379E-1,3.062089086E-1,-4.648019969E-1
9.348497917E-1,4.740487039E-1,5.664581060E-1,-5.379647613E-1
9.549357917E-1,6.781300902E-1,4.612739980E-1,-5.662600398E-1
9.750207916E-1,7.483032346E-1,1.931121945E-1,-5.910511613E-1
9.951067917E-1,5.584203601E-1,-1.169815585E-1,-6.521770954E-1
1.015192792E0,2.791739702E-1,-3.357140124E-1,-6.555195451E-1
1.035277792E0,8.845783025E-2,-2.967672348E-1,-5.533492565E-1
1.055363792E0,5.302624777E-2,-4.407514259E-2,-3.850859106E-1
1.075449792E0,1.128512900E-2,1.006580293E-1,-1.943282485E-1
