"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.592954167E-2,8.652008057E-2,5.815706177E0,4.834047546E0
3.601554164E-2,-1.422042847E-1,5.225633240E0,6.772366791E0
5.610054167E-2,-2.924917603E-1,4.609963531E0,9.290430450E0
7.618654164E-2,4.068539429E-1,4.328099670E0,1.131377289E1
9.627254168E-2,3.847000122E-1,3.702101440E0,1.180924255E1
1.163575416E-1,3.279679871E-1,3.764821014E0,1.099313965E1
1.364435417E-1,1.090781708E0,4.141437836E0,1.060634399E1
1.565295417E-1,1.150507507E0,3.839815063E0,1.105840393E1
1.766145417E-1,1.035247192E0,3.794758759E0,1.108295288E1
1.967005417E-1,2.484832764E-2,3.559148712E0,1.064915497E1
2.167865417E-1,-1.392105103E-2,4.391567688E0,9.381590881E0
2.368715417E-1,6.098318481E-1,4.998256073E0,7.295079803E0
2.569575417E-1,3.209326172E-1,4.213138733E0,8.876840515E0
2.770435417E-1,-1.333576813E0,2.916984100E0,1.113085327E1
2.971295417E-1,-2.273621979E0,2.408491516E0,1.121168518E1
3.172145417E-1,-2.110012207E0,2.821931763E0,1.023331970E1
3.373005417E-1,-1.683399353E0,3.196003876E0,9.747430115E0
3.573865417E-1,-1.325643311E0,3.317401428E0,9.232201538E0
3.774715416E-1,-1.172062683E0,3.222947845E0,8.815617828E0
3.975575417E-1,-9.511221313E-1,3.197201385E0,8.550369415E0
4.176435416E-1,-6.496490479E-1,3.030448151E0,8.053702240E0
4.377285417E-1,-3.290158081E-1,3.060385895E0,7.432344360E0
4.578145416E-1,-2.398013306E-1,3.492237854E0,6.605613556E0
4.779005417E-1,-2.891986084E-1,3.801943817E0,5.860762482E0
4.979855416E-1,1.950444031E-1,3.931723938E0,5.709576874E0
5.180715417E-1,5.373825073E-1,3.888613586E0,6.571334839E0
5.381577917E-1,4.587959290E-1,3.731889496E0,7.942034454E0
5.582427917E-1,9.135502625E-1,4.020040283E0,8.856632538E0
5.783287917E-1,1.496438141E0,4.453389130E0,9.945468292E0
5.984147917E-1,1.695075073E0,4.526137848E0,1.043719574E1
6.184997917E-1,2.129920807E0,4.743485870E0,1.007135651E1
6.385857917E-1,2.554737396E0,5.022355957E0,9.762698364E0
6.586717917E-1,2.453697510E0,4.858297119E0,1.051757858E1
6.787567917E-1,1.700763245E0,4.784051514E0,1.096200439E1
6.988427917E-1,1.357976074E0,4.661905518E0,1.149175278E1
7.189287916E-1,1.826950836E0,4.910837860E0,1.110914841E1
7.390147917E-1,2.409838715E0,5.142855377E0,9.572593689E0
7.590997916E-1,2.747087402E0,4.953199768E0,9.523645477E0
7.791857917E-1,2.333347778E0,4.110302582E0,1.090362579E1
7.992717916E-1,2.099384308E0,3.909270630E0,9.988279266E0
8.193567917E-1,2.845432892E0,4.156855774E0,8.891959076E0
8.394427917E-1,3.171005859E0,3.814068604E0,8.872499542E0
8.595287917E-1,3.084785156E0,2.855312347E0,9.646539917E0
8.796137917E-1,2.796185303E0,2.364932098E0,1.051473450E1
8.996997917E-1,2.468965759E0,2.512824554E0,1.002031265E1
