"Time (s)","X (hPa)"
-5.349027084E-1,1.017393417E3
4.706312916E-1,1.017388916E3
1.476225292E0,1.017387924E3
2.481807292E0,1.017387924E3
3.487439292E0,1.017387924E3
3.838777292E0,1.017388916E3
4.911328292E0,1.017388992E3
5.983907292E0,1.017394028E3
7.056473292E0,1.017396927E3
8.129041292E0,1.017400665E3
9.201663292E0,1.017400665E3
1.027421929E1,1.017399673E3
1.134683229E1,1.017397156E3
1.241944029E1,1.017394257E3
1.349204429E1,1.017392960E3
1.456462329E1,1.017392960E3
1.563725029E1,1.017395020E3
1.670984029E1,1.017395554E3
1.778242729E1,1.017397995E3
1.885503829E1,1.017399063E3
1.992758229E1,1.017400818E3
2.100018029E1,1.017401428E3
2.207270729E1,1.017401581E3
2.314528029E1,1.017403107E3
2.421787629E1,1.017403107E3
2.529046929E1,1.017403488E3
2.636301729E1,1.017403717E3
2.743558229E1,1.017404938E3
2.850811329E1,1.017405777E3
2.958061129E1,1.017406235E3
3.065312429E1,1.017406387E3
3.172564029E1,1.017406235E3
3.279812629E1,1.017406693E3
3.387066229E1,1.017406921E3
3.494324029E1,1.017408066E3
3.601581229E1,1.017408066E3
3.708832629E1,1.017405014E3
3.816080429E1,1.017404175E3
3.923320829E1,1.017404556E3
4.030560729E1,1.017404022E3
4.137804529E1,1.017404556E3
4.245049529E1,1.017407761E3
4.352294029E1,1.017411041E3
4.459544529E1,1.017413788E3
4.566787829E1,1.017413788E3
4.674029329E1,1.017412186E3
4.781270729E1,1.017412186E3
4.888513329E1,1.017412186E3
4.995755229E1,1.017406845E3
5.102994529E1,1.017405624E3
5.210237429E1,1.017405624E3
5.317479629E1,1.017405167E3
5.424722029E1,1.017406464E3
5.531962629E1,1.017406464E3
5.639200829E1,1.017407074E3
5.746438229E1,1.017407074E3
5.853675029E1,1.017402496E3
5.960919129E1,1.017398376E3
6.068164429E1,1.017391663E3
6.175403729E1,1.017387848E3
6.282640229E1,1.017386017E3
6.389868929E1,1.017386017E3
6.497103829E1,1.017387924E3
6.604340429E1,1.017393570E3
6.711580929E1,1.017398224E3
6.818817429E1,1.017405624E3
6.926051729E1,1.017411041E3
7.033285929E1,1.017415695E3
7.140519829E1,1.017418671E3
7.247753729E1,1.017421646E3
7.354991629E1,1.017423019E3
7.462233529E1,1.017424393E3
7.569472529E1,1.017424393E3
7.676710829E1,1.017424088E3
7.783945329E1,1.017422867E3
7.891175329E1,1.017422867E3
7.998408329E1,1.017423935E3
8.105645829E1,1.017424088E3
8.212884729E1,1.017424088E3
8.320121029E1,1.017423019E3
8.427360129E1,1.017421341E3
8.534601529E1,1.017419739E3
8.641836029E1,1.017419128E3
8.749073629E1,1.017419128E3
8.856308529E1,1.017419128E3
8.963541829E1,1.017418594E3
9.070774229E1,1.017418594E3
9.178004329E1,1.017419281E3
9.285237229E1,1.017419281E3
9.392468629E1,1.017419281E3
9.499702729E1,1.017420959E3
9.606936529E1,1.017422638E3
9.714167229E1,1.017422791E3
9.821403829E1,1.017422867E3
9.928636829E1,1.017424393E3
1.003586333E2,1.017424393E3
1.014308613E2,1.017425842E3
1.025031533E2,1.017426071E3
1.035754503E2,1.017426910E3
1.046477823E2,1.017427292E3
1.057201303E2,1.017428818E3
1.067924403E2,1.017429810E3
1.078647653E2,1.017429962E3
1.089370493E2,1.017434006E3
1.100093663E2,1.017434006E3
1.110816823E2,1.017434158E3
1.121540093E2,1.017436752E3
1.132262893E2,1.017439728E3
1.142985403E2,1.017441330E3
1.153708593E2,1.017444534E3
1.164431263E2,1.017445602E3
1.175153433E2,1.017447128E3
1.185875363E2,1.017447128E3
1.196597173E2,1.017446213E3
1.207318843E2,1.017443848E3
1.218040933E2,1.017443848E3
1.228762773E2,1.017443848E3
1.239484173E2,1.017443085E3
1.250205533E2,1.017443085E3
1.260927163E2,1.017443695E3
1.271649093E2,1.017443695E3
1.282371533E2,1.017443085E3
1.293093603E2,1.017442703E3
1.303815793E2,1.017442703E3
1.314538003E2,1.017443314E3
1.325260413E2,1.017443314E3
1.335982193E2,1.017443314E3
1.346704243E2,1.017443237E3
1.357426813E2,1.017443085E3
1.368148833E2,1.017443085E3
1.378870803E2,1.017444305E3
1.389592763E2,1.017446671E3
1.400314813E2,1.017447662E3
1.411036363E2,1.017448120E3
1.421757903E2,1.017447662E3
1.432479423E2,1.017447433E3
1.443201483E2,1.017445526E3
1.453923813E2,1.017443085E3
1.464645473E2,1.017441177E3
