"Time (s)","Pressure (hPa)"
1.264584380E-1,1.016564453E3
2.064584380E-1,1.016563477E3
2.864568750E-1,1.016556152E3
3.664568750E-1,1.016557617E3
4.464568750E-1,1.016548828E3
5.264568750E-1,1.016557617E3
6.064568750E-1,1.016558105E3
6.864568750E-1,1.016545898E3
7.664568750E-1,1.016541504E3
8.464568750E-1,1.016543457E3
9.264568750E-1,1.016540527E3
1.006456875E0,1.016542969E3
1.086456875E0,1.016551270E3
1.166456875E0,1.016556152E3
1.246456875E0,1.016553223E3
1.326456875E0,1.016541504E3
1.406456875E0,1.016554688E3
1.486456875E0,1.016542969E3
1.566456875E0,1.016545410E3
1.646456875E0,1.016545898E3
1.726456875E0,1.016552246E3
1.806456875E0,1.016556152E3
1.886456875E0,1.016553711E3
1.966456875E0,1.016553223E3
2.046458438E0,1.016557129E3
2.126458438E0,1.016574707E3
2.206458438E0,1.016578613E3
2.286456875E0,1.016561523E3
2.366458438E0,1.016580078E3
2.446456875E0,1.016574707E3
2.526456875E0,1.016562012E3
2.606456875E0,1.016564941E3
2.686456875E0,1.016591797E3
2.766458438E0,1.016604004E3
2.846456875E0,1.016586426E3
2.926456875E0,1.016584961E3
3.006458438E0,1.016596680E3
3.086456875E0,1.016598145E3
3.166456875E0,1.016591797E3
3.246458438E0,1.016587891E3
3.326458438E0,1.016596191E3
3.406456875E0,1.016593262E3
3.486456875E0,1.016611816E3
3.566456875E0,1.016625000E3
3.646456875E0,1.016612305E3
3.726456875E0,1.016636230E3
3.806456875E0,1.016640625E3
3.886456875E0,1.016632324E3
3.966458438E0,1.016624512E3
4.046458438E0,1.016595703E3
4.126456875E0,1.016600586E3
4.206456875E0,1.016589844E3
4.286456875E0,1.016607422E3
4.366456875E0,1.016606445E3
4.446456875E0,1.016614746E3
4.526456875E0,1.016611328E3
4.606456875E0,1.016606445E3
4.686456875E0,1.016618164E3
4.766456875E0,1.016610840E3
4.846456875E0,1.016591309E3
4.926458438E0,1.016606934E3
5.006456875E0,1.016621582E3
5.086456875E0,1.016608398E3
5.166456875E0,1.016608398E3
5.246456875E0,1.016597656E3
5.326456875E0,1.016594238E3
5.406456875E0,1.016594727E3
5.486456875E0,1.016612793E3
5.566458438E0,1.016630371E3
5.646458438E0,1.016605469E3
5.726458438E0,1.016619629E3
5.806456875E0,1.016613281E3
5.886456875E0,1.016597656E3
5.966456875E0,1.016593750E3
6.046456875E0,1.016614258E3
6.126456875E0,1.016614746E3
6.206456875E0,1.016601074E3
6.286456875E0,1.016608398E3
6.366458438E0,1.016607422E3
6.446456875E0,1.016597168E3
6.526456875E0,1.016611328E3
6.606456875E0,1.016623535E3
6.686456875E0,1.016625488E3
6.766456875E0,1.016608398E3
6.846456875E0,1.016601562E3
6.926458438E0,1.016603516E3
7.006456875E0,1.016615234E3
7.086456875E0,1.016621094E3
7.166456875E0,1.016634766E3
7.246456875E0,1.016635254E3
7.326456875E0,1.016610352E3
7.406456875E0,1.016607422E3
7.486456875E0,1.016615234E3
7.566456875E0,1.016607422E3
7.646456875E0,1.016623535E3
7.726456875E0,1.016625000E3
7.806456875E0,1.016612305E3
7.886456875E0,1.016599121E3
7.966456875E0,1.016603027E3
8.046456875E0,1.016607910E3
8.126456875E0,1.016618164E3
8.206458438E0,1.016611328E3
8.286456875E0,1.016611328E3
8.366456875E0,1.016598633E3
8.446456875E0,1.016610840E3
8.526456875E0,1.016593750E3
8.606458438E0,1.016595215E3
8.686456875E0,1.016598633E3
8.766458438E0,1.016611816E3
8.846456875E0,1.016628418E3
8.926456875E0,1.016615723E3
9.006456875E0,1.016616699E3
9.086458438E0,1.016623047E3
9.166456875E0,1.016619141E3
9.246456875E0,1.016609863E3
9.326456875E0,1.016607910E3
9.406456875E0,1.016631836E3
9.486456875E0,1.016622559E3
9.566456875E0,1.016622559E3
9.646456875E0,1.016616699E3
9.726456875E0,1.016611328E3
9.806456875E0,1.016627441E3
9.886456875E0,1.016625977E3
