"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.510000000E-4,-4.487590492E-1,-1.477194309E0,-6.312856078E-2
2.284943800E-2,-5.217487216E-1,-1.402878165E0,-3.351381123E-1
4.486193800E-2,-4.597371817E-1,-1.160975575E0,-6.692639589E-1
6.684943800E-2,-4.012686610E-1,-9.259495139E-1,-9.146921635E-1
8.684943800E-2,-4.317595363E-1,-8.322427869E-1,-9.821665883E-1
1.068494380E-1,-4.346916974E-1,-1.169422984E0,-9.185318947E-1
1.268494380E-1,-4.054923356E-1,-1.552348137E0,-9.415876865E-1
1.468525630E-1,-4.159119725E-1,-1.927855730E0,-1.198168516E0
1.688478750E-1,-5.312433243E-1,-2.348916531E0,-1.672636271E0
1.888494380E-1,-7.623074651E-1,-3.043208361E0,-2.030184507E0
2.108478750E-1,-1.013896704E0,-3.277361870E0,-2.289400816E0
2.308478750E-1,-7.515213490E-1,-3.678438425E0,-2.155534029E0
2.508478750E-1,-1.496096253E-1,-3.672050476E0,-1.358162880E0
2.708588130E-1,3.325899541E-1,-3.117419720E0,-3.661700785E-1
2.928494380E-1,5.757142901E-1,-1.823694587E0,5.374741554E-1
3.128541250E-1,7.951196432E-1,-5.299343467E-1,1.162598729E0
3.348478750E-1,1.028365493E0,8.189084530E-1,1.716793060E0
3.548494380E-1,1.106713295E0,1.601758480E0,1.946984529E0
3.768478750E-1,1.117010713E0,1.772294641E0,1.383452654E0
3.968478750E-1,1.176892996E0,1.828808308E0,4.105014503E-1
4.168478750E-1,1.099487662E0,1.662164330E0,-6.148271561E-1
4.368478750E-1,8.742353916E-1,5.857499242E-1,-1.193805218E0
4.568494380E-1,9.232268333E-1,-2.998650074E-1,-1.102489591E0
4.788510000E-1,1.024752617E0,-6.529800296E-1,-1.167363524E0
5.008494380E-1,1.152161598E0,-5.370029211E-1,-1.085175872E0
5.228478750E-1,9.547998309E-1,-6.272538900E-1,-1.095351219E0
5.428478750E-1,5.631653666E-1,-5.120097995E-1,-1.164693117E0
5.628478750E-1,3.156777024E-1,-8.299040794E-2,-1.190279603E0
5.828478750E-1,2.590243220E-1,1.014385372E-1,-1.131654024E0
6.028478750E-1,3.026924431E-1,4.183554277E-2,-9.715898633E-1
6.228478750E-1,4.388281405E-1,1.715658605E-2,-7.500901222E-1
6.428478750E-1,5.368109345E-1,9.370672703E-2,-5.789082646E-1
6.628494380E-1,4.029790759E-1,3.543018550E-2,-5.166872740E-1
6.848541250E-1,9.222319722E-2,-1.372526884E-1,-5.504419208E-1
7.048541250E-1,-1.837308109E-1,-1.770636588E-1,-6.706427336E-1
7.268494380E-1,-2.940879762E-1,-1.393994540E-1,-7.720987797E-1
7.488478750E-1,-2.369458973E-1,-1.060636565E-1,-7.160038948E-1
7.688478750E-1,-1.139699966E-1,-9.930923581E-2,-5.239303708E-1
7.888478750E-1,-2.981022373E-2,-1.503601074E-1,-3.227986395E-1
8.088478750E-1,-5.462880712E-3,-1.479864717E-1,-2.558652759E-1
8.288478750E-1,-3.656464815E-2,-8.656833321E-2,-3.457148075E-1
8.488478750E-1,-2.885029279E-2,-7.014477998E-2,-3.826459944E-1
8.688478750E-1,1.598721556E-2,-1.164309159E-1,-3.148224950E-1
8.888478750E-1,7.976154797E-3,-1.241278127E-1,-2.698628008E-1
9.088478750E-1,-5.567600206E-2,-5.808455870E-2,-3.586826026E-1
9.288478750E-1,-1.175130159E-1,6.620033830E-2,-4.571017325E-1
9.488478750E-1,-1.396437883E-1,1.204102635E-1,-4.047767520E-1
