"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211673400E1,1.189490030E2,0.000000000E0,0.000000000E0,0.000000000E0,2.500000000E1,0.000000000E0
4.802968750E-1,3.211673400E1,1.189490030E2,1.075383823E1,5.706559494E-2,1.658317108E2,2.500000000E1,0.000000000E0
6.112536460E-1,3.211682741E1,1.189492758E2,6.003176264E1,6.055319309E-1,1.332560425E2,8.744155884E0,8.744155884E0
1.613061458E0,3.211677782E1,1.189492282E2,5.563788429E1,1.042211175E0,1.466502686E2,6.930795670E0,6.930795670E0
2.613453124E0,3.211677114E1,1.189492264E2,5.379209000E1,6.916829944E-1,1.466502686E2,5.446324348E0,5.446324348E0
3.620091145E0,3.211676591E1,1.189492278E2,5.295737587E1,7.101172805E-1,1.448795319E2,4.699999809E0,4.699999809E0
4.615385416E0,3.211675293E1,1.189492282E2,5.295735076E1,4.970820844E-1,1.448795319E2,4.699999809E0,4.699999809E0
5.617389582E0,3.211674649E1,1.189492159E2,5.295738022E1,3.479574621E-1,1.448795319E2,4.699999809E0,4.699999809E0
6.614257291E0,3.211674235E1,1.189492069E2,5.295740288E1,2.435702235E-1,1.448795319E2,4.699999809E0,4.699999809E0
7.630497915E0,3.211673143E1,1.189491992E2,5.295740873E1,1.704991460E-1,1.448795319E2,4.699999809E0,4.699999809E0
8.627569269E0,3.211672089E1,1.189491961E2,5.137614235E1,3.679970503E-1,1.650851593E2,4.699999809E0,4.699999809E0
9.619798957E0,3.211670975E1,1.189491925E2,4.931009694E1,7.132931948E-1,1.471709747E2,4.699999809E0,4.699999809E0
1.062422760E1,3.211670247E1,1.189491942E2,4.670083960E1,9.307001829E-1,1.506622620E2,4.699999809E0,4.699999809E0
1.162630573E1,3.211669373E1,1.189491946E2,4.503544093E1,1.075208306E0,1.548099060E2,4.699999809E0,4.699999809E0
1.262820885E1,3.211668600E1,1.189491947E2,4.313423782E1,9.513763785E-1,1.589263306E2,4.699999809E0,4.699999809E0
1.361903281E1,3.211667834E1,1.189491919E2,4.186074305E1,8.683770895E-1,1.579747467E2,4.699999809E0,4.699999809E0
1.462028906E1,3.211666976E1,1.189491909E2,4.106575432E1,1.028449655E0,1.592684937E2,4.699999809E0,4.699999809E0
1.562752448E1,3.211666101E1,1.189491913E2,3.975859768E1,1.128923178E0,1.585767822E2,4.776664734E0,4.776664734E0
1.661895625E1,3.211665044E1,1.189491928E2,3.871499017E1,1.199156404E0,1.506156769E2,4.595293522E0,4.595293522E0
1.761985937E1,3.211663922E1,1.189491951E2,3.808758992E1,1.250536680E0,1.534407806E2,4.452649593E0,4.452649593E0
1.861680781E1,3.211662746E1,1.189492005E2,3.742694579E1,1.293882728E0,1.548085175E2,4.328490734E0,4.328490734E0
1.961797708E1,3.211661763E1,1.189492045E2,3.701352149E1,1.317159891E0,1.500164185E2,4.591761112E0,4.591761112E0
2.062165937E1,3.211660814E1,1.189492055E2,3.675101219E1,1.329550028E0,1.619630280E2,4.953319073E0,4.953319073E0
2.162390573E1,3.211659844E1,1.189492071E2,3.667243965E1,1.337907076E0,1.673790131E2,4.992762089E0,4.992762089E0
2.262904687E1,3.211657091E1,1.189492172E2,3.650611721E1,1.097978950E0,1.652857208E2,4.699999809E0,4.699999809E0
