,time,gyro_x,gyro_y,gyro_z,acce_x,acce_y,acce_z,linacce_x,linacce_y,linacce_z,magnet_x,magnet_y,magnet_z,Location_delta_x,Location_delta_y,Location_dir
0,0.5104339933400001,-0.33238410895368486,-0.5902760300055645,0.46576543052663133,-2.8969245445517937,2.3118665410709824,9.48826889441839,-1.087665080146994,-0.0361676138698528,0.004233627322273781,-23.61030271094155,-12.10064420712595,-40.941428091946236,323.88339832323254,-500.20601349842764,54.040241568017386
1,0.5304339933400001,-0.35367585485223996,-0.44590583669264117,0.5419819336923587,-2.649665265029203,2.2941361482543376,10.24170240137097,-1.0831318549150275,0.0059562589852341615,0.6759008891292642,-24.29713248949228,-11.540948241994913,-40.86831899757769,323.8833912178052,-500.20601349842764,52.721338925322485
2,0.5504339933400001,-0.3312309234772022,-0.176697194729652,0.5604622138668955,-2.274268522548298,2.297092445001169,10.613689404993973,-0.762093610292256,0.033823106502400856,1.0795110473553702,-24.753943482688125,-11.050167775007175,-40.901626969926994,323.8833912178052,-500.20601349842764,51.40243628262759
3,0.5704339933400001,-0.2674138011808186,-0.11934773439531725,0.5623623335367033,-2.256588321710195,2.4656739650741426,10.565890773633459,-0.7135450932433085,0.22219756700462412,1.158759456057109,-25.097125952157995,-10.68797062255565,-41.08745957293503,323.8833912178052,-500.20601349842764,50.083533639932696
4,0.5904339933400001,-0.16538238053989057,-0.29974420947753294,0.5578152277820281,-2.856438357994481,3.0051092388003435,10.98255544909394,-1.3014377007172757,0.7012848899457523,1.4139893387501712,-25.319493678087678,-10.30133109634534,-40.895931058908594,323.8833912178052,-500.2059992875729,48.764630997237795
5,0.6104339933400001,-0.11135753766967718,-0.6111553227370634,0.49964664975332995,-2.644429247275015,3.010951564735215,11.25090070383283,-1.4099672144523239,0.8370867182229618,1.731731413963614,-25.818831542239487,-9.666398447712652,-40.5760774161424,323.8833912178052,-500.20601349842764,47.4457283545429
6,0.63043399334,-0.13265457967802846,-0.6262182744406458,0.42762823465621225,-2.057592593918303,2.9948869413356114,11.931881435990965,-0.9625201814668515,0.8158006414310719,2.283508795009702,-26.51197166539366,-9.257340860669892,-40.27478758168742,323.88339832323254,-500.20601349842764,46.12682571184801
7,0.6504339933400001,-0.21502920682994825,-0.3094379505330541,0.3006043119474067,-1.4630363257669357,2.907019205865984,12.243648479359868,-0.49612298822543094,0.7655720096516094,2.6442432990723237,-27.03211691339396,-9.08570894408812,-40.03381380383905,323.8833912178052,-500.20601349842764,44.80792306915311
8,0.6704339933400001,-0.37149163036458965,-0.1943150559212643,0.101981105156905,-1.274567583186457,2.5444933301962527,11.857396183714688,-0.2755018695052785,0.5869071733735731,2.4448978353822244,-27.293753849301066,-8.709228465080216,-39.96550128691375,323.8833912178052,-500.20601349842764,43.48902042645821
9,0.6904339933400001,-0.5610623217314799,-0.49110303775038777,-0.002687470313299311,-1.8164475556578241,2.298300783167428,11.789688939979635,-0.6540667334040899,0.3721620191746279,2.23486066208976,-27.520785912199415,-8.294056765929588,-40.085575950065746,321.49814899185003,-492.2346477087558,42.19054733728943
10,0.7104339933400001,-0.6710038060373786,-0.7522654939002069,0.05757218715966149,-1.7640838203116558,2.181056132350215,12.198936085758644,-0.949569232836185,0.31514147945512416,2.5316364317885793,-27.978400882531407,-7.942108762655707,-40.03213479805424,142.89953043089554,104.633542719057,42.421768785089256
11,0.7304339933400001,-0.6751987233761804,-0.6080605944451957,0.19070991660345582,-1.2400665420136054,1.7729768885483845,12.544442681632367,-0.6390761516377766,0.10508663591501208,2.8463201810609,-28.728751597799953,-7.36534441099803,-39.69522182128492,142.89952332546818,104.633542719057,42.65299023288908
12,0.7504339933400002,-0.5693169781350231,-0.11690831970553034,0.30977049451701594,-0.475685487455632,1.396158615798522,12.121027865693668,-0.01090749649865047,-0.23638647656870881,2.5699555812358374,-29.235458089258568,-6.692134331270264,-39.69563516059445,142.89952332546818,104.63355692991172,42.88421168068891
13,0.7704339933400002,-0.34516304831030875,0.44275877205221803,0.38371756929928813,-0.1491460470312037,1.6884726910801824,11.25536555655603,0.427605824711809,-0.010109346973914968,1.824503578041835,-29.298620868926772,-6.128955875873562,-39.76059790796385,142.89953043089554,104.633542719057,43.11543312848873
14,0.7904339933400002,-0.09957225510820067,0.6117306809011483,0.350270973351191,-0.2374186485403984,1.3251225215587759,10.118981067285373,0.5593349448155689,-0.10027609843956858,0.7429685980373003,-28.935781406441606,-5.7090124112941965,-39.960129291562716,142.89952332546818,104.633542719057,43.34665457628856
15,0.8104339933400001,0.1270379937859171,0.3556890070822284,0.26944606437486085,-0.11333390750302665,1.2473023370546628,8.974227654766386,0.6866548526309142,-0.28946227115108286,-0.4329250592987148,-28.6078711524295,-5.419566005619295,-40.55579404124275,142.89952332546818,104.633542719057,43.57787602408838
16,0.8304339933400001,0.325815560670352,-0.01903655217113398,0.2409626229921145,-0.3848892406430636,1.3860969610771359,8.486040939115655,0.5689095004072082,-0.2159837911664857,-1.0634166168828838,-28.449417740830917,-5.418158352737394,-40.38272617208273,142.89953043089554,104.633542719057,43.8090974718882
17,0.8504339933400001,0.42987698214516623,-0.29022350194398183,0.21576038305214637,-0.1597827766001425,1.2655446631501923,8.469787700781584,0.6680258187165619,-0.24455778992100136,-1.095490695741285,-28.68658991611143,-5.709967504633968,-40.03524488957355,142.89952332546818,104.633542719057,44.040318919688026
