"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.000000000E-3,-3.885000050E-1,5.974000096E-1,7.378999591E-1
2.600000000E-2,9.911999702E-1,5.830000043E-1,1.672199965E0
5.599843800E-2,1.680299997E0,-7.118999958E-1,9.981999993E-1
7.599843800E-2,1.180199981E0,-1.236999989E0,9.193999767E-1
9.600000000E-2,1.807999909E-1,9.529999644E-2,2.232800007E0
1.160000000E-1,8.790999651E-1,-9.202999473E-1,6.338500023E0
1.459984380E-1,2.214099884E0,-2.744400024E0,5.802599907E0
1.660031250E-1,2.508199930E0,-2.866699934E0,4.258100033E0
1.959984380E-1,2.465600014E0,-2.974099874E0,1.766799927E0
2.159984380E-1,2.995299816E0,-3.763299942E0,3.826999962E-1
2.359984380E-1,3.262099981E0,-4.540400028E0,2.149099827E0
2.560140630E-1,2.572199821E0,-3.149699926E0,1.143899918E0
2.860109380E-1,1.673799992E0,-3.039199829E0,-2.854599953E0
3.159984380E-1,6.916999817E-1,-2.391199827E0,6.799999624E-3
3.359984380E-1,-1.184899926E0,-2.296599865E0,-1.377900004E0
3.560031250E-1,-1.912099957E0,-2.835999966E0,-1.101699948E0
3.859984380E-1,-4.569000006E-1,-1.086999997E-1,-2.408699989E0
4.060031250E-1,9.220999479E-1,-9.399999864E-3,-3.852999806E-1
4.359984380E-1,1.780999899E-1,-3.953999877E-1,-2.163999975E-1
4.560062500E-1,-3.612999916E-1,4.445999861E-1,-1.429399967E0
4.859984380E-1,-1.135499954E0,8.786000013E-1,-2.299999952E0
5.060046880E-1,-8.200000040E-3,9.047999978E-1,-1.129299998E0
5.359984380E-1,6.069999933E-1,1.126899958E0,-1.205799937E0
5.559984380E-1,4.829999804E-1,1.267499924E0,-1.126600027E0
5.759984380E-1,9.754999876E-1,1.197399974E0,-1.670699954E0
5.959984380E-1,-2.592999935E-1,2.126199961E0,-2.390999943E-1
6.159984380E-1,-3.326999843E-1,1.432699919E0,3.443000019E-1
6.359984380E-1,5.399999674E-3,1.047899961E0,-5.575000048E-1
6.559984380E-1,1.240100026E0,1.149999976E0,-1.476799965E0
6.759984380E-1,1.265499949E0,1.108399987E0,-1.581900001E0
6.959984380E-1,1.575799942E0,8.628000021E-1,-8.455999494E-1
7.159984380E-1,5.019999743E-1,1.851599932E0,2.934999943E0
7.359984380E-1,1.963199973E0,4.157999754E-1,2.072299957E0
7.559984380E-1,6.490499973E0,-1.874199986E0,1.342399955E0
7.759984380E-1,4.146199703E0,-1.145200014E0,-2.369499922E0
7.959984380E-1,-4.272999763E-1,-3.125299931E0,-3.079699993E0
8.159984380E-1,-3.982699871E0,-4.874000072E0,-2.736399889E0
8.359984380E-1,-5.322400093E0,-5.599299908E0,-5.507499695E0
8.559984380E-1,-6.786799908E0,-6.613399982E0,-7.395599842E0
8.759984380E-1,-6.214900017E0,-9.391499519E0,-5.396299839E0
8.959984380E-1,-7.236299992E0,-1.043400002E1,-1.979900002E0
9.159984380E-1,-6.996599674E0,-1.136889935E1,-3.777000010E-1
9.360000000E-1,-7.520999908E-1,-1.173629951E1,-1.231599927E0
9.659984380E-1,5.582799911E0,-1.143709946E1,5.727499962E0
9.859984380E-1,7.875299931E0,-1.098820019E1,9.251899719E0
1.005998438E0,1.154619980E1,-1.042640018E1,8.224699974E0
1.025998438E0,1.652789879E1,-8.839799881E0,3.803299904E0
1.045998438E0,1.763360023E1,-6.792299747E0,2.188299894E0
1.065998438E0,1.873559952E1,-5.133699894E0,6.079999804E-1
1.085998438E0,1.979859924E1,-2.946199894E0,-2.937899828E0
1.105998438E0,1.976910019E1,-1.695500016E0,-9.671699524E0
1.125998438E0,1.832880020E1,-1.947600007E0,-1.638689995E1
1.145998438E0,1.526879978E1,-3.132400036E0,-1.405419922E1
1.165998438E0,1.007100010E1,-4.090499878E0,-1.166359997E1
1.186040625E0,6.557399750E0,-4.259200096E0,-1.093779945E1
1.215998438E0,2.901399851E0,-3.558599949E0,-1.170119953E1
1.235998438E0,1.474999934E-1,-3.938299894E0,-9.987099648E0
1.255998438E0,-1.962999940E0,-4.556399822E0,-6.182199955E0
1.275998438E0,-1.845299959E0,-4.359200001E0,-3.353099823E0
1.295998438E0,-3.672799826E0,-4.671899796E0,-8.109999448E-2
1.315998438E0,-4.362699986E0,-2.832199812E0,2.560699940E0
1.335998438E0,-3.284699917E0,-5.717999935E-1,2.164499998E0
1.355998438E0,4.397299767E0,1.490799904E0,-5.383999825E0
1.375998438E0,-1.274399996E0,-2.347699881E0,2.661599874E0
1.395998438E0,-3.443000019E-1,-4.557199955E0,7.206999660E-1
1.415998438E0,-1.335399985E0,-5.014499664E0,-3.338399887E0
1.435998438E0,8.183999658E-1,-4.806999683E0,-6.387999654E-1
1.456000000E0,2.679199934E0,-3.336899996E0,1.537999958E-1
1.486000000E0,7.059999555E-2,-2.467499971E0,1.688099980E0
1.506000000E0,-1.037799954E0,-1.404899955E0,3.113899946E0
1.535998438E0,-6.818799973E0,3.548899889E0,1.013999939E0
1.555998438E0,-7.149799824E0,2.592200041E0,-2.184000015E0
1.575998438E0,-7.547999859E0,-1.374000013E-1,-3.113199949E0
1.596000000E0,-9.137700081E0,-1.441200018E0,-3.014499903E0
1.616000000E0,-7.616899967E0,-1.776499987E0,-1.049000025E0
1.645998438E0,-8.061900139E0,3.017999828E-1,-3.565199852E0
1.665998438E0,-8.617499352E0,5.586999655E-1,-1.743600011E0
1.686000000E0,-8.388500214E0,2.885900021E0,-1.424199939E0
1.715998438E0,-5.951399803E0,4.245399952E0,-1.282799959E0
1.735998438E0,-4.114900112E0,4.806999683E0,-1.115800023E0
1.755998438E0,-6.038999557E-1,4.317199707E0,-9.309999943E-1
1.775998438E0,3.971999884E-1,-1.976399899E0,-1.537499905E0
1.795998438E0,-1.481499910E0,-2.033440018E1,-4.840999842E-1
1.816000000E0,-1.096649933E1,-2.375009918E1,1.991299987E0
1.845998438E0,-1.962399960E0,-5.221899986E0,2.305799961E0
1.865998438E0,6.326999664E-1,-1.239599943E0,3.867999792E0
1.885998438E0,2.367699862E0,-3.724999905E0,3.153399944E0
1.905998438E0,2.182699919E0,-4.815999985E0,1.964999884E-1
1.925998438E0,2.178400040E0,-4.695399761E0,3.260999918E-1
1.945998438E0,2.370499849E0,-5.479199886E0,-5.065799713E0
1.965998438E0,5.306000113E-1,-3.774699926E0,-4.296599960E1
1.985998438E0,1.424099922E0,1.459499955E0,-1.093299985E0
2.005998438E0,1.975099921E0,1.380100012E0,-4.301999807E-1
2.025998438E0,1.309799910E0,6.222000122E-1,-2.144399881E0
2.045998438E0,7.277999520E-1,-2.828500032E0,-2.649399996E0
2.065998438E0,7.699999958E-2,-4.125400066E0,-1.717000008E-1
2.085998438E0,-1.467999935E0,-3.096199989E0,8.187999725E-1
2.105998438E0,-1.137599945E0,-2.670599937E0,-4.369999841E-2
2.125998438E0,-9.862999916E-1,-1.049600005E0,6.017000079E-1
2.145998438E0,-9.562000036E-1,8.786999583E-1,1.151399970E0
2.165998438E0,-9.520999789E-1,2.396899939E0,1.598999977E0
2.185998438E0,-9.159999490E-1,2.369499922E0,1.493799925E0
2.205998438E0,-1.320400000E0,2.426499844E0,2.195799828E0
2.225998438E0,-1.685999990E0,2.557899952E0,2.131700039E0
2.245998438E0,-2.065299988E0,2.763200045E0,2.146399975E0
2.265998438E0,-1.945199966E0,2.292599916E0,1.977299929E0
2.286010938E0,-2.081799984E0,1.917400002E0,2.268499851E0
2.315998438E0,-2.118900061E0,2.229399920E0,3.993899822E0
2.335998438E0,-1.722999930E0,2.400499821E0,4.750400066E0
2.355998438E0,-1.209200025E0,2.907399893E0,5.103499889E0
2.375998438E0,-8.154999614E-1,3.066200018E0,5.231800079E0
2.395998438E0,-5.597000122E-1,2.094199896E0,4.912199974E0
2.415998438E0,-4.041000009E-1,-1.445000023E-1,4.681399822E0
