"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211057319E1,1.189563573E2,0.000000000E0,0.000000000E0,0.000000000E0,2.194289398E1,0.000000000E0
9.017703120E-1,3.211057319E1,1.189563573E2,7.558164717E0,1.151547551E0,2.478518677E2,2.194289398E1,0.000000000E0
2.456026041E0,3.211057430E1,1.189563727E2,2.198751092E1,6.202998757E-1,3.506571655E2,1.676108932E1,1.676108932E1
3.452063020E0,3.211058750E1,1.189563714E2,2.316078133E1,3.594326675E-1,3.567960815E2,1.452315140E1,1.452315140E1
4.450791145E0,3.211063329E1,1.189564128E2,2.458850670E1,3.728525043E-1,3.390729370E2,1.319921684E1,1.319921684E1
5.456014061E0,3.211067444E1,1.189564004E2,1.496429473E1,6.390779614E-1,3.429219666E2,5.993748665E0,5.993748665E0
6.461195832E0,3.211068827E1,1.189564347E2,1.445628325E1,1.053797364E0,3.513835754E2,8.106590271E0,8.106590271E0
7.772096353E0,3.211075978E1,1.189564222E2,1.802723145E1,1.017534494E0,3.380414429E2,4.699999809E0,4.699999809E0
8.778392186E0,3.211080099E1,1.189564193E2,1.629531684E1,8.426248431E-1,3.270735168E2,8.090983391E0,8.090983391E0
9.768897915E0,3.211078892E1,1.189564422E2,2.070827045E1,1.087682366E0,3.381337280E2,6.492238998E0,6.492238998E0
1.076830937E1,3.211079450E1,1.189564330E2,2.068714403E1,7.155517340E-1,3.381337280E2,5.141440392E0,5.141440392E0
1.176910000E1,3.211079993E1,1.189564287E2,2.052351774E1,8.880914450E-1,3.296561584E2,4.699999809E0,4.699999809E0
1.277588854E1,3.211080227E1,1.189564174E2,1.895562814E1,1.193025589E0,3.321512756E2,3.119899035E0,3.119899035E0
1.377372552E1,3.211081473E1,1.189564031E2,1.868995191E1,1.183546662E0,3.342294617E2,3.161625385E0,3.161625385E0
1.477730000E1,3.211081848E1,1.189563894E2,1.781724456E1,1.247398019E0,3.378208008E2,3.140044451E0,3.140044451E0
1.577768021E1,3.211082890E1,1.189563844E2,1.753207804E1,1.293770432E0,4.695759296E0,3.194816113E0,3.194816113E0
1.678504375E1,3.211083841E1,1.189563875E2,1.725750033E1,1.327781796E0,3.994500732E1,3.574275494E0,3.574275494E0
1.778057656E1,3.211083318E1,1.189563815E2,1.611252698E1,1.123618603E0,3.243412781E1,4.120201111E0,4.120201111E0
1.877326198E1,3.211083629E1,1.189563790E2,1.567874101E1,8.591446280E-1,1.296695232E0,4.798676968E0,4.798676968E0
1.978376093E1,3.211082764E1,1.189563700E2,1.488821394E1,6.536168456E-1,3.579102478E2,4.699999809E0,4.699999809E0
2.078750989E1,3.211082196E1,1.189563660E2,1.431148031E1,5.832988024E-1,2.875243530E2,4.699999809E0,4.699999809E0
2.177798698E1,3.211080851E1,1.189563498E2,1.391981579E1,7.279539108E-1,2.650724487E2,4.699999809E0,4.699999809E0
2.277716822E1,3.211080415E1,1.189563436E2,1.340215306E1,1.148581982E0,2.873971558E2,4.699999809E0,4.699999809E0
2.377473541E1,3.211079778E1,1.189563279E2,1.323927284E1,1.203988552E0,2.861988525E2,4.975257874E0,4.975257874E0
2.477796406E1,3.211079410E1,1.189563153E2,1.284412552E1,9.473997951E-1,2.890067139E2,4.760640144E0,4.760640144E0
2.578311093E1,3.211079172E1,1.189563029E2,1.231584756E1,8.089603782E-1,2.940592651E2,4.626497746E0,4.626497746E0
2.678145781E1,3.211078730E1,1.189562914E2,1.195767980E1,9.810693264E-1,2.852570190E2,3.978993893E0,3.978993893E0
2.777876041E1,3.211078456E1,1.189562777E2,1.172110208E1,1.079001665E0,2.776282349E2,3.902603149E0,3.902603149E0
2.878486458E1,3.211078539E1,1.189562649E2,1.164443397E1,1.079776049E0,2.745815735E2,3.780625105E0,3.780625105E0
2.977674270E1,3.211078461E1,1.189562507E2,1.170971383E1,8.143521547E-1,2.811399841E2,3.748669147E0,3.748669147E0
3.078405000E1,3.211078449E1,1.189562361E2,1.149701677E1,8.695053458E-1,2.938307800E2,3.711648941E0,3.711648941E0
3.178155312E1,3.211078462E1,1.189562218E2,1.143370002E1,1.084075570E0,3.035826416E2,3.792013645E0,3.792013645E0
3.278733645E1,3.211078290E1,1.189562037E2,1.107953756E1,1.389442682E0,2.816684570E2,3.853739977E0,3.853739977E0
3.378704635E1,3.211077648E1,1.189561801E2,1.050295261E1,1.435376406E0,2.844082642E2,3.890555143E0,3.890555143E0
3.477963854E1,3.211077544E1,1.189561674E2,1.072026917E1,1.079642177E0,2.900318298E2,3.920557499E0,3.920557499E0
3.578667499E1,3.211077959E1,1.189561548E2,1.068800701E1,1.381221652E0,3.026192017E2,3.792835236E0,3.792835236E0
3.677830520E1,3.211078582E1,1.189561416E2,1.048438800E1,1.364904046E0,3.040069580E2,3.616699934E0,3.616699934E0
3.777940104E1,3.211079236E1,1.189561236E2,1.049588024E1,1.108870029E0,3.232425232E2,3.729953051E0,3.729953051E0
3.878027551E1,3.211079812E1,1.189561112E2,1.060230757E1,1.390618682E0,3.027206421E2,3.691323757E0,3.691323757E0
3.977933958E1,3.211080437E1,1.189561013E2,1.047495436E1,1.437197328E0,3.180594177E2,3.550822735E0,3.550822735E0
4.078844062E1,3.211080783E1,1.189560867E2,1.025791024E1,1.211818933E0,3.255615540E2,3.709853649E0,3.709853649E0
4.178181614E1,3.211081842E1,1.189560800E2,1.013300888E1,1.208869100E0,3.174431763E2,3.776900768E0,3.776900768E0
4.278188697E1,3.211082758E1,1.189560753E2,1.025527167E1,1.049829841E0,3.149890747E2,3.808886766E0,3.808886766E0
4.377939687E1,3.211083977E1,1.189560777E2,1.081275212E1,1.077857971E0,3.196630249E2,3.985936642E0,3.985936642E0
4.478092916E1,3.211084843E1,1.189560739E2,1.082085054E1,1.066885710E0,3.480861511E2,4.318032265E0,4.318032265E0
4.578662708E1,3.211085650E1,1.189560704E2,1.063294894E1,1.090911388E0,3.362250366E2,4.480852604E0,4.480852604E0
4.677841197E1,3.211086322E1,1.189560656E2,1.048627076E1,1.081562519E0,3.142984009E2,4.359963894E0,4.359963894E0
4.777814999E1,3.211086958E1,1.189560597E2,1.056405460E1,1.399196744E0,3.280987854E2,4.175882816E0,4.175882816E0
4.878244218E1,3.211087819E1,1.189560536E2,1.072790093E1,1.457236171E0,3.184730530E2,4.025414944E0,4.025414944E0
4.977801301E1,3.211090044E1,1.189560487E2,1.136980401E1,1.250474334E0,3.465879517E2,4.158885956E0,4.158885956E0
5.078263697E1,3.211092259E1,1.189560464E2,1.314120829E1,1.245413661E0,3.535931396E2,4.058442116E0,4.058442116E0
5.177526666E1,3.211093571E1,1.189560421E2,1.310676080E1,1.239390373E0,3.410940247E2,4.295372009E0,4.295372009E0
5.278125520E1,3.211094449E1,1.189560380E2,1.299470519E1,1.057297945E0,3.272619324E2,4.320175171E0,4.320175171E0
5.378404634E1,3.211095522E1,1.189560336E2,1.272914812E1,1.110157967E0,3.283556519E2,4.658843994E0,4.658843994E0
5.477571405E1,3.211096677E1,1.189560283E2,1.271259925E1,1.157875061E0,3.222513733E2,4.304503441E0,4.304503441E0
5.578680624E1,3.211097833E1,1.189560239E2,1.253136676E1,8.829185367E-1,3.273464050E2,4.295220375E0,4.295220375E0
5.677857030E1,3.211098858E1,1.189560217E2,1.264722835E1,9.875217080E-1,3.412575378E2,4.250989437E0,4.250989437E0
5.777854895E1,3.211099902E1,1.189560197E2,1.252127816E1,1.129680037E0,3.415472717E2,4.266758919E0,4.266758919E0
5.879006093E1,3.211100851E1,1.189560187E2,1.246826025E1,8.534173369E-1,3.454609375E2,3.910076618E0,3.910076618E0
5.978671718E1,3.211101703E1,1.189560177E2,1.250659343E1,9.234727025E-1,3.377893372E2,3.827000380E0,3.827000380E0
6.077838749E1,3.211102453E1,1.189560151E2,1.248777059E1,9.908482432E-1,3.374241943E2,3.622222424E0,3.622222424E0
6.178283228E1,3.211103528E1,1.189560108E2,1.245013219E1,1.057539344E0,3.448101196E2,3.478650331E0,3.478650331E0
6.277837395E1,3.211104335E1,1.189560056E2,1.240836222E1,1.097854495E0,3.216640625E2,3.484193325E0,3.484193325E0
6.378257082E1,3.211105006E1,1.189560006E2,1.212988355E1,1.022046208E0,3.223742676E2,3.346394062E0,3.346394062E0
6.478790051E1,3.211105699E1,1.189559942E2,1.201996747E1,1.074419141E0,3.149565735E2,3.344966412E0,3.344966412E0
6.578376301E1,3.211106470E1,1.189559895E2,1.186243807E1,1.016750574E0,3.124957581E2,3.702908754E0,3.702908754E0
6.677216405E1,3.211106941E1,1.189559862E2,1.184484506E1,8.476928473E-1,3.213938904E2,3.926277876E0,3.926277876E0
6.778061770E1,3.211107542E1,1.189559805E2,1.218806959E1,9.175917506E-1,3.247612000E2,3.828752041E0,3.828752041E0
6.878444374E1,3.211108321E1,1.189559739E2,1.281750423E1,1.062326670E0,3.373258362E2,4.051052094E0,4.051052094E0
6.978572134E1,3.211109372E1,1.189559605E2,1.316199428E1,1.183016300E0,3.078235474E2,4.298070431E0,4.298070431E0
7.077915780E1,3.211110329E1,1.189559446E2,1.328511473E1,1.234799266E0,3.016260681E2,4.069813728E0,4.069813728E0
7.177370311E1,3.211111015E1,1.189559286E2,1.324877565E1,1.266605735E0,3.073980713E2,4.173241615E0,4.173241615E0
7.278223020E1,3.211111724E1,1.189559129E2,1.303435359E1,1.307429194E0,2.996689148E2,4.443830967E0,4.443830967E0
7.378514530E1,3.211113328E1,1.189559007E2,1.291916196E1,1.254664898E0,3.049550171E2,4.587473392E0,4.587473392E0
7.477614947E1,3.211114923E1,1.189558872E2,1.271831519E1,1.282759070E0,3.086574097E2,4.710141182E0,4.710141182E0
7.578155103E1,3.211116277E1,1.189558729E2,1.243227938E1,1.234605193E0,3.085128174E2,4.916395664E0,4.916395664E0
7.678036301E1,3.211117183E1,1.189558595E2,1.174578474E1,1.153716087E0,3.031910400E2,4.620338440E0,4.620338440E0
7.777480520E1,3.211118138E1,1.189558428E2,1.139332257E1,1.125038505E0,2.900191040E2,4.407736778E0,4.407736778E0
7.877419426E1,3.211118842E1,1.189558267E2,1.138375678E1,9.931613803E-1,2.896295471E2,4.105904579E0,4.105904579E0
7.977224790E1,3.211119230E1,1.189558087E2,1.175927550E1,9.151400924E-1,2.789230042E2,3.716978550E0,3.716978550E0
8.077867238E1,3.211119478E1,1.189557925E2,1.226498044E1,9.000182152E-1,2.739870300E2,3.342707157E0,3.342707157E0
8.177135884E1,3.211119490E1,1.189557782E2,1.287327022E1,9.041553736E-1,2.479611816E2,3.318996906E0,3.318996906E0
8.277719790E1,3.211119241E1,1.189557646E2,1.273286522E1,1.137007952E0,2.508332520E2,3.163555861E0,3.163555861E0
8.377744894E1,3.211119234E1,1.189557498E2,1.261117040E1,1.226824403E0,2.547347717E2,3.226864576E0,3.226864576E0
8.477530832E1,3.211119158E1,1.189557348E2,1.246751790E1,1.243151188E0,2.501900330E2,3.174303532E0,3.174303532E0
8.577842134E1,3.211119520E1,1.189557174E2,1.161014140E1,1.226771951E0,2.597176514E2,3.117147446E0,3.117147446E0
8.677090728E1,3.211119369E1,1.189557040E2,1.036933061E1,1.172878981E0,2.366980133E2,2.947020531E0,2.947020531E0
8.778012499E1,3.211118892E1,1.189556934E2,1.007271384E1,9.290091395E-1,2.425887451E2,2.817729473E0,2.817729473E0
8.878000311E1,3.211118537E1,1.189556842E2,8.509365035E0,1.140459538E0,2.462945251E2,2.591750622E0,2.591750622E0
8.977597551E1,3.211118040E1,1.189556739E2,8.452741061E0,1.508410335E0,2.366808319E2,2.512125492E0,2.512125492E0
9.077626613E1,3.211117171E1,1.189556634E2,8.319264970E0,1.492689967E0,2.170954742E2,2.501290798E0,2.501290798E0
9.177573176E1,3.211116052E1,1.189556558E2,8.116337064E0,1.347262621E0,1.918118286E2,2.585803509E0,2.585803509E0
9.278017342E1,3.211114877E1,1.189556510E2,7.970039084E0,1.221765518E0,1.863501587E2,2.744783878E0,2.744783878E0
9.378302967E1,3.211113835E1,1.189556480E2,7.469289838E0,1.225682497E0,1.835625916E2,2.937556267E0,2.937556267E0
9.478191144E1,3.211112880E1,1.189556469E2,7.164345235E0,1.188380122E0,1.715398560E2,3.008014202E0,3.008014202E0
9.578056717E1,3.211111868E1,1.189556474E2,7.136044138E0,9.724967480E-1,1.719455719E2,3.175734043E0,3.175734043E0
9.678333957E1,3.211110761E1,1.189556491E2,7.339357679E0,9.421611428E-1,1.606311646E2,3.273848772E0,3.273848772E0
9.777237498E1,3.211109519E1,1.189556515E2,7.867095872E0,1.107525826E0,1.406254578E2,3.533001423E0,3.533001423E0
9.878236040E1,3.211108434E1,1.189556579E2,8.550902950E0,1.065933466E0,1.045046844E2,3.798713684E0,3.798713684E0
9.978413853E1,3.211107747E1,1.189556699E2,8.965065943E0,1.191594243E0,7.840673828E1,4.164560795E0,4.164560795E0
1.007879583E2,3.211107385E1,1.189556844E2,9.318495261E0,1.248303056E0,6.081695175E1,4.182900906E0,4.182900906E0
1.017875708E2,3.211107265E1,1.189556960E2,9.386906211E0,8.824383020E-1,6.190589523E1,4.260943413E0,4.260943413E0
1.027764672E2,3.211107172E1,1.189557042E2,9.587817319E0,8.784207702E-1,5.925149918E1,4.016667366E0,4.016667366E0
1.037805479E2,3.211107129E1,1.189557119E2,1.005658036E1,1.111698151E0,5.894961929E1,3.780675173E0,3.780675173E0
1.047828042E2,3.211107040E1,1.189557206E2,1.036519626E1,9.412981272E-1,5.185937119E1,3.523844481E0,3.523844481E0
1.057813614E2,3.211107288E1,1.189557326E2,1.048267179E1,8.847344518E-1,5.407197571E1,3.419802904E0,3.419802904E0
1.067849495E2,3.211107683E1,1.189557451E2,1.049323557E1,9.178654552E-1,6.059820557E1,3.373568058E0,3.373568058E0
1.077797521E2,3.211107691E1,1.189557538E2,1.042574649E1,8.618877530E-1,6.508364105E1,3.350325346E0,3.350325346E0
1.087908771E2,3.211107717E1,1.189557632E2,1.001256478E1,8.212746978E-1,7.953448486E1,3.268946171E0,3.268946171E0
1.097788114E2,3.211107486E1,1.189557714E2,9.870141482E0,7.699022889E-1,7.177669525E1,3.316696167E0,3.316696167E0
1.107856385E2,3.211107395E1,1.189557831E2,9.744102473E0,8.951097131E-1,6.696169281E1,3.490287066E0,3.490287066E0
1.117772443E2,3.211107286E1,1.189557949E2,9.696016780E0,6.797822714E-1,6.924787140E1,3.584208012E0,3.584208012E0
1.127861338E2,3.211107057E1,1.189558055E2,9.835498214E0,5.168889761E-1,7.041118622E1,4.024503231E0,4.024503231E0
1.137798594E2,3.211106383E1,1.189558140E2,9.833607857E0,6.818160415E-1,7.193506622E1,4.268717289E0,4.268717289E0
1.147822437E2,3.211105392E1,1.189558243E2,9.959329442E0,8.016852736E-1,6.904251862E1,4.287259102E0,4.287259102E0
1.157835370E2,3.211105070E1,1.189558347E2,9.748274297E0,8.919275403E-1,6.197620773E1,4.317659855E0,4.317659855E0
1.167794771E2,3.211104964E1,1.189558438E2,9.597006819E0,9.652849436E-1,7.194235992E1,4.248239517E0,4.248239517E0
1.177767156E2,3.211105091E1,1.189558512E2,9.896182309E0,1.012755156E0,7.652429199E1,4.125260830E0,4.125260830E0
1.187725219E2,3.211105088E1,1.189558607E2,9.979529415E0,1.088449121E0,8.339553833E1,4.166884422E0,4.166884422E0
1.197730745E2,3.211105202E1,1.189558704E2,9.936455898E0,1.198593736E0,7.728075409E1,4.738167286E0,4.738167286E0
1.207715948E2,3.211105414E1,1.189558806E2,9.816559458E0,1.314268589E0,7.539361572E1,4.699999809E0,4.699999809E0
1.217690734E2,3.211105686E1,1.189558929E2,9.741150482E0,1.406169176E0,7.744348907E1,4.699999809E0,4.699999809E0
1.227663568E2,3.211105874E1,1.189559048E2,9.704263204E0,1.400783539E0,6.769799805E1,4.699999809E0,4.699999809E0
1.237670776E2,3.211106238E1,1.189559181E2,9.684578317E0,1.381134629E0,6.683118439E1,4.699999809E0,4.699999809E0
1.247610828E2,3.211106577E1,1.189559310E2,9.577981498E0,1.366130710E0,6.484665680E1,4.699999809E0,4.699999809E0
