"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.046468800E-2,2.581250000E1,1.668750000E1,-3.612500000E1
5.045843800E-2,2.418750000E1,1.768750000E1,-3.681250000E1
7.045843800E-2,2.306250000E1,1.812500000E1,-3.712500000E1
9.045843800E-2,2.143750000E1,1.887500000E1,-3.775000000E1
1.104600000E-1,1.981250000E1,2.056250000E1,-3.756250000E1
1.404584380E-1,1.681250000E1,2.375000000E1,-3.693750000E1
1.604584380E-1,1.412500000E1,2.637500000E1,-3.637500000E1
1.804584380E-1,1.175000000E1,2.825000000E1,-3.531250000E1
2.004584380E-1,1.012500000E1,2.912500000E1,-3.500000000E1
2.204584380E-1,9.062500000E0,2.950000000E1,-3.456250000E1
2.404584380E-1,8.875000000E0,2.962500000E1,-3.400000000E1
2.604740630E-1,8.250000000E0,2.950000000E1,-3.375000000E1
2.904709380E-1,8.937500000E0,2.893750000E1,-3.337500000E1
3.204584380E-1,1.106250000E1,2.818750000E1,-3.312500000E1
3.404584380E-1,1.281250000E1,2.743750000E1,-3.368750000E1
3.604631250E-1,1.418750000E1,2.687500000E1,-3.400000000E1
3.904584380E-1,1.587500000E1,2.618750000E1,-3.431250000E1
4.104631250E-1,1.625000000E1,2.625000000E1,-3.425000000E1
4.404584380E-1,1.587500000E1,2.650000000E1,-3.412500000E1
4.604662500E-1,1.581250000E1,2.625000000E1,-3.437500000E1
4.904584380E-1,1.531250000E1,2.643750000E1,-3.506250000E1
5.104646880E-1,1.500000000E1,2.668750000E1,-3.493750000E1
5.404584380E-1,1.456250000E1,2.712500000E1,-3.512500000E1
5.604584380E-1,1.406250000E1,2.750000000E1,-3.487500000E1
5.804584380E-1,1.356250000E1,2.787500000E1,-3.468750000E1
6.004584380E-1,1.318750000E1,2.787500000E1,-3.481250000E1
6.204584380E-1,1.256250000E1,2.818750000E1,-3.481250000E1
6.404584380E-1,1.212500000E1,2.806250000E1,-3.481250000E1
6.604584380E-1,1.125000000E1,2.781250000E1,-3.487500000E1
6.804584380E-1,1.068750000E1,2.862500000E1,-3.450000000E1
7.004584380E-1,1.100000000E1,2.925000000E1,-3.375000000E1
7.204584380E-1,1.106250000E1,2.975000000E1,-3.331250000E1
7.404584380E-1,1.012500000E1,2.987500000E1,-3.337500000E1
7.604584380E-1,7.812500000E0,2.937500000E1,-3.425000000E1
7.804584380E-1,2.625000000E0,2.837500000E1,-3.525000000E1
8.004584380E-1,-3.125000000E0,2.768750000E1,-3.568750000E1
8.204584380E-1,-9.187500000E0,2.675000000E1,-3.468750000E1
8.404584380E-1,-1.543750000E1,2.543750000E1,-3.287500000E1
8.604584380E-1,-2.150000000E1,2.487500000E1,-2.862500000E1
8.804584380E-1,-2.575000000E1,2.525000000E1,-2.300000000E1
9.004584380E-1,-2.743750000E1,2.668750000E1,-1.750000000E1
9.204584380E-1,-2.693750000E1,2.962500000E1,-1.300000000E1
9.404600000E-1,-2.412500000E1,3.306250000E1,-1.025000000E1
