"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.846000000E-2,-2.056250000E1,-2.937500000E0,-4.787500000E1
5.846000000E-2,-2.125000000E1,-3.125000000E0,-4.856250000E1
8.846000000E-2,-2.156250000E1,-3.125000000E0,-4.893750000E1
1.084600000E-1,-2.175000000E1,-3.187500000E0,-4.881250000E1
1.284600000E-1,-2.193750000E1,-3.125000000E0,-4.856250000E1
1.484662500E-1,-2.187500000E1,-3.062500000E0,-4.812500000E1
1.784600000E-1,-2.218750000E1,-3.187500000E0,-4.781250000E1
2.084600000E-1,-2.231250000E1,-3.000000000E0,-4.768750000E1
2.384584380E-1,-2.231250000E1,-3.187500000E0,-4.793750000E1
2.584584380E-1,-2.256250000E1,-3.125000000E0,-4.775000000E1
2.784600000E-1,-2.268750000E1,-3.187500000E0,-4.725000000E1
2.984631250E-1,-2.287500000E1,-3.500000000E0,-4.731250000E1
3.284584380E-1,-2.281250000E1,-3.437500000E0,-4.693750000E1
3.484615630E-1,-2.306250000E1,-3.562500000E0,-4.687500000E1
3.784600000E-1,-2.306250000E1,-3.625000000E0,-4.725000000E1
3.984615630E-1,-2.318750000E1,-3.187500000E0,-4.762500000E1
4.284600000E-1,-2.331250000E1,-3.437500000E0,-4.806250000E1
4.484631250E-1,-2.325000000E1,-3.187500000E0,-4.787500000E1
4.784584380E-1,-2.325000000E1,-3.437500000E0,-4.693750000E1
4.984678130E-1,-2.343750000E1,-3.750000000E0,-4.650000000E1
5.284584380E-1,-2.350000000E1,-3.687500000E0,-4.612500000E1
5.484631250E-1,-2.343750000E1,-3.750000000E0,-4.612500000E1
5.784584380E-1,-2.500000000E1,-3.875000000E0,-4.562500000E1
5.984584380E-1,-2.643750000E1,-3.562500000E0,-4.468750000E1
6.184600000E-1,-2.756250000E1,-3.125000000E0,-4.375000000E1
6.384600000E-1,-2.856250000E1,-2.500000000E0,-4.300000000E1
6.684600000E-1,-2.912500000E1,-1.625000000E0,-4.275000000E1
6.884615630E-1,-2.925000000E1,-1.625000000E0,-4.262500000E1
7.184600000E-1,-2.987500000E1,-1.562500000E0,-4.250000000E1
7.384662500E-1,-3.025000000E1,-1.500000000E0,-4.212500000E1
7.684584380E-1,-3.081250000E1,-8.750000000E-1,-4.137500000E1
7.884646880E-1,-3.175000000E1,-3.750000000E-1,-4.025000000E1
8.184584380E-1,-3.350000000E1,-6.250000000E-2,-3.862500000E1
8.384725000E-1,-3.381250000E1,1.875000000E-1,-3.825000000E1
8.684584380E-1,-3.443750000E1,6.250000000E-1,-3.800000000E1
8.884631250E-1,-3.468750000E1,8.750000000E-1,-3.831250000E1
9.184600000E-1,-3.468750000E1,5.000000000E-1,-3.881250000E1
9.384631250E-1,-3.375000000E1,4.375000000E-1,-3.937500000E1
9.684584380E-1,-3.243750000E1,2.375000000E0,-4.037500000E1
9.884600000E-1,-3.125000000E1,3.687500000E0,-4.118750000E1
1.018458438E0,-2.925000000E1,5.437500000E0,-4.231250000E1
1.038463125E0,-2.850000000E1,6.062500000E0,-4.293750000E1
1.068460000E0,-2.925000000E1,6.187500000E0,-4.225000000E1
1.088466250E0,-3.037500000E1,5.812500000E0,-4.106250000E1
1.118460000E0,-3.200000000E1,4.875000000E0,-3.975000000E1
1.138461563E0,-3.306250000E1,4.562500000E0,-3.887500000E1
1.168458438E0,-3.250000000E1,6.562500000E0,-3.912500000E1
1.188461563E0,-3.125000000E1,9.000000000E0,-3.937500000E1
1.218458438E0,-3.056250000E1,1.312500000E1,-3.837500000E1
1.238463125E0,-2.987500000E1,1.612500000E1,-3.718750000E1
1.268458438E0,-2.850000000E1,2.087500000E1,-3.593750000E1
1.288464688E0,-2.818750000E1,2.325000000E1,-3.425000000E1
1.318458438E0,-2.918750000E1,2.650000000E1,-3.037500000E1
1.338458438E0,-2.862500000E1,2.862500000E1,-2.812500000E1
1.358460000E0,-2.718750000E1,3.012500000E1,-2.656250000E1
1.378460000E0,-2.637500000E1,3.087500000E1,-2.500000000E1
1.408460000E0,-2.668750000E1,3.187500000E1,-2.156250000E1
1.428460000E0,-2.681250000E1,3.268750000E1,-1.931250000E1
1.458458438E0,-2.668750000E1,3.443750000E1,-1.606250000E1
1.478458438E0,-2.606250000E1,3.587500000E1,-1.400000000E1
1.498460000E0,-2.575000000E1,3.693750000E1,-1.218750000E1
1.528458438E0,-2.487500000E1,3.856250000E1,-8.812500000E0
1.548458438E0,-2.412500000E1,3.950000000E1,-7.000000000E0
1.568460000E0,-2.343750000E1,4.031250000E1,-5.562500000E0
1.588461563E0,-2.262500000E1,4.106250000E1,-3.687500000E0
1.618458438E0,-2.187500000E1,4.206250000E1,-1.937500000E0
1.638458438E0,-2.137500000E1,4.237500000E1,-1.187500000E0
1.658458438E0,-2.131250000E1,4.275000000E1,-2.500000000E-1
1.678458438E0,-2.137500000E1,4.275000000E1,-1.875000000E-1
1.698458438E0,-2.156250000E1,4.268750000E1,2.500000000E-1
1.718460000E0,-2.200000000E1,4.256250000E1,6.250000000E-1
1.748458438E0,-2.225000000E1,4.193750000E1,1.500000000E0
1.768458438E0,-2.262500000E1,4.181250000E1,2.250000000E0
1.788458438E0,-2.300000000E1,4.137500000E1,3.250000000E0
1.808458438E0,-2.331250000E1,4.093750000E1,4.375000000E0
1.828458438E0,-2.337500000E1,4.062500000E1,4.937500000E0
1.848460000E0,-2.331250000E1,4.031250000E1,5.750000000E0
1.878458438E0,-2.350000000E1,3.962500000E1,5.875000000E0
1.898458438E0,-2.406250000E1,3.943750000E1,5.937500000E0
1.918460000E0,-2.493750000E1,3.937500000E1,5.937500000E0
