"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211409917E1,1.189526102E2,5.007321947E0,1.063624144E0,2.187613220E2,1.151251411E1,1.151251411E1
1.047343800E-2,3.211409917E1,1.189526102E2,5.007321947E0,1.063624144E0,2.187613220E2,1.151251411E1,1.151251411E1
3.445541670E-1,3.211406643E1,1.189527498E2,3.519209294E0,7.587706298E-2,3.078759766E2,5.263533592E0,5.263533592E0
1.352144792E0,3.211401136E1,1.189527104E2,5.289130709E0,7.941582203E-1,2.249380035E2,4.900000095E0,4.900000095E0
2.347881250E0,3.211400578E1,1.189527210E2,7.109075949E0,5.360501409E-1,2.249380035E2,4.699999809E0,4.699999809E0
3.351221875E0,3.211401196E1,1.189527190E2,6.718181117E0,3.197284341E-1,2.249380035E2,4.699999809E0,4.699999809E0
4.344970833E0,3.211402008E1,1.189527203E2,6.369828073E0,9.019041657E-1,2.249380035E2,4.699999809E0,4.699999809E0
5.352224479E0,3.211403722E1,1.189527308E2,5.716943387E0,1.007336855E0,2.249380035E2,4.699999809E0,4.699999809E0
6.349649479E0,3.211404904E1,1.189527469E2,5.639263066E0,1.288151503E0,7.721092224E1,4.699999809E0,4.699999809E0
7.354922395E0,3.211405419E1,1.189527624E2,8.313424866E0,1.614300966E0,8.845439148E1,4.574767113E0,4.574767113E0
8.351256770E0,3.211405707E1,1.189527719E2,6.371784238E0,1.544655800E0,1.009075623E2,2.970730782E0,2.970730782E0
9.364287499E0,3.211405631E1,1.189527842E2,6.408318927E0,1.507797956E0,1.010196838E2,2.840005875E0,2.840005875E0
1.034841719E1,3.211405571E1,1.189527883E2,6.819361070E0,1.554937243E0,9.640432739E1,2.981788635E0,2.981788635E0
1.135506042E1,3.211405397E1,1.189527979E2,7.364196422E0,1.650558472E0,9.769165039E1,3.151222229E0,3.151222229E0
1.235123750E1,3.211405387E1,1.189528150E2,7.932098923E0,1.733309031E0,9.493869019E1,3.340257168E0,3.340257168E0
1.335339479E1,3.211405296E1,1.189528327E2,8.407907880E0,1.727146983E0,9.481399536E1,3.863439083E0,3.863439083E0
1.435197344E1,3.211405217E1,1.189528497E2,8.543043093E0,1.968844533E0,9.530517578E1,4.181169033E0,4.181169033E0
1.535825052E1,3.211405152E1,1.189528703E2,8.641463260E0,2.216244221E0,9.734866333E1,4.261836052E0,4.261836052E0
1.635636771E1,3.211404849E1,1.189528925E2,8.755402735E0,2.406579733E0,9.113027954E1,4.335703373E0,4.335703373E0
1.735566510E1,3.211405929E1,1.189528926E2,8.609621406E0,1.842401505E0,7.808815002E1,3.999922991E0,3.999922991E0
1.836071875E1,3.211406577E1,1.189529080E2,8.288506474E0,1.595050693E0,6.235308838E1,3.962295532E0,3.962295532E0
1.935779323E1,3.211407224E1,1.189529226E2,8.030573078E0,1.524147868E0,6.441500092E1,3.916434526E0,3.916434526E0
2.036285625E1,3.211407694E1,1.189529374E2,8.068857652E0,1.527814150E0,5.732888031E1,3.844811201E0,3.844811201E0
2.134961718E1,3.211408220E1,1.189529529E2,7.941931063E0,1.194063663E0,5.169626999E1,3.651548862E0,3.651548862E0
2.235997343E1,3.211408857E1,1.189529622E2,7.758536337E0,1.066606760E0,3.212076569E1,3.550741911E0,3.550741911E0
2.334797291E1,3.211409901E1,1.189529694E2,7.564663458E0,1.132150292E0,9.932178497E0,3.459975481E0,3.459975481E0
2.435023541E1,3.211411011E1,1.189529733E2,7.478590983E0,1.414880276E0,3.389858398E2,3.298434734E0,3.298434734E0
2.534955520E1,3.211412288E1,1.189529742E2,7.489113082E0,1.528109908E0,3.351167603E2,3.315460205E0,3.315460205E0
2.635553750E1,3.211413550E1,1.189529718E2,7.500147512E0,1.428681135E0,3.297627563E2,3.313297987E0,3.313297987E0
2.735789687E1,3.211414767E1,1.189529682E2,7.392734314E0,1.522858739E0,3.404129944E2,3.282099485E0,3.282099485E0
2.835988593E1,3.211415845E1,1.189529661E2,7.421808634E0,1.423845887E0,3.464147034E2,3.281915665E0,3.281915665E0
2.934964843E1,3.211416968E1,1.189529661E2,7.377027665E0,1.200164318E0,3.574456787E2,3.313268661E0,3.313268661E0
3.035748645E1,3.211417999E1,1.189529654E2,7.379398709E0,1.258296609E0,3.454003906E2,3.243698120E0,3.243698120E0
3.135122968E1,3.211418900E1,1.189529660E2,7.496461645E0,1.249567389E0,3.496841431E2,3.215040922E0,3.215040922E0
3.235334635E1,3.211419997E1,1.189529666E2,7.588122348E0,1.144147158E0,3.521058655E2,3.255048275E0,3.255048275E0
3.334668750E1,3.211421230E1,1.189529663E2,7.568661973E0,1.129044652E0,3.455339661E2,3.205303907E0,3.205303907E0
3.435543854E1,3.211422285E1,1.189529633E2,7.815411676E0,1.192559958E0,3.431397705E2,3.109399557E0,3.109399557E0
3.535671093E1,3.211423285E1,1.189529572E2,8.025098592E0,1.255635023E0,3.479551697E2,3.096133947E0,3.096133947E0
3.635686302E1,3.211423931E1,1.189529460E2,8.088103323E0,1.274598360E0,2.791553345E2,3.042514086E0,3.042514086E0
3.735317031E1,3.211424016E1,1.189529309E2,8.178193860E0,1.411191344E0,2.482897034E2,2.908372402E0,2.908372402E0
3.836028854E1,3.211423870E1,1.189529142E2,8.370088539E0,1.286384225E0,2.511484985E2,2.821741343E0,2.821741343E0
