"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.851000000E-3,-8.194320649E-2,-2.349736691E-1,-2.069785893E-1
2.485100000E-2,-9.505063295E-2,-2.693392038E-1,-2.665990293E-1
4.684943800E-2,-9.428268671E-2,-4.233994186E-1,-2.365444750E-1
6.684943800E-2,-9.857619554E-2,-3.763453364E-1,-1.705361158E-1
8.686818800E-2,-4.717624933E-2,-2.090380788E-1,-6.098180264E-2
1.088494380E-1,4.949753731E-2,-1.077391729E-1,-2.998475730E-2
1.288525630E-1,4.841543362E-2,-1.206546128E-1,1.448623277E-2
1.508510000E-1,-1.581268385E-2,-2.344675362E-1,1.134464052E-2
1.728494380E-1,-1.185078546E-2,-2.062979192E-1,-7.735299319E-2
1.928494380E-1,5.469861999E-2,-3.104940802E-2,-9.131562710E-2
2.128494380E-1,7.005751878E-2,4.886921961E-3,-5.084143952E-2
2.328494380E-1,4.417428374E-2,-1.009149402E-1,-4.356341809E-2
2.528510000E-1,6.133086979E-2,-1.543394625E-1,-2.317797206E-2
2.748510000E-1,8.874998987E-2,-7.932521403E-2,1.396263367E-3
2.948541250E-1,7.517132908E-2,-5.487314984E-2,3.040363453E-2
3.168510000E-1,5.129522830E-2,-9.002408385E-2,1.745329209E-4
3.368588130E-1,4.077089205E-2,-1.519658118E-1,-3.173008561E-2
3.588697500E-1,3.415609151E-2,-1.594881862E-1,-1.321214251E-2
3.808510000E-1,7.941247895E-3,-1.692620367E-1,-4.640830308E-2
4.008510000E-1,2.926917188E-2,-1.568527371E-1,-3.284709528E-2
4.208510000E-1,4.886921868E-2,-7.613126189E-2,-1.417207345E-2
4.408510000E-1,4.185299575E-2,-6.492624432E-2,3.926991019E-3
4.608510000E-1,3.199188411E-2,-1.047372073E-1,4.387757555E-2
4.828494380E-1,3.839724232E-4,-1.420698017E-1,2.138028294E-2
5.028556880E-1,4.799655639E-3,-9.698794782E-2,5.714207888E-2
5.248494380E-1,5.948081985E-2,-6.621779501E-2,2.251823843E-1
5.448541250E-1,2.221804112E-1,-2.800031602E-1,4.240452051E-1
5.668510000E-1,3.178419173E-1,-1.157711744E0,4.333477914E-1
5.868572500E-1,-4.028219730E-2,-1.546728253E0,4.397357106E-1
6.088494380E-1,-4.728097022E-1,-1.520478487E0,2.386563271E-1
6.288510000E-1,-6.926339269E-1,-1.028906465E0,8.560840040E-2
6.488510000E-1,-6.751282811E-1,-6.211801171E-1,5.705481395E-2
6.688510000E-1,-9.791296907E-3,-3.782477677E-1,3.624001741E-1
6.888510000E-1,3.034429550E-1,-3.603581190E-1,2.439795732E-1
7.088510000E-1,2.639810443E-1,-5.057091713E-1,3.632379174E-1
7.288931880E-1,2.359685116E-2,-5.443856716E-1,5.327268243E-1
7.508494380E-1,-8.333947510E-2,-5.870240331E-1,7.546629310E-1
7.708494380E-1,-6.792821735E-2,-9.834930301E-1,8.359952569E-1
7.908510000E-1,-1.922829300E-1,-1.514579296E0,5.905845165E-1
8.128510000E-1,-2.303485572E-1,-1.072225571E0,7.803367078E-2
8.348635000E-1,-2.752384245E-1,-5.571963787E-1,1.296605170E-1
8.568510000E-1,7.871435024E-3,-3.296403289E-1,4.154930711E-1
8.768650630E-1,5.458866358E-1,-2.262295783E-1,4.595451951E-1
8.988510000E-1,9.015323520E-1,1.632755548E-1,3.536560535E-1
9.188541250E-1,8.119271398E-1,8.524711728E-1,7.566875219E-1
9.408494380E-1,2.068564296E-1,1.780864120E0,9.967051744E-1
9.608541250E-1,-1.185794115E0,1.169998884E0,1.105212331E0
9.828494380E-1,-9.380272031E-1,1.543429613E0,1.368983865E0
1.002857250E0,-7.436673641E-1,1.783115625E0,1.079084754E0
1.024849438E0,-4.982740581E-1,1.023286581E0,3.696432710E-1
1.044849438E0,3.534291685E-2,-2.651853263E-1,3.029367924E-1
1.064851000E0,6.007423401E-1,-1.325176120E0,6.793345213E-1
1.084857250E0,1.057320476E0,-1.757965446E0,6.029763222E-1
1.106851000E0,1.010632873E0,-1.786117554E0,3.471459746E-1
