"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-2.865246534E0,7.113364935E-1,9.262841225E0
2.000468800E-2,-2.811558723E0,1.117872000E0,8.940437317E0
4.199843800E-2,-3.118026257E0,1.405109167E0,9.287673950E0
6.199843800E-2,-2.938451767E0,1.193136096E0,8.823293686E0
8.200000000E-2,-2.815466404E0,1.171214700E0,8.898510933E0
1.020015630E-1,-2.710025549E0,1.122813582E0,9.450221062E0
1.240000000E-1,-2.944408417E0,1.126788020E0,9.303503990E0
1.440062500E-1,-2.988452196E0,1.080627680E0,9.274764061E0
1.660062500E-1,-2.491789341E0,8.230115771E-1,9.184951782E0
1.880000000E-1,-2.642489910E0,8.622669578E-1,9.255868912E0
2.080000000E-1,-2.719487667E0,1.162337065E0,9.226113319E0
2.280000000E-1,-2.656290293E0,1.116655588E0,9.112848282E0
2.499984380E-1,-2.528889894E0,1.014662623E0,9.271411896E0
2.699984380E-1,-2.478563786E0,9.520878196E-1,9.275712013E0
2.900000000E-1,-2.640641689E0,1.021126986E0,9.336994171E0
3.100062500E-1,-2.469513655E0,9.567996264E-1,9.466203690E0
3.319984380E-1,-2.399440289E0,9.285288453E-1,9.438565254E0
3.520031250E-1,-2.515865564E0,9.970508814E-1,9.210187912E0
3.740000000E-1,-2.238377333E0,9.903759360E-1,8.944842339E0
3.940015630E-1,-2.369915009E0,1.058122158E0,9.260083199E0
4.160062500E-1,-2.356612682E0,1.116933346E0,9.164784431E0
4.380000000E-1,-2.446088791E0,1.148632646E0,9.261365891E0
4.580187500E-1,-2.459094286E0,1.309092045E0,9.313033104E0
4.799984380E-1,-2.198748589E0,1.190789819E0,9.272992134E0
5.000000000E-1,-2.647364616E0,1.263602138E0,9.246311188E0
5.219984380E-1,-3.444470882E0,1.855295658E0,9.748298645E0
5.419984380E-1,-3.773769617E0,2.324042082E0,1.144658279E1
5.619984380E-1,-2.705189466E0,1.988499403E0,1.124862957E1
5.819984380E-1,-2.182544708E0,1.949550509E0,9.158300400E0
6.020031250E-1,-4.160164893E-1,1.061215520E0,8.455295563E0
6.240000000E-1,4.814260826E-2,6.743603945E-1,7.954380989E0
6.440046880E-1,9.383355081E-2,6.037505865E-1,8.356950760E0
6.660000000E-1,-3.072622716E-1,7.252228260E-1,1.059460163E1
6.860125000E-1,-6.910049319E-1,1.702373177E-1,9.852264404E0
7.080000000E-1,-1.155527949E0,1.203469515E0,8.611034393E0
7.280421880E-1,-1.257789016E0,1.846734047E0,8.609827042E0
7.499984380E-1,-1.521946192E0,1.598704219E0,9.226640701E0
7.699984380E-1,-5.002828240E-1,1.297877550E0,1.025324535E1
7.900000000E-1,1.194725871E0,-1.846982986E-1,9.989432335E0
8.120000000E-1,1.562839150E0,5.316755772E-1,7.990533352E0
8.340125000E-1,6.403627992E-1,1.515443444E0,8.120844841E0
8.560000000E-1,2.016645670E0,4.970650077E-1,9.146118164E0
8.760140630E-1,1.992780328E0,-8.387367725E-1,1.034880257E1
8.980000000E-1,5.186607242E-1,-1.883758008E-1,8.004179955E0
9.180031250E-1,8.129559755E-1,1.935577989E0,6.153950691E0
9.399984380E-1,7.083389163E-1,9.408925176E-1,6.913190365E0
9.600031250E-1,1.398156404E0,3.436253965E-1,6.461500645E0
9.819984380E-1,1.990826488E0,1.773864031E0,6.791057110E0
1.002006250E0,1.592393041E0,2.475470543E0,7.240899086E0
1.023998438E0,1.681601048E0,3.500131369E-1,8.430252075E0
1.043998438E0,9.571252465E-1,4.306307137E-1,8.717690468E0
1.064000000E0,-2.281425238E0,-2.893823981E-1,8.438880920E0
1.084006250E0,-2.704375267E0,-9.462268353E-1,6.608341217E0
1.106000000E0,-2.993470430E0,-4.745403528E-1,7.206374645E0
1.126003125E0,-6.396770477E0,-1.119049907E0,8.160895348E0
1.147998438E0,-7.143990993E0,-2.378361464E0,7.306050301E0
1.168000000E0,-6.165625095E0,-2.130868196E0,6.991528988E0
1.189998438E0,-2.167652845E0,-1.713424802E0,7.657997608E0
