"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.216916671E-2,-1.359461975E1,-3.848632812E1,1.278038788E1
4.210816673E-2,-1.353373718E1,-3.857793045E1,1.278391266E1
6.204716675E-2,-1.347979736E1,-3.877312851E1,1.221007538E1
8.198616677E-2,-1.339625549E1,-3.898156738E1,1.207635498E1
1.019251668E-1,-1.343490601E1,-3.892362595E1,1.170762634E1
1.218641668E-1,-1.337118530E1,-3.913093567E1,1.166656494E1
1.418031666E-1,-1.338168335E1,-3.921791840E1,1.168042755E1
1.617421666E-1,-1.331829834E1,-3.932952118E1,1.155209351E1
1.816811666E-1,-1.307102966E1,-3.933787918E1,1.138584137E1
2.016201667E-1,-1.295559692E1,-3.937374115E1,1.094147491E1
2.215581667E-1,-1.285650635E1,-3.959654999E1,1.090696716E1
2.414970833E-1,-1.296014404E1,-3.945270920E1,1.048407745E1
2.614360834E-1,-1.286468506E1,-3.972322464E1,1.070176697E1
2.813750834E-1,-1.286376953E1,-3.968877411E1,1.044619751E1
3.013140834E-1,-1.293893433E1,-3.946734238E1,1.030703735E1
3.212530834E-1,-1.287600708E1,-3.956622314E1,1.011128998E1
3.411920834E-1,-1.286170959E1,-3.972747803E1,9.697532654E0
3.611310835E-1,-1.302209473E1,-3.981033325E1,9.418510437E0
3.810700835E-1,-1.297383118E1,-3.964433289E1,9.710754395E0
4.010090833E-1,-1.285684204E1,-3.961210632E1,9.532104492E0
4.209470833E-1,-1.296051025E1,-3.957634354E1,9.774803162E0
4.408860833E-1,-1.314533997E1,-3.960729218E1,9.627464294E0
4.608250833E-1,-1.309936523E1,-3.965839767E1,1.004588318E1
4.807640833E-1,-1.292538452E1,-3.960828018E1,9.994354248E0
5.007030834E-1,-1.259852600E1,-3.985752487E1,9.690193176E0
5.206420834E-1,-1.249282837E1,-3.986039734E1,9.534965515E0
5.405810834E-1,-1.269490051E1,-3.991025543E1,9.580238342E0
5.605200834E-1,-1.309477234E1,-3.986316681E1,8.840362549E0
5.804590834E-1,-1.324113464E1,-3.980255127E1,8.453575134E0
6.003980835E-1,-1.363092041E1,-3.981090546E1,7.793197632E0
6.203370835E-1,-1.369163513E1,-3.996435547E1,7.242614746E0
6.402750835E-1,-1.378111267E1,-3.993426514E1,6.369972229E0
6.602140833E-1,-1.372616577E1,-3.996548080E1,6.094894409E0
6.801530833E-1,-1.364819336E1,-4.008339691E1,5.465904236E0
7.000920833E-1,-1.405453491E1,-4.016112518E1,5.110717773E0
7.200310833E-1,-1.427392578E1,-4.002411270E1,5.596420288E0
7.399700833E-1,-1.456257629E1,-3.987725830E1,5.943267822E0
7.599090834E-1,-1.499952698E1,-3.959313202E1,6.593627930E0
7.798480834E-1,-1.548275757E1,-3.934526443E1,6.621025085E0
7.997870834E-1,-1.596093750E1,-3.907636642E1,6.120895386E0
8.197260834E-1,-1.652627563E1,-3.897015381E1,5.846176147E0
8.396650834E-1,-1.695695496E1,-3.869851303E1,5.637809753E0
8.596030835E-1,-1.728887939E1,-3.860448456E1,5.528099060E0
8.795420835E-1,-1.758306122E1,-3.847010803E1,5.921226501E0
8.994810833E-1,-1.792363739E1,-3.831710052E1,6.258155823E0
9.194200833E-1,-1.818916321E1,-3.803559113E1,6.554710388E0
9.393590833E-1,-1.853355408E1,-3.773162842E1,6.811332703E0
9.592980833E-1,-1.888999939E1,-3.750354767E1,7.334785461E0
9.792370833E-1,-1.921744537E1,-3.730351639E1,7.784400940E0
9.991760834E-1,-1.942787933E1,-3.714181519E1,7.922050476E0
1.019115083E0,-1.960063934E1,-3.706287766E1,7.855529785E0
1.039054083E0,-1.963207245E1,-3.707180023E1,7.644302368E0
1.058993083E0,-1.963279724E1,-3.740747452E1,7.371147156E0
1.078931083E0,-1.944645691E1,-3.727845764E1,7.259971619E0
1.098870083E0,-1.933436584E1,-3.737364197E1,7.571372986E0
1.118809083E0,-1.938101959E1,-3.721918488E1,7.825080872E0
1.138748083E0,-1.939081573E1,-3.707727051E1,8.364830017E0
1.158687083E0,-1.919738770E1,-3.710264969E1,8.473976135E0
1.178626083E0,-1.908374786E1,-3.706251907E1,8.801315308E0
1.198565083E0,-1.919737244E1,-3.719757080E1,9.077842712E0
1.218504083E0,-1.905272675E1,-3.690977097E1,9.058692932E0
1.238443292E0,-1.896331787E1,-3.694778442E1,9.406646729E0
1.258382292E0,-1.884236908E1,-3.696585083E1,9.649490356E0
1.278321292E0,-1.859550476E1,-3.707286453E1,9.979995728E0
1.298259292E0,-1.872341156E1,-3.700727844E1,1.023493958E1
1.318198292E0,-1.868104553E1,-3.701158905E1,1.031310272E1
1.338137292E0,-1.866122437E1,-3.705476379E1,1.077274323E1
1.358076292E0,-1.865592194E1,-3.706793976E1,1.094931030E1
1.378015292E0,-1.855958557E1,-3.705749512E1,1.095092010E1
1.397954292E0,-1.839004517E1,-3.709537506E1,1.087512207E1
1.417893292E0,-1.838413239E1,-3.699814606E1,1.068241119E1
1.437832292E0,-1.831806946E1,-3.712786102E1,1.044277954E1
1.457771292E0,-1.800276947E1,-3.715583801E1,1.042985535E1
1.477710292E0,-1.763179016E1,-3.719455338E1,1.083287811E1
1.497649292E0,-1.731376648E1,-3.737643814E1,1.093148041E1
1.517587292E0,-1.709300232E1,-3.729479599E1,1.186355591E1
1.537526292E0,-1.686123657E1,-3.727766037E1,1.219481659E1
1.557465292E0,-1.675633240E1,-3.710248184E1,1.273144531E1
1.577404292E0,-1.665023804E1,-3.701492310E1,1.345462036E1
1.597343292E0,-1.628218079E1,-3.695600510E1,1.367268372E1
1.617282292E0,-1.591380310E1,-3.691861725E1,1.380912781E1
1.637221292E0,-1.548464966E1,-3.701925659E1,1.426877594E1
1.657160292E0,-1.548542786E1,-3.697329712E1,1.430335999E1
1.677099292E0,-1.499168396E1,-3.706381607E1,1.448028564E1
1.697038292E0,-1.447100830E1,-3.711749268E1,1.483651733E1
1.716977292E0,-1.407991028E1,-3.712515640E1,1.521256256E1
1.736915292E0,-1.349247742E1,-3.716282272E1,1.550457764E1
1.756854292E0,-1.299423218E1,-3.714557648E1,1.596231842E1
1.776793292E0,-1.263436890E1,-3.712664413E1,1.645809937E1
1.796732292E0,-1.245599365E1,-3.706327820E1,1.641571808E1
1.816671292E0,-1.186602783E1,-3.693401337E1,1.673563385E1
1.836610292E0,-1.153773499E1,-3.698315430E1,1.732205963E1
1.856549292E0,-1.103356934E1,-3.686867905E1,1.776794434E1
1.876488292E0,-1.106015015E1,-3.666144562E1,1.820394897E1
1.896427292E0,-1.113449097E1,-3.663399887E1,1.841101837E1
1.916366292E0,-1.124641418E1,-3.642625427E1,1.839152527E1
