"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.216916671E-2,-2.342043817E-1,-7.195928693E-2,-5.792193115E-2
4.210816673E-2,-4.144563675E-1,-2.962624133E-1,3.080966882E-2
6.204716675E-2,-4.712058008E-1,-3.154238462E-1,1.898842491E-2
8.198616677E-2,-3.592230678E-1,-1.638170481E-1,-3.002704866E-2
1.019251668E-1,-2.138553560E-1,6.129838154E-2,-6.290511042E-2
1.218641668E-1,-1.481065154E-1,2.001862228E-1,-7.523141801E-2
1.418031666E-1,-1.659894288E-1,8.606655896E-2,-8.182179928E-2
1.617421666E-1,-2.028349340E-1,-1.385708302E-1,-1.249306574E-1
1.816811666E-1,-2.858476043E-1,-2.749353349E-1,-7.483325899E-2
2.016201667E-1,-3.044012189E-1,-2.908663750E-1,-2.335396409E-2
2.215581667E-1,-2.807584107E-1,-1.393792331E-1,1.668278873E-2
2.414970833E-1,-1.970997453E-1,6.190497428E-2,1.546494104E-2
2.614360834E-1,-5.717479810E-2,1.234238297E-1,8.982663974E-3
2.813750834E-1,-3.627484292E-2,1.694159023E-2,3.878530115E-2
3.013140834E-1,-1.811841726E-1,-1.515625268E-1,4.058733210E-2
3.212530834E-1,-3.361401260E-1,-1.257048249E-1,8.211334050E-2
3.411920834E-1,-2.968738973E-1,-1.281606872E-2,1.188325956E-1
3.611310835E-1,-8.849889785E-2,2.787196776E-3,2.737471648E-2
3.810700835E-1,9.018070251E-2,-1.779096946E-2,-1.309039630E-2
4.010090833E-1,1.445997953E-1,-5.580102652E-2,-3.976370394E-2
4.209470833E-1,1.402107030E-1,2.305936255E-2,3.064428829E-2
4.408860833E-1,1.251967400E-1,4.983765259E-2,6.629256904E-2
4.608250833E-1,-3.820823133E-2,-1.812914461E-1,-7.038234267E-3
4.807640833E-1,-3.899312913E-1,-4.885659516E-1,-2.315252572E-1
5.007030834E-1,-2.756673992E-1,-4.362797439E-1,-1.529616266E-1
5.206420834E-1,-1.122862548E-1,1.186112314E-1,1.420906484E-1
5.405810834E-1,-1.276214719E-1,3.630370498E-1,1.890263557E-1
5.605200834E-1,-2.720536590E-1,8.247056603E-1,1.859140396E-1
5.804590834E-1,-2.318083793E-1,1.703086138E0,2.193484157E-1
6.003980835E-1,-9.147997946E-2,2.290169001E0,6.375569850E-3
6.203370835E-1,-1.222482026E-1,1.831291556E0,-3.346780241E-1
6.402750835E-1,-3.498767018E-1,1.010107160E0,-3.689276278E-1
6.602140833E-1,-4.885157645E-1,5.780941248E-1,-3.503818810E-2
6.801530833E-1,-3.200107515E-1,6.451013088E-1,3.191334605E-1
7.000920833E-1,2.083673179E-1,7.727254629E-1,3.100187778E-1
7.200310833E-1,8.730688095E-1,5.474944115E-1,2.171089649E-1
7.399700833E-1,8.998293281E-1,2.102340311E-1,3.668348193E-1
7.599090834E-1,3.182990849E-1,-2.825067565E-2,7.022495270E-1
7.798480834E-1,-3.455145657E-1,-1.050461978E-1,7.821097970E-1
7.997870834E-1,-5.999011993E-1,-6.031630561E-2,7.038541436E-1
8.197260834E-1,-2.907726467E-1,-4.001250491E-2,6.195880175E-1
8.396650834E-1,1.953693777E-1,1.494488716E-1,4.647293091E-1
8.596030835E-1,4.365371764E-1,3.684085011E-1,3.443955779E-1
8.795420835E-1,5.043500662E-1,3.261080086E-1,4.378799498E-1
8.994810833E-1,5.943483114E-1,4.356030226E-1,5.695328712E-1
9.194200833E-1,6.528304219E-1,-6.168245338E-3,5.086421371E-1
9.393590833E-1,6.144645810E-1,-5.962197483E-2,4.655552804E-1
9.592980833E-1,4.460369945E-1,-1.148390621E-1,4.616298974E-1
9.792370833E-1,1.632202268E-1,-2.117044330E-1,3.883679211E-1
9.991760834E-1,-1.357427090E-1,-3.036200106E-1,3.611750603E-1
1.019115083E0,-3.068143427E-1,-1.559553742E-1,2.617408931E-1
1.039054083E0,-3.672909141E-1,-1.110995114E-1,6.176771969E-2
1.058993083E0,-1.500288397E-1,-2.102013677E-1,-8.896040171E-2
1.078931083E0,2.390491366E-1,-1.901640929E-2,-7.811708003E-2
1.098870083E0,4.810048938E-1,1.401483417E-1,1.559358323E-3
1.118809083E0,4.132594466E-1,-1.592028141E-2,-2.264742739E-2
1.138748083E0,1.596018523E-1,-2.512707710E-1,-6.339139491E-2
1.158687083E0,3.686594591E-2,-3.227877617E-1,-8.708527684E-2
1.178626083E0,9.545522183E-2,-4.498828948E-1,-6.456957757E-2
1.198565083E0,2.152085304E-1,-3.314296305E-1,5.235516280E-2
1.218504083E0,3.281679749E-1,-1.767935753E-1,1.038934663E-1
1.238443292E0,3.645746410E-1,-2.497024462E-2,1.433149725E-2
1.258382292E0,2.659202218E-1,-1.497220695E-1,-1.111827418E-1
1.278321292E0,1.641175002E-1,-3.677877784E-1,-8.063323796E-2
1.298259292E0,1.496500224E-1,-3.969053924E-1,5.769773945E-2
1.318198292E0,9.190130234E-2,-2.673087716E-1,1.380417198E-1
1.338137292E0,6.437925994E-2,-1.914212555E-1,1.191503182E-1
1.358076292E0,1.349944472E-1,-1.355974227E-1,2.169007808E-2
1.378015292E0,1.624296606E-1,-1.463671122E-2,-1.141140908E-1
1.397954292E0,5.795571581E-2,2.962040305E-1,-1.483639479E-1
1.417893292E0,-7.139980793E-2,4.665745199E-1,-5.638835579E-2
1.437832292E0,-1.486055106E-1,1.750667244E-1,1.339659374E-2
1.457771292E0,-8.424942940E-2,-4.517135620E-1,-7.438439131E-2
1.477710292E0,8.342086524E-2,-7.633351684E-1,-2.822530270E-1
1.497649292E0,3.473130167E-1,-4.875906110E-1,-3.101215363E-1
1.517587292E0,5.992333293E-1,-4.920628294E-2,-2.330143899E-1
1.537526292E0,7.665092945E-1,2.325364649E-1,-2.021595389E-1
1.557465292E0,7.762082815E-1,2.943753004E-1,-2.347430438E-1
1.577404292E0,6.896303892E-1,1.938596517E-1,-3.462063372E-1
1.597343292E0,5.244579911E-1,3.166581690E-2,-4.152450264E-1
1.617282292E0,3.680196404E-1,-1.614678204E-1,-3.792202175E-1
1.637221292E0,2.468145937E-1,-3.000356555E-1,-3.318618536E-1
1.657160292E0,1.480891407E-1,-3.628850579E-1,-3.073489368E-1
1.677099292E0,1.361579150E-1,-3.960321844E-1,-3.561510742E-1
1.697038292E0,2.970873415E-1,-4.857755303E-1,-3.964696527E-1
1.716977292E0,4.660944939E-1,-6.218344569E-1,-3.627223074E-1
1.736915292E0,3.819717467E-1,-6.422291398E-1,-3.371889889E-1
1.756854292E0,9.528964013E-2,-4.513420463E-1,-3.224457204E-1
