"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.806004047E-2,3.211665625E1,1.189490719E2,1.651212311E1,-1.000000000E0,-1.000000000E0,3.218848405E2,3.218848405E2
5.312720537E-1,3.211678258E1,1.189492109E2,1.754286671E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
3.672304988E0,3.211662768E1,1.189492625E2,1.717798720E1,1.059999943E0,1.884374991E2,1.653323057E1,1.653323057E1
4.665741682E0,3.211660398E1,1.189492470E2,1.776697648E1,1.179999948E0,1.564453151E2,1.139710787E1,1.139710787E1
5.664917827E0,3.211657458E1,1.189492317E2,1.818634905E1,1.240000010E0,1.508203159E2,6.860599227E0,6.860599227E0
6.842643738E0,3.211653998E1,1.189492286E2,1.827112690E1,1.330000043E0,1.508203162E2,4.742468193E0,4.742468193E0
7.914348125E0,3.211651678E1,1.189492526E2,1.824195211E1,1.330000043E0,1.501171915E2,7.263339344E0,7.263339344E0
8.888969064E0,3.211651319E1,1.189492319E2,1.743225966E1,1.090000033E0,1.529296902E2,4.574579978E0,4.574579978E0
9.889016747E0,3.211650773E1,1.189492291E2,1.643042861E1,1.090000033E0,1.466015659E2,4.574579995E0,4.574579995E0
1.088907230E1,3.211649801E1,1.189492326E2,1.675177875E1,1.330000043E0,1.476562540E2,4.574580003E0,4.574580003E0
1.188911593E1,3.211649180E1,1.189492384E2,1.631281391E1,1.330000043E0,1.430859420E2,4.574580001E0,4.574580001E0
1.288916969E1,3.211648755E1,1.189492444E2,1.590290179E1,1.269999981E0,1.374609423E2,4.574579995E0,4.574579995E0
1.388921082E1,3.211648386E1,1.189492532E2,1.546595110E1,1.269999981E0,1.304296929E2,4.574579982E0,4.574579982E0
1.488926339E1,3.211648186E1,1.189492607E2,1.515168106E1,1.120000005E0,1.255078176E2,4.574579968E0,4.574579968E0
1.588929451E1,3.211648270E1,1.189492712E2,1.451551162E1,1.120000005E0,1.142578183E2,4.574579944E0,4.574579944E0
