"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.391666735E-4,9.621177614E-2,-4.846018553E-2,9.494969249E-1
2.052316663E-2,5.602594092E-2,-3.042585552E-1,8.025143743E-1
4.060816666E-2,-7.164683938E-2,-4.296176136E-1,6.478031874E-1
6.069216662E-2,-2.199244648E-1,-3.976040184E-1,4.958722591E-1
8.077716664E-2,-2.270502895E-1,-2.402254641E-1,3.668380380E-1
1.008611667E-1,-6.673351675E-2,-3.243480623E-2,3.386022747E-1
1.209461666E-1,5.293173715E-2,-4.611162096E-2,3.288995624E-1
1.410301666E-1,-3.333765268E-2,-1.910226494E-1,1.856582761E-1
1.611151667E-1,-2.365366817E-1,-2.146799266E-1,2.533079311E-2
1.811991666E-1,-4.404478371E-1,-4.223066568E-2,-9.841569513E-2
2.012841667E-1,-3.843082488E-1,2.255770862E-1,-7.570270449E-2
2.213681666E-1,-2.198645622E-1,3.200071156E-1,-5.759304017E-2
2.414531666E-1,-4.183418453E-1,6.227277592E-2,-1.674478650E-1
2.615371667E-1,-8.583896756E-1,-2.268728018E-1,-4.969682992E-1
2.816221666E-1,-9.776313901E-1,-1.068033278E-3,-6.426616907E-1
3.017061666E-1,-4.855975807E-1,4.103474021E-1,-5.072650909E-1
3.217911667E-1,5.774516240E-2,3.236477673E-1,-3.576287627E-1
3.418751666E-1,1.643620431E-1,-1.132716164E-1,-3.809604049E-1
3.619601667E-1,2.317227051E-2,-2.951038778E-1,-4.931796491E-1
3.820441667E-1,-7.474225760E-2,-2.109728456E-1,-5.367986560E-1
4.021291666E-1,3.303573234E-3,2.819471806E-2,-5.749420524E-1
4.222131667E-1,1.748283803E-1,1.480616331E-1,-6.260933876E-1
4.422981666E-1,3.579066396E-1,1.024648771E-1,-6.577015519E-1
4.623831667E-1,5.362780690E-1,-1.029285789E-2,-6.428454518E-1
4.824671667E-1,5.702415109E-1,-1.154014617E-1,-6.155204177E-1
5.025521666E-1,4.228855371E-1,-1.685722321E-1,-6.380487680E-1
5.226361667E-1,1.316531450E-1,-2.469355911E-1,-7.179824710E-1
5.427201667E-1,-1.114818975E-1,-3.534815311E-1,-8.030244708E-1
5.628051666E-1,-2.713983655E-1,-4.179290235E-1,-8.585679531E-1
5.828901667E-1,-2.430175692E-1,-3.592268825E-1,-8.135054111E-1
6.029741666E-1,-1.838070899E-1,-2.645674348E-1,-6.808631420E-1
6.230591667E-1,-2.201279402E-1,-9.686799347E-2,-6.132892370E-1
6.431431667E-1,-1.603162140E-1,4.548055679E-2,-5.703802705E-1
6.632281666E-1,4.839515314E-2,6.704259664E-2,-4.969235957E-1
6.833121667E-1,2.220197022E-1,5.380271934E-3,-3.130784035E-1
