"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.502564192E-1,3.211287481E1,1.189518661E2,1.307599565E1,1.172951217E0,2.587019352E2,4.734269308E0,4.734269308E0
1.250232935E0,3.211287355E1,1.189518504E2,1.328967737E1,1.329625847E0,2.619779670E2,4.735820350E0,4.735820350E0
2.250210643E0,3.211287022E1,1.189518354E2,1.322060855E1,1.400011441E0,2.610062453E2,4.735118448E0,4.735118448E0
3.250187278E0,3.211286895E1,1.189518206E2,1.312241491E1,1.349195292E0,2.624423963E2,4.734620665E0,4.734620665E0
4.250164747E0,3.211286842E1,1.189518074E2,1.310506273E1,1.284464331E0,2.634931110E2,4.733904071E0,4.733904071E0
5.250141382E0,3.211286798E1,1.189517916E2,1.271951253E1,1.348924899E0,2.645091271E2,4.732267698E0,4.732267698E0
6.250118494E0,3.211286454E1,1.189517718E2,1.313105058E1,1.714607584E0,2.627721382E2,4.727588231E0,4.727588231E0
7.250095844E0,3.211286240E1,1.189517585E2,1.336756671E1,1.465575988E0,2.609103938E2,4.721328343E0,4.721328343E0
8.250073910E0,3.211286132E1,1.189517434E2,1.322484819E1,1.424460963E0,2.640970550E2,4.720608601E0,4.720608601E0
9.250050783E0,3.211286085E1,1.189517302E2,1.330193249E1,1.334163958E0,2.663838701E2,4.725698384E0,4.725698384E0
1.025002801E1,3.211285940E1,1.189517191E2,1.334855116E1,1.154425794E0,2.654182511E2,4.723406076E0,4.723406076E0
1.125000489E1,3.211285427E1,1.189517027E2,1.337213179E1,1.361726695E0,2.600496554E2,4.725641586E0,4.725641586E0
1.224998224E1,3.211285282E1,1.189516900E2,1.308310012E1,1.336654425E0,2.616240768E2,4.726272791E0,4.726272791E0
1.324995971E1,3.211284801E1,1.189516747E2,1.328015060E1,1.450484698E0,2.567032096E2,4.726342495E0,4.726342495E0
1.424993634E1,3.211284729E1,1.189516600E2,1.314773019E1,1.462333315E0,2.617802258E2,4.723537319E0,4.723537319E0
1.524991381E1,3.211284447E1,1.189516472E2,1.322073452E1,1.396694267E0,2.595131089E2,4.726703459E0,4.726703459E0
1.624989116E1,3.211284046E1,1.189516326E2,1.317017188E1,1.328029803E0,2.610762560E2,4.731836611E0,4.731836611E0
1.724986780E1,3.211283811E1,1.189516178E2,1.315225397E1,1.308512628E0,2.587806840E2,4.732072858E0,4.732072858E0
1.824984574E1,3.211283608E1,1.189516029E2,1.284957666E1,1.396486579E0,2.608866016E2,4.732310629E0,4.732310629E0
1.924982250E1,3.211283260E1,1.189515902E2,1.255372285E1,1.319112280E0,2.562037570E2,4.730633219E0,4.730633219E0
2.024979985E1,3.211282893E1,1.189515797E2,1.255465169E1,1.136993166E0,2.529573425E2,4.733646577E0,4.733646577E0
2.124977696E1,3.211282781E1,1.189515662E2,1.266562239E1,1.222790054E0,2.574748572E2,4.734483267E0,4.734483267E0
2.224975312E1,3.211282582E1,1.189515524E2,1.254766687E1,1.256035327E0,2.585774209E2,4.731307645E0,4.731307645E0
2.324973083E1,3.211282491E1,1.189515393E2,1.268389365E1,1.162510256E0,2.587703303E2,4.729090937E0,4.729090937E0
2.424970818E1,3.211282346E1,1.189515246E2,1.269781421E1,1.316266410E0,2.602253782E2,4.730746401E0,4.730746401E0
2.524968529E1,3.211282312E1,1.189515111E2,1.265286376E1,1.267015163E0,2.620705993E2,4.730641793E0,4.730641793E0
2.624966264E1,3.211282513E1,1.189514967E2,1.299292486E1,1.256794052E0,2.661947681E2,4.731504777E0,4.731504777E0
2.724964035E1,3.211282487E1,1.189514818E2,1.304575034E1,1.304832047E0,2.656892122E2,4.728783689E0,4.728783689E0
2.824961650E1,3.211282305E1,1.189514684E2,1.304603805E1,1.269929634E0,2.625438092E2,4.730645068E0,4.730645068E0
2.924959290E1,3.211282210E1,1.189514539E2,1.307965157E1,1.299839816E0,2.645468955E2,4.732771069E0,4.732771069E0
3.024957120E1,3.211281982E1,1.189514373E2,1.309971176E1,1.418835077E0,2.630271073E2,4.731473963E0,4.731473963E0
3.124954855E1,3.211281887E1,1.189514233E2,1.305804484E1,1.422437470E0,2.654317595E2,4.727005281E0,4.727005281E0
3.225251687E1,3.211281494E1,1.189514093E2,1.305848703E1,1.326791997E0,2.616204870E2,4.728604325E0,4.728604325E0
3.325251937E1,3.211281045E1,1.189513961E2,1.331885711E1,1.259767178E0,2.580659076E2,4.730649366E0,4.730649366E0
3.425252295E1,3.211281021E1,1.189513829E2,1.341451126E1,1.236612064E0,2.625802821E2,4.728907237E0,4.728907237E0
3.525252616E1,3.211280991E1,1.189513683E2,1.333241594E1,1.272568883E0,2.643473608E2,4.728028271E0,4.728028271E0
3.625251722E1,3.211280947E1,1.189513529E2,1.327251753E1,1.337355686E0,2.664135022E2,4.726864213E0,4.726864213E0
3.725250030E1,3.211280634E1,1.189513378E2,1.331751899E1,1.338971592E0,2.633702986E2,4.729962027E0,4.729962027E0
3.825248241E1,3.211280578E1,1.189513235E2,1.345750401E1,1.326521246E0,2.642008601E2,4.730095798E0,4.730095798E0
3.925246429E1,3.211280396E1,1.189513083E2,1.333560726E1,1.408381620E0,2.610577587E2,4.728761322E0,4.728761322E0
4.025244343E1,3.211280296E1,1.189512945E2,1.352485883E1,1.397571466E0,2.613247711E2,4.726852416E0,4.726852416E0
4.125242758E1,3.211279898E1,1.189512818E2,1.327652002E1,1.277611207E0,2.600267863E2,4.729371999E0,4.729371999E0
4.225238335E1,3.211279721E1,1.189512676E2,1.300543163E1,1.307357853E0,2.626638438E2,4.731590690E0,4.731590690E0
4.325234210E1,3.211279454E1,1.189512550E2,1.285768330E1,1.232113661E0,2.596082729E2,4.731004698E0,4.731004698E0
4.425230122E1,3.211279562E1,1.189512423E2,1.283686113E1,1.202175592E0,2.648604541E2,4.731476203E0,4.731476203E0
4.525226200E1,3.211279747E1,1.189512275E2,1.286413262E1,1.288140147E0,2.723090101E2,4.731649982E0,4.731649982E0
4.625222409E1,3.211280246E1,1.189512117E2,1.284252089E1,1.452106210E0,2.813511056E2,4.726452684E0,4.726452684E0
4.725218582E1,3.211280529E1,1.189511978E2,1.310235538E1,1.443446402E0,2.834331009E2,4.728326172E0,4.728326172E0
4.825214946E1,3.211280934E1,1.189511852E2,1.269862457E1,1.360551470E0,2.869445880E2,4.728774259E0,4.728774259E0
4.925211275E1,3.211281537E1,1.189511777E2,1.267338447E1,1.036246019E0,2.960244930E2,4.730785338E0,4.730785338E0
5.025207818E1,3.211282262E1,1.189511647E2,1.261440996E1,1.277344886E0,2.997962174E2,4.730803640E0,4.730803640E0
5.125204408E1,3.211283015E1,1.189511544E2,1.255302385E1,1.265399837E0,3.062997738E2,4.731334992E0,4.731334992E0
5.225200963E1,3.211283959E1,1.189511456E2,1.251595493E1,1.305841938E0,3.154322767E2,4.731301378E0,4.731301378E0
5.325197697E1,3.211285335E1,1.189511399E2,1.245452586E1,1.421469552E0,3.277149063E2,4.734553700E0,4.734553700E0
5.425194395E1,3.211286420E1,1.189511345E2,1.220565993E1,1.424559034E0,3.315210400E2,4.731373140E0,4.731373140E0
5.525191212E1,3.211287466E1,1.189511282E2,1.241064804E1,1.411000455E0,3.341372733E2,4.729381981E0,4.729381981E0
5.625188065E1,3.211288580E1,1.189511254E2,1.241974887E1,1.305008813E0,3.405457681E2,4.729089460E0,4.729089460E0
5.725184858E1,3.211289803E1,1.189511208E2,1.229950947E1,1.403887075E0,3.405717893E2,4.732476741E0,4.732476741E0
5.825181842E1,3.211290664E1,1.189511173E2,1.225300364E1,1.051601502E0,3.388202918E2,4.731109330E0,4.731109330E0
5.925178993E1,3.211291621E1,1.189511127E2,1.215704075E1,1.081079236E0,3.377232559E2,4.730385617E0,4.730385617E0
6.025175858E1,3.211292945E1,1.189511063E2,1.247598257E1,1.302803154E0,3.365179532E2,4.728753093E0,4.728753093E0
6.125172925E1,3.211294114E1,1.189511009E2,1.211246078E1,1.326196508E0,3.350738465E2,4.724639743E0,4.724639743E0
6.225170040E1,3.211295360E1,1.189510912E2,1.216980633E1,1.476819103E0,3.306607657E2,4.725138955E0,4.725138955E0
6.325167108E1,3.211296412E1,1.189510858E2,1.245491885E1,1.462166784E0,3.323844804E2,4.720824764E0,4.720824764E0
6.425164270E1,3.211297739E1,1.189510805E2,1.221875605E1,1.468257715E0,3.389759956E2,4.721703691E0,4.721703691E0
6.525161457E1,3.211298754E1,1.189510735E2,1.245835258E1,1.355783101E0,3.346583052E2,4.718038825E0,4.718038825E0
6.625158656E1,3.211299756E1,1.189510675E2,1.253056593E1,1.309663615E0,3.353393168E2,4.721538745E0,4.721538745E0
6.725155926E1,3.211300940E1,1.189510626E2,1.250962810E1,1.362640725E0,3.384329573E2,4.720964334E0,4.720964334E0
6.825153065E1,3.211302154E1,1.189510571E2,1.255272048E1,1.426985739E0,3.412020682E2,4.725244762E0,4.725244762E0
6.925150406E1,3.211303262E1,1.189510505E2,1.261666161E1,1.374199809E0,3.376864838E2,4.723003521E0,4.723003521E0
7.025147700E1,3.211304412E1,1.189510437E2,1.284228458E1,1.356341752E0,3.367562602E2,4.722702233E0,4.722702233E0
7.125145042E1,3.211305834E1,1.189510388E2,1.277480102E1,1.526729425E0,3.415010261E2,4.726612089E0,4.726612089E0
7.225142252E1,3.211306995E1,1.189510321E2,1.284347678E1,1.474152486E0,3.387318017E2,4.721748582E0,4.721748582E0
7.325139713E1,3.211308084E1,1.189510274E2,1.290853403E1,1.399163182E0,3.382921630E2,4.719697115E0,4.719697115E0
7.425137067E1,3.211309266E1,1.189510231E2,1.293043533E1,1.306785314E0,3.397427162E2,4.721345554E0,4.721345554E0
7.525134361E1,3.211310388E1,1.189510175E2,1.302456911E1,1.327393815E0,3.391254746E2,4.725835007E0,4.725835007E0
7.625131738E1,3.211311370E1,1.189510094E2,1.311003586E1,1.280409703E0,3.334724562E2,4.725430363E0,4.725430363E0
7.725129175E1,3.211312465E1,1.189510034E2,1.323112003E1,1.296822290E0,3.336941558E2,4.725542889E0,4.725542889E0
7.825126696E1,3.211313555E1,1.189509969E2,1.325766385E1,1.325833541E0,3.330515490E2,4.722421114E0,4.722421114E0
7.925124073E1,3.211314940E1,1.189509916E2,1.327974444E1,1.487968509E0,3.378724679E2,4.716589052E0,4.716589052E0
8.025121570E1,3.211316102E1,1.189509857E2,1.314144889E1,1.480081197E0,3.387304434E2,4.722194018E0,4.722194018E0
8.125118911E1,3.211317479E1,1.189509824E2,1.283536331E1,1.474647995E0,3.418790131E2,4.721675602E0,4.721675602E0
8.225116360E1,3.211318753E1,1.189509781E2,1.268530495E1,1.472716384E0,3.420692417E2,4.722387521E0,4.722387521E0
8.325113797E1,3.211319933E1,1.189509717E2,1.255865293E1,1.449264054E0,3.390894447E2,4.726293667E0,4.726293667E0
8.425111306E1,3.211321008E1,1.189509644E2,1.249904854E1,1.346726383E0,3.355853562E2,4.728313024E0,4.728313024E0
8.525108898E1,3.211321944E1,1.189509587E2,1.283406261E1,1.216700341E0,3.347537198E2,4.728649608E0,4.728649608E0
8.625106323E1,3.211322924E1,1.189509531E2,1.274418814E1,1.213454376E0,3.347041614E2,4.723289072E0,4.723289072E0
8.725103831E1,3.211324277E1,1.189509471E2,1.259944144E1,1.411433999E0,3.404706213E2,4.724884294E0,4.724884294E0
8.825101292E1,3.211325483E1,1.189509414E2,1.300519238E1,1.474252746E0,3.409762730E2,4.722831492E0,4.722831492E0
8.925098872E1,3.211326628E1,1.189509351E2,1.300270686E1,1.466976652E0,3.385776301E2,4.723878447E0,4.723878447E0
9.025096321E1,3.211327782E1,1.189509288E2,1.270991273E1,1.466855977E0,3.385600277E2,4.722324814E0,4.722324814E0
9.125093853E1,3.211328803E1,1.189509215E2,1.279588184E1,1.423748976E0,3.346501486E2,4.719988417E0,4.719988417E0
9.225091398E1,3.211329750E1,1.189509142E2,1.290735826E1,1.303373925E0,3.300955812E2,4.721282695E0,4.721282695E0
9.325088859E1,3.211330707E1,1.189509090E2,1.314039385E1,1.164036396E0,3.308369186E2,4.721803813E0,4.721803813E0
9.425086498E1,3.211332013E1,1.189509035E2,1.293432232E1,1.309028091E0,3.340718421E2,4.726219359E0,4.726219359E0
9.525083995E1,3.211333443E1,1.189508983E2,1.304383408E1,1.381188153E0,3.378067567E2,4.730136645E0,4.730136645E0
9.625081539E1,3.211334517E1,1.189508943E2,1.306419540E1,1.201789174E0,3.402743687E2,4.731559738E0,4.731559738E0
9.725079083E1,3.211335538E1,1.189508900E2,1.301176879E1,1.178489537E0,3.400110402E2,4.731413480E0,4.731413480E0
9.825076616E1,3.211336845E1,1.189508841E2,1.302046192E1,1.388298179E0,3.413447787E2,4.728817636E0,4.728817636E0
9.925074124E1,3.211337904E1,1.189508776E2,1.291283248E1,1.422016012E0,3.401989138E2,4.724992462E0,4.724992462E0
1.002507172E2,3.211338994E1,1.189508700E2,1.282404124E1,1.408992439E0,3.365302826E2,4.726498640E0,4.726498640E0
1.012506921E2,3.211340273E1,1.189508645E2,1.296092661E1,1.422705449E0,3.381133439E2,4.724368821E0,4.724368821E0
1.022506683E2,3.211341197E1,1.189508586E2,1.318146029E1,1.185293257E0,3.357512678E2,4.725608717E0,4.725608717E0
1.032506441E2,3.211341904E1,1.189508537E2,1.282359499E1,1.020295156E0,3.346114524E2,4.725062643E0,4.725062643E0
