"Time (s)","X (hPa)"
-5.782375417E-1,1.016611176E3
4.267954583E-1,1.016608124E3
1.431773458E0,1.016605072E3
2.436755458E0,1.016601410E3
3.441713458E0,1.016599884E3
3.793776458E0,1.016596603E3
4.865780458E0,1.016596603E3
5.937746458E0,1.016599350E3
7.009713458E0,1.016602936E3
8.081691458E0,1.016605453E3
9.153653458E0,1.016609268E3
1.022565046E1,1.016610641E3
1.129758846E1,1.016610641E3
1.236954046E1,1.016609802E3
1.344148246E1,1.016609573E3
1.451341846E1,1.016609573E3
1.558533846E1,1.016611099E3
1.665729146E1,1.016612320E3
1.772920746E1,1.016614075E3
1.880109346E1,1.016617050E3
1.987297146E1,1.016617203E3
2.094490346E1,1.016617203E3
2.201683146E1,1.016616745E3
2.308879246E1,1.016614838E3
2.416077046E1,1.016613388E3
2.523270246E1,1.016613007E3
2.630463546E1,1.016613007E3
2.737655546E1,1.016613235E3
2.844845446E1,1.016613617E3
2.952034746E1,1.016614304E3
3.059230946E1,1.016614304E3
3.166426146E1,1.016612091E3
3.273622946E1,1.016611328E3
3.380817246E1,1.016611252E3
3.488012646E1,1.016610107E3
3.595208246E1,1.016610031E3
3.702401346E1,1.016609879E3
3.809594946E1,1.016609879E3
3.916788246E1,1.016608124E3
4.023979946E1,1.016607056E3
4.131167946E1,1.016606064E3
4.238360946E1,1.016605225E3
4.345551046E1,1.016603317E3
4.452738646E1,1.016602097E3
4.559925346E1,1.016600723E3
4.667113246E1,1.016599350E3
4.774302646E1,1.016598206E3
4.881491246E1,1.016594467E3
4.988678946E1,1.016592789E3
5.095865346E1,1.016589050E3
5.203055846E1,1.016587296E3
5.310245146E1,1.016587296E3
5.417434546E1,1.016587982E3
5.524622146E1,1.016588593E3
5.631811446E1,1.016589355E3
5.739001946E1,1.016589813E3
5.846194746E1,1.016589890E3
5.953392046E1,1.016590729E3
6.060587046E1,1.016590881E3
6.167778746E1,1.016591339E3
6.274967946E1,1.016591339E3
6.382154846E1,1.016589584E3
6.489349146E1,1.016589203E3
6.596542946E1,1.016586838E3
6.703741746E1,1.016586838E3
6.810942546E1,1.016584854E3
6.918142746E1,1.016584625E3
7.025342746E1,1.016583099E3
7.132537646E1,1.016582870E3
7.239731346E1,1.016579895E3
7.346922946E1,1.016577225E3
7.454113946E1,1.016576385E3
7.561311846E1,1.016576157E3
7.668507346E1,1.016576157E3
7.775702646E1,1.016575165E3
7.882891246E1,1.016574631E3
7.990080546E1,1.016571350E3
8.097268046E1,1.016566925E3
8.204453646E1,1.016565247E3
8.311640346E1,1.016564178E3
8.418828646E1,1.016564178E3
8.526018446E1,1.016564789E3
8.633208346E1,1.016564789E3
8.740400146E1,1.016564941E3
8.847595446E1,1.016565018E3
8.954790246E1,1.016565018E3
9.061983646E1,1.016564560E3
9.169172746E1,1.016563950E3
9.276365946E1,1.016563950E3
9.383556046E1,1.016563568E3
9.490741446E1,1.016563568E3
9.597930146E1,1.016562271E3
9.705118546E1,1.016561203E3
9.812303746E1,1.016559753E3
9.919488646E1,1.016558914E3
1.002667655E2,1.016555939E3
1.013386475E2,1.016555939E3
1.024105075E2,1.016555939E3
1.034824175E2,1.016555939E3
1.045542905E2,1.016555710E3
1.056261915E2,1.016555481E3
1.066980795E2,1.016554947E3
1.077699375E2,1.016554947E3
1.088418035E2,1.016555099E3
1.099136325E2,1.016556396E3
1.109854785E2,1.016557846E3
1.120573355E2,1.016557846E3
1.131291905E2,1.016558075E3
1.142010295E2,1.016558075E3
1.152728475E2,1.016556320E3
1.163446695E2,1.016556320E3
1.174164895E2,1.016557236E3
1.184882715E2,1.016557236E3
1.195600095E2,1.016557693E3
1.206317555E2,1.016558456E3
1.217035385E2,1.016560211E3
1.227753225E2,1.016560822E3
1.238471025E2,1.016561813E3
1.249188825E2,1.016562424E3
1.259907065E2,1.016563339E3
1.270624925E2,1.016563339E3
1.281342615E2,1.016562958E3
1.292060695E2,1.016562958E3
1.302777975E2,1.016562958E3
1.313495505E2,1.016561813E3
1.324213225E2,1.016561813E3
1.334930875E2,1.016563110E3
1.345648575E2,1.016563339E3
1.356366565E2,1.016563797E3
1.367084315E2,1.016564331E3
1.377802665E2,1.016564331E3
1.388519825E2,1.016563950E3
1.399238075E2,1.016563568E3
1.409955605E2,1.016562424E3
1.420672925E2,1.016560593E3
1.431390205E2,1.016560516E3
1.442107795E2,1.016560364E3
1.452825345E2,1.016559067E3
1.463542585E2,1.016559067E3
