"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
8.658736944E-1,3.211271846E1,1.189511687E2,1.398621795E1,1.526343106E0,1.326065622E2,4.721531692E0,4.721531692E0
1.865848303E0,3.211271212E1,1.189511805E2,1.372240899E1,1.510623622E0,1.296721704E2,4.722212082E0,4.722212082E0
2.865822315E0,3.211270622E1,1.189511924E2,1.380128518E1,1.507740986E0,1.284505411E2,4.721434971E0,4.721434971E0
3.865796328E0,3.211270051E1,1.189512044E2,1.393179150E1,1.522364594E0,1.260720086E2,4.721333406E0,4.721333406E0
4.865771532E0,3.211269610E1,1.189512188E2,1.404593278E1,1.525994401E0,1.186967696E2,4.721768356E0,4.721768356E0
5.865744710E0,3.211269306E1,1.189512333E2,1.407405204E1,1.518778774E0,1.124132146E2,4.720770105E0,4.720770105E0
6.865719557E0,3.211268980E1,1.189512471E2,1.405297024E1,1.500753946E0,1.089461675E2,4.717071605E0,4.717071605E0
7.865693569E0,3.211268730E1,1.189512606E2,1.405578303E1,1.512948426E0,1.053428754E2,4.720564986E0,4.720564986E0
8.865668535E0,3.211268374E1,1.189512743E2,1.418499308E1,1.503886714E0,1.055820293E2,4.718007535E0,4.718007535E0
9.865642309E0,3.211268269E1,1.189512898E2,1.393435657E1,1.511315678E0,1.012586962E2,4.720355722E0,4.720355722E0
1.086561680E1,3.211268336E1,1.189513047E2,1.375936903E1,1.506834582E0,9.539683480E1,4.723928711E0,4.723928711E0
1.186559069E1,3.211268424E1,1.189513199E2,1.381749624E1,1.503591422E0,9.143491886E1,4.725941872E0,4.725941872E0
1.286556435E1,3.211268772E1,1.189513346E2,1.415078204E1,1.500442649E0,8.511512670E1,4.725300322E0,4.725300322E0
1.386553860E1,3.211269140E1,1.189513493E2,1.405671337E1,1.469582302E0,8.064477497E1,4.726549016E0,4.726549016E0
1.486551285E1,3.211269398E1,1.189513621E2,1.385674432E1,1.275679027E0,7.972273074E1,4.730439559E0,4.730439559E0
1.586548674E1,3.211269499E1,1.189513741E2,1.384335725E1,1.228450571E0,8.289922887E1,4.732841781E0,4.732841781E0
1.686546302E1,3.211269559E1,1.189513908E2,1.354209041E1,1.402710142E0,8.682655686E1,4.735164144E0,4.735164144E0
1.786543500E1,3.211270006E1,1.189514036E2,1.319909032E1,1.301914260E0,7.979516030E1,4.737706136E0,4.737706136E0
1.886540890E1,3.211270031E1,1.189514202E2,1.311144959E1,1.402503221E0,8.409480896E1,4.740311400E0,4.740311400E0
1.986538303E1,3.211269942E1,1.189514354E2,1.316908478E1,1.413122541E0,8.862077523E1,4.743062097E0,4.743062097E0
2.086535716E1,3.211270430E1,1.189514501E2,1.315019956E1,1.426383456E0,8.342640327E1,4.744782712E0,4.744782712E0
2.186533165E1,3.211270837E1,1.189514644E2,1.335808920E1,1.396716818E0,8.109190671E1,4.741399551E0,4.741399551E0
2.286530566E1,3.211271154E1,1.189514795E2,1.335005856E1,1.370939681E0,7.895013988E1,4.743032768E0,4.743032768E0
2.386527944E1,3.211271295E1,1.189514937E2,1.314595800E1,1.326656779E0,8.234411757E1,4.743284560E0,4.743284560E0
2.486525357E1,3.211271460E1,1.189515094E2,1.328104224E1,1.396622113E0,8.693095261E1,4.744740835E0,4.744740835E0
2.586522758E1,3.211271683E1,1.189515238E2,1.324408480E1,1.382606531E0,8.710830999E1,4.746194662E0,4.746194662E0
2.686520207E1,3.211272108E1,1.189515369E2,1.341661369E1,1.333572908E0,8.143617443E1,4.745997065E0,4.745997065E0
2.786517632E1,3.211272303E1,1.189515547E2,1.353411594E1,1.537050214E0,8.160998458E1,4.747906581E0,4.747906581E0
2.886514950E1,3.211272507E1,1.189515697E2,1.351590399E1,1.526999766E0,8.204148082E1,4.742366951E0,4.742366951E0
2.986512399E1,3.211273042E1,1.189515845E2,1.346949517E1,1.497055466E0,7.687894652E1,4.741241159E0,4.741241159E0
3.086509740E1,3.211273472E1,1.189515994E2,1.338962511E1,1.411247383E0,7.460096267E1,4.742671020E0,4.742671020E0
3.186507201E1,3.211273504E1,1.189516108E2,1.350703709E1,1.176106519E0,8.130441112E1,4.747498596E0,4.747498596E0
3.286504626E1,3.211273813E1,1.189516268E2,1.340914100E1,1.346816095E0,7.990885816E1,4.736404028E0,4.736404028E0
3.386501980E1,3.211274045E1,1.189516429E2,1.340926509E1,1.505294053E0,8.209390820E1,4.733326928E0,4.733326928E0
3.486499429E1,3.211274434E1,1.189516573E2,1.352681846E1,1.506050580E0,7.783038600E1,4.735090246E0,4.735090246E0
3.586496878E1,3.211274890E1,1.189516721E2,1.371952484E1,1.507178539E0,7.594368037E1,4.733297227E0,4.733297227E0
3.686494184E1,3.211275325E1,1.189516870E2,1.374844801E1,1.518746048E0,7.421105822E1,4.733635898E0,4.733635898E0
3.786491704E1,3.211275487E1,1.189517026E2,1.381613109E1,1.513828247E0,7.760477351E1,4.738346083E0,4.738346083E0
3.886488974E1,3.211275764E1,1.189517171E2,1.404792653E1,1.500611124E0,7.834131925E1,4.740096243E0,4.740096243E0
3.986486399E1,3.211275990E1,1.189517317E2,1.397080442E1,1.493403904E0,8.112394040E1,4.739978685E0,4.739978685E0
4.086483800E1,3.211276016E1,1.189517453E2,1.407294075E1,1.403406890E0,8.328857610E1,4.742745398E0,4.742745398E0
4.186481214E1,3.211276482E1,1.189517604E2,1.425440383E1,1.422019263E0,7.813851729E1,4.742856978E0,4.742856978E0
4.286478627E1,3.211276911E1,1.189517736E2,1.438540799E1,1.437384381E0,7.526556939E1,4.742958593E0,4.742958593E0
4.386476064E1,3.211276773E1,1.189517873E2,1.413940617E1,1.291933138E0,8.297425740E1,4.747933381E0,4.747933381E0
4.486473441E1,3.211277140E1,1.189518008E2,1.410866982E1,1.252637103E0,7.638343094E1,4.748339743E0,4.748339743E0
4.586470854E1,3.211277563E1,1.189518155E2,1.408136830E1,1.363256782E0,7.386250895E1,4.749531759E0,4.749531759E0
4.686468256E1,3.211277539E1,1.189518291E2,1.401325933E1,1.287238289E0,7.887034749E1,4.750146923E0,4.750146923E0
4.786465800E1,3.211277795E1,1.189518452E2,1.403298243E1,1.432972454E0,7.904782688E1,4.750885289E0,4.750885289E0
4.886463106E1,3.211277625E1,1.189518592E2,1.422545358E1,1.358309261E0,8.432560967E1,4.751655424E0,4.751655424E0
