"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.468833361E-3,4.298280776E-1,-4.724524319E-1,-1.066492870E-1
2.155283332E-2,7.125305533E-1,-2.167575657E-1,3.485862166E-3
4.163783335E-2,6.890890002E-1,-6.107743829E-2,4.902962595E-2
6.172183336E-2,5.636851192E-1,-9.896866232E-2,2.213534154E-2
8.180583332E-2,4.427427649E-1,-2.410305440E-1,-1.029454395E-1
1.018908333E-1,3.216050267E-1,-2.111260146E-1,-3.527436256E-1
1.219748334E-1,2.339816689E-1,1.263277382E-1,-5.920003057E-1
1.420588333E-1,1.684411168E-1,4.954181015E-1,-6.593031883E-1
1.621438334E-1,1.012955755E-1,6.573525071E-1,-6.151825190E-1
1.822278333E-1,-2.248026431E-3,4.250406921E-1,-5.445477366E-1
2.023118333E-1,-1.561871320E-1,-1.556919515E-1,-4.284327626E-1
2.223958333E-1,-3.141735792E-1,-6.189927459E-1,-3.099904954E-1
2.424808333E-1,-4.587861598E-1,-7.562742233E-1,-1.914646327E-1
2.625648333E-1,-4.252639115E-1,-5.315881371E-1,-5.118007213E-2
2.826488334E-1,-2.222784162E-1,-1.377497017E-1,1.066060513E-1
3.027338333E-1,5.546749011E-2,9.547743946E-2,2.089512050E-1
3.228178333E-1,2.298937738E-1,-6.675475091E-2,3.030646145E-1
3.429018334E-1,2.011669576E-1,-4.402789772E-1,3.826024830E-1
3.629868333E-1,1.380151957E-1,-4.786423147E-1,3.395310640E-1
3.830708333E-1,2.796940207E-1,1.521096230E-1,2.684158385E-1
4.031548334E-1,5.065782666E-1,9.866678119E-1,1.763579845E-1
4.232398333E-1,3.150885403E-1,9.340727925E-1,1.010629386E-1
4.433238333E-1,-3.914085031E-1,1.656066254E-2,7.028873265E-2
4.634078334E-1,-1.012717605E0,-5.183537602E-1,-3.115420789E-2
4.834928333E-1,-1.066817999E0,-6.734150648E-2,-1.054165736E-1
5.035768333E-1,-5.977499485E-1,6.972334385E-1,4.369627312E-2
5.236608334E-1,-2.608139813E-2,9.006267190E-1,3.914516270E-1
5.437458333E-1,2.975853384E-1,4.468374848E-1,7.338680029E-1
5.638298334E-1,2.945947945E-1,-5.671281368E-2,8.866509795E-1
5.839138333E-1,2.108144015E-2,-3.178766966E-1,8.291877508E-1
6.039988333E-1,-3.518027365E-1,-1.862956136E-1,7.522291541E-1
6.240828334E-1,-5.651167631E-1,1.655434221E-1,7.099773884E-1
6.441668333E-1,-4.834068120E-1,2.366005629E-1,6.294646859E-1
6.642508333E-1,-2.411216199E-1,-1.109896377E-1,5.155080557E-1
6.843358334E-1,-1.838017441E-2,-4.571360052E-1,3.875774145E-1
7.044198333E-1,3.131675720E-2,-4.843218923E-1,2.571721971E-1
7.245039584E-1,-1.659781337E-1,-4.092873931E-1,2.062351406E-1
7.445889583E-1,-3.693246841E-1,-3.774886727E-1,2.938973308E-1
7.646729584E-1,-5.108368397E-1,-4.227645993E-1,4.258147776E-1
7.847569584E-1,-5.708830357E-1,-4.724164307E-1,4.004381001E-1
8.048419583E-1,-5.754691362E-1,-5.003087521E-1,2.756940424E-1
8.249259584E-1,-5.689411163E-1,-4.350891113E-1,1.808153838E-1
8.450099583E-1,-6.911926866E-1,-4.622635543E-1,9.736234695E-2
8.650949583E-1,-8.231037855E-1,-4.671859741E-1,-2.439077385E-2
8.851789584E-1,-8.886350989E-1,-2.643445432E-1,-2.028733939E-1
9.052629583E-1,-8.026921749E-1,3.532401621E-1,-2.172660828E-1
9.253479583E-1,-8.217558861E-1,6.406673789E-1,-8.870677650E-2
9.454319584E-1,-1.230410933E0,1.665252447E-1,-1.264221072E-1
9.655159583E-1,-1.515947104E0,-2.312443703E-1,-4.531095028E-1
9.856009583E-1,-1.299514055E0,1.890289485E-1,-6.055080295E-1
1.005684958E0,-6.174427867E-1,8.362988234E-1,-2.334124148E-1
1.025768958E0,3.285633624E-1,9.652356505E-1,3.012714386E-1
1.045852958E0,1.046280861E0,3.609072864E-1,4.904405177E-1
