"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.956633340E-2,-2.700187862E-1,2.120562494E-1,-1.292805523E-1
4.950733320E-2,-3.666774929E-1,3.319682777E-1,-6.450582296E-2
6.944733323E-2,-4.083149433E-1,3.802223206E-1,7.807314396E-2
8.938733325E-2,-3.710938990E-1,3.962845206E-1,2.451201379E-1
1.093283333E-1,-1.160009876E-1,2.004645467E-1,3.864705265E-1
1.292683333E-1,-1.267731842E-2,4.473541677E-1,5.764018297E-1
1.492083333E-1,-3.388187587E-1,1.194060564E0,7.223538756E-1
1.691483334E-1,-6.228920221E-1,1.201510787E0,4.161497355E-1
1.890893334E-1,-5.928977728E-1,6.290742755E-1,-9.738413990E-2
2.090293332E-1,-3.430810273E-1,3.489449918E-1,-5.048367977E-1
2.289693332E-1,-1.382256895E-1,5.449114442E-1,-7.058952451E-1
2.489090834E-1,-2.032151371E-1,1.020708799E0,-8.771261573E-1
2.688500832E-1,-5.118967891E-1,1.329325557E0,-7.369310856E-1
2.887900833E-1,-6.804355383E-1,1.306456447E0,-3.860504627E-1
3.087300833E-1,-7.272211909E-1,1.069043636E0,5.294767395E-2
3.286710833E-1,-7.025147676E-1,2.669002116E-1,1.783203632E-1
3.486110833E-1,-5.912152529E-1,-1.637374908E-1,5.153031275E-2
3.685510834E-1,-3.744163215E-1,-2.804485261E-1,-1.267922372E-1
3.884910834E-1,-1.173678786E-1,-2.667269111E-1,-4.024841487E-1
4.084320832E-1,6.474456191E-2,-4.112038761E-2,-6.252209544E-1
4.283720832E-1,1.266397685E-1,3.898344338E-1,-7.319927216E-1
4.483120833E-1,3.407196328E-2,7.107708454E-1,-7.414113879E-1
4.682530833E-1,-1.246188208E-1,6.760797501E-1,-6.343967319E-1
4.881930833E-1,-3.075744212E-1,6.250964999E-1,-3.358804882E-1
5.081330833E-1,-4.327679574E-1,6.109200120E-1,-8.634641767E-2
5.280730834E-1,-5.045675635E-1,4.363718331E-1,-8.590003476E-3
5.480140834E-1,-5.179799199E-1,5.749278665E-1,3.454842046E-2
5.679540832E-1,-6.890763044E-1,9.230293632E-1,1.865837723E-1
5.878940832E-1,-9.867024422E-1,1.659779787E0,3.268412948E-1
6.078350833E-1,-1.044557929E0,1.652840376E0,5.285523534E-1
6.277750833E-1,-1.100738049E0,8.407819271E-1,8.126392961E-1
6.477150833E-1,-1.202590585E0,-5.273669958E-1,7.567632198E-1
6.676550834E-1,-1.621912599E0,-7.226003408E-1,3.894680440E-1
6.875960834E-1,-1.838219881E0,-1.021975040E0,9.828330576E-2
7.075360834E-1,-1.630107164E0,-1.236493707E0,-1.315112859E-1
7.274760832E-1,-1.189826608E0,-1.248482704E0,-5.286864638E-1
7.474160832E-1,-6.842290163E-1,-1.439401150E0,-7.246707678E-1
7.673570833E-1,-1.016971469E-1,-1.194857717E0,-7.347185612E-1
7.872970833E-1,4.330488741E-1,-5.930212140E-1,-6.888448596E-1
8.072370833E-1,8.174002171E-1,4.659855962E-1,-7.399942875E-1
8.271780834E-1,1.088002205E0,1.538121104E0,-2.727812827E-1
8.471180834E-1,1.169872284E0,1.651051283E0,2.709533870E-1
8.670580834E-1,1.117457867E0,1.195113420E0,4.416011274E-1
8.869980832E-1,8.149996996E-1,4.092957973E-1,3.784538805E-1
9.069390832E-1,2.904781401E-1,-1.054760590E-1,2.421428561E-1
9.268790833E-1,-5.877360329E-2,-4.705770314E-1,3.017296195E-1
9.468190833E-1,-8.244495839E-2,-9.125387669E-1,4.234614968E-1
9.667600833E-1,6.376329064E-2,-9.166215658E-1,4.680637717E-1
9.867000834E-1,1.741417646E-1,-6.128479242E-1,4.779139757E-1
1.006640083E0,1.435375065E-1,-6.244365871E-2,6.824322343E-1
1.026580083E0,3.135033250E-1,2.878291309E-1,1.022078872E0
1.046521083E0,8.103877902E-1,8.788982034E-1,1.232456565E0
1.066461083E0,1.013935447E0,1.363848448E0,1.258494020E0
1.086401083E0,1.140694976E0,1.192447305E0,1.109432817E0
1.106341083E0,1.133846164E0,1.858533263E0,6.978240609E-1
1.126282083E0,8.978713155E-1,2.196020842E0,2.371955365E-1
1.146222083E0,6.073051691E-1,1.686168194E0,-1.616766304E-2
1.166162083E0,1.741555035E-1,-4.330558777E-1,-4.757425785E-1
1.186103083E0,2.640086412E-1,-1.252087355E0,-9.756994247E-1
1.206043083E0,-1.165265515E-1,-5.900890231E-1,-7.799448371E-1
1.225983083E0,-3.602258563E-1,7.996548712E-2,-2.154357284E-1
1.245922917E0,-3.588565290E-1,-1.542744935E-1,7.133635879E-2
1.265863917E0,1.146591008E-1,-4.736895561E-1,1.356798504E-2
1.285803917E0,8.303780556E-1,-4.708726704E-1,-2.814214230E-1
1.305743917E0,1.396870017E0,-5.187491700E-2,-5.958076119E-1
1.325683917E0,1.833931923E0,5.943781734E-1,-9.712580442E-1
1.345624917E0,2.181311846E0,1.529339194E0,-9.658589959E-1
1.365564917E0,2.309083462E0,2.520035982E0,-3.498903811E-1
1.385504917E0,2.464147329E0,2.927677870E0,2.095371187E-1
1.405444917E0,2.581479549E0,2.629169941E0,2.593993545E-1
1.425385917E0,2.400027037E0,1.562326431E0,-1.939607412E-2
1.445325917E0,1.773123860E0,1.392819136E-1,-4.139424860E-1
1.465265917E0,7.596387863E-1,-1.103269339E0,-6.634577513E-1
1.485206917E0,-2.521295547E-1,-1.444518566E0,-6.471427083E-1
1.505146917E0,-9.475640655E-1,-1.415696025E0,-6.735225320E-1
1.525086917E0,-1.335589647E0,-1.537080169E0,-8.988394141E-1
1.545026917E0,-1.444243908E0,-1.679081559E0,-1.193111420E0
1.564967917E0,-1.116218686E0,-1.494890571E0,-8.089808226E-1
1.584907917E0,-4.705132246E-1,-8.259980679E-1,-5.652068183E-2
1.604847917E0,5.052160472E-2,-2.093425989E-1,4.064216614E-1
1.624787917E0,1.371623576E-1,4.385438561E-1,6.380589008E-1
1.644728917E0,-4.616636783E-2,9.546961188E-1,5.819122791E-1
1.664668917E0,-2.618634403E-1,8.851698041E-1,2.042060047E-1
1.684608917E0,-4.609460831E-1,2.839009762E-1,-2.002280504E-1
1.704548917E0,-5.727894306E-1,-3.284566402E-1,-2.827675045E-1
1.724489917E0,-7.021883130E-1,-5.804208517E-1,-7.921858132E-2
1.744429917E0,-9.812837243E-1,-3.528725505E-1,2.244848907E-1
1.764369917E0,-1.209722042E0,-1.403184980E-1,4.283079207E-1
1.784310917E0,-8.507100940E-1,-4.048784375E-1,2.817271650E-1
1.804250917E0,3.221381828E-2,-8.270430565E-1,1.861454546E-2
1.824190917E0,7.949700952E-1,-7.742315531E-1,-1.505694389E-1
1.844130917E0,1.013710499E0,-3.490195572E-1,-1.172225401E-1
1.864071917E0,8.468168974E-1,6.749159843E-2,6.675554067E-2
1.884011917E0,5.071768761E-1,2.675453722E-1,2.704823315E-1
1.903951917E0,1.145592853E-1,2.704661191E-1,4.551439285E-1
1.923891917E0,-1.899599731E-1,2.026881427E-1,6.901943684E-1
1.943832917E0,-2.533846498E-1,5.697611719E-2,8.862676024E-1
1.963772917E0,-1.291956902E-1,-8.102052659E-2,9.286687374E-1
1.983712917E0,1.679858007E-2,-1.393116117E-1,7.819536924E-1
2.003652917E0,5.781025812E-2,-3.725362942E-2,5.136786103E-1
2.023593917E0,3.456634283E-2,1.780184507E-1,2.959284186E-1
2.043533917E0,7.500229776E-2,3.275808692E-1,2.904964089E-1
2.063473917E0,1.484406143E-1,4.559952021E-1,4.157248735E-1
2.083413917E0,1.645440608E-1,5.898177624E-1,4.278312325E-1
2.103354917E0,5.309879780E-2,6.252171993E-1,2.176485360E-1
2.123294917E0,-3.711770847E-2,5.443627834E-1,1.160506252E-2
2.143234917E0,-1.008320251E-3,4.223733544E-1,-3.000012785E-2
2.163174917E0,1.171519831E-1,1.867579222E-1,2.023326000E-3
2.183115917E0,1.643016040E-1,-7.455997914E-2,7.320548594E-2
2.203055917E0,5.664831400E-2,-2.862201035E-1,1.899581850E-1
2.222995917E0,-1.308555305E-1,-5.103468895E-1,2.411184609E-1
2.242935917E0,-2.246389091E-1,-7.887458205E-1,6.902484596E-2
2.262877208E0,-1.168725714E-1,-7.064526081E-1,-1.377588660E-1
2.282817208E0,-1.939782873E-2,8.900890499E-2,-1.823847592E-1
2.302757208E0,7.390766591E-2,9.261738062E-1,1.634349488E-2
2.322697208E0,2.626128793E-1,7.918049097E-1,2.071664780E-1
2.342638208E0,3.635976911E-1,2.901005372E-2,1.016837209E-1
2.362578208E0,1.967958957E-1,-5.493084788E-1,-2.136197686E-1
2.382518208E0,-9.620291740E-2,-5.557948351E-1,-3.958843946E-1
2.402458208E0,-2.585358918E-1,-1.212396771E-1,-3.063449264E-1
2.422399208E0,-2.445072830E-1,4.557005763E-1,-6.115423888E-2
2.442339208E0,-1.600273401E-1,5.769851804E-1,3.974986449E-2
2.462279208E0,-1.033167616E-1,2.411081046E-1,-8.836162090E-2
2.482219208E0,-3.362730145E-3,-2.771952450E-1,-2.937059700E-1
2.502160208E0,2.172259837E-1,-6.508029103E-1,-3.904863298E-1
2.522100208E0,5.185981393E-1,-8.451827765E-1,-3.993266821E-1
2.542040208E0,7.311849594E-1,-6.490782499E-1,-3.799754977E-1
2.561980208E0,7.713442445E-1,-3.154261410E-1,-4.631799161E-1
2.581921208E0,6.384573579E-1,1.180094946E-2,-5.319522619E-1
2.601861208E0,3.367629945E-1,2.949439287E-1,-5.219308734E-1
2.621801208E0,1.089931466E-2,3.763906956E-1,-4.656085670E-1
2.641742208E0,-2.037360519E-1,4.116627872E-1,-2.727845907E-1
2.661682208E0,-3.001396656E-1,4.905710220E-1,5.560465157E-2
2.681622208E0,-4.287189245E-1,4.787555933E-1,2.430555969E-1
2.701562208E0,-5.613582730E-1,3.871399164E-1,2.386604548E-1
2.721502208E0,-5.976153016E-1,1.235553250E-1,1.640342474E-1
2.741443208E0,-4.435352385E-1,-2.391157448E-1,1.388655454E-1
2.761383208E0,-2.623202503E-1,-2.648075819E-1,2.758228481E-1
2.781323208E0,-2.695782185E-1,4.051367193E-2,2.986167967E-1
2.801263208E0,-4.559263885E-1,3.586363196E-1,1.137543172E-1
2.821204208E0,-5.633707643E-1,4.317774475E-1,-2.856044471E-2
2.841144208E0,-5.666059852E-1,1.447874606E-1,6.728271395E-2
2.861084208E0,-5.198003054E-1,-4.876360595E-1,2.273838371E-1
2.881025208E0,-2.828091383E-1,-9.254981279E-1,1.646381468E-1
2.900965208E0,-1.385447830E-1,-4.618412554E-1,8.504206315E-3
2.920905208E0,-2.928774953E-1,4.398371279E-1,-1.086505353E-1
2.940845208E0,-3.256490827E-1,5.039563775E-1,-4.406322539E-2
2.960785208E0,-7.741646469E-2,-5.495478585E-2,9.395328909E-2
2.980726208E0,2.366637588E-1,-5.118743181E-1,1.818890274E-1
3.000666208E0,4.436619580E-1,-6.367027760E-1,3.185895979E-1
3.020606208E0,4.724067450E-1,-5.565224886E-1,4.408715963E-1
3.040546208E0,4.020168781E-1,-4.974416494E-1,4.474870265E-1
3.060487208E0,3.781622648E-1,-5.311033726E-1,3.464784026E-1
3.080427208E0,4.183349311E-1,-4.334789217E-1,1.951317042E-1
3.100367208E0,5.136063099E-1,-2.608727515E-1,5.785655603E-2
3.120307208E0,5.525251627E-1,-1.203566268E-1,2.307515405E-2
3.140248208E0,4.557811618E-1,1.136436313E-1,6.476188451E-2
3.160188208E0,3.608559668E-1,3.390703201E-1,1.086096168E-1
3.180128208E0,2.879194021E-1,4.443490207E-1,1.265052408E-1
3.200068208E0,1.940312535E-1,4.703407586E-1,2.093226612E-1
3.220009208E0,7.897565514E-2,3.389707208E-1,2.679843605E-1
3.239949208E0,-4.406446964E-2,1.145458519E-1,2.225806415E-1
3.259888667E0,-4.430920258E-2,-4.244416356E-1,4.125776887E-2
3.279828667E0,3.632109240E-2,-1.056459546E0,-2.693404555E-1
3.299769667E0,6.124002486E-2,-1.214759469E0,-5.597794652E-1
3.319709667E0,3.746815398E-2,-8.839209080E-1,-5.996331573E-1
3.339649667E0,5.296028778E-2,-1.806408316E-1,-3.931797743E-1
3.359589667E0,-8.958081901E-2,7.708611488E-1,-1.354496628E-1
3.379530667E0,-1.413003653E-1,8.122841716E-1,-5.272307992E-2
3.399470667E0,3.947644308E-2,-1.911717355E-1,-3.499274850E-1
3.419410667E0,3.117708564E-1,-1.023590565E0,-7.312468290E-1
3.439350667E0,5.363178253E-1,-1.126124263E0,-8.473663926E-1
3.459291667E0,2.430399060E-1,-5.331040025E-1,-7.721970677E-1
3.479231667E0,-3.956911564E-1,3.273265958E-1,-4.696522653E-1
3.499171667E0,-8.189483285E-1,6.369730830E-1,-1.449073553E-1
3.519111667E0,-7.971757054E-1,2.596396804E-1,-1.068714112E-1
3.539052667E0,-4.183821380E-1,-5.183723569E-1,-3.939024210E-1
3.558992667E0,2.096465416E-2,-9.431006312E-1,-7.542663813E-1
3.578932667E0,4.399794936E-1,-8.605425954E-1,-9.349735379E-1
3.598872667E0,7.018224001E-1,-4.179412127E-1,-9.595664144E-1
3.618813667E0,7.114646435E-1,5.029419065E-2,-9.135197401E-1
3.638753667E0,5.633016229E-1,3.069144785E-1,-8.098185062E-1
3.658693667E0,3.496330082E-1,3.554795086E-1,-6.307477355E-1
3.678633667E0,1.051032767E-1,2.206141651E-1,-3.180021942E-1
3.698573667E0,-1.241241097E-1,1.705696285E-1,8.947329968E-2
3.718514667E0,-2.284091264E-1,2.441232353E-1,4.019902050E-1
3.738454667E0,-2.148934752E-1,3.192195892E-1,5.468733907E-1
3.758394667E0,-1.579779834E-1,3.037767410E-1,5.213869214E-1
3.778334667E0,-1.746636629E-2,1.268088818E-1,4.583963454E-1
3.798275667E0,2.818588316E-1,1.325744763E-2,6.172390580E-1
3.818215667E0,4.799202085E-1,2.058531158E-2,7.662385106E-1
3.838155667E0,3.419666588E-1,1.045272797E-1,7.628965974E-1
3.858095667E0,-1.061422303E-1,7.265958786E-1,7.481426597E-1
3.878036667E0,-3.793990016E-1,1.322365284E0,7.433652282E-1
3.897976667E0,-2.403033376E-1,1.310904622E0,7.971875668E-1
3.917916667E0,1.010188535E-1,6.016380787E-1,7.797609568E-1
3.937856667E0,3.246431947E-1,-8.959485590E-2,5.364577174E-1
3.957797667E0,3.891720474E-1,-3.746004701E-1,1.644434184E-1
3.977737667E0,3.059265614E-1,-1.240034178E-1,8.429176174E-3
3.997677667E0,1.333740652E-1,3.668569624E-1,1.216612309E-1
4.017617667E0,3.302523866E-2,4.516238868E-1,2.344720215E-1
4.037557667E0,-7.465247065E-2,2.028173953E-1,2.140026093E-1
4.057498667E0,-2.275479734E-1,-1.352373138E-2,2.313632220E-1
4.077438667E0,-3.918775022E-1,-8.914357424E-2,3.823791146E-1
4.097378667E0,-3.839931488E-1,-2.954340279E-1,5.777770877E-1
4.117318667E0,-2.489110529E-1,-6.694200039E-1,6.698096395E-1
4.137259667E0,-1.723130047E-1,-9.470462799E-1,5.989929438E-1
4.157199667E0,-2.660582960E-1,-9.058090448E-1,4.832340181E-1
4.177139667E0,-3.796514571E-1,-5.614926219E-1,4.171941578E-1
4.197079667E0,-3.489046097E-1,-2.690426409E-1,3.259433508E-1
4.217020667E0,-2.665190399E-1,-1.572577655E-1,1.565539390E-1
4.236960667E0,-3.191231787E-1,2.376550063E-2,-7.356051356E-2
4.256901458E0,-4.156973958E-1,3.964474499E-1,-2.529449165E-1
4.276841458E0,-3.731214702E-1,8.972914219E-1,-2.155666500E-1
