"Time (s)","X (hPa)"
-5.382499585E-1,1.021348190E3
4.912330415E-1,1.021344604E3
1.520663042E0,1.021340942E3
2.550109042E0,1.021337662E3
3.579546042E0,1.021336517E3
3.776325041E0,1.021334000E3
4.838935042E0,1.021335297E3
5.901525042E0,1.021335297E3
6.964119042E0,1.021337051E3
8.026751041E0,1.021339951E3
9.089367042E0,1.021340637E3
1.015195204E1,1.021341171E3
1.121454204E1,1.021341400E3
1.227710304E1,1.021341400E3
1.333968704E1,1.021342316E3
1.440224604E1,1.021344833E3
1.546483104E1,1.021349640E3
1.652742604E1,1.021352997E3
1.758998204E1,1.021357269E3
1.865253004E1,1.021358109E3
1.971510304E1,1.021358109E3
2.077768004E1,1.021358261E3
2.184027604E1,1.021358261E3
2.290284804E1,1.021358261E3
2.396540304E1,1.021358261E3
2.502796604E1,1.021360550E3
2.609051204E1,1.021362381E3
2.715306404E1,1.021363373E3
2.821557304E1,1.021364594E3
2.927808904E1,1.021369400E3
3.034060504E1,1.021369629E3
3.140310604E1,1.021370087E3
3.246560904E1,1.021370316E3
3.352808504E1,1.021370316E3
3.459059504E1,1.021369400E3
3.565308404E1,1.021369400E3
3.671557704E1,1.021369476E3
3.777809404E1,1.021369781E3
3.884058304E1,1.021370316E3
3.990310004E1,1.021371994E3
4.096559104E1,1.021374283E3
4.202808004E1,1.021376801E3
4.309055504E1,1.021380386E3
4.415300104E1,1.021380997E3
4.521544104E1,1.021380997E3
4.627788904E1,1.021380386E3
4.734032804E1,1.021378632E3
4.840278604E1,1.021378632E3
4.946527904E1,1.021378708E3
5.052775404E1,1.021380539E3
5.159023904E1,1.021381226E3
5.265270704E1,1.021381912E3
5.371518504E1,1.021385040E3
5.477765804E1,1.021385574E3
5.584009604E1,1.021385651E3
5.690254304E1,1.021386642E3
5.796497804E1,1.021386642E3
5.902746404E1,1.021385269E3
6.008992404E1,1.021385040E3
6.115237904E1,1.021385040E3
6.221486704E1,1.021384735E3
6.327732404E1,1.021385193E3
6.433979504E1,1.021385574E3
6.540226204E1,1.021385651E3
6.646468904E1,1.021387558E3
6.752709204E1,1.021388397E3
6.858954704E1,1.021391678E3
6.965200004E1,1.021391678E3
7.071445504E1,1.021395721E3
7.177688304E1,1.021398315E3
7.283934504E1,1.021398849E3
7.390175504E1,1.021400223E3
7.496415604E1,1.021398849E3
7.602654304E1,1.021397247E3
7.708893004E1,1.021396790E3
7.815132204E1,1.021396179E3
7.921372604E1,1.021396179E3
8.027610404E1,1.021394272E3
8.133851804E1,1.021393814E3
8.240090504E1,1.021392822E3
8.346328904E1,1.021389236E3
8.452568804E1,1.021389236E3
8.558811204E1,1.021391373E3
8.665054304E1,1.021393890E3
8.771298604E1,1.021394730E3
8.877539304E1,1.021395569E3
8.983776204E1,1.021396637E3
9.090010404E1,1.021397629E3
9.196244604E1,1.021398697E3
9.302482704E1,1.021398849E3
9.408722204E1,1.021400986E3
9.514962004E1,1.021401596E3
9.621201604E1,1.021401596E3
9.727440804E1,1.021400757E3
9.833678904E1,1.021400757E3
9.939917904E1,1.021402435E3
1.004615150E2,1.021402435E3
1.015238610E2,1.021402664E3
1.025861920E2,1.021404724E3
1.036485020E2,1.021405182E3
1.047108080E2,1.021405182E3
1.057731210E2,1.021404724E3
1.068354330E2,1.021404190E3
1.078977440E2,1.021403275E3
1.089600520E2,1.021401443E3
