"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.322803974E-2,3.211682944E1,1.189492695E2,1.745120621E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
3.402602673E-2,3.211681815E1,1.189492273E2,1.749890995E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
3.402602673E-2,3.211682065E1,1.189492116E2,1.751896381E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
3.146187901E0,3.211667284E1,1.189493893E2,1.950660038E1,1.580000043E0,1.248046875E2,9.325704441E0,9.325704441E0
3.865393996E0,3.211666274E1,1.189494063E2,2.007221317E1,1.580000043E0,1.248046875E2,1.043536077E1,1.043536077E1
4.869556069E0,3.211660390E1,1.189493537E2,1.783991337E1,1.580000043E0,1.631250000E2,9.570399038E0,9.570399038E0
5.870751023E0,3.211659724E1,1.189494010E2,1.666468143E1,1.049999952E0,1.965234375E2,1.114983165E1,1.114983165E1
6.867529988E0,3.211656124E1,1.189494455E2,1.839801884E1,1.049999952E0,1.251562500E2,9.331403128E0,9.331403128E0
7.874981999E0,3.211651371E1,1.189494289E2,1.840381718E1,5.799999833E-1,1.198828125E2,5.311453427E0,5.311453427E0
8.894497514E0,3.211651350E1,1.189493627E2,1.795868778E1,8.799999952E-1,1.536328125E2,4.351495724E0,4.351495724E0
9.894509435E0,3.211650709E1,1.189493530E2,1.764618778E1,7.500000000E-1,1.610156250E2,3.535533906E0,3.535533906E0
1.089454913E1,3.211649695E1,1.189493494E2,1.704291630E1,8.799999952E-1,1.423828125E2,3.535533906E0,3.535533906E0
1.189458108E1,3.211648806E1,1.189493511E2,1.666327763E1,1.090000033E0,1.420312500E2,3.535533906E0,3.535533906E0
1.289461994E1,3.211647884E1,1.189493530E2,1.571082401E1,1.269999981E0,1.423828125E2,3.535533906E0,3.535533906E0
1.389465237E1,3.211646761E1,1.189493530E2,1.525373173E1,1.269999981E0,1.490625000E2,3.535533906E0,3.535533906E0
1.489468920E1,3.211645755E1,1.189493507E2,1.540155888E1,1.269999981E0,1.613671875E2,3.535533906E0,3.535533906E0
1.589472091E1,3.211644670E1,1.189493550E2,1.540155901E1,1.269999981E0,1.613671898E2,4.574579787E0,4.574579787E0
1.689475977E1,3.211643398E1,1.189493519E2,1.539814108E1,1.440000057E0,1.638281273E2,4.574579814E0,4.574579814E0
1.789478993E1,3.211642065E1,1.189493495E2,1.560895651E1,1.440000057E0,1.666406269E2,4.574579841E0,4.574579841E0
1.889482486E1,3.211640850E1,1.189493478E2,1.547510640E1,1.379999995E0,1.655859394E2,4.574579866E0,4.574579866E0
1.989485240E1,3.211639504E1,1.189493458E2,1.525684468E1,1.379999995E0,1.691015640E2,4.574579893E0,4.574579893E0
2.089488637E1,3.211637901E1,1.189493440E2,1.489624902E1,1.539999962E0,1.708593764E2,4.574579922E0,4.574579922E0
2.189491141E1,3.211636466E1,1.189493433E2,1.485938378E1,1.539999962E0,1.701562515E2,4.574579948E0,4.574579948E0
2.289494276E1,3.211635293E1,1.189493439E2,1.488361472E1,1.450000048E0,1.673437518E2,4.574579968E0,4.574579968E0
2.389496636E1,3.211634623E1,1.189493459E2,1.435633195E1,1.230000019E0,1.617187522E2,4.574579977E0,4.574579977E0
2.489499617E1,3.211633855E1,1.189493536E2,1.426752581E1,1.279999971E0,1.483593788E2,4.574579976E0,4.574579976E0
2.589501965E1,3.211633056E1,1.189493601E2,1.495252337E1,1.279999971E0,1.444921917E2,4.574579975E0,4.574579975E0
2.689504623E1,3.211632041E1,1.189493653E2,1.449463763E1,1.279999971E0,1.487109412E2,4.574579977E0,4.574579977E0
2.789506495E1,3.211630660E1,1.189493696E2,1.435950582E1,1.389999986E0,1.578515655E2,4.574579987E0,4.574579987E0
2.889508307E1,3.211629070E1,1.189493760E2,1.497260402E1,1.639999986E0,1.571484411E2,4.574579998E0,4.574579998E0
2.989510179E1,3.211627666E1,1.189493803E2,1.495850490E1,1.639999986E0,1.571484411E2,4.574580011E0,4.574580011E0
3.089512205E1,3.211626537E1,1.189493828E2,1.430219382E1,1.440000057E0,1.582031280E2,4.574580024E0,4.574580024E0
3.189514256E1,3.211625318E1,1.189493841E2,1.401465718E1,1.379999995E0,1.620703149E2,4.574580040E0,4.574580040E0
3.289516354E1,3.211624303E1,1.189493823E2,1.307611954E1,1.169999957E0,1.712109385E2,4.574580059E0,4.574580059E0
3.389518476E1,3.211623115E1,1.189493779E2,1.249945939E1,1.210000038E0,1.821093747E2,4.574580086E0,4.574580086E0
3.489520586E1,3.211622132E1,1.189493749E2,1.200769913E1,1.169999957E0,1.870312492E2,4.574580109E0,4.574580109E0
3.589522815E1,3.211621431E1,1.189494060E2,1.856871767E1,1.348239570E0,1.555498910E2,4.782010877E0,4.782010877E0
3.689525092E1,3.211619958E1,1.189494139E2,1.889396312E1,1.319959409E0,1.635850340E2,4.780812613E0,4.780812613E0
3.789527345E1,3.211618369E1,1.189494157E2,1.891282757E1,1.107795587E0,1.604279712E2,4.775814446E0,4.775814446E0
3.889529669E1,3.211617400E1,1.189494097E2,1.852750709E1,1.049982223E0,2.009473574E2,4.773044114E0,4.773044114E0
3.989532077E1,3.211617003E1,1.189494120E2,1.845239936E1,9.388117465E-1,1.684545398E2,4.734751221E0,4.734751221E0
4.089534461E1,3.211615392E1,1.189494199E2,1.799171866E1,1.257423920E0,1.675527919E2,4.734414383E0,4.734414383E0
4.189536905E1,3.211614427E1,1.189494278E2,1.801961418E1,1.235670284E0,1.617232271E2,4.734745980E0,4.734745980E0
4.289539325E1,3.211613883E1,1.189494339E2,1.743551022E1,9.469607762E-1,1.606314090E2,4.734039840E0,4.734039840E0
