"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.939491672E-2,-1.782999363E0,-1.795288163E-1,-1.266886395E0
3.933491674E-2,-1.638021597E0,-5.946150541E-2,-1.106555741E0
5.927491677E-2,-1.473483873E0,-4.001267213E-1,-4.381821549E-1
7.921491680E-2,-1.049813191E0,-8.645891869E-1,-7.389956725E-1
9.915491682E-2,-7.259284611E-1,-1.230404447E0,-1.478157991E0
1.190949169E-1,-6.411159137E-1,-1.296646383E0,-2.192635118E0
1.390349166E-1,-1.323790620E-1,-1.184685068E0,-2.631419536E0
1.589749167E-1,8.489532937E-1,-1.087920080E0,-2.989890109E0
1.789149167E-1,1.419161339E0,-9.099396068E-1,-3.285336467E0
1.988549167E-1,7.269346207E-1,-6.923044860E-1,-2.971891209E0
2.187949168E-1,8.393517271E-2,-4.945592541E-1,-2.594016067E0
2.387349168E-1,3.144122408E-1,-3.391081023E-1,-2.158600815E0
2.586749168E-1,1.270956057E0,-2.160142726E-1,-1.768641817E0
2.786149168E-1,1.543766674E0,2.217825508E-1,-1.159069000E0
2.985559166E-1,7.046986829E-1,1.023415936E0,-5.103905904E-1
3.184959167E-1,-3.532063240E-1,1.414801070E0,-2.053249776E-1
3.384359167E-1,-8.665556055E-1,1.360318469E0,2.933624107E-1
3.583759167E-1,-1.896836758E-2,1.369839490E0,1.119907858E0
3.783159168E-1,1.279617830E0,1.328823611E0,1.228471357E0
3.982559168E-1,1.801738666E0,1.632478876E0,9.127199578E-1
4.181959168E-1,9.728620791E-1,2.262438594E0,1.068793838E0
4.381359168E-1,-2.668027492E-1,2.675475383E0,1.722521904E0
4.580759169E-1,-4.374467213E-1,2.259956451E0,2.625445436E0
4.780156668E-1,-6.781853606E-1,3.456663394E-1,3.497385743E0
4.979556669E-1,8.303046227E-2,-1.371563834E-1,4.428799834E0
5.178956666E-1,3.980103216E-1,1.892737859E-1,2.848641844E0
5.378356667E-1,3.301936932E-1,-3.353495121E-2,8.193545419E-1
5.577756667E-1,7.160169920E-1,-4.284506339E-1,-1.305671561E-1
5.777156667E-1,7.065408482E-1,-1.101817743E0,2.336874819E-1
5.976566668E-1,-1.972631291E-2,-1.348391318E0,6.006376863E-1
6.175966668E-1,-4.535736345E-1,-1.434890934E0,2.356585783E-1
6.375366668E-1,-6.575511213E-1,-1.445458022E0,-5.199314922E-1
6.574766668E-1,-1.917636948E-1,-1.495425403E0,-1.399540422E0
6.774166666E-1,4.540557374E-1,-1.375422996E0,-2.382192494E0
6.973566667E-1,4.802262667E-1,-1.082385691E0,-3.281226459E0
7.172966667E-1,-2.705063573E-3,-8.260156900E-1,-3.740175585E0
7.372366667E-1,1.117198259E-1,-3.868354154E-1,-3.310066096E0
7.571766668E-1,6.710707609E-1,-7.187222064E-1,-2.530158041E0
7.771166668E-1,1.155750706E0,-1.093884825E0,-1.701205879E0
7.970566668E-1,1.258110893E0,-1.074335244E0,-1.276478167E0
8.169966668E-1,9.193258497E-1,-7.291928154E-1,-8.365950572E-1
8.369366669E-1,5.733776745E-1,6.304292500E-2,-2.945014483E-1
8.568766667E-1,-2.618767624E-1,-1.485321414E-1,1.005860256E0
8.768166667E-1,-4.156817767E-1,2.832169068E-1,1.517484024E0
8.967566667E-1,-1.059440924E-1,4.398679072E-1,1.193889170E0
9.166966667E-1,6.230844162E-1,1.232728715E0,1.134870883E0
9.366376668E-1,2.706706823E-1,1.528480298E0,1.285820848E0
9.565776668E-1,-5.820708762E-1,1.727568635E0,1.660102876E0
9.765176668E-1,-6.581726803E-1,1.927449855E0,1.724840325E0
9.964576669E-1,-1.201524025E0,9.382202500E-1,1.726443046E0
1.016397667E0,-1.798893849E0,-1.837113297E-1,2.476533226E0
1.036337667E0,-1.333750475E0,-7.460193479E-1,3.114451590E0
1.056277667E0,-6.425654384E-1,-4.418544987E-1,2.465994789E0
1.076217667E0,-1.030208062E0,1.648134211E-1,1.410573533E0
1.096157667E0,-2.152084093E0,5.120333657E-1,8.032939947E-1
1.116097667E0,-2.493612358E0,2.494509906E-1,-1.049645376E-1
1.136037667E0,-1.458583267E0,-1.587662306E-1,-9.810879421E-1
1.155977667E0,-5.655185416E-1,-6.092582363E-1,-1.468113644E0
1.175917667E0,5.265446931E-2,-1.229765931E0,-1.646801630E0
1.195857667E0,4.882892847E-1,-1.520001543E0,-1.839243438E0
1.215797667E0,6.233725378E-1,-1.378564998E0,-2.368777812E0
1.235737667E0,5.350157006E-1,-1.156990315E0,-2.922318515E0
1.255677667E0,5.607620144E-1,-9.854294997E-1,-3.220920616E0
1.275617667E0,1.185090864E0,-4.830589503E-1,-3.418694499E0
1.295557667E0,1.134790045E0,-4.264257431E-2,-3.294377432E0
1.315497667E0,3.807563576E-1,1.873313409E-1,-2.328283505E0
