"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.503299713E-2,3.211662601E1,1.189492105E2,1.461737931E1,1.200000048E0,1.522265657E2,4.574579841E0,4.574579841E0
6.142902374E-2,3.211655201E1,1.189492562E2,1.563953185E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
4.195289612E-1,3.211652524E1,1.189492994E2,1.573325658E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
6.444327831E-1,3.211654355E1,1.189493007E2,1.206673622E0,0.000000000E0,1.792968750E2,4.662220875E0,4.662220875E0
1.824419379E0,3.211653081E1,1.189492844E2,2.152230263E0,8.600000143E-1,1.877343750E2,3.795225834E0,3.795225834E0
2.824398994E0,3.211651535E1,1.189492774E2,1.541298866E0,8.600000143E-1,1.487109375E2,3.535533906E0,3.535533906E0
3.824381113E0,3.211649980E1,1.189492754E2,2.587366104E-1,1.279999971E0,1.553906250E2,3.535533906E0,3.535533906E0
4.824364424E0,3.211648517E1,1.189492759E2,2.964547157E0,1.429999948E0,1.458984375E2,3.535533906E0,3.535533906E0
5.824349999E0,3.211647147E1,1.189492770E2,4.717293739E0,1.429999948E0,1.494140625E2,3.535533906E0,3.535533906E0
6.824422479E0,3.211645902E1,1.189492774E2,5.239266396E0,1.409999967E0,1.546875000E2,3.535533906E0,3.535533906E0
7.824412107E0,3.211644624E1,1.189492769E2,4.952157021E0,1.330000043E0,1.603125000E2,3.535533906E0,3.535533906E0
8.824410200E0,3.211643409E1,1.189492771E2,5.477517128E0,1.379999995E0,1.610156250E2,3.535533906E0,3.535533906E0
9.824401498E0,3.211642181E1,1.189492780E2,5.147286415E0,1.419999957E0,1.617187500E2,3.535533906E0,3.535533906E0
1.082439482E1,3.211640932E1,1.189492802E2,4.727334023E0,1.419999957E0,1.596093750E2,3.535533906E0,3.535533906E0
1.182438469E1,3.211639700E1,1.189492823E2,4.223214149E0,1.419999957E0,1.610156250E2,3.535533906E0,3.535533906E0
