"Time (s)","Pressure (hPa)"
1.264521870E-1,1.017875977E3
2.064521870E-1,1.017861816E3
2.864553120E-1,1.017876953E3
3.664521870E-1,1.017870605E3
4.464506250E-1,1.017875000E3
5.264521870E-1,1.017862305E3
6.064506250E-1,1.017853027E3
6.864506250E-1,1.017850586E3
7.664506250E-1,1.017848145E3
8.464506250E-1,1.017849609E3
9.264521870E-1,1.017838867E3
1.006452187E0,1.017839844E3
1.086452187E0,1.017825684E3
1.166452187E0,1.017813477E3
1.246452187E0,1.017819824E3
1.326450625E0,1.017804688E3
1.406450625E0,1.017809570E3
1.486452187E0,1.017803711E3
1.566452187E0,1.017797363E3
1.646452187E0,1.017792480E3
1.726452187E0,1.017777832E3
1.806450625E0,1.017777832E3
1.886450625E0,1.017768555E3
1.966450625E0,1.017773926E3
2.046450625E0,1.017777832E3
2.126452187E0,1.017780273E3
2.206450625E0,1.017785645E3
2.286452187E0,1.017800293E3
2.366452187E0,1.017790039E3
2.446450625E0,1.017784668E3
2.526450625E0,1.017785645E3
2.606450625E0,1.017779297E3
2.686450625E0,1.017763672E3
2.766450625E0,1.017782227E3
2.846450625E0,1.017794434E3
2.926452187E0,1.017795898E3
3.006452187E0,1.017787598E3
3.086452187E0,1.017780273E3
3.166450625E0,1.017786621E3
3.246450625E0,1.017793945E3
3.326450625E0,1.017787109E3
3.406452187E0,1.017793945E3
3.486450625E0,1.017804199E3
3.566450625E0,1.017797852E3
3.646450625E0,1.017800781E3
3.726452187E0,1.017784180E3
3.806450625E0,1.017777344E3
3.886450625E0,1.017781250E3
3.966450625E0,1.017798828E3
4.046450625E0,1.017795898E3
4.126450625E0,1.017787109E3
4.206450625E0,1.017782227E3
4.286450625E0,1.017774414E3
4.366452187E0,1.017778320E3
4.446450625E0,1.017781250E3
4.526450625E0,1.017794922E3
4.606452187E0,1.017787598E3
4.686450625E0,1.017795898E3
4.766452187E0,1.017793457E3
4.846450625E0,1.017788086E3
4.926452187E0,1.017802734E3
5.006452187E0,1.017803223E3
5.086452187E0,1.017792969E3
5.166450625E0,1.017793457E3
5.246450625E0,1.017776367E3
5.326450625E0,1.017790039E3
5.406450625E0,1.017769043E3
5.486450625E0,1.017771973E3
5.566450625E0,1.017779785E3
5.646452187E0,1.017779785E3
5.726452187E0,1.017776855E3
5.806450625E0,1.017773438E3
5.886450625E0,1.017776367E3
5.966450625E0,1.017779297E3
6.046450625E0,1.017782715E3
6.126450625E0,1.017777344E3
6.206450625E0,1.017771973E3
6.286452187E0,1.017788574E3
6.366452187E0,1.017794434E3
6.446452187E0,1.017782227E3
6.526450625E0,1.017770508E3
6.606450625E0,1.017795898E3
6.686450625E0,1.017787598E3
6.766450625E0,1.017798828E3
6.846450625E0,1.017800781E3
6.926452187E0,1.017791016E3
7.006452187E0,1.017792969E3
7.086452187E0,1.017784180E3
7.166450625E0,1.017773438E3
7.246450625E0,1.017787109E3
7.326450625E0,1.017779297E3
7.406450625E0,1.017784668E3
7.486450625E0,1.017780273E3
7.566450625E0,1.017796875E3
7.646452187E0,1.017778320E3
7.726452187E0,1.017763184E3
7.806450625E0,1.017768555E3
7.886450625E0,1.017773926E3
7.966450625E0,1.017790527E3
8.046450625E0,1.017791504E3
8.126452187E0,1.017785645E3
8.206452187E0,1.017779297E3
