"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.645218700E-2,-1.168750000E1,-2.281250000E1,-2.443750000E1
4.646000000E-2,-1.150000000E1,-2.231250000E1,-2.431250000E1
7.645218700E-2,-1.200000000E1,-2.193750000E1,-2.437500000E1
9.646000000E-2,-1.237500000E1,-2.143750000E1,-2.468750000E1
1.264521870E-1,-1.300000000E1,-2.075000000E1,-2.475000000E1
1.464521870E-1,-1.381250000E1,-2.050000000E1,-2.450000000E1
1.664521870E-1,-1.468750000E1,-2.025000000E1,-2.400000000E1
1.864521870E-1,-1.537500000E1,-2.012500000E1,-2.318750000E1
2.064521870E-1,-1.600000000E1,-1.981250000E1,-2.300000000E1
2.264521870E-1,-1.656250000E1,-1.968750000E1,-2.225000000E1
2.464568750E-1,-1.750000000E1,-1.937500000E1,-2.206250000E1
2.764506250E-1,-1.875000000E1,-1.831250000E1,-2.162500000E1
2.964521870E-1,-1.950000000E1,-1.781250000E1,-2.056250000E1
3.164521870E-1,-1.968750000E1,-1.712500000E1,-2.050000000E1
3.364600000E-1,-1.962500000E1,-1.675000000E1,-2.000000000E1
3.664521870E-1,-1.962500000E1,-1.618750000E1,-1.950000000E1
3.864584370E-1,-1.962500000E1,-1.562500000E1,-1.987500000E1
4.164521870E-1,-2.012500000E1,-1.437500000E1,-2.043750000E1
4.364600000E-1,-2.031250000E1,-1.300000000E1,-2.050000000E1
4.664506250E-1,-2.075000000E1,-1.156250000E1,-2.081250000E1
4.864553120E-1,-2.087500000E1,-1.050000000E1,-2.081250000E1
5.164506250E-1,-2.043750000E1,-9.375000000E0,-2.081250000E1
5.364506250E-1,-2.043750000E1,-8.437500000E0,-2.075000000E1
5.564506250E-1,-2.043750000E1,-7.625000000E0,-2.075000000E1
5.764521870E-1,-2.075000000E1,-6.937500000E0,-2.081250000E1
6.064506250E-1,-2.100000000E1,-5.812500000E0,-2.081250000E1
6.264506250E-1,-2.056250000E1,-5.375000000E0,-2.093750000E1
6.464521870E-1,-2.056250000E1,-4.937500000E0,-2.137500000E1
6.764521870E-1,-2.012500000E1,-4.250000000E0,-2.175000000E1
7.064506250E-1,-1.987500000E1,-4.062500000E0,-2.193750000E1
7.264521870E-1,-1.937500000E1,-3.875000000E0,-2.193750000E1
7.564506250E-1,-1.887500000E1,-3.375000000E0,-2.212500000E1
7.764506250E-1,-1.868750000E1,-3.812500000E0,-2.237500000E1
7.964506250E-1,-1.862500000E1,-3.812500000E0,-2.243750000E1
8.164506250E-1,-1.875000000E1,-3.750000000E0,-2.256250000E1
8.364506250E-1,-1.875000000E1,-4.250000000E0,-2.243750000E1
8.564615620E-1,-1.850000000E1,-4.687500000E0,-2.243750000E1
8.864506250E-1,-1.837500000E1,-5.187500000E0,-2.237500000E1
9.064506250E-1,-1.831250000E1,-5.937500000E0,-2.237500000E1
9.264521870E-1,-1.818750000E1,-6.625000000E0,-2.237500000E1
9.564521870E-1,-1.812500000E1,-7.625000000E0,-2.262500000E1
9.764521870E-1,-1.806250000E1,-8.312500000E0,-2.262500000E1
9.964521870E-1,-1.781250000E1,-8.937500000E0,-2.268750000E1
1.026450625E0,-1.775000000E1,-9.750000000E0,-2.293750000E1
1.046450625E0,-1.743750000E1,-1.062500000E1,-2.281250000E1
1.066452187E0,-1.756250000E1,-1.125000000E1,-2.243750000E1
1.086452187E0,-1.756250000E1,-1.206250000E1,-2.250000000E1
1.116450625E0,-1.756250000E1,-1.325000000E1,-2.231250000E1
1.136452187E0,-1.768750000E1,-1.431250000E1,-2.225000000E1
1.156452187E0,-1.718750000E1,-1.506250000E1,-2.231250000E1
1.186452187E0,-1.700000000E1,-1.631250000E1,-2.218750000E1
1.206452187E0,-1.675000000E1,-1.662500000E1,-2.225000000E1
1.226452187E0,-1.656250000E1,-1.687500000E1,-2.231250000E1
1.246452187E0,-1.625000000E1,-1.737500000E1,-2.287500000E1
1.276450625E0,-1.587500000E1,-1.856250000E1,-2.293750000E1
1.296452187E0,-1.525000000E1,-1.931250000E1,-2.262500000E1
1.326450625E0,-1.481250000E1,-2.068750000E1,-2.181250000E1
