"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.199218700E-2,2.782000005E-1,-4.223999977E-1,3.531999886E-1
4.200000000E-2,3.261999786E-1,-2.675999999E-1,5.511000156E-1
7.199218700E-2,3.579999879E-2,-1.109999940E-1,5.163999796E-1
9.200000000E-2,8.709999919E-2,-3.686999977E-1,1.142099977E0
1.219921870E-1,-8.779999614E-1,-3.167999983E-1,3.236299992E0
1.419921870E-1,1.314999908E-1,-4.395999908E-1,1.811100006E0
1.619921870E-1,3.373000026E-1,-7.714999914E-1,-8.060000092E-2
1.819921870E-1,8.825999498E-1,-5.613999963E-1,-9.821999669E-1
2.019921870E-1,9.634999633E-1,-5.363999605E-1,-1.134799957E0
2.219921870E-1,6.405000091E-1,-2.082999945E-1,-7.536000013E-1
2.419968750E-1,3.885999918E-1,2.107999921E-1,1.529999971E-1
2.719906250E-1,3.552999794E-1,-1.361999959E-1,1.605199933E0
2.919921870E-1,1.693999916E-1,-3.839999810E-2,1.927599907E0
3.119921870E-1,-3.119999915E-2,5.552999973E-1,1.729499936E0
3.320000000E-1,-5.940999985E-1,1.116999984E0,9.807999730E-1
3.619921870E-1,-1.047600031E0,1.439099908E0,1.385999918E-1
3.819984370E-1,-7.228999734E-1,4.426999986E-1,6.352999806E-1
4.119921870E-1,-2.151999921E-1,-4.151999950E-1,2.402899981E0
4.320000000E-1,5.949999765E-2,-2.811000049E-1,3.322899818E0
4.619906250E-1,-3.172999918E-1,-1.879999973E-2,2.905999899E0
4.819953120E-1,-5.990999937E-1,2.773000002E-1,2.061800003E0
5.119906250E-1,-3.146999776E-1,2.026000023E-1,2.566400051E0
5.319906250E-1,2.369999886E-1,3.979999945E-2,2.556999922E0
5.519906250E-1,5.902000070E-1,-4.669999704E-2,1.850699902E0
5.719921870E-1,8.076999784E-1,-1.193999946E-1,1.233500004E0
6.019906250E-1,8.534999490E-1,-8.179999888E-2,1.772799969E0
6.219906250E-1,1.038399935E0,-6.289999932E-2,1.554299951E0
6.419921870E-1,1.170499921E0,-1.812999994E-1,1.150799990E0
6.719921870E-1,1.934599996E0,-3.765999973E-1,1.197099924E0
7.019906250E-1,2.190299988E0,-2.481999993E-1,9.867999554E-1
7.219921870E-1,1.896699905E0,-2.992999852E-1,9.936999679E-1
7.519906250E-1,1.527899981E0,-3.854999840E-1,1.688499928E0
7.719906250E-1,1.372599959E0,-2.026999891E-1,1.748299956E0
7.919906250E-1,1.425499916E0,-1.729999930E-1,1.180400014E0
8.119906250E-1,1.410599947E0,-2.967999876E-1,5.636999607E-1
8.319906250E-1,1.158100009E0,-4.083999991E-1,2.917999923E-1
8.520015620E-1,1.041700006E0,-5.622000098E-1,7.465999722E-1
8.819906250E-1,1.223899961E0,-5.794999599E-1,1.416999996E-1
9.019906250E-1,9.598000050E-1,-6.836000085E-1,-3.467999995E-1
9.219921870E-1,5.764999986E-1,-6.588999629E-1,-7.841999531E-1
9.519921870E-1,8.482999802E-1,-7.818999887E-1,-6.237999797E-1
9.719921870E-1,1.075500011E0,-9.363999963E-1,-6.444999576E-1
9.919921870E-1,1.068599939E0,-1.172799945E0,-1.094799995E0
1.021990625E0,7.718999982E-1,-1.086400032E0,-1.868799925E0
1.041990625E0,7.282999754E-1,-9.206999540E-1,-1.814099908E0
1.061992187E0,8.460999727E-1,-8.289999962E-1,-1.964100003E0
1.081992187E0,1.201900005E0,-6.135999560E-1,-2.139799833E0
1.111990625E0,1.627999902E0,-6.660000086E-1,-2.275899887E0
1.131992187E0,1.559700012E0,-5.236999989E-1,-2.796999931E0
1.151992187E0,1.504699945E0,-2.089999914E-1,-2.828999996E0
1.181992187E0,1.627900004E0,2.048999965E-1,-1.462999940E0
1.201992187E0,1.924799919E0,-3.240000084E-2,-1.343400002E0
1.221992187E0,2.382900000E0,-2.613999844E-1,-2.106299877E0
1.241992187E0,3.027699947E0,-5.103999972E-1,-2.035199881E0
1.271990625E0,3.077199936E0,-8.420000076E-1,-1.614199996E0
1.291992187E0,2.743899822E0,-1.227499962E0,-1.622999907E0
1.321990625E0,3.040099859E0,-1.447600007E0,-1.311999917E0
1.341990625E0,3.278299809E0,-1.028499961E0,-1.292099953E0
1.361992187E0,2.755599976E0,-6.498000026E-1,-1.985999942E0
1.391990625E0,1.370700002E0,-3.847999871E-1,-1.505599976E0
1.411990625E0,5.505999923E-1,-4.152999818E-1,-7.933999896E-1
1.431990625E0,1.240999997E-1,-4.400999844E-1,-1.410999894E-1
1.451992187E0,-4.403999746E-1,3.387999833E-1,2.874000072E-1
1.471992187E0,-1.292899966E0,1.080399990E0,8.587999940E-1
1.491992187E0,-1.619099975E0,1.677599907E0,9.807999730E-1
1.511992187E0,-2.862699986E0,5.296999812E-1,-1.325199962E0
1.541992187E0,-2.881000042E0,-5.002999902E-1,-1.674999893E-1
1.561992187E0,-1.880899906E0,-1.140399933E0,1.079200029E0
1.591992187E0,-1.351799965E0,-1.857399940E0,1.056999922E0
1.621992187E0,-2.439800024E0,-1.035300016E0,1.459999941E-2
1.641992187E0,-2.764299870E0,-6.019999832E-2,-9.147999883E-1
1.661992187E0,-2.970199823E0,5.691999793E-1,-1.629400015E0
1.681992187E0,-3.065599918E0,4.902999997E-1,-1.324299932E0
1.711992187E0,-3.374499798E0,-6.329999864E-2,4.566999972E-1
1.741990625E0,-3.833699942E0,2.891999781E-1,1.068499923E0
1.761992187E0,-3.777899981E0,3.657999933E-1,4.183000028E-1
1.781992187E0,-3.707700014E0,4.000999928E-1,-1.353999972E-1
1.811990625E0,-3.399399996E0,3.204999864E-1,-7.178999782E-1
1.831990625E0,-3.275099993E0,5.568000078E-1,-1.190799952E0
1.852001562E0,-3.312999964E0,4.107999802E-1,-1.354099989E0
1.881990625E0,-2.285399914E0,2.509000003E-1,-9.862999916E-1
1.901990625E0,-1.424399972E0,6.589999795E-2,-1.428499937E0
1.921992187E0,-8.788999915E-1,-1.429999918E-1,-1.735599995E0
1.951990625E0,-4.648999870E-1,2.301999927E-1,-1.538399935E0
1.971990625E0,-6.323999763E-1,6.062999964E-1,-9.578999877E-1
1.991992187E0,-1.009500027E0,9.776999950E-1,-4.546999931E-1
2.021990625E0,-1.115999937E0,1.456099987E0,-1.161800027E0
2.041990625E0,-8.982999921E-1,1.442600012E0,-8.129000068E-1
2.061992187E0,-3.831999898E-1,1.319399953E0,-3.109999895E-1
2.081992187E0,2.766999900E-1,1.125599980E0,-7.451999784E-1
2.111992187E0,3.653999865E-1,1.148100019E0,-1.443799973E0
2.131992187E0,1.847999990E-1,1.205699921E0,-6.340000033E-1
2.151992187E0,4.023999870E-1,1.118999958E0,5.931000113E-1
2.171992187E0,5.332999825E-1,1.235099912E0,5.871999860E-1
2.201990625E0,2.478999943E-1,1.093699932E0,1.389400005E0
2.221992187E0,1.474999934E-1,9.406999946E-1,1.428699970E0
2.241992187E0,-4.148999751E-1,8.763999939E-1,9.807999730E-1
2.271992187E0,-1.537599921E0,5.248000026E-1,1.017999947E-1
2.291992187E0,-2.124599934E0,1.050999984E-1,2.014600039E0
2.321992187E0,-1.968099952E0,-1.012300014E0,4.408199787E0
2.351992187E0,-3.040099859E0,-7.638999820E-1,3.100999832E0
2.381990625E0,-3.023499966E0,-4.250999987E-1,1.449199915E0
2.401990625E0,-2.381099939E0,-7.055000067E-1,2.213999927E-1
2.421992187E0,-2.001800060E0,-8.520999551E-1,-9.352999926E-1
2.451990625E0,-2.333600044E0,-1.146199942E0,-5.633999705E-1
2.471990625E0,-2.574199915E0,-1.041599989E0,-5.941999555E-1
2.491992187E0,-2.320899963E0,-7.322999835E-1,-1.603199959E0
2.521990625E0,-1.360000014E0,-6.826999784E-1,-3.400300026E0
2.541990625E0,-8.729999661E-1,-9.120999575E-1,-3.420699835E0
2.561992187E0,-1.069299936E0,-1.159500003E0,-2.416499853E0
2.591990625E0,-1.912199974E0,-3.382000029E-1,-1.515399933E0
2.611990625E0,-1.679600000E0,2.396999896E-1,-1.591499925E0
2.631990625E0,-9.287999868E-1,2.900999784E-1,-2.235599995E0
2.651992187E0,-3.779000044E-1,2.245999873E-1,-3.161099911E0
2.681990625E0,-1.996999979E-1,3.159999847E-1,-2.799899817E0
2.701990625E0,-3.385999799E-1,-2.779999934E-2,-6.609999537E-1
2.721992187E0,-3.559999764E-1,-6.541999578E-1,8.396999836E-1
2.751992187E0,-8.231999874E-1,-1.031999946E0,1.220999956E0
2.781992187E0,-8.292999864E-1,-1.683899999E0,2.738299847E0
2.811990625E0,3.748999834E-1,-1.363099933E0,3.346400023E0
2.831990625E0,-2.019999921E-2,-1.228399992E0,1.342800021E0
2.852001562E0,-1.434299946E0,-1.159999967E0,2.234999895E0
2.881990625E0,-2.327800035E0,-1.827299953E0,5.601299763E0
2.901990625E0,-1.574999928E0,-1.781399965E0,4.532199860E0
2.921992187E0,-1.043799996E0,-1.197700024E0,2.600999832E0
2.951990625E0,-7.515000105E-1,1.193999946E-1,9.197999835E-1
2.971990625E0,-9.222999811E-1,7.181000113E-1,-3.419999778E-2
2.991992187E0,-1.455399990E0,4.600999951E-1,-2.611999810E-1
3.011992187E0,-1.645099998E0,3.427999914E-1,-2.104000002E-1
3.041990625E0,-1.063599944E0,2.263000011E-1,-1.576499939E0
3.061990625E0,-7.208999991E-1,-4.109999910E-2,-2.495599985E0
3.081992187E0,-1.028499961E0,-1.738999933E-1,-2.425699949E0
3.111990625E0,-1.014199972E0,-3.849999979E-2,-2.156899929E0
3.131990625E0,-1.056999922E0,-2.039999962E-1,-2.669299841E0
3.151992187E0,-9.192000031E-1,-3.879999742E-2,-3.320099831E0
3.181990625E0,-5.320999622E-1,4.323999882E-1,-3.293299913E0
3.201990625E0,-4.129000008E-1,5.920999646E-1,-2.218699932E0
3.221992187E0,-5.643999577E-1,5.958999991E-1,-2.036999911E-1
3.251992187E0,-5.051000118E-1,1.280599952E0,7.723999619E-1
3.281992187E0,2.637999952E-1,1.852099895E0,2.352999896E-1
3.311990625E0,6.757999659E-1,1.636799932E0,1.398800015E0
3.331990625E0,6.820999980E-1,1.640299916E0,1.662999988E0
3.351992187E0,2.117999941E-1,1.926199913E0,1.254499912E0
3.381990625E0,-3.982999921E-1,2.136800051E0,1.900299907E0
3.401992187E0,-7.586999536E-1,1.962399960E0,2.044299841E0
3.421992187E0,-1.408100009E0,1.402899981E0,1.774699926E0
3.451990625E0,-1.121199965E0,-3.493999839E-1,3.357800007E0
3.471992187E0,-8.219999820E-2,-1.264199972E0,3.930299997E0
3.491992187E0,5.568000078E-1,-1.540699959E0,2.880800009E0
3.511992187E0,3.328999877E-1,-1.194399953E0,1.398299932E0
3.541990625E0,-7.378999591E-1,-8.861999512E-1,2.263700008E0
3.561990625E0,-9.379999638E-1,-1.259699941E0,3.402499914E0
3.581992187E0,-5.607999563E-1,-1.842000008E0,2.889199972E0
3.611990625E0,-1.212999970E-1,-1.927799940E0,-6.960999966E-1
3.631990625E0,-3.419999778E-2,-1.614300013E0,2.328999937E-1
3.651992187E0,-4.078999758E-1,-1.426499963E0,1.802999973E-1
3.681990625E0,-7.326999903E-1,-8.454999924E-1,-2.429399967E0
3.701990625E0,-3.005999923E-1,-4.781000018E-1,-3.988199949E0
3.721992187E0,-4.479999840E-2,-5.428999662E-1,-3.685599804E0
3.751990625E0,-5.507000089E-1,-6.359999776E-1,-2.741099834E0
3.771990625E0,-6.625999808E-1,-5.493000150E-1,-2.791499853E0
3.791992187E0,-6.865999699E-1,-2.883000076E-1,-2.506500006E0
3.821992187E0,-2.723000050E-1,-3.905999959E-1,-1.958899975E0
3.852001562E0,-9.429999441E-2,-7.458999753E-1,-2.125699997E0
3.881990625E0,-2.703000009E-1,-5.938999653E-1,-9.079999924E-1
3.901990625E0,-7.426999807E-1,-4.488999844E-1,1.713199973E0
3.921992187E0,-7.136999965E-1,-2.013999969E-1,2.218999863E0
3.941992187E0,-1.068999991E-1,1.399999950E-2,3.537999988E-1
3.971990625E0,3.905999959E-1,1.065899968E0,2.477999926E-1
3.991990625E0,1.035999954E-1,1.427099943E0,4.792999923E-1
4.011992187E0,-8.533999920E-1,4.212999940E-1,7.297999859E-1
4.041990625E0,-9.498999715E-1,-1.069399953E0,3.116299868E0
4.061990625E0,-2.889999934E-2,-1.407199979E0,2.831300020E0
4.081990625E0,3.495999873E-1,-1.598599911E0,6.577000022E-1
4.101990625E0,-1.960999966E-1,-2.008800030E0,-1.077099919E0
4.121990625E0,-8.847000003E-1,-1.919799924E0,-4.972999990E-1
4.141992187E0,-1.700599909E0,-1.411199927E0,5.512999892E-1
4.171990625E0,-1.633499980E0,-5.072999597E-1,5.493999720E-1
4.191990625E0,-9.791999459E-1,-8.519999683E-2,4.138999879E-1
4.211992187E0,-1.973999888E-1,-8.079999685E-2,-7.029999793E-2
4.241990625E0,3.682999909E-1,-1.788999885E-1,-1.423399925E0
4.261990625E0,4.208999872E-1,-1.532000005E-1,-1.882599950E0
4.281990625E0,4.332999885E-1,-2.013999969E-1,-1.590999961E0
4.301990625E0,4.308999777E-1,-4.447000027E-1,-1.960500002E0
4.321990625E0,3.418999910E-1,-3.993999958E-1,-2.533900023E0
4.341990625E0,2.746999860E-1,-6.610000134E-2,-2.742499828E0
4.361992187E0,2.097999901E-1,2.204999924E-1,-2.713999987E0
4.391990625E0,1.612999886E-1,4.998999834E-1,-1.970299959E0
4.411990625E0,1.115999967E-1,3.701999784E-1,-1.055999994E0
4.431990625E0,1.021999940E-1,6.308999658E-1,-2.179999948E-1
4.451990625E0,-2.771999836E-1,1.403599977E0,1.996999979E-1
4.471990625E0,-8.610000014E-1,1.759499907E0,9.998999834E-1
4.491992187E0,-1.186599970E0,1.405099988E0,1.744699955E0
4.521990625E0,-1.111099958E0,9.677999616E-1,2.958600044E0
4.541990625E0,-2.397999913E-1,1.162099957E0,3.504499912E0
4.561990625E0,-2.250999957E-1,6.933000088E-1,1.896199942E0
4.581990625E0,-1.014599919E0,2.547000051E-1,9.706999660E-1
4.601992187E0,-1.023299932E0,-2.979999781E-1,2.656100035E0
4.631990625E0,-3.076999784E-1,-1.529599905E0,3.413100004E0
4.651992187E0,-1.693999916E-1,-1.850699902E0,2.799599886E0
4.681990625E0,-1.089299917E0,-1.035099983E0,2.358599901E0
4.701990625E0,-1.230399966E0,-5.820999742E-1,1.690699935E0
4.721992187E0,-9.486999512E-1,-4.671999812E-1,9.200000018E-2
4.741992187E0,-7.626000047E-1,-7.293999791E-1,-1.560699940E0
4.761992187E0,-5.322999954E-1,-9.122999907E-1,-1.066100001E0
4.781992187E0,-5.273999572E-1,-1.038499951E0,-5.159999803E-2
4.801992187E0,-5.073999763E-1,-1.124599934E0,-2.230999917E-1
4.831990625E0,-6.384999752E-1,-2.123999894E-1,-2.249399900E0
4.852001562E0,-7.208999991E-1,3.353999853E-1,-3.087800026E0
4.881990625E0,-1.008100033E0,7.892999649E-1,-3.471400023E0
4.901990625E0,-9.182999730E-1,6.839999557E-1,-2.494699955E0
4.921992187E0,-5.164999962E-1,8.890999556E-1,-1.503199935E0
4.951990625E0,-5.861999989E-1,1.210099936E0,-1.689299941E0
4.971990625E0,-6.173999906E-1,9.376999736E-1,-1.455199957E0
4.991992187E0,-2.356999964E-1,3.996999860E-1,-7.009999752E-1
5.011992187E0,1.368999928E-1,-3.208000064E-1,-3.589999974E-1
5.041990625E0,7.360000163E-2,-9.705999494E-1,4.219999909E-2
5.061990625E0,-2.631999850E-1,-3.772999942E-1,7.392999530E-1
5.081992187E0,-6.134999990E-1,7.454999685E-1,1.114699960E0
5.111990625E0,-2.250200033E0,4.147000015E-1,1.955999881E-1
5.131990625E0,-2.199300051E0,-8.260999918E-1,3.166199923E0
5.151992187E0,-1.900900006E0,-2.498699903E0,4.981800079E0
5.181990625E0,-2.349200010E0,-3.495999813E0,4.468299866E0
5.201990625E0,-2.478699923E0,-2.631099939E0,4.144099712E0
5.221990625E0,-2.726699829E0,-1.728599906E0,2.646999836E0
5.241990625E0,-2.677399874E0,-7.713999748E-1,8.925999999E-1
5.261990625E0,-1.913599968E0,-5.656999946E-1,-1.537999958E-1
5.281992187E0,-1.194899917E0,-7.645999789E-1,2.259999886E-2
5.311990625E0,-6.549999714E-1,-7.436000109E-1,-2.726999819E-1
5.331990625E0,-2.291999906E-1,-6.976000071E-1,-8.371999860E-1
5.351992187E0,-6.830000132E-2,-6.728999615E-1,-1.672199965E0
5.381990625E0,-4.077000022E-1,-4.727999866E-1,-2.660300016E0
5.401990625E0,-5.616999865E-1,-4.177999794E-1,-2.750499964E0
5.421992187E0,-4.642999768E-1,-4.888999760E-1,-2.710599899E0
5.451990625E0,-7.589999586E-2,-4.687999785E-1,-2.874399900E0
5.471990625E0,1.561999917E-1,-3.924999833E-1,-3.131899834E0
5.491992187E0,3.202999830E-1,-1.334999949E-1,-3.358500004E0
5.511992187E0,2.775000036E-1,3.509999812E-1,-3.153399944E0
5.541990625E0,-2.737999856E-1,9.562000036E-1,-1.615000010E0
5.561990625E0,-7.763999701E-1,1.124599934E0,-1.586999893E-1
5.581990625E0,-1.038399935E0,1.085299969E0,8.094999790E-1
5.601990625E0,-1.073300004E0,1.021899939E0,1.128299952E0
5.621990625E0,-4.296999872E-1,9.098999500E-1,1.655200005E0
5.641992187E0,1.175999939E-1,1.025599957E0,1.791899920E0
5.671990625E0,-6.262999773E-1,1.836899996E0,1.862999916E0
5.691990625E0,-8.847999573E-1,2.240599871E0,1.895799994E0
5.711992187E0,-6.617999673E-1,1.536999941E0,2.179199934E0
5.741990625E0,-1.169999968E-2,-5.409999937E-2,2.293999910E0
5.761990625E0,3.140999973E-1,-1.517999917E-1,1.892699957E0
5.781992187E0,2.217999995E-1,-1.741999984E-1,1.424799919E0
5.811992187E0,-4.614999890E-1,-8.879999518E-1,2.123999894E-1
5.841990625E0,-1.875699997E0,-1.462099910E0,1.787400007E0
5.861992187E0,-2.333099842E0,-1.486099958E0,2.508999825E0
5.891992187E0,-2.114599943E0,-9.792999625E-1,8.070999980E-1
5.921992187E0,-1.274299979E0,-4.154999852E-1,-1.254299998E0
5.951990625E0,-4.479999840E-1,-2.540000081E-1,-2.590699911E0
5.971990625E0,-5.846999884E-1,6.250000000E-2,-2.819700003E0
5.991990625E0,-1.188699961E0,4.180999994E-1,-3.092999935E0
