"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.055716665E-2,8.764404297E0,-3.612812042E1,-2.104095459E1
3.064216668E-2,9.144592285E0,-3.588587189E1,-2.126382446E1
5.072816665E-2,9.926086426E0,-3.525189972E1,-2.174130249E1
7.081416668E-2,1.039190674E1,-3.513034821E1,-2.173709106E1
9.090016666E-2,1.081085205E1,-3.512216949E1,-2.159078979E1
1.109861666E-1,1.129705811E1,-3.502633667E1,-2.149069214E1
1.310721667E-1,1.152935791E1,-3.497261047E1,-2.141955566E1
1.511581666E-1,1.183862305E1,-3.484143829E1,-2.151852417E1
1.712431667E-1,1.235491943E1,-3.454627991E1,-2.169839478E1
1.913291666E-1,1.272894287E1,-3.408258057E1,-2.209591675E1
2.114151667E-1,1.282922363E1,-3.365805817E1,-2.276818848E1
2.315011667E-1,1.284906006E1,-3.316060638E1,-2.342193604E1
2.515871667E-1,1.288641357E1,-3.326539612E1,-2.339782715E1
2.716731667E-1,1.305267334E1,-3.388172913E1,-2.248446655E1
2.917581667E-1,1.324450684E1,-3.460549164E1,-2.147601318E1
3.118441667E-1,1.337377930E1,-3.514029694E1,-2.068484497E1
3.319301666E-1,1.324645996E1,-3.535832214E1,-2.019436646E1
3.520161667E-1,1.307604980E1,-3.564589691E1,-1.982379150E1
3.721021666E-1,1.269384766E1,-3.587011719E1,-1.973516846E1
3.921881667E-1,1.227661133E1,-3.589105225E1,-1.996801758E1
4.122741667E-1,1.187127686E1,-3.593035889E1,-2.005499268E1
4.323591667E-1,1.164282227E1,-3.623098755E1,-1.979217529E1
4.524451667E-1,1.148608398E1,-3.656130981E1,-1.935491943E1
4.725311667E-1,1.144671631E1,-3.704581451E1,-1.873684692E1
4.926171667E-1,1.145599365E1,-3.760762787E1,-1.808529663E1
5.127031666E-1,1.150335693E1,-3.791349792E1,-1.737341309E1
5.327891667E-1,1.161059570E1,-3.810074615E1,-1.675439453E1
5.528741666E-1,1.197045898E1,-3.816362000E1,-1.653887939E1
5.729598333E-1,1.246984863E1,-3.808145905E1,-1.660412598E1
5.930458333E-1,1.294598389E1,-3.784957886E1,-1.677133179E1
6.131318333E-1,1.351330566E1,-3.767686462E1,-1.690826416E1
6.332178333E-1,1.399853516E1,-3.755732727E1,-1.698312378E1
6.533038333E-1,1.443463135E1,-3.744252777E1,-1.685900879E1
6.733898333E-1,1.484594727E1,-3.729045105E1,-1.673928833E1
