"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.055716665E-2,-5.525899529E-1,-4.154034257E-1,-1.131205082E0
3.064216668E-2,-3.409570456E-1,-4.375817180E-1,-1.057363510E0
5.072816665E-2,1.183731407E-1,-2.545039654E-1,-7.403041124E-1
7.081416668E-2,2.877516747E-1,-1.546452045E-1,-6.310988069E-1
9.090016666E-2,5.139265954E-2,7.251578569E-2,-8.265220523E-1
1.109861666E-1,1.597536206E-1,-5.484171510E-1,-6.179169416E-1
1.310721667E-1,-7.442710549E-2,-1.786964387E-1,-7.213638425E-1
1.511581666E-1,-4.128622413E-1,9.335881472E-2,-6.224974990E-1
1.712431667E-1,-7.569438815E-1,-3.042781353E-1,-5.454457402E-1
1.913291666E-1,-8.218286037E-1,-1.050537467E0,-5.516604781E-1
2.114151667E-1,-5.201631188E-1,-1.566218287E-1,-1.827523857E-1
2.315011667E-1,4.822544754E-1,7.070052624E-1,4.761002064E-1
2.515871667E-1,1.143001199E0,1.314314842E0,6.800684333E-1
2.716731667E-1,1.025422931E0,1.211441875E0,6.987473369E-1
2.917581667E-1,6.074720621E-1,8.610821962E-1,6.080445051E-1
3.118441667E-1,3.284717202E-1,3.830177784E-1,4.678839445E-1
3.319301666E-1,1.497112364E-1,-2.815799043E-2,4.315971732E-1
3.520161667E-1,-5.635237694E-2,-2.671899199E-1,3.846506774E-1
3.721021666E-1,-9.548950940E-2,-3.319453895E-1,3.716267347E-1
3.921881667E-1,1.445658803E-1,-1.381771713E-1,3.879278302E-1
4.122741667E-1,4.679851532E-1,1.410463303E-1,3.791347444E-1
4.323591667E-1,6.611003280E-1,4.427419603E-1,4.258820117E-1
4.524451667E-1,7.442514300E-1,5.374661684E-1,4.484798014E-1
4.725311667E-1,8.137891293E-1,3.579232693E-1,3.134023249E-1
4.926171667E-1,7.688195705E-1,1.569049954E-1,2.588976361E-2
5.127031666E-1,5.500612259E-1,-2.575683966E-2,-3.225362599E-1
5.327891667E-1,2.117312104E-1,-1.341357827E-1,-6.093103290E-1
5.528741666E-1,-7.618467510E-2,-2.045988739E-1,-7.574273944E-1
5.729598333E-1,-1.176279485E-1,-2.229016423E-1,-7.709833384E-1
5.930458333E-1,1.055044308E-1,-2.843327820E-1,-7.943338156E-1
6.131318333E-1,2.861048877E-1,-3.529813588E-1,-7.774305940E-1
6.332178333E-1,2.009297460E-1,-2.971911132E-1,-7.611573935E-1
6.533038333E-1,4.579794407E-2,-1.472898573E-1,-6.833161116E-1
6.733898333E-1,1.466791779E-1,1.158290133E-1,-4.421158135E-1
6.934748333E-1,4.485234022E-1,2.357458770E-1,-1.416727602E-1
7.135608333E-1,3.504631519E-1,3.927268088E-2,-2.646645159E-2
7.336468333E-1,-2.678787708E-1,-3.916663527E-1,-1.161031276E-1
7.537328333E-1,-8.739589453E-1,-6.445616484E-1,-2.775307894E-1
7.738188333E-1,-8.670836091E-1,-5.327257514E-1,-2.461921573E-1
7.939048333E-1,-2.876592875E-1,-7.415382564E-2,8.489265293E-2
8.139908333E-1,3.118339479E-1,2.692686021E-1,4.045329988E-1
8.340758333E-1,5.858190656E-1,1.112794131E-1,6.035249829E-1
8.541618333E-1,5.387538671E-1,-2.528355718E-1,7.080526948E-1
8.742478333E-1,4.524606466E-1,-4.967556894E-1,7.649000883E-1
8.943338333E-1,4.065807760E-1,-4.015246928E-1,6.755712032E-1
9.144198333E-1,3.145512044E-1,-1.300383955E-1,4.736398458E-1
9.345058333E-1,2.279510051E-1,8.926115930E-2,3.305340707E-1
9.545918333E-1,2.378025502E-1,2.150783688E-1,3.460341096E-1
9.746768333E-1,3.224278688E-1,1.406034827E-1,4.593801498E-1
9.947628333E-1,4.032256007E-1,-1.772563532E-2,5.449437499E-1
1.014848833E0,3.727846444E-1,-1.509901583E-1,5.396133065E-1
1.034934833E0,1.650246084E-1,-1.222970486E-1,4.753515422E-1
1.055020833E0,-9.929923713E-2,3.532636212E-3,4.390515983E-1
1.075106833E0,-2.649223208E-1,1.086819917E-1,4.773296416E-1
1.095192833E0,-2.493671775E-1,1.584233493E-1,5.429125428E-1
1.115277833E0,-1.665315628E-1,2.889304757E-1,5.849584341E-1
1.135363833E0,-5.572479218E-2,5.083796978E-1,6.273171306E-1
1.155449833E0,5.754099414E-2,5.957266092E-1,6.820430756E-1
1.175535833E0,9.860183299E-2,4.130113125E-1,6.657508612E-1
1.195621833E0,4.492665455E-2,3.489145339E-1,5.251258016E-1
1.215707833E0,-5.628625676E-2,6.937605143E-1,3.795066476E-1
1.235793833E0,-3.612828553E-1,9.118161201E-1,3.276792467E-1
1.255878833E0,-6.808121204E-1,7.941773534E-1,2.374084890E-1
1.275964833E0,-7.152075768E-1,6.408156157E-1,2.047308087E-1
1.296050833E0,-4.301426709E-1,9.516846538E-1,3.958859742E-1
