"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.141666625E-4,-1.509011993E0,3.394790497E0,7.607031097E0
2.060016664E-2,-1.578467560E0,3.118614807E0,9.226363678E0
4.068516666E-2,-1.811233521E0,2.377206573E0,1.103580093E1
6.077116664E-2,-1.836530914E0,2.539768524E0,1.157677597E1
8.085716667E-2,-9.611512756E-1,3.231629791E0,1.124431732E1
1.009431666E-1,-6.143225098E-1,2.079775085E0,1.122096588E1
1.210291667E-1,-8.876541138E-1,3.000360718E0,1.236967712E1
1.411151667E-1,-1.185684357E0,2.993624725E0,1.191222839E1
1.612001667E-1,-1.949695587E0,3.845054169E0,1.170056854E1
1.812861667E-1,-1.597627716E0,4.007616119E0,1.231953140E1
2.013721666E-1,-5.783972168E-1,2.959795074E0,1.483055969E1
2.214581667E-1,-7.535330200E-1,8.077203369E-1,1.755833725E1
2.415441666E-1,-7.851173401E-1,1.303489380E0,1.536988815E1
2.616301667E-1,-7.773335266E-1,2.419568481E0,1.048315018E1
2.817161666E-1,-1.170865173E0,2.575843506E0,6.855144653E0
3.018011667E-1,-1.307081909E0,2.194137268E0,5.821544037E0
3.218871666E-1,-1.566791840E0,1.807191925E0,6.236481171E0
3.419731667E-1,-1.653461609E0,1.616189117E0,7.018455048E0
3.620591667E-1,-1.175206146E0,1.459914093E0,8.193361816E0
3.821451666E-1,-7.167095947E-1,1.108295288E0,9.963730316E0
4.022311667E-1,-4.132905579E-1,9.741741943E-1,1.094164673E1
4.223161666E-1,-4.433779907E-1,9.258247375E-1,1.025996429E1
4.424021667E-1,-5.453160095E-1,9.973759460E-1,9.037456512E0
4.624881666E-1,-4.224215698E-1,1.722318420E0,7.903414764E0
4.825741667E-1,1.869612122E-1,2.365381165E0,7.092251587E0
5.026601666E-1,3.141966248E-1,2.991229706E0,6.167624359E0
5.227461667E-1,-7.454498291E-2,3.318748627E0,5.714965668E0
5.428321667E-1,-5.068460083E-1,3.439397736E0,6.067781982E0
5.629168333E-1,-1.407373352E0,3.368594971E0,7.184160461E0
5.830028333E-1,-1.713935852E0,3.298690338E0,8.629854126E0
6.030888333E-1,-1.952539673E0,3.346740417E0,9.467961273E0
6.231748333E-1,-2.299368439E0,3.515439606E0,9.100475464E0
6.432608333E-1,-2.670746155E0,3.961362305E0,9.104067993E0
6.633468333E-1,-3.249293060E0,3.700454865E0,1.003438339E1
6.834328333E-1,-3.729344788E0,3.411855011E0,1.118129837E1
7.035178333E-1,-3.588188324E0,3.549868011E0,9.884544983E0
7.236038334E-1,-3.244802399E0,4.696782990E0,7.644153900E0
7.436898333E-1,-2.379302216E0,5.297334137E0,7.632029114E0
7.637758333E-1,-1.416055298E0,4.437372437E0,1.049976562E1
7.838618333E-1,-1.623224487E0,3.021167450E0,1.393751678E1
8.039478333E-1,-1.569935303E0,2.072739716E0,1.507859390E1
8.240338333E-1,-1.326541443E0,2.210303650E0,1.296678543E1
8.441188333E-1,-7.827223206E-1,2.511627045E0,1.022793091E1
