"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.800392151E-2,3.211685946E1,1.189491479E2,1.640534782E1,-1.000000000E0,-1.000000000E0,5.592487272E2,5.592487272E2
7.469530106E-1,3.211666312E1,1.189492678E2,1.765676928E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
1.245954871E0,3.211659220E1,1.189493104E2,1.368591172E1,-1.000000000E0,-1.000000000E0,8.802445619E0,8.802445619E0
2.245956898E0,3.211659047E1,1.189491516E2,1.023706951E1,0.000000000E0,-1.000000000E0,1.564805151E1,1.564805151E1
3.245957971E0,3.211657728E1,1.189491192E2,1.640952618E1,0.000000000E0,-1.000000000E0,2.712280255E1,2.712280255E1
4.245958447E0,3.211657394E1,1.189491088E2,1.772553180E1,0.000000000E0,-1.000000000E0,2.246331517E1,2.246331517E1
5.245959640E0,3.211657473E1,1.189491408E2,1.785713236E1,0.000000000E0,-1.000000000E0,2.238768135E1,2.238768135E1
6.245960116E0,3.211655050E1,1.189491805E2,1.787029242E1,0.000000000E0,-1.000000000E0,2.039619481E1,2.039619481E1
7.246114612E0,3.211653084E1,1.189492338E2,1.787160842E1,0.000000000E0,-1.000000000E0,1.821555193E1,1.821555193E1
8.246140599E0,3.211648443E1,1.189492492E2,1.787174002E1,0.000000000E0,-1.000000000E0,1.350941399E1,1.350941399E1
9.246167183E0,3.211645920E1,1.189492758E2,1.787175318E1,0.000000000E0,-1.000000000E0,1.401225689E1,1.401225689E1
1.024619198E1,3.211643851E1,1.189492735E2,1.787175450E1,3.197897434E0,7.049559051E0,1.324329458E1,1.324329458E1
1.124621856E1,3.211646547E1,1.189492727E2,1.787175463E1,3.197897434E0,2.598224792E1,1.227244607E1,1.227244607E1
1.224624395E1,3.211647624E1,1.189492706E2,1.801893759E1,3.071465969E0,3.899000169E1,1.235808517E1,1.235808517E1
1.324621379E1,3.211649777E1,1.189492911E2,1.801893835E1,3.071465969E0,3.899001258E1,1.235808517E1,1.235808517E1
1.397817516E1,3.211646434E1,1.189492970E2,1.768340709E1,2.250183821E0,4.065093216E1,9.367477381E0,9.367477381E0
1.497679985E1,3.211645626E1,1.189492978E2,1.741448830E1,1.997094512E0,5.040957097E1,7.450537893E0,7.450537893E0
1.597547007E1,3.211644491E1,1.189492903E2,1.748550982E1,1.535325527E0,5.020860429E1,6.217408779E0,6.217408779E0
1.697426152E1,3.211643752E1,1.189492919E2,1.751443786E1,1.535325527E0,5.020860429E1,5.731857564E0,5.731857564E0
1.797311211E1,3.211642525E1,1.189492868E2,1.746083236E1,1.280296683E0,5.020860319E1,5.206088341E0,5.206088341E0
1.897204030E1,3.211641352E1,1.189492883E2,1.742955817E1,1.192016602E0,5.020860281E1,5.088445801E0,5.088445801E0
1.997103238E1,3.211640031E1,1.189492893E2,1.739340019E1,1.169004917E0,5.020860271E1,5.013237896E0,5.013237896E0
2.097009289E1,3.211638414E1,1.189492867E2,1.739192800E1,4.932086170E-1,5.020859978E1,4.909713452E0,4.909713452E0
2.196920145E1,3.211637170E1,1.189492900E2,1.742070287E1,4.932086170E-1,5.020859978E1,4.813739133E0,4.813739133E0
2.296836400E1,3.211636073E1,1.189492888E2,1.743554865E1,4.907716215E-1,5.020859977E1,4.766168083E0,4.766168083E0
2.396758235E1,3.211635012E1,1.189492892E2,1.735192505E1,4.907716215E-1,5.020859977E1,4.747599501E0,4.747599501E0
2.496684647E1,3.211632904E1,1.189492905E2,1.735425642E1,7.639275789E-1,1.643617416E2,4.759025699E0,4.759025699E0
2.596615553E1,3.211631130E1,1.189492971E2,1.744466735E1,1.235380530E0,1.613869221E2,4.782802761E0,4.782802761E0
2.696550655E1,3.211629611E1,1.189493027E2,1.747182591E1,1.361128330E0,1.615598354E2,4.800766973E0,4.800766973E0
2.796489835E1,3.211628092E1,1.189493089E2,1.744101544E1,1.361128330E0,1.607486549E2,4.803637085E0,4.803637085E0
2.896432388E1,3.211626599E1,1.189493163E2,1.738262565E1,1.445468187E0,1.633089921E2,4.794749268E0,4.794749268E0
2.996377575E1,3.211625227E1,1.189493235E2,1.736977790E1,1.457715988E0,1.610713542E2,4.783258081E0,4.783258081E0
3.096326780E1,3.211624031E1,1.189493299E2,1.739767982E1,1.471989036E0,1.594386933E2,4.768453425E0,4.768453425E0
3.196279323E1,3.211623061E1,1.189493374E2,1.754549657E1,1.471989036E0,1.587110187E2,4.704961932E0,4.704961932E0
3.296234488E1,3.211622618E1,1.189493532E2,1.678185757E1,1.079181534E0,1.643130808E2,4.773826991E0,4.773826991E0
3.396192575E1,3.211621459E1,1.189493613E2,1.686648502E1,1.058124063E0,1.640837706E2,4.773355934E0,4.773355934E0
3.496152842E1,3.211620388E1,1.189493712E2,1.706213690E1,1.061746273E0,1.521419613E2,4.767519595E0,4.767519595E0
3.596115339E1,3.211619021E1,1.189493722E2,1.698598659E1,1.145938181E0,1.616594588E2,4.763295203E0,4.763295203E0
3.696080267E1,3.211617769E1,1.189493799E2,1.701589841E1,1.139293881E0,1.598006254E2,4.764830747E0,4.764830747E0
3.796047270E1,3.211616652E1,1.189493872E2,1.724609981E1,1.068721693E0,1.513756407E2,4.766263915E0,4.766263915E0
3.896016240E1,3.211615847E1,1.189493921E2,1.716558870E1,8.750948118E-1,1.567079154E2,4.766440099E0,4.766440099E0
3.995986784E1,3.211614824E1,1.189493933E2,1.707852769E1,8.334926536E-1,1.810145489E2,4.764974032E0,4.764974032E0
4.095959151E1,3.211614063E1,1.189494050E2,1.689950543E1,7.566912150E-1,1.612388333E2,4.766680996E0,4.766680996E0
4.195933008E1,3.211612846E1,1.189494137E2,1.700396590E1,1.039261874E0,1.636877858E2,4.769444276E0,4.769444276E0
4.295908487E1,3.211613337E1,1.189494083E2,1.639263363E1,9.105458159E-1,1.557194886E2,4.723497312E0,4.723497312E0
4.395885634E1,3.211612863E1,1.189494098E2,1.606023847E1,5.034158319E-1,1.789629745E2,4.721781676E0,4.721781676E0
4.495863509E1,3.211611230E1,1.189494149E2,1.643527378E1,1.021471383E0,1.763153777E2,4.719152023E0,4.719152023E0
4.595842803E1,3.211610433E1,1.189494205E2,1.701903031E1,8.054826278E-1,1.660058602E2,4.719041450E0,4.719041450E0
4.695823228E1,3.211609286E1,1.189494255E2,1.706692640E1,1.061409772E0,1.673852081E2,4.720311291E0,4.720311291E0
4.795804918E1,3.211608527E1,1.189494295E2,1.679083435E1,9.654707880E-1,1.636626460E2,4.720234381E0,4.720234381E0
4.895787418E1,3.211607950E1,1.189494338E2,1.683780270E1,7.285474565E-1,1.558074070E2,4.714621899E0,4.714621899E0
4.995770860E1,3.211607332E1,1.189494385E2,1.684565013E1,7.717244128E-1,1.504201720E2,4.712160568E0,4.712160568E0
5.095754707E1,3.211606427E1,1.189494411E2,1.692822843E1,8.638740673E-1,1.552408045E2,4.713842247E0,4.713842247E0
5.195739019E1,3.211605569E1,1.189494448E2,1.697508747E1,8.861455970E-1,1.568823101E2,4.714566170E0,4.714566170E0
5.295724332E1,3.211604690E1,1.189494475E2,1.705942259E1,9.363095287E-1,1.597398082E2,4.714415764E0,4.714415764E0
5.395710206E1,3.211603696E1,1.189494504E2,1.720572397E1,9.605946647E-1,1.609562043E2,4.717560797E0,4.717560797E0
5.495696938E1,3.211603456E1,1.189494502E2,1.709679331E1,5.180775827E-1,1.642667642E2,4.718002871E0,4.718002871E0
5.595684421E1,3.211602034E1,1.189494604E2,1.651805953E1,1.025414319E0,1.545628426E2,4.722592525E0,4.722592525E0
5.695672369E1,3.211601137E1,1.189494663E2,1.657115255E1,1.031064519E0,1.490987295E2,4.723315432E0,4.723315432E0
5.795661175E1,3.211600113E1,1.189494695E2,1.662900358E1,9.690889930E-1,1.531288898E2,4.722918236E0,4.722918236E0
5.895650339E1,3.211599046E1,1.189494779E2,1.664054717E1,1.095700635E0,1.477015209E2,4.721197329E0,4.721197329E0
5.995640111E1,3.211598020E1,1.189494812E2,1.690279186E1,9.652506022E-1,1.555472070E2,4.725707733E0,4.725707733E0
6.095630395E1,3.211597247E1,1.189494927E2,1.694129943E1,9.898331032E-1,1.418497052E2,4.727943656E0,4.727943656E0
6.195621026E1,3.211596474E1,1.189494994E2,1.697907121E1,8.515155383E-1,1.414149478E2,4.725589909E0,4.725589909E0
6.295612323E1,3.211595182E1,1.189495040E2,1.704581209E1,9.751106972E-1,1.522003435E2,4.724083723E0,4.724083723E0
