"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.236016667E-2,-6.087141633E-1,-6.409558058E-1,7.207498550E-1
6.227716667E-2,-2.399695069E-1,-4.582884908E-1,7.515115738E-1
8.219516667E-2,-1.680670232E-1,-3.592441678E-1,5.806949139E-1
1.021121667E-1,-2.494706661E-1,-3.422521651E-1,1.949615777E-1
1.220301667E-1,-3.778606653E-1,-4.348253012E-1,-2.825998664E-1
1.419471667E-1,-4.373085499E-1,-5.246971250E-1,-6.766573191E-1
1.618651667E-1,-4.274413288E-1,-6.988353133E-1,-8.086140156E-1
1.817821667E-1,-2.193190008E-1,-7.475479245E-1,-8.066917658E-1
2.017001667E-1,9.986499324E-3,-9.441373348E-1,-8.912007213E-1
2.216171667E-1,1.285694093E-1,-9.583517313E-1,-9.887456298E-1
2.415351667E-1,5.498466268E-2,-1.138945222E0,-1.031735063E0
2.614531667E-1,-5.426456779E-2,-1.433153033E0,-9.396212697E-1
2.813701667E-1,-3.856053352E-1,-8.861455917E-1,-6.861460209E-1
3.012881667E-1,-3.338753581E-1,-9.646953940E-1,-3.147304058E-1
3.212051667E-1,-1.702008769E-2,-8.744733930E-1,-1.455511451E-1
3.411231667E-1,2.534241974E-1,-5.953436494E-1,-2.601279616E-1
3.610401667E-1,2.994569242E-1,-1.065384626E0,-3.762739897E-1
3.809581667E-1,1.684900075E-1,-1.393374205E0,-6.334315538E-1
4.008751667E-1,-9.716266394E-2,-1.528350830E0,-9.305455089E-1
4.207931667E-1,-5.611115098E-1,-1.651763916E0,-1.054291606E0
4.407101667E-1,-1.152371287E0,-1.936622381E0,-1.024326324E0
4.606281667E-1,-1.425659180E0,-1.802991986E0,-6.032854915E-1
4.805451667E-1,-1.231007099E0,-8.456298113E-1,8.872295171E-2
5.004631667E-1,-9.732155800E-1,-4.933431149E-1,5.388130546E-1
5.203801667E-1,-7.902087569E-1,-5.514844656E-1,6.481489539E-1
5.402981667E-1,-4.007548690E-1,-7.042500973E-1,4.068175256E-1
5.602161667E-1,3.315130994E-2,-8.967236280E-1,1.967492402E-1
5.801331667E-1,2.033962309E-1,-1.012783289E0,-9.798489511E-2
6.000511667E-1,9.518146515E-2,-1.141163468E0,-4.467205107E-1
6.199681667E-1,-7.829677314E-2,-1.046941042E0,-4.775886238E-1
6.398861667E-1,-3.048756421E-1,-1.294288993E0,-3.367848694E-1
6.598031667E-1,-2.024994045E-1,-1.199645758E0,-3.018168211E-1
6.797211667E-1,5.918646976E-2,-1.071529388E0,-5.715829730E-1
6.996381667E-1,1.369314045E-1,-1.106997967E0,-7.790293097E-1
7.195561667E-1,-9.169603139E-2,-1.049786687E0,-7.457410097E-1
7.394731667E-1,-4.954836071E-1,-5.961969495E-1,-4.410356879E-1
7.593911667E-1,-4.746383727E-1,4.975097775E-1,-3.677370027E-2
7.793081667E-1,-1.907906681E-2,6.809199452E-1,1.537581384E-1
7.992261667E-1,2.547045350E-1,4.526511133E-1,4.348244369E-1
8.191441667E-1,3.172632158E-1,4.588374496E-1,6.482843161E-1
8.390611667E-1,1.038777083E-1,2.341830581E-1,9.675575495E-1
8.589791667E-1,-1.067172289E-1,-4.189886749E-1,1.492286682E0
8.788961667E-1,3.576409817E-2,-1.067295432E0,1.280481458E0
8.988141667E-1,2.542631328E-1,-9.515784383E-1,4.379886985E-1
9.187311667E-1,1.615469754E-1,-9.139284492E-1,3.672561347E-1
9.386491667E-1,-1.067238227E-1,-6.808328629E-1,4.599624276E-1
9.585660417E-1,-1.418535858E-1,-4.456006587E-1,7.330564260E-1
9.784840417E-1,1.891636252E-1,-4.695661366E-1,9.208061695E-1
9.984010417E-1,4.569725096E-1,-9.496908784E-1,9.803603888E-1
1.018319042E0,5.719466209E-1,-1.833616376E0,1.049457192E0
1.038237042E0,7.138345838E-1,-2.124176741E0,9.518219829E-1
1.058154042E0,4.882567823E-1,-1.886363268E0,6.975819468E-1
1.078072042E0,2.448565066E-1,-1.610979915E0,4.279258847E-1
1.097989042E0,2.396689653E-1,-7.550906539E-1,6.820089221E-1
1.117907042E0,3.570325673E-1,-5.170418024E-1,1.343830585E0
1.137824042E0,5.212119222E-1,-3.991252780E-1,1.485463977E0
1.157742042E0,6.793665886E-1,-6.451082230E-1,1.259572864E0
1.177659042E0,8.454014063E-1,-1.054592133E0,1.261561871E0
1.197577042E0,6.820501089E-1,-1.286748052E0,1.213749647E0
1.217494042E0,1.730800271E-1,-1.313894629E0,1.237401724E0
1.237412042E0,-2.329035848E-1,-1.427410364E0,1.164026260E0
1.257330042E0,-3.569698334E-1,-1.547131300E0,9.862195253E-1
1.277247042E0,-2.043486238E-1,-1.532470584E0,7.816166878E-1
1.297165042E0,-8.049601316E-2,-1.532109141E0,8.423491120E-1
1.317082042E0,2.260993272E-1,-1.825755119E0,1.199414134E0
1.337000042E0,8.828768730E-1,-2.544035912E0,1.437747598E0
1.356917042E0,1.391932726E0,-3.175109863E0,1.407568932E0
1.376835042E0,1.683355331E0,-3.241565704E0,1.267134070E0
1.396752042E0,1.411483288E0,-2.667245388E0,1.041531086E0
1.416670042E0,8.071072698E-1,-2.352827072E0,1.135210156E0
1.436587042E0,3.421876431E-1,-2.463562012E0,1.121891737E0
1.456505042E0,1.106073707E-1,-2.434900761E0,8.991931081E-1
1.476423042E0,-6.893232465E-2,-2.284560680E0,6.013265252E-1
1.496340042E0,-3.889312446E-1,-1.937640429E0,4.720171541E-2
1.516258042E0,-6.076451540E-1,-1.700208902E0,-6.279420853E-1
1.536175042E0,-4.772603512E-1,-1.966191769E0,-1.567721725E0
1.556093042E0,1.929024756E-1,-1.690997481E0,-2.509474754E0
1.576010042E0,5.042169690E-1,-1.015090227E0,-2.073997259E0
1.595928042E0,2.783774137E-1,-3.430801630E-2,-8.106798679E-2
1.615845042E0,-9.503588080E-2,1.237996817E-1,5.066375136E-1
1.635763042E0,3.495568931E-1,1.199666262E-1,7.366228104E-1
1.655681042E0,1.204968810E0,-3.535650671E-1,1.766544104E0
1.675598042E0,1.316402674E0,-5.279750824E-1,2.972582817E0
1.695516042E0,7.070019245E-1,-3.392709792E-1,3.797097683E0
1.715433042E0,3.705178946E-2,-2.178433239E-1,4.234173775E0
1.735351042E0,-3.851460814E-1,-2.059174329E-1,3.850266218E0
