"Time (s)","X (µT)","Y (µT)","Z (µT)"
4.236016667E-2,3.694787216E1,-3.706695557E0,-2.358171082E1
6.227716667E-2,3.683062363E1,-3.507553101E0,-2.409942627E1
8.219516667E-2,3.633901215E1,-4.127288818E0,-2.470729065E1
1.021121667E-1,3.580401230E1,-4.836372375E0,-2.464271545E1
1.220301667E-1,3.580077744E1,-4.444549561E0,-2.526586914E1
1.419471667E-1,3.558872223E1,-4.000869751E0,-2.556047058E1
1.618651667E-1,3.550368118E1,-3.415573120E0,-2.601498413E1
1.817821667E-1,3.525191879E1,-2.147743225E0,-2.653375244E1
2.017001667E-1,3.466905594E1,-1.565193176E0,-2.680406189E1
2.216171667E-1,3.428832626E1,-7.799606323E-1,-2.769229126E1
2.415351667E-1,3.359621811E1,-4.866104126E-1,-2.813290405E1
2.614531667E-1,3.268424606E1,2.222442627E-1,-2.913728333E1
2.813701667E-1,3.185742950E1,1.153724670E0,-3.020599365E1
3.012881667E-1,3.123479462E1,2.013755798E0,-3.041435242E1
3.212051667E-1,3.093578720E1,2.377532959E0,-3.122488403E1
3.411231667E-1,3.038354492E1,2.596626282E0,-3.138777161E1
3.610401667E-1,2.978471375E1,2.451538086E0,-3.166963196E1
3.809581667E-1,2.889236832E1,2.557624817E0,-3.220475769E1
4.008751667E-1,2.794539261E1,2.760597229E0,-3.286254883E1
4.207931667E-1,2.690047836E1,3.635711670E0,-3.409059143E1
4.407101667E-1,2.555088043E1,4.508369446E0,-3.484773254E1
4.606281667E-1,2.389120483E1,5.818595886E0,-3.583174133E1
4.805451667E-1,2.288635254E1,7.163009644E0,-3.601594543E1
5.004631667E-1,2.215328598E1,8.026992798E0,-3.613871765E1
5.203801667E-1,2.194824600E1,8.349288940E0,-3.598851013E1
5.402981667E-1,2.151597214E1,8.621726990E0,-3.632864380E1
5.602161667E-1,2.113560867E1,8.728446960E0,-3.684445190E1
5.801331667E-1,2.039541245E1,8.572631836E0,-3.734841919E1
6.000511667E-1,1.957256317E1,8.731063843E0,-3.765982056E1
6.199681667E-1,1.839020920E1,8.707138062E0,-3.802230835E1
6.398861667E-1,1.713195038E1,9.075904846E0,-3.860334778E1
6.598031667E-1,1.601349258E1,9.483612061E0,-3.935382080E1
6.797211667E-1,1.512221909E1,9.786712646E0,-3.982115173E1
6.996381667E-1,1.387544823E1,9.827392578E0,-3.981982422E1
7.195561667E-1,1.270621300E1,9.738426208E0,-4.049670410E1
7.394731667E-1,1.187441063E1,1.032841492E1,-4.108480835E1
7.593911667E-1,1.183490372E1,1.058686829E1,-4.042601013E1
7.793081667E-1,1.220456886E1,1.084548950E1,-4.057199097E1
7.992261667E-1,1.251324654E1,1.051351166E1,-4.062310791E1
8.191441667E-1,1.279185677E1,1.004842377E1,-4.023333740E1
8.390611667E-1,1.323045540E1,9.758697510E0,-4.031015015E1
8.589791667E-1,1.377435493E1,9.028099060E0,-4.046801758E1
8.788961667E-1,1.349838066E1,8.559295654E0,-4.073696899E1
8.988141667E-1,1.278830147E1,8.044792175E0,-4.102503967E1
9.187311667E-1,1.209304810E1,7.973648071E0,-4.150628662E1
9.386491667E-1,1.142197990E1,7.704452515E0,-4.201699829E1
9.585660417E-1,1.144466209E1,7.573913574E0,-4.155368042E1
9.784840417E-1,1.107214165E1,7.353088379E0,-4.205871582E1
9.984010417E-1,1.039934158E1,7.082046509E0,-4.214997864E1
1.018319042E0,9.963592529E0,6.632110596E0,-4.245034790E1
1.038237042E0,8.528347015E0,5.813720703E0,-4.309234619E1
1.058154042E0,7.009300232E0,5.287132263E0,-4.326240540E1
1.078072042E0,5.307462692E0,4.648185730E0,-4.395445251E1
1.097989042E0,4.111623764E0,4.395111084E0,-4.376884460E1
1.117907042E0,3.428323746E0,4.142211914E0,-4.411415100E1
1.137824042E0,2.963340759E0,3.914146423E0,-4.421333313E1
1.157742042E0,2.484369278E0,3.237159729E0,-4.420510864E1
1.177659042E0,2.313785553E0,2.359298706E0,-4.409593201E1
1.197577042E0,1.223279953E0,1.507064819E0,-4.428640747E1
1.217494042E0,-8.938789368E-2,1.216415405E0,-4.436042786E1
1.237412042E0,-1.057415009E0,1.044166565E0,-4.440995789E1
1.257330042E0,-2.553929329E0,1.335525513E0,-4.422717285E1
1.277247042E0,-3.921135902E0,1.741920471E0,-4.378363037E1
1.297165042E0,-5.106836319E0,1.959884644E0,-4.380613708E1
1.317082042E0,-6.408747673E0,1.915931702E0,-4.328372192E1
1.337000042E0,-8.390202522E0,1.901573181E0,-4.296218872E1
1.356917042E0,-1.069207764E1,1.484199524E0,-4.281971741E1
1.376835042E0,-1.345223808E1,4.795379639E-1,-4.219830322E1
1.396752042E0,-1.635318184E1,-4.112777710E-1,-4.108610535E1
1.416670042E0,-1.874355507E1,-8.614120483E-1,-4.014399719E1
1.436587042E0,-2.079122162E1,-9.945602417E-1,-3.920886230E1
1.456505042E0,-2.277062035E1,-8.231201172E-1,-3.838610840E1
1.476423042E0,-2.469941711E1,-2.602920532E-1,-3.681547546E1
1.496340042E0,-2.629769135E1,2.976379395E-1,-3.586717224E1
1.516258042E0,-2.776325989E1,9.378509521E-1,-3.450521851E1
1.536175042E0,-2.899948311E1,8.288040161E-1,-3.315760803E1
1.556093042E0,-3.044868088E1,6.268310547E-2,-3.197055054E1
1.576010042E0,-3.125582504E1,-1.665481567E0,-3.077453613E1
1.595928042E0,-3.161394882E1,-2.679763794E0,-2.988278198E1
1.615845042E0,-3.212050629E1,-3.058570862E0,-2.962599182E1
1.635763042E0,-3.192922974E1,-2.968353271E0,-2.926663208E1
1.655681042E0,-3.255321884E1,-3.253471375E0,-2.911544800E1
1.675598042E0,-3.286024857E1,-2.807975769E0,-2.866307068E1
1.695516042E0,-3.351546097E1,-1.190513611E0,-2.782769775E1
1.715433042E0,-3.327068710E1,8.783340454E-1,-2.697683716E1
1.735351042E0,-3.300312805E1,4.264564514E0,-2.654629517E1
1.755268042E0,-3.214945221E1,7.307746887E0,-2.640319824E1
1.775186042E0,-3.086024857E1,1.039536285E1,-2.612863159E1
1.795103042E0,-2.979506302E1,1.292631531E1,-2.634671021E1
1.815021042E0,-2.883610916E1,1.521226501E1,-2.680944824E1
1.834939042E0,-2.810251045E1,1.708859253E1,-2.695912170E1
1.854856042E0,-2.721102142E1,1.871519470E1,-2.708615112E1
1.874774042E0,-2.672536469E1,1.999134827E1,-2.718315125E1
1.894691042E0,-2.639912605E1,2.092335510E1,-2.743280029E1
1.914609042E0,-2.651797867E1,2.173114014E1,-2.713577271E1
1.934526042E0,-2.598809433E1,2.287585449E1,-2.704895020E1
1.954444042E0,-2.518088913E1,2.420002747E1,-2.700431824E1
1.974361792E0,-2.425155830E1,2.536964417E1,-2.670042419E1
1.994279792E0,-2.261434937E1,2.652955627E1,-2.649403381E1
2.014197792E0,-2.031585884E1,2.780253601E1,-2.723631287E1
2.034114792E0,-1.837529564E1,2.893128967E1,-2.759014893E1
2.054032792E0,-1.645664597E1,2.946542358E1,-2.864352417E1
2.073949792E0,-1.494116783E1,2.974978638E1,-2.881033325E1
2.093867792E0,-1.394405174E1,2.964051819E1,-2.916027832E1
2.113784792E0,-1.310934925E1,2.883624268E1,-3.055987549E1
2.133702792E0,-1.248975849E1,2.721166992E1,-3.180989075E1
2.153620792E0,-1.232577229E1,2.620127869E1,-3.269166565E1
2.173537792E0,-1.159853935E1,2.352935791E1,-3.516552734E1
2.193455792E0,-1.092895508E1,2.115534973E1,-3.703930664E1
2.213372792E0,-9.953446388E0,1.875375366E1,-3.896829224E1
2.233290792E0,-1.010720634E1,1.609567261E1,-4.016310120E1
2.253207792E0,-1.052666759E1,1.343687439E1,-4.072637939E1
2.273125792E0,-1.099188995E1,1.080271912E1,-4.172537231E1
2.293043792E0,-1.019942665E1,9.117256165E0,-4.251431274E1
2.312960792E0,-8.899449348E0,7.927871704E0,-4.313362122E1
2.332878792E0,-6.808934212E0,7.421813965E0,-4.337416077E1
2.352795792E0,-4.408428192E0,7.819740295E0,-4.416488647E1
2.372713792E0,-3.523509979E0,8.246673584E0,-4.388282776E1
2.392630792E0,-2.063393593E0,8.097564697E0,-4.395147705E1
2.412548792E0,-4.296150208E-1,7.638031006E0,-4.444000244E1
2.432466792E0,2.082242966E0,8.040145874E0,-4.433877563E1
2.452383792E0,4.611331940E0,7.814857483E0,-4.397151184E1
2.472301792E0,7.778100967E0,7.619850159E0,-4.376683044E1
2.492218792E0,1.043639565E1,7.605941772E0,-4.286790466E1
2.512136792E0,1.239208984E1,7.383407593E0,-4.229066467E1
2.532053792E0,1.409822464E1,7.691474915E0,-4.149555969E1
2.551971792E0,1.537878418E1,8.910896301E0,-4.084294128E1
2.571889792E0,1.633479309E1,9.812194824E0,-4.007759094E1
2.591806792E0,1.706425476E1,1.070983124E1,-4.003591919E1
2.611724792E0,1.818841171E1,1.124232483E1,-3.922038269E1
2.631641792E0,1.980010986E1,1.136148071E1,-3.858198547E1
2.651559792E0,2.143239975E1,1.187596130E1,-3.734252930E1
2.671476792E0,2.305697632E1,1.228067017E1,-3.592251587E1
2.691394792E0,2.501507187E1,1.278254700E1,-3.531123352E1
2.711312792E0,2.708675766E1,1.331210327E1,-3.379835510E1
2.731229792E0,2.872331238E1,1.369258118E1,-3.205044556E1
2.751147792E0,3.015669632E1,1.405885315E1,-3.094445801E1
2.771064792E0,3.128061295E1,1.434158325E1,-3.014498901E1
2.790982792E0,3.233563614E1,1.471022034E1,-2.886463928E1
2.810899792E0,3.331736755E1,1.512503052E1,-2.722123718E1
2.830817792E0,3.463991165E1,1.581817627E1,-2.540913391E1
2.850735792E0,3.625573349E1,1.661810303E1,-2.302839661E1
2.870652792E0,3.805281830E1,1.707890320E1,-1.954902649E1
2.890570792E0,3.998979950E1,1.772229004E1,-1.587663269E1
2.910487792E0,4.117127609E1,1.815705872E1,-1.294378662E1
2.930405792E0,4.195874786E1,1.836398315E1,-1.130168152E1
2.950323792E0,4.228259659E1,1.884574890E1,-9.262130737E0
2.970240917E0,4.236173248E1,1.979408264E1,-6.241622925E0
2.990158917E0,4.160659027E1,2.039297485E1,-2.112075806E0
3.010075917E0,4.077060318E1,2.136401367E1,2.474975586E-1
3.029993917E0,3.959799194E1,2.279226685E1,-4.871826172E-1
3.049910917E0,3.923825455E1,2.341844177E1,-1.700042725E0
3.069828917E0,3.877908707E1,2.350328064E1,-2.616271973E0
3.089746917E0,3.894644547E1,2.243856812E1,-4.487457275E0
3.109663917E0,3.967680359E1,2.108604431E1,-5.642395020E0
3.129581917E0,4.019957352E1,1.996975708E1,-6.571884155E0
3.149498917E0,3.987615204E1,2.009274292E1,-7.804306030E0
3.169416917E0,3.948669052E1,2.056433105E1,-8.353256226E0
3.189333917E0,3.945020676E1,2.171737671E1,-7.821243286E0
3.209251917E0,3.982841110E1,2.252523804E1,-4.008483887E0
3.229169917E0,3.996500778E1,2.252784729E1,1.590118408E0
3.249086917E0,3.950237274E1,2.243803406E1,6.849273682E0
3.269004917E0,3.814270782E1,2.281719971E1,1.126409912E1
3.288921917E0,3.668791580E1,2.409082031E1,1.393171692E1
3.308839917E0,3.577643585E1,2.467539978E1,1.410383606E1
3.328757917E0,3.381802368E1,2.622824097E1,1.597340393E1
3.348674917E0,3.211979294E1,2.727947998E1,1.721000671E1
3.368592917E0,3.123478699E1,2.783134460E1,1.814399719E1
3.388509917E0,3.104811859E1,2.759472656E1,1.964964294E1
3.408427917E0,3.075002670E1,2.758891296E1,2.002268982E1
3.428345917E0,2.991743851E1,2.720260620E1,2.096078491E1
3.448262917E0,2.909453964E1,2.734532166E1,2.215721130E1
3.468180917E0,2.824011230E1,2.758259583E1,2.318681335E1
3.488097917E0,2.770832825E1,2.765234375E1,2.442895508E1
3.508015917E0,2.715253830E1,2.779890442E1,2.480943298E1
3.527932917E0,2.750129700E1,2.829466248E1,2.371748352E1
3.547850917E0,2.778912735E1,2.943820190E1,2.263481140E1
3.567768917E0,2.783774948E1,3.011579895E1,2.131814575E1
3.587685917E0,2.758397293E1,3.137191772E1,2.012954712E1
3.607603917E0,2.744540787E1,3.197122192E1,1.830381775E1
3.627520917E0,2.764392853E1,3.329125977E1,1.549705505E1
3.647438917E0,2.775558472E1,3.410279846E1,1.325910950E1
3.667356917E0,2.764698029E1,3.522512817E1,1.062342834E1
3.687273917E0,2.760764694E1,3.578645325E1,7.176422119E0
3.707191917E0,2.722023773E1,3.653996277E1,4.386749268E0
3.727108917E0,2.690760040E1,3.700694275E1,1.912246704E0
3.747026917E0,2.625096512E1,3.727282715E1,1.219268799E0
3.766944917E0,2.578699112E1,3.745651245E1,8.739013672E-1
3.786861917E0,2.513097763E1,3.822799683E1,6.993865967E-1
3.806779917E0,2.402700806E1,3.874111938E1,5.857696533E-1
3.826696917E0,2.263913727E1,3.979353333E1,5.316009521E-1
3.846614917E0,2.199344254E1,3.967839050E1,3.115844727E-2
3.866532917E0,2.164710999E1,4.006655884E1,-5.522155762E-1
3.886449917E0,2.159572601E1,4.038327026E1,-3.669433594E-1
3.906367917E0,2.252168274E1,4.023307800E1,1.191864014E-1
3.926284917E0,2.348925400E1,3.966952515E1,1.341110229E0
3.946202917E0,2.494378662E1,3.931802368E1,2.404693604E0
3.966120875E0,2.557576370E1,3.937635803E1,2.732421875E0
3.986037875E0,2.479698181E1,3.992333984E1,1.910659790E0
4.005955875E0,2.395523834E1,4.073837280E1,2.340072632E0
4.025872875E0,2.379485321E1,4.102445984E1,4.687774658E0
4.045790875E0,2.520691299E1,4.007623291E1,5.895660400E0
4.065708875E0,2.735813904E1,3.877464294E1,5.708419800E0
4.085625875E0,2.868564606E1,3.767047119E1,5.133789062E0
4.105543875E0,2.863351059E1,3.728115845E1,5.440383911E0
4.125460875E0,2.820002747E1,3.699971008E1,6.243301392E0
4.145378875E0,2.735754776E1,3.722816467E1,7.227661133E0
4.165296875E0,2.665797043E1,3.765773010E1,7.444778442E0
4.185213875E0,2.562017822E1,3.788349915E1,8.744659424E0
4.205131875E0,2.434339523E1,3.830076599E1,1.067149353E1
4.225048875E0,2.294277954E1,3.849301147E1,1.296681213E1
4.244966875E0,2.245339966E1,3.801992798E1,1.534925842E1
4.264884875E0,2.287395096E1,3.700460815E1,1.780267334E1
4.284801875E0,2.278898239E1,3.595635986E1,2.051829529E1
4.304719875E0,2.218302155E1,3.558891296E1,2.179212952E1
4.324636875E0,2.048626328E1,3.603233337E1,2.326853943E1
4.344554875E0,1.925340652E1,3.644897461E1,2.392494202E1
4.364472875E0,1.898472977E1,3.558294678E1,2.515057373E1
4.384389875E0,1.840526199E1,3.531246948E1,2.630349731E1
4.404307875E0,1.787254333E1,3.481372070E1,2.707699585E1
4.424224875E0,1.684989929E1,3.472512817E1,2.805805969E1
4.444142875E0,1.639459229E1,3.489457703E1,2.806243896E1
4.464060875E0,1.485018158E1,3.469866943E1,2.867599487E1
4.483977875E0,1.323750877E1,3.465080261E1,2.985997009E1
4.503895875E0,1.214155579E1,3.415194702E1,3.054379272E1
4.523812875E0,1.190404320E1,3.384875488E1,3.092559814E1
4.543730875E0,1.149232674E1,3.367254639E1,3.164805603E1
4.563648875E0,1.074940872E1,3.359222412E1,3.174929810E1
4.583565875E0,9.761732101E0,3.357606506E1,3.269421387E1
4.603483875E0,8.946027756E0,3.366224670E1,3.256079102E1
4.623401875E0,8.932880402E0,3.350477600E1,3.241171265E1
4.643318875E0,8.228109360E0,3.442109680E1,3.203309631E1
4.663236875E0,7.933130264E0,3.599217224E1,2.982722473E1
4.683153875E0,9.352403641E0,3.767370605E1,2.693722534E1
4.703071875E0,1.163339615E1,3.883786011E1,2.341453552E1
4.722989875E0,1.344505310E1,4.014221191E1,2.030383301E1
4.742906875E0,1.466456985E1,4.071934509E1,1.721008301E1
4.762824875E0,1.504154205E1,4.134509277E1,1.615673828E1
4.782741875E0,1.487280655E1,4.167247009E1,1.520997620E1
4.802659875E0,1.529426193E1,4.213993835E1,1.299369812E1
4.822577875E0,1.594694901E1,4.300099182E1,9.290603638E0
4.842494875E0,1.662500000E1,4.315463257E1,5.868194580E0
4.862412875E0,1.720122910E1,4.302604675E1,3.351028442E0
4.882330875E0,1.795319366E1,4.284936523E1,1.439834595E0
4.902247875E0,1.934841156E1,4.218225098E1,-1.558227539E-1
4.922165875E0,2.090689850E1,4.174313354E1,-1.138641357E0
4.942082875E0,2.203530121E1,4.116854858E1,-2.947235107E0
4.961999917E0,2.261983871E1,4.101069641E1,-4.651672363E0
4.981917917E0,2.284900284E1,4.057379150E1,-6.186019897E0
5.001834917E0,2.250561142E1,4.072550964E1,-7.554611206E0
5.021752917E0,2.200147247E1,4.114385986E1,-6.577117920E0
5.041669917E0,2.133050156E1,4.148426819E1,-4.912948608E0
5.061587917E0,2.025818634E1,4.221235657E1,-2.532485962E0
5.081505917E0,1.869424057E1,4.288017273E1,1.036819458E0
5.101422917E0,1.717022324E1,4.322209167E1,3.779876709E0
5.121340917E0,1.637975311E1,4.380807495E1,4.688995361E0
5.141258917E0,1.677036667E1,4.384700012E1,4.060409546E0
5.161175917E0,1.779425812E1,4.353042603E1,2.667907715E0
5.181093917E0,1.919217300E1,4.324005127E1,3.266983032E0
5.201011917E0,1.932929611E1,4.295353699E1,5.050415039E0
5.220928917E0,1.982313538E1,4.210438538E1,7.962249756E0
5.240846917E0,1.883424377E1,4.143070984E1,1.158018494E1
5.260763917E0,1.766012573E1,4.104568481E1,1.309707642E1
5.280681917E0,1.666465378E1,4.088940430E1,1.423661804E1
5.300599917E0,1.624630356E1,4.081619263E1,1.352020264E1
5.320516917E0,1.597433472E1,4.033515930E1,1.490000916E1
5.340434917E0,1.612244797E1,3.984814453E1,1.579440308E1
5.360352917E0,1.690736008E1,3.918161011E1,1.724420166E1
5.380269917E0,1.820935822E1,3.824501038E1,1.790983582E1
5.400187917E0,1.938113785E1,3.775332642E1,1.924763489E1
5.420104917E0,2.018192291E1,3.770774841E1,1.973622131E1
5.440022917E0,1.992086029E1,3.796099854E1,2.091224670E1
5.459940917E0,1.921281052E1,3.823654175E1,2.166859436E1
5.479857917E0,1.820906830E1,3.812648010E1,2.277606201E1
5.499775917E0,1.794152832E1,3.765153503E1,2.433306885E1
5.519693917E0,1.782705688E1,3.723999023E1,2.481495667E1
5.539610917E0,1.764889145E1,3.678430176E1,2.579939270E1
5.559528917E0,1.678679657E1,3.680097961E1,2.710139465E1
5.579445917E0,1.628875732E1,3.635327148E1,2.765908813E1
5.599363917E0,1.554001236E1,3.542860413E1,2.902566528E1
5.619281917E0,1.456722260E1,3.464111328E1,3.087483215E1
5.639198917E0,1.355938148E1,3.400234985E1,3.151403809E1
5.659116917E0,1.183652115E1,3.404502869E1,3.139582825E1
5.679034917E0,1.041769218E1,3.444586182E1,3.194177246E1
5.698951917E0,9.179559708E0,3.395463562E1,3.249502563E1
5.718869917E0,8.962629318E0,3.358137512E1,3.316119385E1
5.738787917E0,9.441877365E0,3.360720825E1,3.278614807E1
5.758704917E0,1.117485237E1,3.408813477E1,3.149124146E1
5.778622917E0,1.375873756E1,3.520181274E1,2.902416992E1
5.798539917E0,1.650087738E1,3.630436707E1,2.565690613E1
5.818457917E0,1.816881561E1,3.777497864E1,2.225202942E1
5.838375917E0,1.884535217E1,3.883297729E1,1.926676941E1
5.858292917E0,1.855743027E1,3.902587891E1,1.788670349E1
5.878210917E0,1.858749771E1,3.936521912E1,1.840109253E1
5.898128917E0,1.966773224E1,3.960360718E1,1.668977356E1
5.918045917E0,2.104891968E1,3.925866699E1,1.529270935E1
5.937963917E0,2.277790833E1,3.834413147E1,1.401019287E1
5.957881917E0,2.500720978E1,3.734507751E1,1.335054016E1
5.977799125E0,2.752191925E1,3.608557129E1,1.226162720E1
5.997717125E0,2.917274094E1,3.490830994E1,1.074263000E1
6.017634125E0,3.110033417E1,3.413696289E1,8.641235352E0
6.037552125E0,3.234967422E1,3.319155884E1,6.739303589E0
6.057470125E0,3.311780167E1,3.316157532E1,5.020263672E0
6.077387125E0,3.351067352E1,3.338609314E1,3.706100464E0
6.097305125E0,3.296654510E1,3.363650513E1,4.206542969E0
6.117223125E0,3.284257507E1,3.377822876E1,4.630187988E0
6.137140125E0,3.260558319E1,3.405674744E1,6.456100464E0
6.157058125E0,3.153587341E1,3.427006531E1,8.353652954E0
6.176976125E0,3.053157806E1,3.483326721E1,1.064201355E1
6.196893125E0,2.920351410E1,3.529280090E1,1.204927063E1
6.216811125E0,2.943066406E1,3.499037170E1,1.212570190E1
6.236729125E0,3.020968628E1,3.456002808E1,1.111782837E1
6.256646125E0,3.078410721E1,3.431062317E1,1.106231689E1
6.276564125E0,3.027526855E1,3.463960266E1,1.186933899E1
6.296482125E0,2.876459122E1,3.456915283E1,1.370138550E1
6.316399125E0,2.703570557E1,3.466279602E1,1.595841980E1
6.336317125E0,2.639068222E1,3.463677979E1,1.700158691E1
6.356234125E0,2.523022079E1,3.514381409E1,1.765681458E1
6.376152125E0,2.361161423E1,3.592610168E1,1.829621887E1
6.396070125E0,2.226105118E1,3.654005432E1,1.933021545E1
6.415987125E0,2.172273636E1,3.615859985E1,2.069769287E1
6.435905125E0,2.151222229E1,3.551037598E1,2.191815186E1
6.455823125E0,2.164439392E1,3.492506409E1,2.382929993E1
6.475740125E0,2.160203171E1,3.415722656E1,2.537837219E1
6.495658125E0,2.096979904E1,3.437077332E1,2.501124573E1
6.515576125E0,2.011011887E1,3.437525940E1,2.570124817E1
6.535493125E0,1.897575760E1,3.395365906E1,2.665232849E1
6.555411125E0,1.782392502E1,3.386631775E1,2.793482971E1
6.575329125E0,1.670106125E1,3.389122009E1,2.863716125E1
6.595246125E0,1.544304276E1,3.394680786E1,2.946565247E1
6.615164125E0,1.411808395E1,3.433003235E1,3.008082581E1
6.635082125E0,1.273434067E1,3.423075867E1,3.027838135E1
6.654999125E0,1.206437874E1,3.423980713E1,3.050372314E1
6.674917125E0,1.129308510E1,3.401649475E1,3.101348877E1
6.694835125E0,1.074728012E1,3.377700806E1,3.198532104E1
6.714752125E0,9.628993988E0,3.353411865E1,3.208346558E1
6.734670125E0,8.481397629E0,3.365174866E1,3.254397583E1
6.754587125E0,7.871782303E0,3.377868652E1,3.258001709E1
6.774505125E0,7.119401932E0,3.370532227E1,3.269200134E1
6.794423125E0,7.002714157E0,3.369712830E1,3.256391907E1
6.814340125E0,7.138988495E0,3.386259460E1,3.218391418E1
6.834258125E0,7.872814178E0,3.483389282E1,3.089476013E1
6.854176125E0,1.055817223E1,3.575445557E1,2.883210754E1
6.874093125E0,1.362994957E1,3.644842529E1,2.578890991E1
6.894011125E0,1.647930527E1,3.737286377E1,2.232704163E1
6.913929125E0,1.811630249E1,3.807383728E1,1.981423950E1
6.933846125E0,1.843294144E1,3.850729370E1,1.857405090E1
6.953764125E0,1.760789108E1,3.907702637E1,1.823042297E1
6.973682042E0,1.754960632E1,3.924873352E1,1.706742859E1
6.993599042E0,1.923142242E1,3.925354004E1,1.488540649E1
7.013517042E0,2.019054031E1,3.874678040E1,1.382884216E1
7.033435042E0,2.185596848E1,3.781922913E1,1.376850891E1
7.053352042E0,2.385837173E1,3.644027710E1,1.387641907E1
7.073270042E0,2.582447052E1,3.543975830E1,1.354821777E1
7.093188042E0,2.786841583E1,3.431652832E1,1.225767517E1
7.113105042E0,2.985163879E1,3.359225464E1,1.002319336E1
7.133023042E0,3.095043564E1,3.322225952E1,7.737838745E0
7.152941042E0,3.116279602E1,3.318000793E1,5.425292969E0
7.172858042E0,3.146689224E1,3.338829041E1,4.315032959E0
7.192776042E0,3.080085373E1,3.377452087E1,4.733520508E0
7.212694042E0,3.072691345E1,3.393161011E1,5.778793335E0
7.232611042E0,3.019651031E1,3.421072388E1,7.576873779E0
7.252529042E0,2.928495026E1,3.469490051E1,9.961975098E0
7.272447042E0,2.778096771E1,3.483786011E1,1.285969543E1
7.292364042E0,2.680626297E1,3.522373962E1,1.334051514E1
7.312282042E0,2.776044464E1,3.482379150E1,1.270112610E1
7.332200042E0,2.832337189E1,3.403874207E1,1.253620911E1
7.352117042E0,2.789574432E1,3.377182007E1,1.364955139E1
7.372035042E0,2.618392944E1,3.439019775E1,1.476930237E1
7.391953042E0,2.489588165E1,3.446226501E1,1.612500000E1
7.411870042E0,2.353736877E1,3.471034241E1,1.704344177E1
7.431788042E0,2.219122314E1,3.492607117E1,1.761534119E1
7.451706042E0,2.059506989E1,3.533419800E1,1.813287354E1
7.471623042E0,1.860694885E1,3.577424622E1,1.896397400E1
7.491541042E0,1.769176483E1,3.621418762E1,1.987149048E1
7.511459042E0,1.747751236E1,3.534512329E1,2.106120300E1
7.531376042E0,1.793148041E1,3.455038452E1,2.269735718E1
7.551294042E0,1.824629974E1,3.369729614E1,2.429986572E1
7.571212042E0,1.755815887E1,3.416259766E1,2.494421387E1
7.591129042E0,1.626135635E1,3.470849609E1,2.545083618E1
7.611047042E0,1.537546158E1,3.468083191E1,2.578715515E1
7.630965042E0,1.472023010E1,3.457490540E1,2.659776306E1
7.650882042E0,1.411451721E1,3.451942444E1,2.771452332E1
7.670800042E0,1.292364120E1,3.436413574E1,2.839410400E1
7.690718042E0,1.191087151E1,3.420954895E1,2.908761597E1
7.710635042E0,1.074907684E1,3.428388977E1,2.963403320E1
7.730553042E0,9.989263535E0,3.429248047E1,2.981935120E1
7.750471042E0,8.681909561E0,3.406939697E1,2.968017578E1
7.770388042E0,8.278835297E0,3.375459290E1,3.043066406E1
7.790306042E0,7.233821869E0,3.324165344E1,3.091018677E1
7.810224042E0,5.943994522E0,3.339013672E1,3.141003418E1
7.830141042E0,4.941677094E0,3.356135559E1,3.121067810E1
7.850059042E0,4.412185669E0,3.379824829E1,3.138598633E1
7.869977042E0,4.234130859E0,3.412940979E1,3.095858765E1
7.889894042E0,3.981626511E0,3.424978638E1,3.091838074E1
7.909812042E0,4.624347687E0,3.481990051E1,2.974777222E1
7.929730042E0,7.129983902E0,3.574618530E1,2.838349915E1
7.949647042E0,1.039332962E1,3.628057861E1,2.633116150E1
7.969566125E0,1.290035248E1,3.720295715E1,2.380616760E1
7.989484125E0,1.461629105E1,3.765104675E1,2.132688904E1
8.009402125E0,1.550761032E1,3.845130920E1,1.951998901E1
8.029319125E0,1.528124619E1,3.895509338E1,1.828944397E1
8.049237125E0,1.539966202E1,3.941058350E1,1.768576050E1
8.069155125E0,1.668038559E1,3.942976379E1,1.610923767E1
8.089072125E0,1.894055557E1,3.915612793E1,1.479017639E1
8.108990125E0,2.029532623E1,3.831690979E1,1.469186401E1
8.128908125E0,2.229681015E1,3.758355713E1,1.478866577E1
8.148825125E0,2.386704254E1,3.629835510E1,1.485929871E1
8.168743125E0,2.628471756E1,3.552325439E1,1.340992737E1
8.188661125E0,2.851345062E1,3.462315369E1,1.161676025E1
8.208578125E0,2.997756958E1,3.398977661E1,9.444137573E0
8.228496125E0,3.080881119E1,3.378987122E1,7.949813843E0
8.248414125E0,3.112984467E1,3.383554077E1,6.554306030E0
8.268331125E0,3.123788071E1,3.384272766E1,6.054061890E0
8.288249125E0,3.107126999E1,3.412274170E1,6.843338013E0
8.308167125E0,3.035038757E1,3.447500610E1,8.278198242E0
8.328084125E0,2.890597153E1,3.510542297E1,1.061061096E1
8.348002125E0,2.733450317E1,3.538938904E1,1.356347656E1
