"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.236016667E-2,6.586829960E-2,-1.537249952E0,-3.274195182E-1
6.227716667E-2,6.658572373E-1,-1.256363161E0,-2.539498383E-1
8.219516667E-2,1.222575317E0,-9.676802766E-1,-1.547093155E0
1.021121667E-1,1.567588230E0,-2.978326070E-1,-2.209886159E0
1.220301667E-1,1.764970058E0,4.853753248E-1,-2.191035320E0
1.419471667E-1,1.424733151E0,9.384883448E-1,-1.793840393E0
1.618651667E-1,1.350445445E0,2.595608264E-1,-1.256184821E0
1.817821667E-1,6.163111478E-1,1.628098726E-2,-4.970601082E-2
2.017001667E-1,-8.037290275E-2,6.931918010E-1,2.717516863E-1
2.216171667E-1,1.188113290E-1,7.682013452E-1,4.792313629E-1
2.415351667E-1,6.813032421E-1,1.777363524E-1,2.820457095E-1
2.614531667E-1,3.922470134E-1,1.478936255E-2,-8.965535760E-2
2.813701667E-1,-5.117833972E-1,4.985511482E-1,6.870560253E-1
3.012881667E-1,-6.942820144E-1,-3.262834042E-1,1.812487748E0
3.212051667E-1,-6.512473843E-1,-4.069907677E-1,2.703411625E0
3.411231667E-1,1.923561457E-1,-3.177561173E-1,2.224634591E0
3.610401667E-1,9.240591708E-1,-3.815746754E-1,1.351031921E0
3.809581667E-1,2.651127577E-3,1.341760576E-2,4.386136794E-1
4.008751667E-1,-4.229536664E-1,4.049936512E-1,8.566755652E-2
4.207931667E-1,-3.033202189E-1,3.869348180E-1,1.848398423E-1
4.407101667E-1,-3.754997107E-1,2.335646904E-1,-1.762865353E-1
4.606281667E-1,-1.048719762E0,-1.816709438E-1,2.930805749E-1
4.805451667E-1,-5.171850550E-1,-1.087014931E0,2.481755374E0
5.004631667E-1,-2.890486273E-1,-2.080543702E0,1.293669566E0
5.203801667E-1,-1.374775271E0,-1.913822919E0,-5.217295110E-2
5.402981667E-1,-8.167259261E-2,-7.800861034E-1,-4.828005034E-1
5.602161667E-1,9.162044598E-1,-1.460736796E-1,-5.995080042E-1
5.801331667E-1,5.032935324E-1,-7.714845568E-2,-1.035155391E0
6.000511667E-1,1.080650822E0,2.284194329E-1,-1.917399076E0
6.199681667E-1,5.089895976E-1,-2.609235200E-1,-2.029176205E0
6.398861667E-1,1.431032941E-2,2.705123690E-1,-2.596040958E0
6.598031667E-1,-3.325944503E-1,1.118489031E0,-2.503044502E0
6.797211667E-1,-4.977507740E-1,1.560382707E0,-1.130490734E0
6.996381667E-1,-5.301840001E-1,1.615017335E0,-1.348516449E0
7.195561667E-1,-1.134170606E0,1.063552394E0,-2.307530567E0
7.394731667E-1,-1.714136558E0,6.987606892E-1,-2.237986708E0
7.593911667E-1,-2.358901280E0,8.826298937E-1,-8.602271640E-1
7.793081667E-1,-2.178646240E0,9.627124822E-1,9.723001617E-1
7.992261667E-1,-1.655332864E0,7.929023230E-1,8.576736850E-1
8.191441667E-1,-2.084575796E0,1.158880135E0,4.020106941E-1
8.390611667E-1,-2.121878985E0,1.534289214E0,8.100732565E-3
8.589791667E-1,-2.575544128E0,1.058831644E0,-4.039817905E-1
8.788961667E-1,-1.697953073E0,1.950927303E0,7.269515777E-1
8.988141667E-1,3.846028022E-2,1.348549486E0,2.213873375E0
9.187311667E-1,-3.688516458E-1,1.371604764E0,3.564983649E0
9.386491667E-1,-4.491130129E-1,1.038640916E-2,3.418095160E0
9.585660417E-1,-2.980389407E-1,-1.038968653E0,3.760223933E0
9.784840417E-1,-1.265196403E-1,-1.469108255E0,3.937015083E0
9.984010417E-1,3.290323265E-1,-1.569953429E0,2.051372820E0
1.018319042E0,5.985951076E-1,-1.552768462E0,-1.279294771E-1
1.038237042E0,5.909244378E-1,-1.302716086E0,-5.856910336E-1
1.058154042E0,2.103054020E0,-1.145602278E0,-1.119645903E0
1.078072042E0,2.570127268E0,-1.789745588E0,-1.983131136E0
1.097989042E0,1.292615605E0,-1.875600840E0,-1.465036254E0
1.117907042E0,-5.841497076E-1,-1.902251864E0,-1.786375837E0
1.137824042E0,-3.452342302E-1,-1.818627909E0,-2.109526888E0
1.157742042E0,7.491154486E-1,-2.056217531E0,-2.936403873E0
1.177659042E0,7.519519329E-3,-1.544846655E0,-3.232048452E0
1.197577042E0,-8.138476342E-1,-1.876112764E0,-3.536117114E0
1.217494042E0,-1.255342529E0,-1.303048500E0,-3.853497548E0
1.237412042E0,-1.140083091E0,-9.599461645E-1,-3.508186135E0
1.257330042E0,-9.020669156E-1,-8.421709621E-1,-1.678655507E0
1.277247042E0,-8.813397056E-1,-1.679951835E-1,1.882171941E-1
1.297165042E0,-8.782143688E-1,-7.804036072E-1,1.059730654E0
1.317082042E0,-2.551842440E0,-1.483051233E0,2.043693672E0
1.337000042E0,-3.105390744E0,-1.171080059E0,3.225189668E0
1.356917042E0,-2.025380777E0,-2.520703678E0,2.164820498E0
1.376835042E0,-1.053678201E0,-1.351651433E0,2.758794698E0
1.396752042E0,-6.788769400E-1,-9.294551276E-1,1.648191513E0
1.416670042E0,-1.498327961E0,-9.847924456E-2,-2.747840524E-2
1.436587042E0,-1.490306166E0,5.608027987E-1,-5.090784752E-1
1.456505042E0,8.315442324E-1,1.522287512E0,1.532465175E0
1.476423042E0,2.019389720E0,1.917254796E0,2.338292769E0
1.496340042E0,3.493665744E0,2.455812155E0,2.516609457E0
1.516258042E0,4.263594941E0,2.423241702E0,1.970603769E0
1.536175042E0,5.087710871E0,-4.137830396E-1,1.217878541E0
1.556093042E0,4.418029262E0,8.478120634E-1,1.571454409E0
1.576010042E0,-4.961040884E-1,1.853477607E0,1.142571374E0
1.595928042E0,-4.623673498E0,1.436481084E0,-1.557845892E0
1.615845042E0,-4.264818179E0,-1.599297388E0,-1.769732615E0
1.635763042E0,-2.656339785E0,-2.841849426E0,-6.061533648E-1
1.655681042E0,-5.820507910E0,-4.239257076E0,7.061664802E-1
1.675598042E0,-8.064440652E0,-5.352543547E0,-5.366735324E-1
1.695516042E0,-9.197446858E0,-5.467265334E0,-2.389416144E0
1.715433042E0,-7.353243227E0,-4.058717861E0,-3.534631337E0
1.735351042E0,-4.565180876E0,-4.133944336E0,-2.859410076E0
1.755268042E0,-4.057104029E0,-5.112934590E0,-5.354558498E-1
1.775186042E0,-3.080817236E0,-3.048326012E0,1.793164455E0
1.795103042E0,-2.081760800E0,-3.223032630E0,4.468050438E-1
1.815021042E0,9.450737715E-2,-2.133269507E0,7.805945188E-1
1.834939042E0,4.050526496E0,-4.230700260E-1,5.941519547E-1
1.854856042E0,6.847067310E0,9.990462032E-1,5.334577100E-1
1.874774042E0,7.614441274E0,1.952430622E0,6.229259567E-1
1.894691042E0,6.434070867E0,1.987458075E0,-6.492068522E-1
1.914609042E0,6.703998222E0,2.120814646E0,-4.950544547E0
1.934526042E0,4.365956299E0,2.116677741E0,-2.348269873E0
1.954444042E0,5.156537862E0,7.761851335E-1,-2.577266718E0
1.974361792E0,3.374701218E0,7.359130204E-2,2.441724166E-2
1.994279792E0,1.653222458E0,-1.934797466E0,9.824016653E-1
2.014197792E0,2.473397949E0,-2.561393282E0,2.512252697E0
2.034114792E0,4.417839813E0,-3.333407012E0,2.102709327E0
2.054032792E0,4.196677067E0,-5.218257562E0,1.595097041E0
2.073949792E0,1.556720011E0,-6.186758203E0,8.657367030E-1
2.093867792E0,1.731656424E0,-6.464626077E0,3.543979865E0
2.113784792E0,2.511154590E0,-6.781299582E0,5.962104669E0
2.133702792E0,2.555047883E0,-5.293318854E0,4.725960888E0
2.153620792E0,2.839209700E0,-3.747023844E0,2.482772790E0
2.173537792E0,3.630994620E0,-1.142354735E0,1.269859119E0
2.193455792E0,3.021721766E0,-1.567995197E-1,-1.927842496E0
2.213372792E0,1.555393862E0,1.607743399E0,-3.005084099E0
2.233290792E0,3.488852901E0,3.577375068E0,-4.222497202E0
2.253207792E0,4.872591223E0,4.062147253E0,-2.068385879E0
2.273125792E0,3.264115752E0,4.639539333E0,-5.262304637E0
2.293043792E0,2.504598107E0,4.937028708E0,-7.686952595E0
2.312960792E0,-5.102619517E-1,3.582136456E0,-5.709500860E0
2.332878792E0,-3.979732502E0,3.691705676E0,-8.588153538E0
2.352795792E0,-6.995964317E0,7.076376396E-1,-6.583356714E0
2.372713792E0,-5.194424896E0,2.068978786E0,-4.491705934E0
2.392630792E0,-1.597050888E0,2.928622398E0,-1.460608158E0
2.412548792E0,2.195907220E-1,1.680567546E0,-1.314144176E0
2.432466792E0,1.611692609E0,1.792224222E0,-6.575100446E-1
2.452383792E0,9.564878288E-1,-9.813955057E-1,-4.635321736E-1
2.472301792E0,2.101155429E0,1.364034374E0,-1.452448368E-2
2.492218792E0,3.451390375E0,1.670591027E0,1.773255270E0
2.512136792E0,3.788288814E0,2.873070926E0,4.546050541E0
2.532053792E0,5.037248815E0,1.241869082E0,3.002187973E0
2.551971792E0,2.953259057E0,-2.029058091E0,3.306702193E0
2.571889792E0,2.451262875E0,-2.681674601E0,3.333074305E0
2.591806792E0,1.420759237E0,-3.485733996E0,2.114347333E0
2.611724792E0,3.422094363E0,-2.178626359E0,4.588243464E0
2.631641792E0,1.388248864E-1,-3.178046492E0,8.270395374E-1
2.651559792E0,-4.951378945E0,-4.012234835E0,1.750997259E0
2.671476792E0,-6.709951857E0,-2.990749357E0,2.176391553E0
2.691394792E0,-2.505553542E0,4.178756520E-1,1.579010766E0
2.711312792E0,-4.524832749E0,-5.846648473E-1,1.747077870E0
2.731229792E0,-3.148763051E0,-1.191712836E0,-5.651943208E0
2.751147792E0,1.165139068E0,-2.913401219E0,-5.163435822E0
2.771064792E0,1.914085459E0,-3.347352621E0,-4.363584668E0
2.790982792E0,2.447597841E0,1.294149622E-1,-4.980035564E0
2.810899792E0,2.132582752E0,1.884799972E0,-4.591080533E0
2.830817792E0,8.857499680E-1,2.776912295E0,-4.371270833E0
2.850735792E0,-2.479981036E0,3.477389435E0,-4.552104748E0
2.870652792E0,-1.291684144E0,2.897629232E0,-3.588092430E0
2.890570792E0,7.519615808E-1,1.153290490E0,-3.283234393E0
2.910487792E0,3.577796068E0,1.159935558E-1,-2.996326139E0
2.930405792E0,5.116676808E0,7.693421370E-1,9.267778337E-2
2.950323792E0,5.579465801E0,3.764782423E-1,2.412815532E0
2.970240917E0,2.777331541E0,1.251224043E0,4.187360113E0
2.990158917E0,1.432459077E0,2.559497030E0,-4.710417527E-1
3.010075917E0,-8.903637135E-1,2.087544866E0,9.637800668E0
3.029993917E0,-6.915455174E0,-4.531309125E0,8.576369644E0
3.049910917E0,-2.749218128E0,-6.552488678E0,8.548645656E0
3.069828917E0,-5.008765858E-1,-9.153350666E0,6.891466388E0
3.089746917E0,-5.835496663E0,-7.005349683E0,-2.850808822E0
3.109663917E0,-3.728341405E0,-6.363837621E0,-1.127229976E1
3.129581917E0,3.932486415E0,-2.882668546E0,-6.221093053E0
3.149498917E0,3.222941706E0,1.732353997E0,-6.753214821E0
3.169416917E0,9.259910908E-1,-3.741031033E-1,-5.508946626E0
3.189333917E0,-5.215935048E0,-2.709154176E0,-1.078062260E0
3.209251917E0,-5.416110967E0,-7.010630304E-1,-2.925140966E0
3.229169917E0,-1.582299825E0,9.161399943E-1,2.124255440E-1
3.249086917E0,2.824655396E-1,1.333148212E0,1.776372421E0
3.269004917E0,4.602111306E0,1.985357171E0,1.574930579E0
3.288921917E0,5.302858002E0,7.516695124E-1,-6.554983100E-1
3.308839917E0,1.070874862E0,-4.166199625E-1,-2.730039260E0
3.328757917E0,-1.411746485E0,5.490091109E-1,-1.337059999E0
3.348674917E0,-5.030188887E0,1.284367231E0,6.947401437E-1
3.368592917E0,-2.829633715E0,6.080578029E-1,-5.034996468E-1
3.388509917E0,-4.459016490E-1,1.886290720E0,3.058947480E-1
3.408427917E0,6.680256772E-1,2.291375880E0,6.743984114E-1
3.428345917E0,1.463891954E0,2.287336623E0,2.182189506E0
3.448262917E0,5.507714617E-1,2.111714332E0,3.192784984E0
3.468180917E0,-2.431383365E-1,2.451313015E0,2.865287405E0
3.488097917E0,-1.457650051E0,3.290760929E0,2.710808353E0
3.508015917E0,-2.069100409E0,3.077690729E0,2.429480243E0
3.527932917E0,-2.058160268E0,2.784075719E0,2.577014118E0
3.547850917E0,-2.270735208E0,4.880496658E0,7.873647174E-1
3.567768917E0,-3.552146087E0,3.087622225E0,1.030937794E0
3.587685917E0,-4.996943958E0,9.273216248E-2,2.883616672E0
3.607603917E0,-3.133339850E0,-1.320274982E0,3.320167454E0
3.627520917E0,-6.306169456E-1,1.354903362E0,2.546294894E0
3.647438917E0,-2.063428609E0,-2.317298341E0,3.270845897E0
3.667356917E0,-1.567998120E0,-4.808051995E0,-1.096974494E0
3.687273917E0,-2.017391434E0,-4.252194040E0,-1.299083503E0
3.707191917E0,-2.211750251E-1,-1.294513904E0,-2.169293033E0
3.727108917E0,2.109903156E0,1.747891803E0,-3.642203148E0
3.747026917E0,4.054561075E0,-8.417417765E-2,9.289915895E-1
3.766944917E0,1.008865871E0,-1.299634895E1,3.878968019E0
3.786861917E0,-2.740885553E0,-1.553797923E1,1.156206204E0
3.806779917E0,-3.999419200E0,3.908336245E0,-4.989229726E0
3.826696917E0,-2.642592981E0,5.484948483E0,-6.696675754E0
3.846614917E0,-3.270371103E-1,3.443042305E0,-5.710502488E0
3.866532917E0,4.749798524E-1,9.547199231E-1,-6.140424866E0
3.886449917E0,-8.468192062E-1,-5.761840457E-1,-6.188774908E0
3.906367917E0,3.579978248E-1,2.685152525E-1,-5.429667737E0
3.926284917E0,9.759663659E-1,1.357621733E0,-5.099950848E0
3.946202917E0,1.082262899E0,3.175208838E0,-4.604832015E0
3.966120875E0,3.214179361E0,3.849739543E0,-3.134272774E0
3.986037875E0,3.834104673E0,2.484716989E0,-7.833929962E-1
4.005955875E0,3.339138452E0,4.061880035E0,5.318916795E0
4.025872875E0,2.385817768E0,8.679995170E0,1.702196280E1
4.045790875E0,-7.628043652E-1,-5.548453338E0,1.140179453E1
4.065708875E0,-8.928610593E-1,-1.369178638E1,8.497611743E0
4.085625875E0,3.845466105E0,-1.136052722E1,9.026716347E0
4.105543875E0,6.950857726E0,-2.191849837E0,5.669539234E-1
4.125460875E0,6.305115788E0,-1.931546414E0,-9.979859276E0
4.145378875E0,2.250758781E0,-6.292619703E0,-1.029049845E1
4.165296875E0,1.566442468E0,-7.011372900E-1,-2.853514913E0
4.185213875E0,5.418961193E-1,5.503756052E0,-1.204746514E1
4.205131875E0,2.837935884E-1,4.279229227E0,-8.911453693E0
4.225048875E0,-1.555243296E0,-4.728918117E-1,-9.229239339E0
4.244966875E0,-4.465519763E0,-3.543115062E0,-9.455295035E0
4.264884875E0,-5.594930516E0,-4.582576343E0,-5.368404704E0
4.284801875E0,-3.464364469E0,-1.622180175E0,-3.350663899E0
4.304719875E0,-1.646422146E0,2.866016845E0,3.358085185E0
4.324636875E0,1.345682303E0,4.029081833E0,8.737338814E0
4.344554875E0,-9.790618819E-1,2.421201024E0,-5.131409745E-1
4.364472875E0,-2.111177557E0,1.849573714E0,-2.667140762E0
4.384389875E0,-1.840070526E0,9.369321084E-1,-1.000123626E0
