"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.465293884E-2,3.210216159E1,1.189206674E2,2.221082497E1,-1.000000000E0,-1.000000000E0,2.000000000E3,2.000000000E3
7.622039318E-1,3.210210446E1,1.189210910E2,2.314124966E1,-1.000000000E0,-1.000000000E0,1.300000000E2,1.300000000E2
2.040866971E0,3.210247574E1,1.189213411E2,1.355703163E1,-1.000000000E0,-1.000000000E0,5.600047969E1,5.600047969E1
2.149513960E0,3.210235287E1,1.189217273E2,1.943451786E1,7.799999714E-1,3.135937500E2,6.594799472E0,6.594799472E0
2.498538017E0,3.210235488E1,1.189217249E2,1.949701786E1,7.799999714E-1,3.135937500E2,7.069908303E0,7.069908303E0
3.050675869E0,3.210235974E1,1.189217188E2,1.965033817E1,7.799999714E-1,3.135937500E2,8.563563440E0,8.563563440E0
4.062121868E0,3.210244984E1,1.189217051E2,1.330597782E1,7.799999714E-1,2.995312500E2,5.290837757E0,5.290837757E0
5.060886860E0,3.210246367E1,1.189217031E2,1.292292118E1,1.070000052E0,3.171093750E2,4.738390555E0,4.738390555E0
6.061631918E0,3.210247407E1,1.189216958E2,1.287421513E1,1.279999971E0,3.076171875E2,4.019634632E0,4.019634632E0
7.036404848E0,3.210248379E1,1.189216882E2,1.269239140E1,1.389999986E0,3.114843750E2,3.642069107E0,3.642069107E0
8.036378384E0,3.210249238E1,1.189216779E2,1.288636112E1,1.389999986E0,3.065625000E2,3.535533906E0,3.535533906E0
9.036349297E0,3.210250106E1,1.189216676E2,1.261261845E1,1.340000033E0,3.033984375E2,3.535533906E0,3.535533906E0
1.003632271E1,3.210250898E1,1.189216570E2,1.254792118E1,1.340000033E0,3.002343750E2,3.535533906E0,3.535533906E0
1.103629601E1,3.210251593E1,1.189216442E2,1.235047245E1,1.350000024E0,2.998828125E2,3.535533906E0,3.535533906E0
1.203627110E1,3.210252256E1,1.189216309E2,1.238825321E1,1.539999962E0,3.009375000E2,3.535533906E0,3.535533906E0
1.303624701E1,3.210252780E1,1.189216168E2,1.233442020E1,1.539999962E0,3.033984375E2,3.535533906E0,3.535533906E0
1.403622377E1,3.210253316E1,1.189216032E2,1.264722538E1,1.440000057E0,3.051562500E2,3.535533906E0,3.535533906E0
1.503620160E1,3.210254064E1,1.189215907E2,1.264722555E1,1.440000057E0,3.051562434E2,4.574670657E0,4.574670657E0
1.603618133E1,3.210254559E1,1.189215771E2,1.338111227E1,1.440000057E0,3.058593684E2,4.574670682E0,4.574670682E0
1.703615701E1,3.210255061E1,1.189215625E2,1.358606833E1,1.460000038E0,3.030468681E2,4.574670708E0,4.574670708E0
1.803613961E1,3.210255508E1,1.189215467E2,1.365766259E1,1.529999971E0,2.998828050E2,4.574670737E0,4.574670737E0
1.903612435E1,3.210255883E1,1.189215332E2,1.362091942E1,1.529999971E0,2.974218674E2,4.574670763E0,4.574670763E0
2.003610706E1,3.210256126E1,1.189215210E2,1.361151998E1,1.409999967E0,2.932031177E2,4.574670788E0,4.574670788E0
2.103609133E1,3.210256259E1,1.189215060E2,1.419678609E1,1.409999967E0,2.896874925E2,4.574670822E0,4.574670822E0
2.203607297E1,3.210256181E1,1.189214916E2,1.399640768E1,1.409999967E0,2.844140548E2,4.574670857E0,4.574670857E0
2.303605700E1,3.210256274E1,1.189214786E2,1.436567037E1,1.409999967E0,2.840624923E2,4.574670887E0,4.574670887E0
2.403604364E1,3.210256348E1,1.189214660E2,1.410523336E1,1.409999967E0,2.826562423E2,4.574670916E0,4.574670916E0
2.503602803E1,3.210256565E1,1.189214533E2,1.409925191E1,1.409999967E0,2.847656173E2,4.574670944E0,4.574670944E0
2.603600085E1,3.210256620E1,1.189214405E2,1.432392231E1,1.350000024E0,2.830078051E2,4.574670974E0,4.574670974E0
2.703596807E1,3.210256637E1,1.189214270E2,1.424176900E1,1.379999995E0,2.819531174E2,4.574671006E0,4.574671006E0
2.803593695E1,3.210256556E1,1.189214146E2,1.442548480E1,1.289999962E0,2.801953054E2,4.574671038E0,4.574671038E0
2.903591049E1,3.210256415E1,1.189214004E2,1.450147358E1,1.340000033E0,2.780859300E2,4.574671074E0,4.574671074E0
3.003588331E1,3.210256315E1,1.189213864E2,1.432569233E1,1.340000033E0,2.780859300E2,4.574671110E0,4.574671110E0
3.103585553E1,3.210256224E1,1.189213713E2,1.428839985E1,1.370000005E0,2.773828049E2,4.574671147E0,4.574671147E0
3.203583181E1,3.210256154E1,1.189213554E2,1.431311912E1,1.480000019E0,2.763281167E2,4.574671186E0,4.574671186E0
3.303580868E1,3.210255977E1,1.189213396E2,1.425141258E1,1.509999990E0,2.731640540E2,4.574671226E0,4.574671226E0
3.403578818E1,3.210255596E1,1.189213248E2,1.387928123E1,1.509999990E0,2.699999915E2,4.574671268E0,4.574671268E0
3.503576756E1,3.210255550E1,1.189212562E2,1.237658498E1,1.393020364E0,2.583709189E2,4.787532734E0,4.787532734E0
3.603575003E1,3.210255435E1,1.189212429E2,1.248262581E1,1.287097222E0,2.600408425E2,4.778665665E0,4.778665665E0
3.703573167E1,3.210255094E1,1.189212264E2,1.244327496E1,1.304637010E0,2.632137526E2,4.776395944E0,4.776395944E0
3.803571904E1,3.210255635E1,1.189212176E2,1.248222594E1,1.234481542E0,2.676904812E2,4.728950000E0,4.728950000E0
3.903570318E1,3.210255197E1,1.189212076E2,1.278231600E1,1.070473570E0,2.630745206E2,4.736025560E0,4.736025560E0
4.003568554E1,3.210254948E1,1.189211931E2,1.260411730E1,1.210863770E0,2.616463682E2,4.735623039E0,4.735623039E0
4.103567243E1,3.210255009E1,1.189211766E2,1.239265805E1,1.356589347E0,2.651728834E2,4.738848358E0,4.738848358E0
4.203566039E1,3.210254623E1,1.189211628E2,1.235717085E1,1.379484425E0,2.615427747E2,4.738004586E0,4.738004586E0
4.303564751E1,3.210254145E1,1.189211441E2,1.230915435E1,1.580172595E0,2.584064936E2,4.738456219E0,4.738456219E0
4.403563678E1,3.210254124E1,1.189211314E2,1.210313315E1,1.373889473E0,2.645716630E2,4.720484971E0,4.720484971E0
4.503562725E1,3.210253484E1,1.189211135E2,1.210166788E1,1.632022237E0,2.579764447E2,4.735322331E0,4.735322331E0
4.603561664E1,3.210253311E1,1.189211017E2,1.223950592E1,1.382105729E0,2.613490108E2,4.730237711E0,4.730237711E0
4.703561008E1,3.210252844E1,1.189210860E2,1.228469318E1,1.473136311E0,2.580548217E2,4.735591595E0,4.735591595E0
4.803559852E1,3.210252784E1,1.189210717E2,1.193914789E1,1.414597295E0,2.599131437E2,4.732872326E0,4.732872326E0
4.903559351E1,3.210252294E1,1.189210548E2,1.194572772E1,1.591170584E0,2.568139720E2,4.736145001E0,4.736145001E0
5.003558326E1,3.210252319E1,1.189210452E2,1.200907491E1,1.223154510E0,2.608563856E2,4.731526076E0,4.731526076E0
5.103557670E1,3.210252060E1,1.189210315E2,1.203419419E1,1.269613551E0,2.608032395E2,4.733786314E0,4.733786314E0
5.203557003E1,3.210251538E1,1.189210121E2,1.207941539E1,1.588831180E0,2.582194980E2,4.735135610E0,4.735135610E0
