"Time (s)","X (hPa)"
-5.165656250E-1,1.016443176E3
5.105743750E-1,1.016437531E3
1.537695375E0,1.016431808E3
2.564766375E0,1.016427078E3
3.591845375E0,1.016427078E3
3.791817375E0,1.016430740E3
4.852019375E0,1.016433182E3
5.912151375E0,1.016433182E3
6.972268375E0,1.016435318E3
8.032402375E0,1.016435318E3
9.092514375E0,1.016435318E3
1.015263438E1,1.016439590E3
1.121276938E1,1.016442947E3
1.227294037E1,1.016445389E3
1.333309437E1,1.016445389E3
1.439327537E1,1.016441879E3
1.545344937E1,1.016434937E3
1.651364138E1,1.016431503E3
1.757383937E1,1.016430054E3
1.863401537E1,1.016427536E3
1.969419437E1,1.016426849E3
2.075432737E1,1.016426697E3
2.181449138E1,1.016425476E3
2.287466037E1,1.016423950E3
2.393484838E1,1.016423950E3
2.499503437E1,1.016428146E3
2.605519437E1,1.016431122E3
2.711535337E1,1.016435699E3
2.817549837E1,1.016439590E3
2.923567737E1,1.016443176E3
3.029587537E1,1.016444321E3
3.135604337E1,1.016447906E3
3.241629937E1,1.016450043E3
3.347652338E1,1.016450653E3
3.453674037E1,1.016451950E3
3.559692837E1,1.016453247E3
3.665711537E1,1.016453781E3
3.771735337E1,1.016455765E3
3.877757837E1,1.016457367E3
3.983779337E1,1.016458435E3
4.089803637E1,1.016460037E3
4.195826537E1,1.016460800E3
4.301845137E1,1.016461182E3
4.407865137E1,1.016463318E3
4.513884437E1,1.016463547E3
4.619906137E1,1.016463547E3
4.725924437E1,1.016462250E3
4.831943837E1,1.016462021E3
4.937965037E1,1.016462250E3
5.043985337E1,1.016462021E3
5.150006537E1,1.016463165E3
5.256029837E1,1.016464310E3
5.362053337E1,1.016466522E3
5.468077637E1,1.016467133E3
5.574102637E1,1.016467285E3
5.680127037E1,1.016467590E3
5.786152737E1,1.016467285E3
5.892174038E1,1.016465683E3
5.998199537E1,1.016465149E3
6.104219337E1,1.016464157E3
6.210242137E1,1.016463165E3
6.316267237E1,1.016462860E3
6.422286737E1,1.016462326E3
6.528309238E1,1.016461868E3
6.634331037E1,1.016458664E3
6.740352437E1,1.016458435E3
6.846377337E1,1.016456528E3
6.952401437E1,1.016454239E3
7.058426237E1,1.016454086E3
7.164457637E1,1.016454239E3
7.270484537E1,1.016454239E3
7.376510737E1,1.016455078E3
7.482535337E1,1.016455078E3
7.588558037E1,1.016454468E3
7.694581437E1,1.016452560E3
7.800606137E1,1.016449661E3
7.906631637E1,1.016447906E3
8.012659437E1,1.016445465E3
8.118689238E1,1.016443787E3
8.224715137E1,1.016439285E3
8.330739838E1,1.016436539E3
8.436759837E1,1.016433411E3
8.542778937E1,1.016432800E3
8.648799837E1,1.016429825E3
8.754819137E1,1.016429825E3
8.860835037E1,1.016428223E3
8.966848637E1,1.016424942E3
9.072864537E1,1.016420212E3
9.178883238E1,1.016414642E3
9.284904037E1,1.016409225E3
9.390924537E1,1.016404572E3
9.496947837E1,1.016401901E3
9.602967137E1,1.016398239E3
9.708987937E1,1.016396179E3
9.815004937E1,1.016394424E3
9.921025237E1,1.016391983E3
1.002704264E2,1.016391296E3
1.013306024E2,1.016389999E3
1.023908284E2,1.016389618E3
1.034510184E2,1.016388626E3
1.045112174E2,1.016388016E3
1.055714254E2,1.016385269E3
1.066316384E2,1.016383362E3
1.076919054E2,1.016381912E3
1.087521274E2,1.016380997E3
1.098123444E2,1.016380615E3
1.108725834E2,1.016380310E3
1.119328024E2,1.016380310E3
1.129930594E2,1.016379547E3
1.140533144E2,1.016378632E3
1.151135864E2,1.016377411E3
1.161738304E2,1.016377258E3
1.172340664E2,1.016376801E3
1.182942954E2,1.016376801E3
1.193545404E2,1.016380386E3
1.204148444E2,1.016382751E3
1.214751744E2,1.016385422E3
1.225355004E2,1.016388168E3
1.235957844E2,1.016390686E3
1.246560854E2,1.016390915E3
1.257163774E2,1.016392593E3
1.267766764E2,1.016392822E3
1.278370004E2,1.016393204E3
1.288972724E2,1.016393585E3
1.299575264E2,1.016394730E3
1.310177784E2,1.016395493E3
1.320779644E2,1.016395493E3
1.331382254E2,1.016395493E3
1.341984744E2,1.016395798E3
1.352587904E2,1.016395950E3
1.363190424E2,1.016396408E3
1.373793254E2,1.016397781E3
1.384395804E2,1.016398163E3
1.394998474E2,1.016398163E3
1.405600764E2,1.016394806E3
1.416203084E2,1.016394424E3
1.426805344E2,1.016392136E3
1.437407634E2,1.016391144E3
1.448009874E2,1.016387787E3
1.458612074E2,1.016385880E3
1.469214464E2,1.016382446E3
1.479817014E2,1.016379547E3
1.490419274E2,1.016374893E3
1.501021634E2,1.016370926E3
1.511623994E2,1.016369476E3
1.522226904E2,1.016367722E3
1.532829904E2,1.016364746E3
1.543432314E2,1.016364136E3
1.554035234E2,1.016362686E3
1.564638054E2,1.016357040E3
1.575240904E2,1.016352158E3
1.585844304E2,1.016348572E3
1.596447694E2,1.016347351E3
1.607050574E2,1.016337814E3
1.617653284E2,1.016328201E3
