"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
6.989300251E-2,3.211655689E1,1.189491654E2,1.759427834E1,-1.000000000E0,-1.000000000E0,3.675221516E1,3.675221516E1
6.989300251E-2,3.211653123E1,1.189491516E2,1.761315918E1,-1.000000000E0,-1.000000000E0,3.675221516E1,3.675221516E1
2.173730016E0,3.211648899E1,1.189492170E2,1.619385624E1,1.480000019E0,1.265625000E2,2.095973145E1,2.095973145E1
2.968303084E0,3.211647876E1,1.189492331E2,1.612098026E1,1.480000019E0,1.265625000E2,2.187808481E1,2.187808481E1
3.972592950E0,3.211643668E1,1.189491297E2,1.754822636E1,1.480000019E0,2.460937500E2,1.725879038E1,1.725879038E1
4.966360927E0,3.211639976E1,1.189491898E2,1.911994267E1,1.480000019E0,2.513671875E2,1.127555413E1,1.127555413E1
5.963773131E0,3.211639331E1,1.189493072E2,1.752399540E1,1.480000019E0,2.513671875E2,9.073706529E0,9.073706529E0
6.973421931E0,3.211645466E1,1.189492710E2,1.703437138E1,9.599999785E-1,1.427343750E2,9.640731207E0,9.640731207E0
7.973631978E0,3.211647411E1,1.189492972E2,1.732654667E1,9.599999785E-1,1.466015625E2,8.533307051E0,8.533307051E0
8.966969132E0,3.211648119E1,1.189492900E2,1.846393681E1,9.599999785E-1,1.473046875E2,4.820994176E0,4.820994176E0
9.968833089E0,3.211640927E1,1.189491938E2,1.811011600E1,1.399999976E0,1.350000000E2,7.595558893E0,7.595558893E0
1.097342312E1,3.211640471E1,1.189491541E2,1.632166386E1,9.300000072E-1,2.084765625E2,6.598406095E0,6.598406095E0
1.196961606E1,3.211638333E1,1.189492246E2,1.768109989E1,1.100000024E0,1.683984375E2,6.121821101E0,6.121821101E0
1.296648514E1,3.211639368E1,1.189492515E2,1.794117069E1,1.100000024E0,1.722656250E2,7.694410869E0,7.694410869E0
1.397192800E1,3.211638417E1,1.189492570E2,1.893964481E1,1.159999967E0,1.634765625E2,9.132252683E0,9.132252683E0
1.496595955E1,3.211637420E1,1.189492605E2,1.893964493E1,1.159999967E0,1.634765643E2,9.132252683E0,9.132252683E0
1.596900046E1,3.211636456E1,1.189492694E2,1.789704240E1,1.200000048E0,1.666406266E2,7.621664317E0,7.621664317E0
