"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.150733329E-2,-1.426518321E0,-7.945113778E-1,1.207916975E0
7.144733332E-2,-1.510041237E0,-1.397421002E0,1.445518494E0
9.138733335E-2,-1.716771126E0,-6.858847141E-1,1.836010814E0
1.113273334E-1,-1.847091556E0,-2.726937532E-1,2.231864452E0
1.312683334E-1,-1.530533552E0,-9.523559362E-2,2.232181549E0
1.512083334E-1,-8.849534392E-1,-6.309474111E-1,1.950811982E0
1.711483335E-1,-1.083599567E0,-1.688264132E0,2.142068863E0
1.910883333E-1,-2.137672901E0,-4.233200550E0,3.119918823E0
2.110283333E-1,-3.146847725E0,-5.318437099E0,3.751279116E0
2.309683333E-1,-3.100115061E0,-3.866097450E0,3.722654581E0
2.509094167E-1,-2.684775829E0,-2.470404625E0,3.596844196E0
2.708494167E-1,-1.929086685E0,-1.067109257E-1,3.090155363E0
2.907894168E-1,-7.561644912E-1,1.964522600E0,2.730828285E0
3.107294168E-1,-6.250635982E-1,2.439762831E0,3.461353540E0
3.306694168E-1,-1.438458562E-1,-1.791691966E-2,3.057927608E0
3.506094166E-1,1.195359111E0,-2.506156445E0,2.978543043E0
3.705504166E-1,2.289475441E0,-2.724968433E0,2.697743416E0
3.904904167E-1,1.997039199E0,-3.839500844E-1,2.820218563E0
4.104304167E-1,1.594093084E0,1.027607083E0,3.386246443E0
4.303704167E-1,1.764461637E0,4.329724610E-1,3.508558035E0
4.503104168E-1,1.928224325E0,-1.343157053E0,2.812151432E0
4.702514168E-1,1.841898799E0,-1.040585637E0,2.280410051E0
4.901914168E-1,1.972713113E0,-2.510893106E0,2.103890896E0
5.101314166E-1,2.123170614E0,-2.782282114E0,2.357547998E0
5.300714166E-1,2.059198380E0,-2.579795599E0,2.382294655E0
5.500114167E-1,1.039916039E0,2.008533239E0,2.371975660E0
5.699514167E-1,-1.069240808E0,6.735663891E0,1.874873281E0
5.898924167E-1,-3.292241812E0,4.879554272E0,1.736399651E0
6.098324168E-1,-1.716281176E0,-3.353010118E-1,7.100257277E-2
6.297724168E-1,1.088217944E-1,-3.643427134E0,1.967937201E-1
6.497124168E-1,1.800733447E0,-3.714922190E0,1.143807650E0
6.696524166E-1,1.576411009E0,-3.809478283E0,7.429882884E-1
6.895924166E-1,1.680293918E0,-4.558621883E0,-1.204824820E-1
7.095334167E-1,2.293812275E0,-5.239881516E0,-7.914766073E-1
7.294734167E-1,3.637653112E0,-5.265842915E0,-1.289693952E0
7.494134167E-1,4.209380627E0,-4.384818077E0,-1.274473786E0
7.693534167E-1,4.530026913E0,-2.970052004E0,-1.846462846E0
7.892934168E-1,4.330189228E0,-6.812443733E-1,-2.622208357E0
8.092344168E-1,2.668707132E0,9.279602170E-1,-2.287621021E0
8.291744166E-1,1.968424439E0,4.669565856E-1,-2.171450138E0
8.491144166E-1,1.912588954E0,-2.202678621E-1,-1.657119393E0
8.690544167E-1,2.122598171E0,-6.374626160E-1,-1.316878200E0
8.889944167E-1,1.726357222E0,-9.025662541E-1,-1.160529137E0
9.089344167E-1,8.737599850E-1,-1.696272135E0,-1.152238131E0
9.288754168E-1,-6.955957413E-2,-1.690017819E0,-1.369988441E0
9.488154168E-1,-7.114974856E-1,-1.012871340E-1,-1.386280537E0
9.687554168E-1,-1.342479825E0,9.849861860E-1,-9.366405010E-1
9.886954166E-1,-1.736744404E0,-3.072072268E-1,-8.572496176E-1
1.008635417E0,-2.083785772E0,-1.656129122E0,-1.231178880E0
1.028576417E0,-2.904194117E0,-1.961790681E0,-1.299078822E0
1.048516417E0,-3.193335772E0,-1.491124630E0,-7.327731252E-1
1.068456417E0,-2.903846979E0,-2.332053661E0,-1.660557687E-1
1.088396417E0,-1.982011795E0,-4.444252491E0,4.177815840E-2
1.108336417E0,-1.003659606E0,-5.194262028E0,3.022545874E-1
1.128276417E0,-7.644709945E-1,-3.910082340E0,9.712595344E-1
1.148217417E0,6.283859164E-2,-3.803925514E0,1.943369865E0
1.168157417E0,-5.354080722E-2,-1.865985036E0,2.341479540E0
1.188097417E0,-1.014079332E0,5.041575432E-1,2.421968222E0
1.208037417E0,-1.437020898E0,1.844954044E-1,1.441512465E0
1.227977417E0,-6.614227295E-1,-9.276441336E-1,-6.019306928E-2
1.247917833E0,4.756412506E-1,-1.123635530E0,-4.429693818E-1
1.267858833E0,3.202550411E-1,-1.358526468E0,-1.513182819E-1
1.287798833E0,1.452468336E-1,-1.760145307E0,-1.072779521E-1
1.307738833E0,5.102825165E-2,-1.239924073E0,-4.792394340E-1
1.327678833E0,3.702725470E-1,-4.780386984E-1,-1.233770490E0
1.347618833E0,1.239897490E0,-1.169246793E0,-2.967902899E0
1.367559833E0,1.792019010E0,-2.424808264E0,-3.949999809E0
1.387499833E0,1.789254069E0,-2.977178335E0,-3.353149652E0
1.407439833E0,1.473941922E0,-4.346081614E-1,-2.972515345E0
1.427379833E0,2.071443081E0,2.667227030E0,-2.737295628E0
1.447319833E0,1.723711610E0,5.260721684E0,-2.299094915E0
1.467259833E0,1.954047978E-1,2.466456413E0,-1.113729596E0
1.487200833E0,-2.216113329E0,6.332569122E-1,-9.976376295E-1
1.507140833E0,-2.477283001E0,1.278882504E0,-4.395677447E-1
1.527080833E0,-1.254335761E0,1.354958534E0,-6.069066748E-2
1.547020833E0,-5.467138886E-1,-2.925632894E-1,3.041584194E-1
1.566960833E0,-2.740629576E-2,-1.777264357E0,4.238632321E-1
1.586900833E0,1.811853200E-1,-3.051497936E0,-3.727129102E-1
1.606841833E0,-6.270208359E-1,-8.432643414E-1,-8.508947492E-1
1.626781833E0,-8.904287815E-1,9.806474447E-1,7.843291014E-2
1.646721833E0,-3.812451959E-1,1.569590569E0,1.077067375E0
1.666661833E0,-6.105348468E-1,2.489103079E0,1.732602954E0
1.686601833E0,-7.601203918E-1,3.049254656E0,2.509079456E0
1.706542833E0,-2.973175943E-1,1.717380762E0,3.737304688E0
1.726482833E0,-1.414183825E-1,1.933689833E0,4.248282433E0
1.746422833E0,-5.587905049E-1,2.292821169E0,4.655057907E0
1.766362833E0,-7.414274216E-1,2.347864151E0,4.388349533E0
1.786302833E0,-5.543484688E-1,2.032001019E0,3.979901314E0
1.806242833E0,-3.760328293E-1,1.996115923E0,2.872722864E0
1.826183833E0,1.070651487E-1,1.736204267E0,2.214839458E0
1.846123833E0,1.129376292E0,6.996737719E-1,1.908003330E0
1.866063833E0,2.117347717E0,8.134368807E-2,1.923601270E0
1.886003833E0,1.955481648E0,8.362968564E-1,1.896858811E0
1.905943833E0,1.309923530E-1,2.497328281E0,1.204533935E0
1.925883833E0,-1.092828751E0,3.342802525E0,8.272866011E-1
1.945824833E0,-1.116539001E0,2.769774199E0,8.459118605E-1
1.965764833E0,-8.914565444E-1,2.096580267E0,8.581922054E-1
1.985704833E0,-5.858874917E-1,1.971672535E0,6.432494521E-1
2.005644833E0,-6.894236803E-1,2.411762953E0,5.661327243E-1
2.025584833E0,-1.628539801E0,2.154067278E0,3.741432428E-1
2.045524833E0,-1.346413612E0,9.094834328E-1,-8.968026936E-2
2.065465833E0,-1.134428144E0,1.682069898E-2,-5.502332449E-1
2.085405833E0,-1.639195204E0,-3.599255085E-1,-1.000610590E0
2.105345833E0,-1.992246628E0,-9.885324836E-1,-1.336436391E0
2.125285833E0,-2.325308323E0,-1.667786837E0,-1.741218925E0
2.145225833E0,-1.918689370E0,-1.877538681E0,-2.211995363E0
2.165165833E0,-1.311355114E0,-1.806295514E0,-2.929263830E0
2.185106833E0,-5.091827512E-1,-2.949082375E0,-2.459461689E0
2.205046833E0,3.536720574E-1,-4.059661865E0,-2.312303782E0
2.224986833E0,6.828188896E-1,-4.330614090E0,-2.462910891E0
