"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.370974541E-3,3.211558206E1,1.189504504E2,1.632702446E1,-1.000000000E0,-1.000000000E0,1.414000000E3,1.414000000E3
4.104208946E-2,3.211577508E1,1.189504078E2,1.632702446E1,-1.000000000E0,-1.000000000E0,1.414000000E3,1.414000000E3
8.068710566E-1,3.211582086E1,1.189497142E2,1.739055181E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
3.239927888E0,3.211552959E1,1.189498003E2,1.660886534E1,0.000000000E0,-1.000000000E0,1.081315660E1,1.081315660E1
4.239904046E0,3.211553868E1,1.189497773E2,1.676906782E1,0.000000000E0,-1.000000000E0,1.615251232E1,1.615251232E1
5.239877462E0,3.211559216E1,1.189497484E2,1.678508807E1,0.000000000E0,-1.000000000E0,7.289064844E0,7.289064844E0
6.239852428E0,3.211559790E1,1.189497430E2,1.690319495E1,0.000000000E0,-1.000000000E0,1.180952595E1,1.180952595E1
7.239827514E0,3.211561003E1,1.189497408E2,1.693623329E1,0.000000000E0,-1.000000000E0,1.195292996E1,1.195292996E1
8.239802599E0,3.211561942E1,1.189497395E2,1.698051784E1,0.000000000E0,-1.000000000E0,1.209028088E1,1.209028088E1
9.236690044E0,3.211559634E1,1.189497556E2,1.701679120E1,0.000000000E0,-1.000000000E0,4.413165437E0,4.413165437E0
1.024774706E1,3.211559549E1,1.189497521E2,1.477324920E1,0.000000000E0,3.478692935E2,5.024346152E0,5.024346152E0
1.124774790E1,3.211560602E1,1.189497497E2,1.558552931E1,1.128689528E0,3.550430685E2,4.658750477E0,4.658750477E0
1.284272361E1,3.211561849E1,1.189497470E2,1.548548992E1,1.128689528E0,3.459404208E2,3.791940154E0,3.791940154E0
1.384270823E1,3.211562836E1,1.189497441E2,1.548549003E1,1.128689528E0,3.459404192E2,4.634778557E0,4.634778557E0
1.484269190E1,3.211563871E1,1.189497407E2,1.572275102E1,1.078896284E0,3.378922153E2,4.799380975E0,4.799380975E0
1.584267461E1,3.211564606E1,1.189497345E2,1.608217164E1,1.075005174E0,3.353344185E2,4.774554830E0,4.774554830E0
1.684265745E1,3.211565345E1,1.189497283E2,1.620259801E1,1.089715123E0,3.393614711E2,4.756161729E0,4.756161729E0
1.784263968E1,3.211566257E1,1.189497225E2,1.630523201E1,1.097013950E0,3.445661851E2,4.743338293E0,4.743338293E0
1.884262204E1,3.211567361E1,1.189497170E2,1.634522727E1,1.097013950E0,3.428032857E2,4.737245178E0,4.737245178E0
1.984260333E1,3.211568564E1,1.189497114E2,1.649394612E1,1.144111991E0,3.406353561E2,4.743828280E0,4.743828280E0
2.084258401E1,3.211569715E1,1.189497077E2,1.656470094E1,1.167698145E0,3.464454161E2,4.745133511E0,4.745133511E0
2.184256411E1,3.211570789E1,1.189497008E2,1.662757475E1,1.187192202E0,3.407037125E2,4.731745566E0,4.731745566E0
2.284254444E1,3.211571700E1,1.189496966E2,1.660682735E1,1.187192202E0,3.428879800E2,4.725687369E0,4.725687369E0
2.384252453E1,3.211572317E1,1.189496929E2,1.669525760E1,1.138835430E0,3.388708448E2,4.716153029E0,4.716153029E0
2.484250426E1,3.211572870E1,1.189496880E2,1.675724826E1,1.090623975E0,3.308157015E2,4.710196523E0,4.710196523E0
2.584248340E1,3.211573799E1,1.189496869E2,1.684662116E1,1.067619562E0,3.402922075E2,4.713425089E0,4.713425089E0
2.684246290E1,3.211575011E1,1.189496850E2,1.673636276E1,1.112733364E0,3.424232813E2,4.661184934E0,4.661184934E0
2.784244192E1,3.211576047E1,1.189496813E2,1.676624021E1,1.130282521E0,3.383802460E2,4.682356883E0,4.682356883E0
2.884241998E1,3.211577296E1,1.189496835E2,1.693797432E1,1.130282521E0,3.520374292E2,4.641861595E0,4.641861595E0
2.984239817E1,3.211578418E1,1.189496791E2,1.690828123E1,1.174701452E0,3.454848182E2,4.613737632E0,4.613737632E0
3.084237683E1,3.211579652E1,1.189496750E2,1.697247185E1,1.193147898E0,3.439538721E2,4.655204063E0,4.655204063E0
3.184235430E1,3.211581025E1,1.189496710E2,1.700309241E1,1.253348231E0,3.477441083E2,4.679480456E0,4.679480456E0
3.284233212E1,3.211582119E1,1.189496653E2,1.707155596E1,1.253348231E0,3.391735586E2,4.700946183E0,4.700946183E0
3.384230971E1,3.211581800E1,1.189496677E2,1.759372050E1,1.339257678E0,3.497723484E2,4.795066692E0,4.795066692E0
3.484228790E1,3.211582602E1,1.189496537E2,1.773708990E1,1.253464814E0,3.277926788E2,4.791904477E0,4.791904477E0
3.584226441E1,3.211583076E1,1.189496492E2,1.820234022E1,1.155974159E0,3.267658023E2,4.742162977E0,4.742162977E0
3.684224153E1,3.211584174E1,1.189496451E2,1.843488258E1,1.180266151E0,3.307553702E2,4.746072150E0,4.746072150E0
3.784221876E1,3.211586301E1,1.189496401E2,1.812348080E1,1.772899013E0,3.430798252E2,4.744796458E0,4.744796458E0
3.884219575E1,3.211587478E1,1.189496348E2,1.765857370E1,1.386150470E0,3.417112495E2,4.737537802E0,4.737537802E0
3.984217334E1,3.211588627E1,1.189496219E2,1.795906225E1,1.235531724E0,3.279096286E2,4.740843082E0,4.740843082E0
4.084214950E1,3.211589887E1,1.189496104E2,1.823626418E1,1.227271204E0,3.261734132E2,4.740019898E0,4.740019898E0
4.184212577E1,3.211591241E1,1.189496002E2,1.824986089E1,1.269706907E0,3.313310940E2,4.743734665E0,4.743734665E0
4.284210253E1,3.211592656E1,1.189495914E2,1.809043476E1,1.395062630E0,3.353262059E2,4.744564151E0,4.744564151E0
4.384207880E1,3.211593822E1,1.189495806E2,1.763393737E1,1.396948212E0,3.320580269E2,4.738791884E0,4.738791884E0
4.484205568E1,3.211594981E1,1.189495715E2,1.744624941E1,1.432930424E0,3.320454755E2,4.738001528E0,4.738001528E0
4.584203172E1,3.211595807E1,1.189495660E2,1.741498953E1,1.304089666E0,3.315817694E2,4.734535861E0,4.734535861E0
4.684200811E1,3.211596405E1,1.189495593E2,1.780969470E1,1.014448128E0,3.256231846E2,4.736873137E0,4.736873137E0
4.784198391E1,3.211597159E1,1.189495484E2,1.776323741E1,1.023692462E0,3.192668227E2,4.736400784E0,4.736400784E0
4.884195995E1,3.211598334E1,1.189495409E2,1.806062397E1,1.156687152E0,3.252463304E2,4.735946428E0,4.735946428E0
4.984193587E1,3.211599056E1,1.189495299E2,1.870788832E1,1.132575712E0,3.207074542E2,4.737950654E0,4.737950654E0
5.084191239E1,3.211599958E1,1.189495234E2,1.841520160E1,1.099350118E0,3.253360479E2,4.739726643E0,4.739726643E0
5.184188783E1,3.211601381E1,1.189495240E2,1.855551940E1,1.067376314E0,3.373756087E2,4.737618530E0,4.737618530E0
5.284186399E1,3.211602428E1,1.189495159E2,1.842083443E1,1.114719741E0,3.330926697E2,4.737691178E0,4.737691178E0
5.384183919E1,3.211603224E1,1.189495098E2,1.849880648E1,8.444182094E-1,3.163102715E2,4.739132352E0,4.739132352E0
5.484181452E1,3.211604763E1,1.189495107E2,1.887468670E1,9.850942235E-1,3.313886045E2,4.739318977E0,4.739318977E0
5.584179080E1,3.211606293E1,1.189495118E2,1.837066112E1,1.240642373E0,3.357860396E2,4.738493423E0,4.738493423E0
5.684176648E1,3.211607686E1,1.189495146E2,1.843702953E1,1.301551946E0,3.402976388E2,4.738158657E0,4.738158657E0
5.784174216E1,3.211609162E1,1.189495226E2,1.849930901E1,1.316596044E0,3.512438954E2,4.736365154E0,4.736365154E0
5.884171760E1,3.211610106E1,1.189495250E2,1.856238394E1,1.086352155E0,3.447907882E2,4.737365587E0,4.737365587E0
5.984169328E1,3.211611324E1,1.189495197E2,1.871764446E1,1.164039095E0,3.377111050E2,4.736475029E0,4.736475029E0
6.084166861E1,3.211612803E1,1.189495161E2,1.897581957E1,1.346365589E0,3.415028217E2,4.735878805E0,4.735878805E0
6.184164512E1,3.211614346E1,1.189495066E2,1.846267994E1,1.414722314E0,3.327863998E2,4.736745018E0,4.736745018E0
6.284162009E1,3.211615684E1,1.189494999E2,1.798869921E1,1.303481939E0,3.319727622E2,4.736204822E0,4.736204822E0
6.384159565E1,3.211617039E1,1.189494930E2,1.735650409E1,1.265372869E0,3.358313741E2,4.730807390E0,4.730807390E0
6.484157169E1,3.211617142E1,1.189494904E2,1.758006294E1,6.363116197E-1,3.218422823E2,4.731410976E0,4.731410976E0
6.584154606E1,3.211618669E1,1.189494798E2,1.777172762E1,1.269196558E0,3.249647544E2,4.727824759E0,4.727824759E0
6.684152186E1,3.211619758E1,1.189494707E2,1.805540350E1,1.426618607E0,3.244969887E2,4.729822816E0,4.729822816E0
6.784149754E1,3.211620787E1,1.189494684E2,1.821560320E1,1.313426027E0,3.339563030E2,4.727546108E0,4.727546108E0
6.884147227E1,3.211621718E1,1.189494663E2,1.809405211E1,1.212182398E0,3.404173443E2,4.728857506E0,4.728857506E0
