"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.696208322E-3,1.454072356E0,-6.954886317E-1,-5.787751079E-1
2.678020834E-2,1.343525410E0,-9.334300160E-1,-4.932821989E-1
4.686520837E-2,1.112981319E0,-9.340528250E-1,-4.173094928E-1
6.694920833E-2,7.723793983E-1,-5.367949605E-1,-3.924232721E-1
8.703420835E-2,3.731056750E-1,-3.535188138E-1,-2.629972398E-1
1.071182084E-1,1.225704327E-1,-2.734841108E-1,-9.224746376E-2
1.272022083E-1,1.814257652E-1,1.058296561E-1,4.700656608E-2
1.472872084E-1,4.040914774E-1,5.015314221E-1,1.263279766E-1
1.673712084E-1,5.507181883E-1,4.657486975E-1,1.887081116E-1
1.874562083E-1,6.776866913E-1,9.540703893E-2,1.845920682E-1
2.075402084E-1,6.879500151E-1,-1.401659250E-1,1.113188490E-1
2.276252083E-1,6.246049404E-1,1.614745110E-1,1.175692398E-2
2.477092083E-1,5.026289225E-1,6.253997684E-1,-3.635411710E-2
2.677942084E-1,9.296919405E-2,4.816136360E-1,-9.984901547E-2
2.878782083E-1,-4.432606995E-1,2.043618858E-1,-1.678260118E-1
3.079632084E-1,-7.622167468E-1,4.601536989E-1,-1.983643025E-1
3.280472084E-1,-7.950036526E-1,8.069133759E-1,-4.819208011E-2
3.481322083E-1,-6.180860996E-1,9.308653474E-1,1.072297841E-1
3.682162084E-1,-3.466431499E-1,6.458689570E-1,2.280000448E-1
3.883012083E-1,-1.261556596E-1,6.477889605E-3,4.053572416E-1
4.083852083E-1,-8.480449766E-2,-2.978787422E-1,5.658361912E-1
4.284702084E-1,-1.718492359E-1,-1.425314546E-1,6.524152756E-1
4.485542083E-1,-2.157636583E-1,1.143793985E-1,6.600760221E-1
4.686392084E-1,-1.795179844E-1,3.705860972E-1,6.147907376E-1
4.887232084E-1,-5.728871375E-2,4.839685559E-1,5.749958158E-1
5.088084583E-1,1.508875489E-1,4.344293475E-1,5.787639618E-1
5.288924584E-1,2.700250745E-1,2.825574875E-1,6.084446907E-1
5.489774583E-1,2.647002637E-1,1.129520983E-1,5.511670709E-1
5.690614583E-1,2.029646635E-1,-9.054994583E-2,4.190610647E-1
5.891454584E-1,8.443489671E-2,-2.234818488E-1,3.036803007E-1
6.092304583E-1,-8.334346116E-2,-3.139576018E-1,2.514832020E-1
6.293144583E-1,-3.114469051E-1,-4.183856547E-1,2.926104069E-1
6.493994584E-1,-4.286753237E-1,-4.555619657E-1,2.778050900E-1
6.694834583E-1,-3.547457457E-1,-5.987781286E-1,8.885262907E-2
6.895684584E-1,-2.502960563E-1,-6.025985479E-1,-9.524700791E-2
7.096524584E-1,-2.686159015E-1,-3.603026569E-1,-2.143196613E-1
7.297374583E-1,-4.207198918E-1,-2.069272995E-1,-2.332691103E-1
7.498214584E-1,-4.120912254E-1,-1.369574517E-1,-2.471053973E-2
7.699064583E-1,-9.271542728E-2,-4.305384308E-2,1.322925538E-1
7.899904583E-1,-4.348568246E-2,-2.629442811E-1,6.735303253E-2
8.100754584E-1,-4.841873944E-1,-4.245269597E-1,-1.208578646E-1
8.301594583E-1,-7.845839858E-1,-2.538212538E-1,-2.885810733E-1
8.502444584E-1,-6.293478608E-1,-3.203591704E-1,-2.813759744E-1
8.703284584E-1,-3.021177351E-1,-4.736876190E-1,-2.580429316E-1
8.904134583E-1,-5.683632195E-2,-4.174307585E-1,-2.901254892E-1
9.104974584E-1,3.691540286E-2,-2.590870559E-1,-3.341861367E-1
9.305824583E-1,-6.154629868E-3,-1.763295531E-1,-3.595920503E-1
9.506664583E-1,-1.129663214E-1,-6.874925643E-2,-3.547948003E-1
9.707514584E-1,-1.030419171E-1,4.517535865E-2,-3.745028675E-1
9.908354583E-1,4.992007837E-2,3.970347345E-2,-4.297492504E-1
1.010920458E0,2.273041308E-1,-5.349689722E-2,-4.781633615E-1
1.031004458E0,3.129084706E-1,-1.360651106E-1,-5.013368726E-1
1.051089458E0,2.258112729E-1,-2.432513088E-1,-5.060185790E-1
1.071173458E0,-3.305871785E-2,-3.792551160E-1,-4.957143068E-1
1.091258458E0,-2.981378436E-1,-4.304596484E-1,-4.836640656E-1
1.111342458E0,-4.369738698E-1,-4.474441111E-1,-5.324845314E-1
1.131426458E0,-5.025458336E-1,-4.931352437E-1,-5.451306701E-1
1.151511458E0,-4.661943316E-1,-4.540078044E-1,-5.070854425E-1
1.171595458E0,-1.949489713E-1,-3.129755557E-1,-4.707656205E-1
1.191680458E0,2.511120439E-1,-2.361713201E-1,-4.402647913E-1
1.211764458E0,8.121414781E-1,-4.431670606E-1,-5.710280538E-1
1.231849458E0,1.232520580E0,-7.501893640E-1,-6.816477776E-1
1.251933458E0,1.568375707E0,-4.581156075E-1,-8.125506639E-1
1.272018458E0,2.020091295E0,4.207644463E-1,-1.022189498E0
1.292102458E0,2.101661205E0,7.672762871E-1,-1.156725526E0
1.312187458E0,1.737237930E0,4.043754041E-1,-1.323047161E0
1.332271458E0,1.561684370E0,3.034376502E-1,-1.501396894E0
1.352356458E0,1.613522530E0,4.342640340E-1,-1.479987502E0
1.372440458E0,1.615798712E0,5.922818780E-1,-1.297650218E0
1.392525458E0,1.514800191E0,6.896041632E-1,-9.740119576E-1
1.412609458E0,1.272503853E0,4.559466839E-1,-5.872502327E-1
1.432694458E0,9.260036349E-1,-1.211468279E-1,-2.314210683E-1
1.452778458E0,4.043633342E-1,-5.384582281E-1,1.556389779E-1
1.472863458E0,-2.252761871E-1,-5.803129077E-1,2.875268459E-1
1.492947458E0,-1.019947290E0,-1.217549920E0,5.878488719E-2
1.513032458E0,-2.120566368E0,-1.891001463E0,4.751006886E-2
1.533116458E0,-3.073133469E0,-1.636860847E0,1.650523096E-1
1.553201458E0,-2.791183949E0,-8.040271997E-1,4.994709194E-1
1.573285458E0,-1.706961155E0,4.420923442E-2,9.396846890E-1
1.593370458E0,-5.812752843E-1,6.953526139E-1,1.048182011E0
1.613454458E0,5.631083250E-1,6.877645850E-1,9.045910835E-1
1.633538458E0,1.361124754E0,6.084125042E-1,7.540193796E-1
1.653623458E0,1.478694797E0,2.163479179E-1,6.425504684E-1
1.673707458E0,1.163143516E0,-2.753768265E-1,4.286794662E-1
1.693792458E0,6.202894449E-1,-4.904890954E-1,3.787226975E-1
1.713876458E0,2.836794406E-2,-6.262148023E-1,4.982522130E-1
1.733961458E0,-4.608185589E-1,-5.552890897E-1,5.930359364E-1
1.754045458E0,-7.769933939E-1,-4.687702656E-1,1.104293704E0
1.774130458E0,-1.090866804E0,-6.522800028E-2,1.486178279E0
1.794214458E0,-1.188201904E0,3.669576347E-1,1.576456785E0
1.814299458E0,-8.214056492E-1,5.184714198E-1,1.640269518E0
1.834383458E0,-6.064032316E-1,3.001545370E-1,1.251539707E0
1.854468458E0,-6.603295803E-1,-5.181074739E-1,5.698558092E-1
1.874552458E0,-5.364260077E-1,-4.494036436E-1,8.864165843E-2
1.894637458E0,-7.122886181E-1,-4.135369956E-1,-1.403884888E-1
1.914721458E0,-8.799899817E-1,-3.418249190E-1,-8.087290078E-2
1.934806458E0,-9.001765847E-1,2.663565800E-2,1.618879586E-1
1.954890458E0,-1.098687410E0,1.986329854E-1,2.448159754E-1
1.974975458E0,-1.266762853E0,-8.716826886E-2,1.301786453E-1
1.995059458E0,-1.056581497E0,-6.136199236E-1,-3.909764811E-2
2.015144458E0,-5.494382381E-1,-8.977430463E-1,-2.157891095E-1
2.035228458E0,-1.427807063E-1,-7.606421709E-1,-3.489437103E-1
2.055313458E0,1.162424460E-1,-4.816671312E-1,-4.011374712E-1
2.075397458E0,1.989942044E-1,-2.207733840E-1,-3.674302995E-1
2.095482458E0,9.688663483E-2,-1.583124250E-1,-3.255132735E-1
2.115566458E0,-5.410571117E-3,-2.046588957E-1,-3.393407464E-1
2.135651458E0,4.897993803E-2,-1.216723546E-1,-3.912059367E-1
2.155735458E0,1.206168681E-1,1.808312833E-1,-2.828191519E-1
2.175820458E0,5.364894867E-2,3.227550685E-1,-2.012988925E-2
2.195904458E0,-7.690677792E-2,1.839375794E-1,1.811409146E-1
2.215988458E0,-2.045684159E-1,1.452748179E-1,2.232208252E-1
2.236073458E0,-1.098558381E-1,2.439775020E-1,1.890074164E-1
2.256157458E0,1.588187814E-1,3.561460376E-1,4.855862632E-2
2.276242458E0,3.758134544E-1,6.949379444E-1,-1.194621027E-1
2.296326458E0,4.136384130E-1,1.022641659E0,-2.801832557E-1
2.316411458E0,3.896021843E-1,1.387408733E0,-2.928420603E-1
2.336495458E0,4.346130490E-1,1.781077623E0,3.878896357E-3
2.356580458E0,4.067212045E-1,2.014808416E0,3.432480097E-1
2.376664458E0,1.761634946E-1,1.758299708E0,3.475677669E-1
2.396749458E0,-2.240456045E-1,1.258589029E0,-3.501486499E-3
2.416833458E0,-3.993256092E-1,9.686520100E-1,-2.477300316E-1
2.436918458E0,-2.746127546E-1,8.432994485E-1,-1.214843616E-1
2.457002458E0,-9.042744339E-2,7.286712527E-1,2.331556231E-1
2.477087458E0,1.146066114E-1,7.899956703E-1,4.332723022E-1
2.497171458E0,3.733066022E-1,7.727344632E-1,4.816442430E-1
2.517256333E0,5.317144990E-1,3.833343685E-1,5.549941659E-1
2.537340333E0,5.026450157E-1,-1.901124567E-1,8.057621717E-1
2.557425333E0,3.192195296E-1,-6.026518941E-1,1.016899347E0
2.577509333E0,2.349907756E-1,-2.591123283E-1,1.105943561E0
2.597594333E0,2.619065940E-1,4.819926918E-1,1.141774774E0
2.617678333E0,3.239332736E-1,9.303520918E-1,1.137614727E0
2.637763333E0,2.821657658E-1,6.981744170E-1,1.044049025E0
2.657847333E0,1.737826467E-1,2.870378494E-1,8.489578962E-1
2.677932333E0,2.610676587E-1,-2.404928766E-2,7.662272453E-1
2.698016333E0,2.791642845E-1,-1.230855137E-1,6.516840458E-1
2.718101333E0,2.215833217E-1,-2.032947093E-1,4.335336983E-1
2.738185333E0,5.456949025E-2,-1.705272943E-1,1.212717295E-1
2.758270333E0,-1.883837879E-1,7.232143730E-2,-3.016186953E-1
2.778354333E0,-2.954844534E-1,4.387316704E-1,-6.870180964E-1
