"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.668856557291679E9,"2022-11-19 19:15:57.292 UTC+08:00"
"PAUSE",1.500070007083705E2,1.668856707294885E9,"2022-11-19 19:18:27.295 UTC+08:00"
