"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.548510000E-1,-2.665117681E-1,-1.221730490E-4,-2.216219008E-1
1.748510000E-1,-2.638065219E-1,7.752752304E-2,-2.803173363E-1
1.948572500E-1,-2.455852777E-1,1.786344498E-1,-3.691022396E-1
2.168713130E-1,-1.681799293E-1,1.743583977E-1,-4.153360128E-1
2.388510000E-1,-8.888962120E-2,2.286381321E-3,-3.984062970E-1
2.588525630E-1,-6.932447851E-2,-1.654572189E-1,-3.694512844E-1
2.808510000E-1,-2.740166895E-2,-2.811725438E-1,-3.954916000E-1
3.008931880E-1,-3.316125600E-3,-2.917317748E-1,-3.929957747E-1
3.228510000E-1,-2.520255372E-2,-2.766346931E-1,-3.287153244E-1
3.428619380E-1,-8.548622578E-2,-2.589021325E-1,-2.511703372E-1
3.648525630E-1,-1.454208344E-1,-2.266833633E-1,-1.686686128E-1
3.848556880E-1,-1.391725540E-1,-1.611462533E-1,-1.242848933E-1
4.068510000E-1,-4.209734127E-2,-1.314931065E-1,-1.152615398E-1
4.268588130E-1,2.124065720E-2,-1.534842551E-1,-8.454374969E-2
4.488510000E-1,1.239183731E-2,-2.727077007E-1,-3.159045801E-2
4.688572500E-1,-3.799581900E-2,-4.550247788E-1,4.066617228E-3
4.908510000E-1,-1.232202426E-1,-5.969898701E-1,1.815142459E-3
5.108510000E-1,-1.925447285E-1,-6.103067398E-1,3.996803891E-3
5.308510000E-1,-2.369808108E-1,-6.041282415E-1,4.756022245E-2
5.508588130E-1,-2.477494925E-1,-5.486617088E-1,1.438325793E-1
5.728510000E-1,-2.081654221E-1,-4.491779208E-1,2.568077445E-1
5.928525630E-1,-1.621410847E-1,-3.403217494E-1,3.229208291E-1
6.148572500E-1,-1.468694508E-1,-1.606226563E-1,3.469016552E-1
6.368510000E-1,-3.843215108E-2,-5.375614017E-2,3.267779946E-1
6.568525630E-1,3.626793995E-2,5.115560070E-2,3.270572424E-1
6.788525630E-1,-2.696533687E-2,6.452482194E-2,3.088011146E-1
7.008525630E-1,-4.286528751E-2,2.469640970E-2,3.665540516E-1
7.228510000E-1,-5.881759338E-3,-1.022762954E-1,4.002389014E-1
7.428666250E-1,-4.904375225E-2,-1.563815027E-1,3.545810878E-1
7.648525630E-1,-1.114741787E-1,-8.724901080E-2,3.078586161E-1
7.848525630E-1,-1.177748144E-1,5.323254038E-3,3.419449031E-1
8.048525630E-1,-1.073377505E-1,7.443828881E-2,4.323704243E-1
8.248525630E-1,-8.351400495E-2,5.843362212E-2,4.786739945E-1
8.448525630E-1,-4.899139330E-2,-4.839798063E-2,4.232597947E-1
8.668525630E-1,-4.838052765E-2,-6.696828455E-2,2.593384683E-1
8.888525630E-1,-7.876671106E-2,-7.290240377E-2,1.348441392E-1
9.108510000E-1,-7.375761122E-2,-1.863662601E-1,7.178539038E-2
9.308525630E-1,-9.784315526E-2,-2.224945724E-1,5.110324174E-2
9.528525630E-1,-1.182635128E-1,-2.188817412E-1,3.679154068E-2
9.748525630E-1,-1.220683306E-1,-1.352281123E-1,1.825614460E-2
9.948525630E-1,-9.859365225E-2,-7.204718888E-2,9.372417815E-3
1.014865063E0,-8.333947510E-2,-5.773549154E-2,3.063052893E-2
1.036851000E0,-6.569419056E-2,-5.635667965E-2,4.331907257E-2
1.056852563E0,-5.672319978E-2,-6.965608895E-2,4.426154867E-2
1.076868188E0,-8.520697057E-2,-4.146902263E-2,5.682792142E-2
1.098851000E0,-1.383522451E-1,-3.684389964E-2,6.241297349E-2
1.118852563E0,-1.498190612E-1,-5.284857005E-2,5.400048569E-2
1.140852563E0,-1.642354876E-1,-7.627088577E-3,3.745476529E-2
1.162851000E0,-1.816189587E-1,-2.844886621E-3,3.108431399E-2
1.182851000E0,-1.932777613E-1,-6.161012221E-3,2.607521974E-2
1.202851000E0,-1.943598688E-1,-5.061454722E-4,2.192133479E-2
1.222851000E0,-2.119004279E-1,8.936085738E-3,3.633775562E-2
1.242865063E0,-2.538232207E-1,5.811946467E-3,6.763150543E-2
1.264852563E0,-2.537883222E-1,7.278022822E-3,7.162830979E-2
1.284852563E0,-2.161415666E-1,9.459684789E-2,7.192502171E-2
1.306852563E0,-1.657364666E-1,1.066047102E-1,7.990117371E-2
1.326852563E0,-1.702219546E-1,1.553866565E-1,1.132195070E-1
1.348851000E0,-1.572541595E-1,5.672320258E-3,1.402197480E-1
1.368852563E0,-1.899616420E-1,-1.322959550E-2,1.188743785E-1
1.388852563E0,-1.225919276E-1,-3.892084211E-2,1.108458638E-1
1.410851000E0,-6.728244573E-2,4.272565991E-2,1.224697530E-1
1.430852563E0,-9.670869261E-2,5.023057386E-2,2.087239176E-1
1.452852563E0,-1.772905439E-1,4.553563893E-2,2.647664547E-1
1.472852563E0,-2.068738788E-1,6.126105785E-3,2.912605405E-1
1.492852563E0,-1.947962046E-1,-6.274458766E-2,2.510132492E-1
1.514863500E0,-1.685289890E-1,-1.015781611E-1,1.485100687E-1
1.536852563E0,-1.122770309E-1,-1.769938320E-1,9.070476145E-2
1.556852563E0,-6.700319052E-2,-1.805717647E-1,4.708898440E-2
1.576852563E0,-5.934119597E-2,-2.426531315E-1,-1.188569237E-2
1.598851000E0,-6.448991597E-2,-2.831447721E-1,-4.183554277E-2
1.618852563E0,-4.675737023E-2,-2.731091082E-1,-1.640609466E-3
1.640852563E0,3.412118554E-2,-2.253918201E-1,3.806563094E-2
1.662852563E0,8.588765562E-2,-2.111848444E-1,5.108578876E-2
1.682852563E0,7.016223669E-2,-2.589195967E-1,5.400048569E-2
1.702852563E0,6.283185212E-4,-2.735280097E-1,5.408775434E-2
1.724852563E0,-5.075417459E-2,-2.509434521E-1,6.637486815E-2
1.746851000E0,-6.283185212E-4,-1.869247556E-1,9.971065819E-2
1.766851000E0,7.470009476E-2,-1.231504306E-1,1.344601661E-1
1.786852563E0,9.576621652E-2,-2.413790300E-2,1.716705859E-1
1.806852563E0,5.881759524E-2,2.923426405E-2,1.717229486E-1
1.828852563E0,-7.801621687E-3,1.169370580E-2,1.371654272E-1
1.848852563E0,-7.305948436E-2,-1.139699966E-1,1.217018068E-1
1.870851000E0,-1.308473349E-1,-2.046049535E-1,1.225570217E-1
1.890852563E0,-1.256462485E-1,-2.374694943E-1,1.271123290E-1
1.912851000E0,-1.918116771E-2,-1.378635615E-1,1.672199965E-1
1.932851000E0,7.826056331E-2,-7.520623505E-2,2.166128159E-1
1.952851000E0,1.443387289E-2,-3.721041977E-2,3.171612322E-1
1.972851000E0,-1.076169983E-1,-9.040805511E-3,3.931353986E-1
1.992851000E0,-1.291718185E-1,6.859143823E-2,4.488812387E-1
2.012851000E0,-7.665485889E-2,1.657190174E-1,5.028119087E-1
2.032852563E0,-1.250877529E-1,1.681973785E-1,5.151863098E-1
2.054868188E0,-2.848028243E-1,1.111774743E-1,5.363222361E-1
2.076863500E0,-3.266209066E-1,1.352106631E-1,5.902005434E-1
2.098851000E0,-1.503077596E-1,2.951526344E-1,6.518979073E-1
2.118852563E0,4.776966199E-2,4.013733566E-1,7.091272473E-1
2.140852563E0,7.112216949E-2,4.575380683E-1,7.820122242E-1
2.162852563E0,-6.455972791E-2,4.571017325E-1,8.377580643E-1
2.184852563E0,-2.545911670E-1,4.722861052E-1,8.708494902E-1
2.204852563E0,-3.922801912E-1,5.747892857E-1,8.850564361E-1
2.226852563E0,-5.341579914E-1,6.063448191E-1,9.310982227E-1
2.248852563E0,-6.757740378E-1,4.970348477E-1,9.594598413E-1
2.268852563E0,-6.500827670E-1,3.766071498E-1,9.751154780E-1
2.288852563E0,-4.266806543E-1,2.690075934E-1,9.489529729E-1
2.310852563E0,-1.999449134E-1,1.076344550E-1,8.868367076E-1
2.330852563E0,-1.546710730E-1,-3.944443911E-2,7.949101925E-1
2.350852563E0,-2.014109939E-1,-1.819854826E-1,6.820921302E-1
2.370852563E0,-2.129127085E-1,-2.726204395E-1,5.678952336E-1
2.392851000E0,-1.323657632E-1,-2.912605405E-1,5.014680028E-1
2.412851000E0,-3.001966281E-3,-2.315702885E-1,4.655142128E-1
2.432851000E0,9.269443899E-2,-8.995427191E-2,4.740663171E-1
2.452851000E0,1.078962535E-1,4.328416660E-2,5.244016051E-1
2.472851000E0,1.609193534E-2,1.654746681E-1,5.638285875E-1
2.492851000E0,-9.058258682E-2,2.704736590E-1,5.930978060E-1
2.512851000E0,-1.522450745E-1,3.234444261E-1,6.645515561E-1
2.532852563E0,-1.947089285E-1,3.372325301E-1,7.386931777E-1
2.554854125E0,-2.045002282E-1,2.953446209E-1,7.955908775E-1
2.574854125E0,-1.878148764E-1,2.554813027E-1,8.116130233E-1
2.596852563E0,-1.684940904E-1,2.173632979E-1,8.039858937E-1
2.616871313E0,-1.542870998E-1,2.119004279E-1,8.011584878E-1
2.638851000E0,-9.553932399E-2,1.800656170E-1,7.749436498E-1
2.658852563E0,-2.448697016E-2,1.709026396E-1,7.486764193E-1
2.678852563E0,2.935643867E-2,1.735031754E-1,7.096683383E-1
2.700852563E0,2.424262278E-2,1.954245120E-1,6.563659906E-1
2.720852563E0,1.083849464E-2,1.293114424E-1,6.051405668E-1
2.742865063E0,-1.616174914E-2,-1.099557430E-2,5.693438649E-1
2.764852563E0,-1.597325355E-1,-1.115788966E-1,5.337740183E-1
2.786852563E0,-3.517711163E-1,-2.279749066E-1,4.454080164E-1
2.806852563E0,-4.190535545E-1,-4.023332894E-1,2.094744146E-1
2.828852563E0,-4.239928424E-1,-7.133858800E-1,-4.228234589E-1
2.850852563E0,-3.584208190E-1,-1.105072618E0,-9.237329364E-1
2.872852563E0,-2.635621727E-1,-1.154849410E0,-6.853907704E-1
2.892852563E0,-2.826037109E-1,-8.603949547E-1,-3.987902701E-1
2.914852563E0,-4.853062630E-1,-3.819478452E-1,-4.036073983E-1
2.934852563E0,-4.564734101E-1,-6.971892118E-1,-6.637138128E-1
2.954854125E0,-3.097784817E-1,-9.921672940E-1,-9.889384508E-1
2.976852563E0,-3.364471197E-1,-8.837474585E-1,-1.067513227E0
2.998851000E0,-4.201007485E-1,-7.866024375E-1,-8.669922948E-1
3.018852563E0,-3.915297091E-1,-5.769186020E-1,-5.150291920E-1
3.038852563E0,-1.015432552E-1,-2.703863978E-1,-8.047713339E-2
3.060852563E0,3.978129029E-1,-1.381777227E-1,3.029891551E-1
3.082851000E0,1.035992503E0,-5.616469681E-2,4.735427201E-1
3.102852563E0,1.489184737E0,-1.971698403E-1,4.960574806E-1
3.124852563E0,1.498365164E0,-1.929461509E-1,2.906671464E-1
3.144863500E0,1.114759207E0,-1.469916254E-1,1.570796408E-2
3.166851000E0,5.283460617E-1,-2.920110226E-1,-3.337593079E-1
3.186851000E0,1.340587437E-1,-4.575031698E-1,-4.706629515E-1
3.206851000E0,-7.696902007E-2,-4.791801572E-1,-3.820525706E-1
3.226851000E0,-1.488242298E-1,-2.932851315E-1,-2.139250040E-1
3.246851000E0,-3.385938704E-2,-1.407782584E-1,-1.658062823E-2
3.266851000E0,1.213876456E-1,-2.211332135E-2,8.234463632E-2
3.286852563E0,1.667312980E-1,5.197590590E-2,9.827949107E-2
3.306852563E0,-4.066617042E-2,1.993864179E-1,1.502902955E-1
3.328852563E0,-2.934247553E-1,2.691646814E-1,3.280346394E-1
3.350852563E0,-2.384817898E-1,9.567894787E-2,4.741536081E-1
3.372852563E0,5.928883329E-2,1.215272769E-1,5.308768153E-1
