"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.200312500E-2,8.559999615E-2,-2.996999919E-1,-1.324999928E-1
4.200156300E-2,1.623999923E-1,-4.960999787E-1,2.403999865E-1
6.200156300E-2,2.926000059E-1,-4.756999910E-1,1.015999988E-1
8.200156300E-2,5.411999822E-1,-5.363999605E-1,-1.905999929E-1
1.020078130E-1,5.910999775E-1,-4.551999867E-1,-2.193000019E-1
1.320000000E-1,5.691999793E-1,-4.892999828E-1,-1.241999939E-1
1.520062500E-1,5.487999916E-1,-7.124999762E-1,-2.023999989E-1
1.820000000E-1,3.520999849E-1,-7.304999828E-1,3.219999745E-2
2.020046880E-1,-1.279999912E-1,-1.444000006E-1,3.940999806E-1
2.320015630E-1,-4.508000016E-1,9.125999808E-1,5.212000012E-1
2.520046880E-1,-1.691000015E-1,9.835000038E-1,1.572999954E-1
2.820000000E-1,2.534999847E-1,7.371999621E-1,-5.609999970E-2
3.020078130E-1,2.658999860E-1,9.325000048E-1,-1.922999918E-1
3.320000000E-1,2.601999938E-1,8.025999665E-1,-2.696999907E-1
3.520015630E-1,2.176999897E-1,5.187000036E-1,-1.460999995E-1
3.720015630E-1,2.164999992E-1,2.796999812E-1,-1.008999944E-1
3.920046880E-1,1.842999905E-1,1.807999909E-1,5.959999934E-2
4.220000000E-1,-3.849999979E-2,3.509999812E-1,5.229999870E-2
4.420031250E-1,-1.719999909E-1,3.607999980E-1,8.169999719E-2
4.720000000E-1,-9.929999709E-2,2.649999857E-1,2.149999887E-2
4.920093750E-1,-2.719999850E-2,2.863000035E-1,-1.028999984E-1
5.220015630E-1,-1.673000008E-1,5.891000032E-1,-1.963000000E-1
5.420078130E-1,-2.904999852E-1,5.631999969E-1,-6.359999627E-2
5.720000000E-1,-2.305999994E-1,1.766999960E-1,-1.333999932E-1
5.920015630E-1,-1.596999913E-1,-4.889999703E-2,-3.734000027E-1
6.220000000E-1,-9.910000116E-2,-8.569999784E-2,-4.268999994E-1
6.420000000E-1,-9.589999914E-2,1.730000041E-2,-6.780000031E-2
6.620000000E-1,-9.279999882E-2,-2.679999918E-2,-3.003999889E-1
6.820015630E-1,-1.301999986E-1,2.043999881E-1,-1.206000000E-1
7.120015630E-1,-3.429999948E-2,2.383999974E-1,2.626999915E-1
7.320015630E-1,6.069999933E-2,2.456999868E-1,-1.296999902E-1
7.620015630E-1,2.131000012E-1,3.865000010E-1,-4.086999893E-1
7.920000000E-1,2.249999940E-1,3.783999979E-1,-9.089999646E-2
8.120015630E-1,2.245999873E-1,1.489999890E-1,1.459999941E-2
8.420000000E-1,6.150000095E-1,-5.212000012E-1,2.565999925E-1
8.620000000E-1,7.841999531E-1,-5.063999891E-1,-1.199999973E-1
8.820015630E-1,3.962999880E-1,-4.575999975E-1,-8.559999615E-2
9.120000000E-1,2.691999972E-1,-7.809999585E-2,-3.610000014E-2
9.320000000E-1,2.545000017E-1,-8.749999851E-2,-1.911999881E-1
9.520015630E-1,1.870999932E-1,-2.819999866E-2,-2.867999971E-1
9.820000000E-1,1.229999959E-1,1.650999933E-1,-2.196999937E-1
1.002000000E0,1.269999985E-2,1.949999928E-1,1.989999972E-2
1.022001563E0,-4.189999774E-2,1.022999957E-1,1.238999963E-1
1.052000000E0,-1.043999940E-1,-1.132999957E-1,4.019999877E-2
1.072000000E0,-2.545999885E-1,-8.389999717E-2,-1.975999922E-1
1.092001563E0,-3.339000046E-1,-1.828999966E-1,-1.528999954E-1
1.122000000E0,-3.434999883E-1,-3.782999814E-1,-6.340000033E-2
1.142000000E0,-3.780999780E-1,-4.138999879E-1,-1.094999984E-1
1.162000000E0,-4.918999970E-1,-4.063999951E-1,-8.709999919E-2
1.182000000E0,-5.169000030E-1,-2.547999918E-1,-8.549999446E-2
1.202000000E0,-4.621999860E-1,-1.972000003E-1,-1.806999892E-1
1.222000000E0,-4.551999867E-1,-2.437999994E-1,-2.272000015E-1
1.242014063E0,-4.666000009E-1,-4.034000039E-1,-7.819999754E-2
1.272000000E0,-2.718999982E-1,-3.840999901E-1,-9.290000051E-2
1.292000000E0,-7.936999798E-1,-4.939000010E-1,-3.119999915E-2
1.312001563E0,-4.636999965E-1,4.189999774E-2,-9.459999949E-2
1.342000000E0,-7.385999560E-1,-1.905999929E-1,4.390999973E-1
1.362000000E0,-4.658999741E-1,-2.951999903E-1,6.199999899E-2
1.382000000E0,-2.647999823E-1,-8.039999753E-2,2.036999911E-1
1.402000000E0,-1.501999944E-1,2.991999984E-1,1.339999959E-2
1.422001563E0,-3.373999894E-1,4.791999757E-1,-5.649999902E-2
1.442001563E0,-1.389999967E-2,4.822999835E-1,-1.559000015E-1
1.472001563E0,1.193999946E-1,3.779999912E-2,1.518999934E-1
1.492001563E0,3.562999964E-1,-2.029999942E-1,1.959999949E-1
1.522001563E0,6.358000040E-1,-1.645999998E-1,8.989999443E-2
1.552001563E0,7.822999954E-1,-1.819999889E-2,-8.439999819E-2
1.582000000E0,8.820999861E-1,-2.929999866E-2,7.710000128E-2
1.602001563E0,7.688999772E-1,1.021999940E-1,5.350000039E-2
1.622001563E0,7.015999556E-1,2.304999977E-1,1.289999932E-1
1.642001563E0,6.622999907E-1,3.304999769E-1,1.763999909E-1
1.662001563E0,4.739999771E-1,4.449999928E-1,1.671999991E-1
1.682001563E0,4.420000017E-1,5.030999780E-1,1.209999993E-2
1.702001563E0,4.411000013E-1,3.410999775E-1,-1.040999964E-1
1.732009375E0,2.002999932E-1,-3.720000014E-2,9.149999917E-2
1.762000000E0,-7.849999517E-2,-8.489999920E-2,2.329999954E-2
1.782000000E0,-2.739999890E-1,4.729999974E-2,-4.648000002E-1
1.802001563E0,-2.725999951E-1,2.642999887E-1,-5.309999585E-1
1.832001563E0,-1.511999965E-1,7.195000052E-1,-1.859000027E-1
1.862000000E0,1.485999972E-1,3.163999915E-1,2.909999900E-2
1.882001563E0,1.824999899E-1,5.599999800E-3,2.527000010E-1
1.912000000E0,2.710999846E-1,2.888999879E-1,1.039000005E-1
1.932000000E0,7.429999858E-2,4.995999932E-1,-8.069999516E-2
1.952000000E0,-2.771999836E-1,4.842000008E-1,-2.254000008E-1
1.972000000E0,-1.841000021E-1,1.154999956E-1,-1.567000002E-1
1.992000000E0,-2.592999935E-1,2.838000059E-1,-1.001999974E-1
2.012000000E0,-2.885999978E-1,4.649999738E-1,-1.621999890E-1
2.032001563E0,-3.258999884E-1,3.507999778E-1,-5.669999868E-2
2.062000000E0,-4.165000021E-1,-2.976999879E-1,1.221999973E-1
2.082000000E0,-4.329999983E-1,-6.617999673E-1,8.519999683E-2
2.102000000E0,-5.372999907E-1,-5.167999864E-1,-1.173999980E-1
2.122000000E0,-7.336999774E-1,-1.589999944E-1,-8.262000084E-1
2.142000000E0,-8.944000006E-1,9.399999678E-2,-1.218599916E0
2.162001563E0,-8.180999756E-1,8.749999851E-2,-1.277499914E0
2.192000000E0,-6.419000030E-1,-1.480000000E-2,-7.910999656E-1
2.212000000E0,-6.838999987E-1,-3.694999814E-1,-1.975999922E-1
2.232001563E0,-9.362999797E-1,-8.389999866E-1,5.625999570E-1
2.262000000E0,-7.414999604E-1,-8.854999542E-1,1.379799962E0
2.282001563E0,-2.194999903E-1,-6.547999978E-1,1.356999993E0
2.302001563E0,2.953999937E-1,-5.076999664E-1,8.363999724E-1
2.332000000E0,7.567999959E-1,-4.402000010E-1,2.300000051E-3
2.352000000E0,1.130100012E0,-3.759999871E-1,-7.800000161E-2
2.372001563E0,1.281899929E0,-5.346999764E-1,6.430000067E-2
2.402000000E0,1.423499942E0,-6.527000070E-1,1.776999980E-1
2.422000000E0,1.258000016E0,-4.870999753E-1,-8.949999511E-2
2.442001563E0,8.410999775E-1,-2.673999965E-1,-3.158999979E-1
2.462001563E0,4.329999983E-1,-2.078999877E-1,-4.822999835E-1
2.492000000E0,-2.132999897E-1,-1.350999922E-1,-2.258999944E-1
2.512000000E0,-6.628999710E-1,-7.569999993E-2,1.090000011E-2
2.532001563E0,-8.276999593E-1,-1.349000037E-1,1.894999892E-1
2.562000000E0,-8.898999691E-1,-1.656999886E-1,3.009999990E-1
2.582000000E0,-8.127999902E-1,-1.516000032E-1,2.352999896E-1
2.602001563E0,-7.908999920E-1,-7.939999551E-2,7.099999487E-2
2.632000000E0,-7.853999734E-1,3.959999979E-2,-1.289999951E-2
2.652000000E0,-7.628999949E-1,1.078999937E-1,-2.254999876E-1
2.672001563E0,-6.700999737E-1,7.279999554E-2,-3.894999921E-1
2.702000000E0,-5.137999654E-1,8.760000020E-2,-6.100000143E-1
2.722000000E0,-4.923999906E-1,3.157999814E-1,-7.238999605E-1
2.742014063E0,-3.349999785E-1,5.776999593E-1,-8.787999749E-1
2.772000000E0,2.768000066E-1,6.913999915E-1,-1.115700006E0
2.792000000E0,6.459000111E-1,3.637999892E-1,-3.834999800E-1
2.812000000E0,1.171800017E0,-3.392999768E-1,6.405999660E-1
2.832000000E0,1.184199929E0,-8.156999946E-1,1.465899944E0
2.852000000E0,1.699999906E-2,6.619999558E-2,2.270299911E0
2.872001563E0,-4.105999768E-1,1.197999954E0,1.830199957E0
2.892001563E0,5.469999835E-2,7.651000023E-1,5.539999604E-1
2.922000000E0,-5.332999825E-1,-1.630000025E-2,-1.040000003E-2
2.942000000E0,-1.300000004E-3,9.749999642E-2,8.585000038E-1
2.962001563E0,-2.030999959E-1,6.140000001E-2,2.459999919E-2
2.992000000E0,-1.566299915E0,9.711999893E-1,-4.448999763E-1
3.012000000E0,-1.766399980E0,1.757699966E0,-1.606999934E-1
3.032000000E0,-1.433300018E0,2.068099976E0,4.027999938E-1
3.052000000E0,-1.413499951E0,1.583899975E0,6.750000119E-1
3.072000000E0,-1.531399965E0,1.256500006E0,1.171700001E0
3.092001563E0,-1.355299950E0,1.177399993E0,1.592499971E0
3.122000000E0,-6.675999761E-1,8.517000079E-1,-5.156999826E-1
3.142000000E0,-6.714000106E-1,9.233999848E-1,-1.462799907E0
3.162001563E0,-3.425000012E-1,7.094999552E-1,-1.602199912E0
3.192000000E0,-9.872999787E-1,1.325299978E0,-1.054299951E0
3.212000000E0,-1.162299991E0,1.328499913E0,-8.456999660E-1
3.232004688E0,-1.305599928E0,1.173900008E0,-2.978000045E-1
3.262000000E0,-1.156000018E0,8.154000044E-1,3.251000047E-1
3.282000000E0,-1.096699953E0,6.392999887E-1,1.304000020E-1
3.302001563E0,-1.032099962E0,5.501999855E-1,-6.619999558E-2
3.332000000E0,-6.801999807E-1,2.370999902E-1,1.077600002E0
3.352001563E0,-2.763999999E-1,-1.292999983E-1,1.205999970E0
3.372001563E0,4.046999812E-1,-8.829999715E-2,4.863999784E-1
3.402000000E0,8.513000011E-1,-2.169999853E-2,4.719999805E-2
3.422000000E0,9.167000055E-1,1.284999996E-1,1.499999966E-2
3.442000000E0,9.784999490E-1,1.380999982E-1,2.601999938E-1
3.462001563E0,1.668299913E0,-1.345999986E-1,3.924999833E-1
3.492000000E0,2.474799871E0,-3.944000006E-1,-1.041000009E0
3.512000000E0,2.834899902E0,-2.708999813E-1,-1.465999961E0
3.532001563E0,2.857499838E0,-3.714999855E-1,-1.452799916E0
3.562009375E0,2.897899866E0,-1.088899970E0,-2.073999941E-1
3.592001563E0,1.963799953E0,-2.318999916E-1,-5.892999768E-1
3.622000000E0,1.558899999E0,-3.835999966E-1,9.359999746E-2
3.642000000E0,1.643299937E0,-1.254999936E-1,-2.927999794E-1
3.662001563E0,1.659799933E0,4.580999911E-1,-9.522999525E-1
3.692000000E0,1.425099969E0,1.044600010E0,-1.338400006E0
3.712000000E0,1.564799905E0,6.699000001E-1,-5.169999599E-1
3.732001563E0,1.463799953E0,7.738999724E-1,-9.113999605E-1
3.762000000E0,1.123899937E0,8.831999898E-1,-4.912999868E-1
3.782000000E0,7.021999955E-1,8.348999619E-1,-2.290000021E-2
3.802000000E0,4.648000002E-1,6.746999621E-1,4.734999835E-1
3.822000000E0,2.985000014E-1,5.013999939E-1,1.144999981E0
3.842000000E0,1.053999960E-1,4.477999806E-1,1.453499913E0
3.862000000E0,9.889999777E-2,4.833000004E-1,1.049099922E0
3.882001563E0,1.220999956E-1,5.777999759E-1,4.691999853E-1
3.902001563E0,4.129999876E-2,6.897999644E-1,2.620000020E-2
