"Time (s)","Pressure (hPa)"
1.364600000E-1,1.017424805E3
2.164600000E-1,1.017420898E3
2.964600000E-1,1.017424805E3
3.764615630E-1,1.017428711E3
4.564600000E-1,1.017422363E3
5.364600000E-1,1.017422363E3
6.164600000E-1,1.017415039E3
6.964615630E-1,1.017429688E3
7.764600000E-1,1.017421875E3
8.564600000E-1,1.017432617E3
9.364600000E-1,1.017435547E3
1.016460000E0,1.017421875E3
1.096461563E0,1.017417480E3
1.176461563E0,1.017426270E3
1.256460000E0,1.017416504E3
1.336460000E0,1.017405762E3
1.416460000E0,1.017406250E3
1.496461563E0,1.017396484E3
1.576460000E0,1.017406250E3
1.656460000E0,1.017395996E3
1.736469375E0,1.017397949E3
1.816461563E0,1.017406250E3
1.896461563E0,1.017403809E3
1.976460000E0,1.017402344E3
2.056460000E0,1.017411133E3
2.136460000E0,1.017418457E3
2.216460000E0,1.017416016E3
2.296460000E0,1.017411133E3
2.376461563E0,1.017404785E3
2.456460000E0,1.017398926E3
2.536461563E0,1.017405762E3
2.616460000E0,1.017401855E3
2.696460000E0,1.017405762E3
2.776460000E0,1.017408691E3
2.856460000E0,1.017414062E3
2.936460000E0,1.017415527E3
3.016460000E0,1.017403320E3
3.096461563E0,1.017404785E3
3.176461563E0,1.017407715E3
3.256460000E0,1.017404297E3
3.336460000E0,1.017411133E3
3.416460000E0,1.017415039E3
3.496460000E0,1.017420898E3
3.576460000E0,1.017427246E3
3.656460000E0,1.017419922E3
3.736461563E0,1.017415527E3
3.816460000E0,1.017415527E3
3.896460000E0,1.017403320E3
3.976460000E0,1.017414062E3
4.056460000E0,1.017421875E3
4.136460000E0,1.017426758E3
4.216460000E0,1.017418945E3
4.296503750E0,1.017414551E3
4.376461563E0,1.017428223E3
4.456461563E0,1.017417480E3
4.536460000E0,1.017421387E3
4.616460000E0,1.017422852E3
4.696460000E0,1.017415527E3
4.776460000E0,1.017416504E3
4.856460000E0,1.017412109E3
4.936460000E0,1.017410645E3
5.016460000E0,1.017391113E3
5.096461563E0,1.017393555E3
5.176461563E0,1.017396973E3
5.256460000E0,1.017392090E3
5.336460000E0,1.017392578E3
5.416460000E0,1.017401855E3
5.496461563E0,1.017402344E3
5.576460000E0,1.017384766E3
5.656460000E0,1.017377930E3
5.736461563E0,1.017388184E3
5.816460000E0,1.017395996E3
5.896461563E0,1.017398926E3
5.976460000E0,1.017396973E3
6.056460000E0,1.017397949E3
6.136461563E0,1.017393555E3
6.216460000E0,1.017386719E3
6.296460000E0,1.017391113E3
6.376460000E0,1.017398926E3
6.456460000E0,1.017399414E3
6.536461563E0,1.017412109E3
6.616460000E0,1.017429688E3
6.696460000E0,1.017421387E3
6.776460000E0,1.017412598E3
6.856460000E0,1.017403809E3
6.936460000E0,1.017422852E3
7.016460000E0,1.017425781E3
7.096461563E0,1.017413086E3
7.176461563E0,1.017425781E3
7.256461563E0,1.017430176E3
7.336461563E0,1.017433105E3
7.416460000E0,1.017433105E3
7.496460000E0,1.017444824E3
7.576460000E0,1.017455078E3
7.656460000E0,1.017456543E3
7.736461563E0,1.017432617E3
7.816461563E0,1.017436035E3
7.896461563E0,1.017439453E3
7.976460000E0,1.017442383E3
8.056460000E0,1.017442871E3
8.136460000E0,1.017425293E3
8.216460000E0,1.017434570E3
8.296460000E0,1.017429688E3
8.376460000E0,1.017418457E3
8.456461563E0,1.017414062E3
8.536461563E0,1.017417969E3
8.616460000E0,1.017415039E3
