"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.150733331E-2,1.083624549E-3,-2.124066204E-1,6.936342120E-1
3.159233334E-2,-7.322707027E-2,-5.594013333E-1,6.597046256E-1
5.167633336E-2,1.382160652E-2,-7.257267833E-1,5.229312181E-1
7.176133333E-2,8.442405611E-2,-7.233135700E-1,3.659556806E-1
9.184633335E-2,1.034652367E-1,-6.569374204E-1,2.444877625E-1
1.119313333E-1,1.876882613E-1,-5.699864030E-1,1.415519565E-1
1.320162083E-1,3.068545461E-1,-4.485112131E-1,-1.621084101E-2
1.521012083E-1,1.680282652E-1,-3.612850904E-1,-1.450772583E-1
1.721862084E-1,-1.861125380E-1,-2.671360075E-1,-2.497008890E-1
1.922712083E-1,-5.265974402E-1,2.368475776E-3,-3.462405801E-1
2.123552084E-1,-6.333267689E-1,1.504577696E-1,-3.221184909E-1
2.324402083E-1,-5.099203587E-1,7.824649662E-2,-2.266248465E-1
2.525252083E-1,-2.507148087E-1,-8.147902042E-2,-1.846680492E-1
2.726102084E-1,-4.868585467E-1,-3.829777837E-1,-3.424828649E-1
2.926952083E-1,-1.057511806E0,-4.392863214E-1,-7.053042650E-1
3.127802084E-1,-1.115210533E0,1.117348820E-1,-8.126182556E-1
3.328652083E-1,-4.956035316E-1,4.005278647E-1,-6.477116346E-1
3.529492083E-1,1.066650078E-1,2.332579195E-1,-4.206977189E-1
3.730342083E-1,2.412707806E-1,-3.481961042E-2,-3.697369993E-1
3.931192083E-1,7.859908789E-2,-2.095382214E-1,-4.079430699E-1
4.132042084E-1,-1.737113595E-1,-1.334868819E-1,-4.315321147E-1
4.332892083E-1,-1.278529167E-1,1.145346686E-1,-4.034415781E-1
4.533742084E-1,2.705538571E-1,2.129759640E-1,-4.070287943E-1
4.734592083E-1,6.248117685E-1,1.254545450E-1,-4.566300809E-1
4.935442084E-1,6.375707984E-1,2.016043290E-2,-5.238339305E-1
5.136282084E-1,3.898847699E-1,-4.393673316E-2,-5.343407393E-1
5.337132083E-1,1.851693988E-1,-1.978484243E-1,-5.153560638E-1
5.537982084E-1,1.510251760E-1,-3.681576550E-1,-5.123884082E-1
5.738832083E-1,1.364585310E-1,-4.603452384E-1,-5.046690106E-1
5.939682084E-1,2.375171706E-2,-4.570471644E-1,-5.348969102E-1
6.140532083E-1,-4.158752412E-2,-2.979810536E-1,-4.633501470E-1
6.341382083E-1,-4.697883129E-2,-8.265297115E-2,-2.925382257E-1
6.542222084E-1,2.176545374E-2,7.155979425E-2,-1.384968311E-1
6.743072083E-1,8.956999332E-2,-1.603811234E-2,-5.746829882E-2
6.943922084E-1,1.530201584E-1,-1.973342597E-1,1.039790828E-2
7.144772083E-1,1.132561117E-1,-1.582188457E-1,-1.176675502E-2
7.345622084E-1,-7.147852331E-2,6.582073867E-2,-1.634252518E-1
7.546472083E-1,-1.536822319E-1,3.746250570E-1,-2.896936834E-1
7.747322083E-1,-3.538104296E-1,1.898975968E-1,-4.295731187E-1
7.948172084E-1,-8.917666674E-1,-7.319721580E-1,-5.923436880E-1
8.149012083E-1,-8.855220079E-1,-6.725581288E-1,-5.451229215E-1
8.349862084E-1,-3.314862847E-1,2.399972081E-1,-2.270811200E-1
8.550712083E-1,-1.379743963E-2,5.769334435E-1,1.401447952E-1
8.751562083E-1,-4.666806385E-2,2.343835831E-1,3.188560903E-1
8.952412083E-1,-1.313621700E-1,-4.177616909E-2,4.270912707E-1
9.153262083E-1,-1.594277173E-1,-9.955354035E-2,5.916543603E-1
9.354112084E-1,-9.656222910E-2,7.579496503E-2,7.559672594E-1
9.554952083E-1,5.561966449E-2,2.150407732E-1,8.506001234E-1
9.755802084E-1,2.109465152E-1,2.136336416E-1,8.515579104E-1
9.956652083E-1,3.228539526E-1,1.200202107E-1,8.244757056E-1
