"Time (s)","X (hPa)"
-5.613165417E-1,1.017430573E3
4.438094583E-1,1.017429352E3
1.448881458E0,1.017428513E3
2.453981458E0,1.017428513E3
3.459064458E0,1.017432632E3
3.810956458E0,1.017432632E3
4.883016458E0,1.017432632E3
5.955073458E0,1.017432938E3
7.027130458E0,1.017433853E3
8.099238458E0,1.017434006E3
9.171331458E0,1.017435913E3
1.024348446E1,1.017439423E3
1.131561446E1,1.017442017E3
1.238772346E1,1.017443085E3
1.345983246E1,1.017448578E3
1.453199446E1,1.017451706E3
1.560411846E1,1.017453156E3
1.667621846E1,1.017453537E3
1.774825146E1,1.017454681E3
1.882031546E1,1.017454834E3
1.989235346E1,1.017454834E3
2.096437546E1,1.017451096E3
2.203638746E1,1.017450256E3
2.310836446E1,1.017449646E3
2.418038146E1,1.017448502E3
2.525243846E1,1.017448502E3
2.632445146E1,1.017452087E3
2.739647546E1,1.017454681E3
2.846845946E1,1.017456894E3
2.954051246E1,1.017456894E3
3.061253346E1,1.017457199E3
3.168454246E1,1.017458801E3
3.275658446E1,1.017459259E3
3.382863446E1,1.017460175E3
3.490072246E1,1.017460175E3
3.597279746E1,1.017459641E3
3.704491146E1,1.017459106E3
3.811693046E1,1.017459106E3
3.918888046E1,1.017462158E3
4.026086146E1,1.017464905E3
4.133290746E1,1.017469330E3
4.240496046E1,1.017472534E3
4.347701746E1,1.017475433E3
4.454904446E1,1.017475891E3
4.562103646E1,1.017475967E3
4.669305946E1,1.017475967E3
4.776504546E1,1.017474060E3
4.883703246E1,1.017468567E3
4.990908046E1,1.017462234E3
5.098110046E1,1.017459106E3
5.205309446E1,1.017456131E3
5.312510246E1,1.017456131E3
5.419714146E1,1.017457428E3
5.526918646E1,1.017460556E3
5.634122446E1,1.017462158E3
5.741322146E1,1.017463531E3
5.848520346E1,1.017464142E3
5.955717646E1,1.017464294E3
6.062914646E1,1.017464294E3
6.170109946E1,1.017463074E3
6.277301146E1,1.017460785E3
6.384493546E1,1.017460556E3
6.491688446E1,1.017460480E3
6.598884446E1,1.017460556E3
6.706082946E1,1.017460709E3
6.813275746E1,1.017462692E3
6.920472346E1,1.017464371E3
7.027667946E1,1.017465591E3
7.134865446E1,1.017465744E3
7.242061446E1,1.017465744E3
7.349258346E1,1.017464600E3
7.456458546E1,1.017462692E3
7.563654546E1,1.017462006E3
7.670847146E1,1.017461014E3
7.778036946E1,1.017460709E3
7.885227946E1,1.017460556E3
7.992419046E1,1.017459259E3
8.099613146E1,1.017458038E3
8.206810646E1,1.017457809E3
8.314005046E1,1.017457809E3
8.421194246E1,1.017459869E3
8.528390546E1,1.017463531E3
8.635583446E1,1.017466202E3
8.742779046E1,1.017467880E3
8.849968246E1,1.017468338E3
8.957156446E1,1.017468491E3
9.064347346E1,1.017468796E3
9.171538546E1,1.017468796E3
9.278725646E1,1.017471313E3
9.385912746E1,1.017474442E3
9.493100846E1,1.017479248E3
9.600289246E1,1.017482681E3
9.707475946E1,1.017485275E3
9.814665246E1,1.017490463E3
9.921855346E1,1.017492599E3
1.002904105E2,1.017492599E3
1.013623225E2,1.017491302E3
1.024342975E2,1.017490692E3
1.035062455E2,1.017489014E3
1.045781625E2,1.017488556E3
1.056500595E2,1.017488556E3
1.067218975E2,1.017491302E3
1.077937065E2,1.017493820E3
1.088655275E2,1.017496262E3
1.099374035E2,1.017497787E3
1.110092915E2,1.017498245E3
1.120811405E2,1.017499924E3
1.131529835E2,1.017499924E3
1.142248465E2,1.017499924E3
1.152966875E2,1.017500305E3
1.163685095E2,1.017503433E3
1.174403025E2,1.017507019E3
1.185120805E2,1.017509766E3
1.195838865E2,1.017512970E3
1.206557265E2,1.017514801E3
1.217275125E2,1.017514801E3
1.227992815E2,1.017514801E3
1.238710825E2,1.017515640E3
1.249428565E2,1.017515640E3
1.260146155E2,1.017516327E3
1.270863415E2,1.017516708E3
1.281581375E2,1.017517624E3
1.292299835E2,1.017517624E3
1.303017885E2,1.017517395E3
1.313735745E2,1.017517395E3
1.324453695E2,1.017518234E3
1.335172175E2,1.017518234E3
1.345890005E2,1.017518463E3
1.356607755E2,1.017518997E3
1.367326215E2,1.017518997E3
1.378044325E2,1.017518234E3
1.388762555E2,1.017518005E3
1.399480975E2,1.017516556E3
1.410199665E2,1.017515717E3
1.420918115E2,1.017515717E3
1.431636905E2,1.017515717E3
1.442355285E2,1.017516098E3
1.453073405E2,1.017518005E3
1.463791515E2,1.017521973E3
