"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.452964783E-3,3.211447933E1,1.189501807E2,1.499322106E1,1.522087044E0,1.545445986E2,4.722212287E0,4.722212287E0
1.249523997E0,3.211444192E1,1.189502757E2,1.553639703E1,-1.000000000E0,-1.000000000E0,1.106517755E2,1.106517755E2
2.249498248E0,3.211455886E1,1.189503531E2,1.362752486E1,0.000000000E0,-1.000000000E0,6.943953588E0,6.943953588E0
3.249471903E0,3.211454252E1,1.189503637E2,1.455414554E1,2.798085213E0,1.369356213E2,1.492565621E1,1.492565621E1
4.249445796E0,3.211450854E1,1.189503669E2,1.558719623E1,0.000000000E0,-1.000000000E0,1.356033919E1,1.356033919E1
5.249419332E0,3.211447074E1,1.189503543E2,1.569050130E1,0.000000000E0,-1.000000000E0,1.269117672E1,1.269117672E1
6.249393463E0,3.211442343E1,1.189503181E2,1.570083180E1,0.000000000E0,-1.000000000E0,9.694071106E0,9.694071106E0
7.249367118E0,3.211440683E1,1.189503197E2,1.569113602E1,0.000000000E0,-1.000000000E0,1.003737935E1,1.003737935E1
8.244910240E0,3.211438999E1,1.189503099E2,1.568091732E1,0.000000000E0,-1.000000000E0,9.210431810E0,9.210431810E0
9.246086836E0,3.211433664E1,1.189502849E2,1.570453009E1,1.298872828E0,1.648331465E2,7.591636074E0,7.591636074E0
1.024608421E1,3.211432411E1,1.189502941E2,1.560949306E1,1.298872828E0,1.639209884E2,6.314310277E0,6.314310277E0
1.140406299E1,3.211430578E1,1.189502878E2,1.554945490E1,1.444219351E0,1.634726684E2,4.857579622E0,4.857579622E0
1.240404296E1,3.211429411E1,1.189502933E2,1.562557438E1,1.503365636E0,1.561252427E2,4.096305197E0,4.096305197E0
1.340402222E1,3.211428171E1,1.189502997E2,1.562557457E1,1.503365636E0,1.561252461E2,4.909347094E0,4.909347094E0
1.440400183E1,3.211427024E1,1.189503017E2,1.554682826E1,1.503365636E0,1.585958481E2,4.840332461E0,4.840332461E0
1.540398109E1,3.211426166E1,1.189503054E2,1.555579392E1,1.398712158E0,1.577635212E2,4.793935830E0,4.793935830E0
1.640395963E1,3.211425047E1,1.189503098E2,1.560302414E1,1.355600953E0,1.574179272E2,4.783164716E0,4.783164716E0
1.740393829E1,3.211423801E1,1.189503149E2,1.559050875E1,1.355600953E0,1.590173934E2,4.785759258E0,4.785759258E0
1.840391588E1,3.211422348E1,1.189503196E2,1.557291039E1,1.414675593E0,1.594477773E2,4.761197779E0,4.761197779E0
1.940389466E1,3.211420904E1,1.189503244E2,1.552100495E1,1.452853560E0,1.608006738E2,4.758394978E0,4.758394978E0
2.040387249E1,3.211419292E1,1.189503281E2,1.544181449E1,1.452853560E0,1.595064351E2,4.758053300E0,4.758053300E0
2.140384912E1,3.211417827E1,1.189503321E2,1.537072125E1,1.457650185E0,1.599921161E2,4.760157729E0,4.760157729E0
