"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211397389E1,1.189527701E2,1.328328878E1,6.798615456E-1,9.833095551E1,1.749386978E1,1.749386978E1
1.016289583E0,3.211402661E1,1.189527294E2,1.161426093E1,5.999743938E-1,2.579706116E2,1.612717628E1,1.612717628E1
2.021178125E0,3.211404463E1,1.189527493E2,1.177426370E1,2.023391724E-1,2.639831543E2,1.496546745E1,1.496546745E1
2.991456250E0,3.211403440E1,1.189527480E2,8.083854646E0,3.384180963E-1,3.488334656E2,4.699999809E0,4.699999809E0
3.987067708E0,3.211404516E1,1.189527383E2,6.989176114E0,1.140934348E0,3.379864502E2,4.699999809E0,4.699999809E0
4.994326041E0,3.211406239E1,1.189527304E2,6.155142583E0,1.421271443E0,7.138081074E0,4.699999809E0,4.699999809E0
5.993057291E0,3.211407470E1,1.189527284E2,4.793639830E0,1.230967999E0,7.138081074E0,4.699999809E0,4.699999809E0
6.992253124E0,3.211408334E1,1.189527344E2,5.452074769E0,1.183046341E0,4.583098984E1,4.699999809E0,4.699999809E0
7.998317707E0,3.211409238E1,1.189527452E2,6.288221692E0,1.492351532E0,4.526810455E1,1.000000000E0,1.000000000E0
9.002214582E0,3.211410338E1,1.189527565E2,6.105026130E0,1.419012308E0,3.597775269E1,2.257323742E0,2.257323742E0
1.000015156E1,3.211411095E1,1.189527641E2,5.746529619E0,1.418328047E0,3.372346878E1,2.730341673E0,2.730341673E0
1.099233750E1,3.211412314E1,1.189527682E2,4.899467966E0,1.206000209E0,3.325337219E1,3.278659344E0,3.278659344E0
1.199930885E1,3.211413098E1,1.189527741E2,4.604687193E0,1.054015398E0,5.634552383E1,3.540784121E0,3.540784121E0
1.299616719E1,3.211412953E1,1.189527809E2,6.125705406E0,1.157304049E0,8.508426666E1,4.157075405E0,4.157075405E0
1.400024635E1,3.211412387E1,1.189527890E2,7.408564791E0,1.229671240E0,1.185683441E2,4.378528595E0,4.378528595E0
1.499055625E1,3.211411208E1,1.189528009E2,7.904380294E0,1.285392046E0,1.485666504E2,4.394747257E0,4.394747257E0
1.600013437E1,3.211409546E1,1.189528067E2,8.390839047E0,1.325728416E0,1.623617249E2,4.137509346E0,4.137509346E0
1.700154375E1,3.211407868E1,1.189528090E2,8.917076646E0,1.358284354E0,1.654751587E2,3.951481581E0,3.951481581E0
1.800011614E1,3.211406198E1,1.189528047E2,9.529792385E0,1.272637844E0,1.756096344E2,3.796586275E0,3.796586275E0
1.899455729E1,3.211404648E1,1.189528032E2,1.017750851E1,1.308813334E0,1.833489990E2,3.520452976E0,3.520452976E0
2.000141666E1,3.211402950E1,1.189528007E2,1.069555564E1,1.130821347E0,1.819934082E2,3.379090071E0,3.379090071E0
2.099264218E1,3.211401425E1,1.189527985E2,1.100805957E1,1.100266695E0,1.949260406E2,3.231591463E0,3.231591463E0
2.200114635E1,3.211399876E1,1.189527984E2,1.091014476E1,1.394291639E0,1.993347015E2,2.956519365E0,2.956519365E0
2.299478020E1,3.211398502E1,1.189527964E2,1.091895868E1,1.297570944E0,2.012571869E2,2.866498470E0,2.866498470E0
2.399332083E1,3.211397268E1,1.189527901E2,1.097913922E1,1.415943980E0,2.157834625E2,2.810303926E0,2.810303926E0
2.499359062E1,3.211395849E1,1.189527799E2,1.093877467E1,1.452826262E0,2.367729950E2,2.811161280E0,2.811161280E0
2.599822343E1,3.211394735E1,1.189527677E2,1.100446193E1,1.376677513E0,2.433185730E2,2.784999132E0,2.784999132E0
2.699492864E1,3.211393968E1,1.189527539E2,1.109745149E1,1.296062231E0,2.564323730E2,2.832637072E0,2.832637072E0
2.799517916E1,3.211393434E1,1.189527405E2,1.116295310E1,1.233438373E0,2.616644287E2,2.704254627E0,2.704254627E0
2.899375052E1,3.211393073E1,1.189527286E2,1.118167114E1,1.261887789E0,2.630287476E2,2.537543535E0,2.537543535E0
2.999367083E1,3.211392694E1,1.189527146E2,1.121987935E1,1.122492075E0,2.593587646E2,2.367568970E0,2.367568970E0
3.099503906E1,3.211392475E1,1.189527009E2,1.126890290E1,1.352556467E0,2.649906616E2,2.255211830E0,2.255211830E0
3.199516510E1,3.211392251E1,1.189526857E2,1.124094602E1,1.807478070E0,2.644341125E2,2.145243168E0,2.145243168E0
3.300270364E1,3.211392115E1,1.189526698E2,1.083815826E1,1.649116635E0,2.562870178E2,2.157369614E0,2.157369614E0
3.399010572E1,3.211391685E1,1.189526532E2,1.072486413E1,1.835725427E0,2.569334106E2,2.159923553E0,2.159923553E0
3.499766875E1,3.211390862E1,1.189526378E2,1.087429187E1,1.838377118E0,2.224808655E2,2.190336466E0,2.190336466E0
3.599761093E1,3.211389812E1,1.189526277E2,1.097540347E1,1.520086765E0,2.090117188E2,2.251770496E0,2.251770496E0
3.699466197E1,3.211388584E1,1.189526213E2,1.080675823E1,1.560692906E0,1.956862183E2,2.375300884E0,2.375300884E0
3.799101822E1,3.211387251E1,1.189526184E2,1.078049078E1,1.699070930E0,1.681679535E2,2.468578577E0,2.468578577E0
3.899376145E1,3.211385837E1,1.189526182E2,1.101134969E1,1.652080059E0,1.740859070E2,2.661828518E0,2.661828518E0
3.999321614E1,3.211384639E1,1.189526199E2,1.121880676E1,1.367596269E0,1.718735809E2,2.841651917E0,2.841651917E0
4.100506406E1,3.211383475E1,1.189526221E2,1.124339386E1,1.609875083E0,1.588712463E2,2.905926943E0,2.905926943E0
4.199495885E1,3.211382308E1,1.189526258E2,1.124777802E1,1.714302063E0,1.592181091E2,3.071604252E0,3.071604252E0
4.299216978E1,3.211381081E1,1.189526295E2,1.141476992E1,1.743886590E0,1.605571289E2,3.188962460E0,3.188962460E0
4.400324426E1,3.211379770E1,1.189526315E2,1.165965639E1,1.725681543E0,1.723834381E2,3.192396641E0,3.192396641E0
4.499249947E1,3.211378371E1,1.189526327E2,1.202906053E1,1.472365737E0,1.708206635E2,3.289146423E0,3.289146423E0
4.600185260E1,3.211377084E1,1.189526350E2,1.223415456E1,1.350954413E0,1.543399048E2,3.397216082E0,3.397216082E0
4.699694583E1,3.211375936E1,1.189526413E2,1.231927062E1,1.660375118E0,1.374889832E2,3.391507626E0,3.391507626E0
4.799832447E1,3.211375116E1,1.189526523E2,1.224402329E1,1.651770830E0,1.311242828E2,3.326403379E0,3.326403379E0
4.899168749E1,3.211374418E1,1.189526643E2,1.219072875E1,1.443651080E0,1.296384430E2,3.428414106E0,3.428414106E0
5.000216458E1,3.211373886E1,1.189526739E2,1.213341929E1,1.230907559E0,1.273083649E2,3.461292982E0,3.461292982E0
5.099975989E1,3.211373351E1,1.189526847E2,1.210526580E1,1.194677830E0,1.244130859E2,3.478968143E0,3.478968143E0
5.200352916E1,3.211372879E1,1.189526958E2,1.202549212E1,1.388765216E0,1.008358459E2,3.479085445E0,3.479085445E0
5.300527030E1,3.211372822E1,1.189527093E2,1.194116604E1,1.522217512E0,8.173831177E1,3.536923170E0,3.536923170E0
5.400257708E1,3.211373180E1,1.189527209E2,1.177572585E1,1.292048335E0,3.404949951E2,3.657403469E0,3.657403469E0
5.499076978E1,3.211374519E1,1.189527139E2,1.164738885E1,1.349796176E0,2.686723022E2,3.525042057E0,3.525042057E0
5.600249583E1,3.211374920E1,1.189526947E2,1.176261757E1,1.705028296E0,2.664248657E2,3.463263988E0,3.463263988E0
5.699612968E1,3.211374914E1,1.189526713E2,1.185014475E1,1.811046720E0,2.730391235E2,3.476077557E0,3.476077557E0
5.800086197E1,3.211375090E1,1.189526477E2,1.183488175E1,1.681222558E0,2.709373169E2,3.434991360E0,3.434991360E0
5.899317864E1,3.211375134E1,1.189526321E2,1.179919504E1,1.276780486E0,2.790285645E2,3.278375149E0,3.278375149E0
6.000112760E1,3.211375415E1,1.189526258E2,1.179626737E1,9.394155741E-1,2.775589600E2,3.452971935E0,3.452971935E0
6.099583072E1,3.211375640E1,1.189526307E2,1.172628558E1,1.770339906E-1,2.791805725E2,3.773478746E0,3.773478746E0
6.199651978E1,3.211375640E1,1.189526307E2,1.172628558E1,1.239237934E-1,2.707996216E2,3.947234631E0,3.947234631E0
6.299709895E1,3.211375942E1,1.189526245E2,1.172889169E1,7.709515095E-1,2.779353943E2,4.016713619E0,4.016713619E0
6.399096510E1,3.211376404E1,1.189526145E2,1.156512404E1,9.972973466E-1,2.935252991E2,3.954471588E0,3.954471588E0
6.499936457E1,3.211377207E1,1.189526037E2,1.141775043E1,1.088224530E0,3.168264465E2,3.719532013E0,3.719532013E0
6.599078437E1,3.211378070E1,1.189525944E2,1.131479041E1,1.086534739E0,3.201061401E2,3.356247425E0,3.356247425E0
6.699673957E1,3.211379057E1,1.189525853E2,1.131264674E1,1.278212070E0,3.218323975E2,3.095689535E0,3.095689535E0
6.798994218E1,3.211379904E1,1.189525760E2,1.135295411E1,1.224171638E0,3.172222290E2,2.950803995E0,2.950803995E0
6.899886249E1,3.211380897E1,1.189525652E2,1.137942757E1,1.378147483E0,3.219378357E2,2.929706097E0,2.929706097E0
6.999021197E1,3.211381941E1,1.189525542E2,1.129543950E1,1.560189843E0,3.266848450E2,2.944152355E0,2.944152355E0
7.099592811E1,3.211383029E1,1.189525424E2,1.124256934E1,1.691332698E0,3.128980408E2,2.969666004E0,2.969666004E0
7.199307864E1,3.211384064E1,1.189525316E2,1.131053082E1,1.396021605E0,3.240259399E2,2.981421947E0,2.981421947E0
7.299064114E1,3.211384988E1,1.189525223E2,1.133454850E1,1.269093752E0,3.238906250E2,2.986120939E0,2.986120939E0
7.400417707E1,3.211385867E1,1.189525141E2,1.133156497E1,1.189704418E0,3.242404480E2,2.868594646E0,2.868594646E0
7.499920520E1,3.211386766E1,1.189525069E2,1.134876661E1,1.148636341E0,3.288380432E2,2.764514446E0,2.764514446E0
7.598940103E1,3.211387654E1,1.189524989E2,1.132586864E1,1.251431584E0,3.302965088E2,2.634720564E0,2.634720564E0
7.699293280E1,3.211388541E1,1.189524907E2,1.133964269E1,1.254781246E0,3.200379028E2,2.528138161E0,2.528138161E0
7.799117916E1,3.211389528E1,1.189524811E2,1.129287388E1,1.286810756E0,3.238214111E2,2.472647190E0,2.472647190E0
7.900065363E1,3.211390445E1,1.189524724E2,1.135664941E1,1.262273073E0,3.223606873E2,2.440574169E0,2.440574169E0
7.999767707E1,3.211391474E1,1.189524633E2,1.119453197E1,1.408489585E0,3.181402283E2,2.371234417E0,2.371234417E0
8.099267447E1,3.211392572E1,1.189524559E2,1.101953682E1,1.367835045E0,3.284306946E2,2.440955639E0,2.440955639E0
8.199113020E1,3.211393745E1,1.189524497E2,1.087210794E1,1.301414967E0,3.318527527E2,2.498070240E0,2.498070240E0
8.299754895E1,3.211394730E1,1.189524429E2,1.076747308E1,1.206085205E0,3.277746277E2,2.531034470E0,2.531034470E0
8.399595624E1,3.211395514E1,1.189524366E2,1.077179896E1,1.336893678E0,3.343625488E2,2.660504103E0,2.660504103E0
8.499248332E1,3.211396389E1,1.189524346E2,1.075709139E1,1.148569584E0,3.468388367E2,2.895292997E0,2.895292997E0
8.599752082E1,3.211397542E1,1.189524372E2,1.064937466E1,1.046273947E0,3.895284271E1,2.927378893E0,2.927378893E0
8.699488332E1,3.211398693E1,1.189524395E2,1.055410202E1,1.417161822E0,1.608353615E1,2.934654951E0,2.934654951E0
8.799830207E1,3.211400041E1,1.189524418E2,1.054190805E1,1.584185958E0,4.345944405E0,3.008844137E0,3.008844137E0
8.899828384E1,3.211401429E1,1.189524437E2,1.057998534E1,1.406146407E0,4.339592457E0,3.024302721E0,3.024302721E0
8.999270520E1,3.211402794E1,1.189524453E2,1.059737069E1,1.366039157E0,4.961269379E0,2.992853642E0,2.992853642E0
9.099742447E1,3.211403987E1,1.189524471E2,1.059974251E1,1.302279949E0,1.035390186E1,3.055001974E0,3.055001974E0
9.199831561E1,3.211405094E1,1.189524499E2,1.056490490E1,1.160140276E0,1.275533485E1,3.093033314E0,3.093033314E0
9.300326717E1,3.211406333E1,1.189524523E2,1.056869699E1,1.317667723E0,1.003284836E1,3.064907074E0,3.064907074E0
9.399912030E1,3.211407540E1,1.189524537E2,1.068330771E1,1.535141587E0,3.467244873E2,3.028274775E0,3.028274775E0
9.499253540E1,3.211408819E1,1.189524535E2,1.078112486E1,1.598004818E0,3.524648743E2,3.092253447E0,3.092253447E0
9.599973644E1,3.211410142E1,1.189524529E2,1.085618720E1,1.616321445E0,3.529526978E2,3.034552813E0,3.034552813E0
9.699837134E1,3.211411432E1,1.189524542E2,1.089700227E1,1.599926591E0,7.957379818E0,3.031342506E0,3.031342506E0
9.799798801E1,3.211412695E1,1.189524558E2,1.094208557E1,1.352055907E0,4.122385502E0,2.973635197E0,2.973635197E0
9.898722394E1,3.211413918E1,1.189524567E2,1.101119064E1,1.277532578E0,3.517619019E2,3.085437059E0,3.085437059E0
9.999860676E1,3.211415084E1,1.189524546E2,1.109932481E1,1.261064887E0,3.502321167E2,3.039759159E0,3.039759159E0
1.009994859E2,3.211416223E1,1.189524514E2,1.113842368E1,1.481492519E0,3.282576904E2,2.956538439E0,2.956538439E0
1.019966547E2,3.211416703E1,1.189524528E2,1.103493670E1,9.545820951E-1,4.605161285E1,3.019953966E0,3.019953966E0
1.029954922E2,3.211417309E1,1.189524653E2,1.092783436E1,1.248531222E0,9.536431885E1,3.061602116E0,3.061602116E0
1.039921781E2,3.211417708E1,1.189524796E2,1.056343829E1,1.275322199E0,6.231022263E1,3.010552645E0,3.010552645E0
1.049932276E2,3.211418167E1,1.189524950E2,1.046661993E1,1.219427705E0,6.328726578E1,3.024378061E0,3.024378061E0
1.060003599E2,3.211418821E1,1.189525120E2,1.020909140E1,1.418007493E0,6.559030914E1,3.081737041E0,3.081737041E0
1.069919463E2,3.211419580E1,1.189525287E2,1.002798433E1,1.611964345E0,5.745894623E1,3.168590784E0,3.168590784E0
1.080008120E2,3.211420461E1,1.189525439E2,9.696875213E0,1.632016420E0,4.238232040E1,3.214235783E0,3.214235783E0
1.089950635E2,3.211421556E1,1.189525555E2,9.745182999E0,1.422579765E0,1.448626900E1,3.175922155E0,3.175922155E0
1.099886521E2,3.211422856E1,1.189525649E2,9.585938354E0,1.660567999E0,1.951317787E1,3.169528246E0,3.169528246E0
1.109989932E2,3.211424142E1,1.189525744E2,9.399233368E0,1.672214270E0,1.455215263E1,3.274387360E0,3.274387360E0
1.119957146E2,3.211425517E1,1.189525793E2,9.200106030E0,1.472221494E0,1.034784317E1,3.149541378E0,3.149541378E0
1.129895557E2,3.211426868E1,1.189525802E2,8.950884544E0,1.615816355E0,3.468329163E2,3.097737551E0,3.097737551E0
1.140019880E2,3.211428175E1,1.189525774E2,8.726517369E0,1.577327728E0,3.562398071E2,3.138633013E0,3.138633013E0
1.149940635E2,3.211429368E1,1.189525737E2,8.573583444E0,1.255034804E0,3.491579895E2,3.065632105E0,3.065632105E0
1.159976651E2,3.211430460E1,1.189525701E2,8.595988386E0,1.234512210E0,3.497870789E2,2.964505434E0,2.964505434E0
1.169932479E2,3.211431512E1,1.189525685E2,8.550513948E0,1.245531678E0,3.562152100E2,2.928199768E0,2.928199768E0
1.179938427E2,3.211432668E1,1.189525680E2,8.546163043E0,1.229729652E0,4.547719955E-1,3.038137197E0,3.038137197E0
1.190034281E2,3.211433877E1,1.189525690E2,8.486704984E0,1.328538537E0,3.568511724E0,3.089501858E0,3.089501858E0
1.200004271E2,3.211435011E1,1.189525726E2,8.461437556E0,1.351249337E0,2.018846512E1,3.086950779E0,3.086950779E0
1.209987937E2,3.211435733E1,1.189525846E2,8.505273031E0,1.211497664E0,7.164118195E1,3.184859276E0,3.184859276E0
1.219973088E2,3.211436213E1,1.189525982E2,8.456653817E0,1.324054956E0,1.041808624E2,3.223343611E0,3.223343611E0
1.229887948E2,3.211436532E1,1.189526045E2,8.294148444E0,8.357056975E-1,5.850815582E1,3.336682081E0,3.336682081E0
1.239936161E2,3.211436971E1,1.189526052E2,8.237499065E0,6.781042218E-1,3.286422424E2,3.449207783E0,3.449207783E0
1.249972172E2,3.211437950E1,1.189525987E2,8.206701920E0,1.306361675E0,3.070671387E2,3.508627653E0,3.508627653E0
1.260035104E2,3.211439006E1,1.189525943E2,8.234796950E0,1.355962992E0,3.445723267E2,3.605339050E0,3.605339050E0
1.270006713E2,3.211440314E1,1.189525929E2,8.215333836E0,1.443984866E0,1.513191700E0,3.668800831E0,3.668800831E0
1.279894489E2,3.211441691E1,1.189525943E2,8.133930883E0,1.090360165E0,4.401139259E0,3.469823360E0,3.469823360E0
1.289912385E2,3.211443033E1,1.189525952E2,8.043724200E0,1.283413529E0,8.162381172E0,3.339163542E0,3.339163542E0
1.299929859E2,3.211444341E1,1.189525972E2,7.962305974E0,1.459312797E0,4.558185577E0,3.363622189E0,3.363622189E0
1.310002088E2,3.211445600E1,1.189525987E2,7.925717319E0,1.310957313E0,8.783552170E0,3.283270597E0,3.283270597E0
1.319956068E2,3.211446868E1,1.189526016E2,7.826901874E0,1.185472250E0,1.058599186E1,3.303135633E0,3.303135633E0
1.329920604E2,3.211447455E1,1.189526043E2,7.813064421E0,7.419667244E-1,2.663759804E1,3.335443020E0,3.335443020E0
1.339914672E2,3.211447487E1,1.189526039E2,7.876665172E0,1.909599453E-1,2.639505959E1,3.550742388E0,3.550742388E0
1.349985135E2,3.211447343E1,1.189526022E2,7.784709144E0,9.585903585E-2,2.648280525E1,3.462151051E0,3.462151051E0
1.359922979E2,3.211447044E1,1.189526028E2,7.934193061E0,7.851161808E-2,2.679059410E1,3.405818939E0,3.405818939E0
1.369949036E2,3.211446764E1,1.189526053E2,7.993648820E0,5.743579566E-2,2.689487076E1,3.405470371E0,3.405470371E0
1.379960151E2,3.211446621E1,1.189526079E2,7.983369259E0,1.267897636E-1,3.010648155E1,3.411193132E0,3.411193132E0
1.389909026E2,3.211446449E1,1.189526106E2,8.068115776E0,1.305630356E-1,6.641574860E1,3.202212572E0,3.202212572E0
1.399964974E2,3.211446508E1,1.189526195E2,8.003717322E0,4.288183153E-1,7.558809662E1,3.344803572E0,3.344803572E0
1.409894443E2,3.211446598E1,1.189526316E2,8.210612611E0,7.179799080E-1,7.606675720E1,3.462367296E0,3.462367296E0
1.419980765E2,3.211446791E1,1.189526425E2,8.291619288E0,9.419669509E-1,7.738775635E1,3.381612301E0,3.381612301E0
1.429938849E2,3.211447350E1,1.189526546E2,8.278314695E0,1.072221041E0,5.617362595E1,3.309511185E0,3.309511185E0
1.439903401E2,3.211447444E1,1.189526709E2,8.378898628E0,1.036856174E0,7.789051056E1,3.234179258E0,3.234179258E0
1.449984828E2,3.211448170E1,1.189526877E2,8.587386290E0,1.113742113E0,7.227253723E1,3.440033674E0,3.440033674E0
1.459967932E2,3.211448130E1,1.189526982E2,8.768181090E0,8.764680624E-1,7.675708008E1,3.639752150E0,3.639752150E0
1.469987104E2,3.211448166E1,1.189527086E2,8.992968643E0,7.745632529E-1,9.091836548E1,4.005085945E0,4.005085945E0
1.479932817E2,3.211446977E1,1.189527188E2,9.197956484E0,9.003591537E-1,1.715115814E2,4.260308266E0,4.260308266E0
1.489990307E2,3.211445410E1,1.189527217E2,9.362688006E0,1.465279341E0,2.077064362E2,4.377934933E0,4.377934933E0
1.500010479E2,3.211444712E1,1.189527151E2,9.596254456E0,1.738776684E0,1.729903107E2,4.181214333E0,4.181214333E0
